gene,samples_ge_min_count,retained
ELOVL5,6,True
ELOVL6,5,True
ELOVL7,6,True
ELP2,6,True
ELP3,6,True
ELP4,6,True
ELTD1,6,True
EME2,6,True
EMG1,6,True
EMILIN1,6,True
EMILIN2,6,True
EML1,6,True
EML2,6,True
EML3,6,True
EML4,6,True
EML5,6,True
EMP1,6,True
EMP2,6,True
ENAH,6,True
ENC1,6,True
ENDOD1,6,True
ENDOG,6,True
ENG,6,True
ENO1,6,True
ENO2,6,True
ENO3,5,True
ENOPH1,6,True
ENOSF1,6,True
ENOX2,6,True
ENPEP,6,True
ENPP1,6,True
ENPP2,5,True
ENPP4,5,True
ENSA,6,True
ENTPD1,6,True
ENTPD3,6,True
ENTPD4,6,True
ENTPD6,6,True
ENTPD7,6,True
EP300,6,True
EP400,6,True
EPAS1,6,True
EPB41,6,True
EPB41L1,6,True
EPB41L2,6,True
EPB41L3,6,True
EPB41L4A,5,True
EPB41L4B,6,True
EPB41L5,6,True
EPB49,6,True
EPC1,6,True
EPC2,6,True
EPDR1,6,True
EPGN,5,True
EPHA1,6,True
EPHA2,6,True
EPHA3,6,True
EPHA4,6,True
EPHB2,6,True
EPHB3,6,True
EPHB4,6,True
EPHB6,6,True
EPHX1,6,True
EPHX2,6,True
EPM2A,6,True
EPM2AIP1,6,True
EPN1,6,True
EPN2,6,True
EPN3,6,True
EPRS,6,True
EPS15,6,True
EPS15L1,6,True
EPS8,6,True
EPS8L1,6,True
EPSTI1,6,True
ERAL1,6,True
ERAP1,6,True
ERAP2,6,True
ERBB2,6,True
ERBB2IP,6,True
ERBB3,6,True
ERC1,6,True
ERCC1,6,True
ERCC2,6,True
ERCC3,6,True
ERCC4,6,True
ERCC5,6,True
ERCC6,6,True
ERCC6L,6,True
ERCC8,6,True
EREG,6,True
ERF,6,True
ERG,6,True
ERGIC1,6,True
ERGIC2,6,True
ERGIC3,6,True
ERH,6,True
ERICH1,6,True
ERLIN1,6,True
ERLIN2,6,True
ERMAP,6,True
ERMP1,6,True
ERN1,6,True
ERO1LB,6,True
ERP29,6,True
ERRFI1,6,True
ESAM,6,True
ESCO1,6,True
ESCO2,6,True
ESD,6,True
ESF1,6,True
ESPL1,6,True
ESPN,6,True
ESRRA,6,True
ETAA1,6,True
ETF1,6,True
ETFA,6,True
ETFB,6,True
ETFDH,6,True
ETHE1,6,True
ETNK1,6,True
ETNK2,6,True
ETS1,6,True
ETS2,6,True
ETV1,6,True
ETV4,6,True
ETV5,6,True
ETV6,6,True
EVC,6,True
EVC2,6,True
EVI1,6,True
EVI2B,6,True
EVI5,6,True
EVI5L,6,True
EVL,6,True
EVPL,6,True
EWSR1,6,True
EXDL2,6,True
EXO1,6,True
EXOC1,6,True
EXOC2,6,True
EXOC3,6,True
EXOC4,6,True
EXOC5,6,True
EXOC6,6,True
EXOC6B,6,True
EXOC7,6,True
EXOC8,6,True
EXOSC1,6,True
EXOSC10,6,True
EXOSC2,6,True
EXOSC3,6,True
EXOSC5,6,True
EXOSC6,6,True
EXOSC7,6,True
EXOSC9,6,True
EXPH5,6,True
EXT1,6,True
EXT2,6,True
EXTL2,6,True
EXTL3,6,True
EYA2,4,True
EYA3,6,True
EYA4,5,True
EZH1,6,True
EZH2,6,True
EZR,6,True
F11R,6,True
F13A1,6,True
F2R,6,True
F2RL1,6,True
F2RL2,6,True
F3,6,True
F8,6,True
FAAH,6,True
FAAH2,6,True
FABP4,5,True
FADS1,6,True
FADS2,6,True
FADS3,6,True
FAF1,6,True
FAF2,6,True
FAH,6,True
FAHD1,6,True
FAM100A,6,True
FAM100B,6,True
FAM102A,6,True
FAM102B,6,True
FAM104A,6,True
FAM105B,6,True
FAM107A,5,True
FAM107B,6,True
FAM108B1,6,True
FAM108C1,6,True
FAM109A,6,True
FAM109B,6,True
FAM110A,6,True
FAM110C,6,True
FAM111A,6,True
FAM111B,6,True
FAM113A,6,True
FAM114A1,6,True
FAM114A2,6,True
FAM115A,6,True
FAM116A,6,True
FAM117B,6,True
FAM118A,6,True
FAM119B,6,True
FAM120A,6,True
FAM120AOS,6,True
FAM120B,6,True
FAM120C,6,True
FAM122A,6,True
FAM123B,6,True
FAM125A,6,True
FAM125B,6,True
FAM126A,6,True
FAM126B,6,True
FAM127A,6,True
FAM127B,6,True
FAM127C,6,True
FAM129A,6,True
FAM129B,6,True
FAM130A1,6,True
FAM131A,6,True
FAM134A,6,True
FAM134B,6,True
FAM134C,6,True
FAM135A,6,True
FAM136A,6,True
FAM13A1,6,True
FAM13A1OS,6,True
FAM13B1,6,True
FAM13C1,5,True
FAM149B1,6,True
FAM152A,6,True
FAM152B,6,True
FAM160A1,6,True
FAM160A2,6,True
FAM160B1,6,True
FAM160B2,6,True
FAM162A,6,True
FAM167A,6,True
FAM168B,6,True
FAM171A1,6,True
FAM172A,6,True
FAM173B,6,True
FAM174B,5,True
FAM175B,6,True
FAM177A1,6,True
FAM178A,6,True
FAM179B,6,True
FAM20A,6,True
FAM20B,6,True
FAM32A,6,True
FAM33A,6,True
FAM36A,6,True
FAM3A,6,True
FAM3D,5,True
FAM40A,6,True
FAM40B,6,True
FAM43A,6,True
FAM44A,6,True
FAM44B,6,True
FAM46A,6,True
FAM46B,6,True
FAM46C,6,True
FAM48A,6,True
FAM49B,6,True
FAM50A,6,True
FAM53B,6,True
FAM53C,6,True
FAM54B,6,True
FAM55C,6,True
FAM57A,6,True
FAM59A,6,True
FAM60A,6,True
FAM62A,6,True
FAM62B,6,True
FAM62C,6,True
FAM63A,6,True
FAM63B,6,True
FAM64A,6,True
FAM65A,6,True
FAM65B,6,True
FAM65C,6,True
FAM69A,6,True
FAM73A,6,True
FAM73B,6,True
FAM76B,6,True
FAM78A,6,True
FAM82A2,6,True
FAM82B,6,True
FAM83A,6,True
FAM83B,6,True
FAM83C,6,True
FAM83D,6,True
FAM83G,6,True
FAM83H,6,True
FAM84A,6,True
FAM84B,6,True
FAM89A,6,True
FAM89B,6,True
FAM8A1,6,True
FAM91A1,6,True
FAM96A,6,True
FAM96B,6,True
FAM98A,6,True
FAM98B,6,True
FAM98C,6,True
FANCA,6,True
FANCB,6,True
FANCC,6,True
FANCD2,6,True
FANCE,6,True
FANCF,6,True
FANCG,6,True
FANCI,6,True
FANCL,6,True
FANCM,6,True
FAR1,6,True
FARP2,6,True
FARS2,6,True
FARSA,6,True
FARSB,6,True
FASN,6,True
FASTK,6,True
FASTKD1,6,True
FASTKD2,6,True
FASTKD3,6,True
FASTKD5,6,True
FAT1,6,True
FAT2,6,True
FAT4,6,True
FAU,6,True
FBF1,6,True
FBLIM1,6,True
FBLN1,6,True
FBLN2,6,True
FBLN5,6,True
FBN1,6,True
FBN2,6,True
FBRS,6,True
FBXL10,6,True
FBXL11,6,True
FBXL12,6,True
FBXL16,6,True
FBXL17,6,True
FBXL18,6,True
FBXL19,6,True
FBXL20,6,True
FBXL3,6,True
FBXL4,6,True
FBXL5,6,True
FBXL7,6,True
FBXL8,6,True
FBXO10,6,True
FBXO11,6,True
FBXO17,6,True
FBXO18,6,True
FBXO2,6,True
FBXO21,6,True
FBXO22,6,True
FBXO27,6,True
FBXO28,6,True
FBXO3,6,True
FBXO30,6,True
FBXO32,6,True
FBXO33,6,True
FBXO34,6,True
FBXO38,6,True
FBXO4,6,True
FBXO41,6,True
FBXO42,6,True
FBXO44,6,True
FBXO45,6,True
FBXO46,6,True
FBXO48,6,True
FBXO6,6,True
FBXO7,6,True
FBXO8,6,True
FBXO9,6,True
FBXW11,6,True
FBXW2,6,True
FBXW5,6,True
FBXW7,6,True
FBXW8,6,True
FBXW9,6,True
FCER1G,6,True
FCF1,6,True
FCGBP,6,True
FCGRT,6,True
FCHO2,6,True
FCHSD1,6,True
FCHSD2,6,True
FDFT1,6,True
FDPS,6,True
FDXR,6,True
FECH,6,True
FEM1A,6,True
FEM1B,6,True
FEM1C,6,True
FEN1,6,True
FER,6,True
FER1L3,6,True
FERMT1,6,True
FERMT2,6,True
FERMT3,6,True
FES,6,True
FEZ2,6,True
FGD1,6,True
FGD2,6,True
FGD3,6,True
FGD4,6,True
FGD5,6,True
FGD6,6,True
FGF11,6,True
FGF2,6,True
FGFR1,6,True
FGFR1OP,6,True
FGFR1OP2,6,True
FGFR2,6,True
FGFR3,6,True
FGFRL1,6,True
FGGY,6,True
FGL2,6,True
FH,6,True
FHDC1,6,True
FHL1,6,True
FHL2,6,True
FHL3,6,True
FHOD1,6,True
FHOD3,6,True
FIBIN,4,True
FIBP,6,True
FIG4,6,True
FIGNL1,6,True
FILIP1,6,True
FILIP1L,6,True
FIP1L1,6,True
FIZ1,6,True
FJX1,6,True
FKBP10,6,True
FKBP14,6,True
FKBP15,6,True
FKBP1A,6,True
FKBP3,6,True
FKBP4,6,True
FKBP5,6,True
FKBP8,6,True
FKBP9,6,True
FKRP,6,True
FKTN,6,True
FLAD1,6,True
FLCN,6,True
FLG,5,True
FLI1,6,True
FLII,6,True
FLJ10213,6,True
FLJ10357,6,True
FLJ10404,6,True
FLJ11151,6,True
FLJ11506,6,True
FLJ12529,6,True
FLJ16165,6,True
FLJ20160,6,True
FLJ20323,6,True
FLJ20433,6,True
FLJ20628,6,True
FLJ20674,6,True
FLJ21438,6,True
FLJ21511,6,True
FLJ21865,6,True
FLJ22222,6,True
FLJ22374,6,True
FLJ22662,6,True
FLJ25006,6,True
FLJ25778,6,True
FLJ33630,6,True
FLJ36031,6,True
FLJ37078,6,True
FLJ37453,5,True
FLJ37464,6,True
FLJ41562,5,True
FLJ41603,6,True
FLJ41766,6,True
FLJ42393,6,True
FLJ43663,6,True
FLJ45032,6,True
FLJ45340,6,True
FLJ45803,6,True
FLNA,6,True
FLNB,6,True
FLNC,6,True
FLOT1,6,True
FLOT2,6,True
FLRT2,6,True
FLRT3,5,True
FLT1,6,True
FLT4,6,True
FLVCR1,6,True
FLVCR2,6,True
FLYWCH1,6,True
FMN1,6,True
FMNL1,6,True
FMNL2,6,True
FMNL3,6,True
FMO2,5,True
FMOD,6,True
FMR1,6,True
FN1,6,True
FN3KRP,6,True
FNBP1,6,True
FNBP1L,6,True
FNBP4,6,True
FNDC1,6,True
FNDC3A,6,True
FNDC3B,6,True
FNDC4,5,True
FNIP1,6,True
FNIP2,6,True
FNTA,6,True
FNTB,6,True
FOS,6,True
FOSB,6,True
FOSL1,6,True
FOSL2,6,True
FOXC1,6,True
FOXD1,6,True
FOXE1,6,True
FOXF1,6,True
FOXJ2,6,True
FOXJ3,6,True
FOXK1,6,True
FOXK2,6,True
FOXM1,6,True
FOXN1,6,True
FOXN2,6,True
FOXN3,6,True
FOXO1,6,True
FOXO3,6,True
FOXO4,6,True
FOXP1,6,True
FOXP2,6,True
FOXP4,6,True
FOXQ1,5,True
FOXRED1,6,True
FOXRED2,6,True
FPGS,6,True
FPGT,6,True
FPR3,6,True
FRAP1,6,True
FRAS1,6,True
FRAT2,6,True
FREM2,5,True
FREQ,6,True
FRG1,6,True
FRK,6,True
FRMD4A,6,True
FRMD4B,6,True
FRMD6,6,True
FRMD8,6,True
FRRS1,6,True
FRS2,6,True
FRY,6,True
FRYL,6,True
FRZB,5,True
FSCN1,6,True
FSD1L,6,True
FST,6,True
FSTL1,6,True
FSTL3,6,True
FTO,6,True
FTSJ1,6,True
FTSJ2,6,True
FTSJ3,6,True
FTSJD1,6,True
FTSJD2,6,True
FUBP1,6,True
FUBP3,6,True
FUCA1,6,True
FUCA2,6,True
FUK,6,True
FUNDC2,6,True
FURIN,6,True
FUS,6,True
FUSIP1,6,True
FUT1,6,True
FUT10,6,True
FUT11,6,True
FUT2,6,True
FUT3,6,True
FUT4,6,True
FUT6,4,True
FUT8,6,True
FUZ,6,True
FXC1,6,True
FXR1,6,True
FXYD3,6,True
FXYD5,6,True
FXYD6,6,True
FYB,6,True
FYCO1,6,True
FYN,6,True
FYTTD1,6,True
FZD1,6,True
FZD10,6,True
FZD3,6,True
FZD4,6,True
FZD5,6,True
FZD6,6,True
FZD7,6,True
FZD8,6,True
FZR1,6,True
G0S2,6,True
G3BP1,6,True
G3BP2,6,True
G6PC3,6,True
G6PD,6,True
GAA,6,True
GAB1,6,True
GAB2,6,True
GAB3,6,True
GABARAPL1,6,True
GABBR1,6,True
GABPA,6,True
GABPB1,6,True
GABPB2,6,True
GABRE,6,True
GADD45A,6,True
GADD45B,6,True
GADD45GIP1,6,True
GAK,6,True
GAL3ST4,6,True
GALC,6,True
GALE,6,True
GALK1,6,True
GALK2,6,True
GALNAC4S-6ST,6,True
GALNS,6,True
GALNT1,6,True
GALNT10,6,True
GALNT11,6,True
GALNT12,6,True
GALNT14,6,True
GALNT2,6,True
GALNT3,6,True
GALNT4,6,True
GALNT5,5,True
GALNT6,6,True
GALNT7,6,True
GALNTL2,6,True
GALNTL4,6,True
GALT,6,True
GAN,6,True
GANAB,6,True
GANC,6,True
GAPDH,6,True
GAPVD1,6,True
GAR1,6,True
GARNL1,6,True
GARNL4,6,True
GARS,6,True
GART,6,True
GAS1,6,True
GAS2L1,6,True
GAS6,6,True
GAS7,6,True
GAS8,6,True
GATA2,6,True
GATAD1,6,True
GATAD2A,6,True
GATAD2B,6,True
GATM,6,True
GATS,6,True
GBA,6,True
GBA2,6,True
GBE1,6,True
GBF1,6,True
GBL,6,True
GBP1,6,True
GBP2,6,True
GBP3,5,True
GBP4,5,True
GBP5,6,True
GBP6,6,True
GCA,6,True
GCC1,6,True
GCC2,6,True
GCDH,6,True
GCH1,6,True
GCLC,6,True
GCLM,6,True
GCN1L1,6,True
GCNT2,6,True
GCNT4,6,True
GCOM1,6,True
GCS1,6,True
GDAP1,6,True
GDAP2,6,True
GDE1,6,True
GDI1,6,True
GDI2,6,True
GDPD3,6,True
GDPD5,6,True
GEM,6,True
GEMIN4,6,True
GEMIN5,6,True
GEMIN7,6,True
GEN1,6,True
GFER,6,True
GFM1,6,True
GFM2,6,True
GFOD1,6,True
GFPT1,6,True
GFPT2,6,True
GGA1,6,True
GGA2,6,True
GGA3,6,True
GGCT,6,True
GGH,6,True
GGNBP2,6,True
GGPS1,6,True
GGT5,6,True
GGT6,6,True
GGT7,6,True
GGTA1,5,True
GHDC,6,True
GHITM,6,True
GHR,5,True
GHRLOS,6,True
GIGYF1,6,True
GIGYF2,6,True
GIMAP1,4,True
GIMAP4,5,True
GIMAP5,6,True
GIMAP6,6,True
GIMAP7,4,True
GIMAP8,6,True
GINS1,6,True
GINS2,6,True
GINS3,6,True
GIPC1,6,True
GIPC2,5,True
GIT1,6,True
GIT2,6,True
GJA1,6,True
GJB2,6,True
GJB3,6,True
GJB5,6,True
GJB6,6,True
GJC1,6,True
GK5,6,True
GKLP,6,True
GLA,6,True
GLB1,6,True
GLCCI1,6,True
GLCE,6,True
GLDN,5,True
GLE1,6,True
GLG1,6,True
GLI2,6,True
GLI3,6,True
GLI4,6,True
GLIPR1,6,True
GLIPR2,6,True
GLIS2,6,True
GLIS3,6,True
GLMN,6,True
GLO1,6,True
GLOD4,6,True
GLRX5,6,True
GLS,6,True
GLT25D1,6,True
GLT8D1,6,True
GLT8D3,6,True
GLT8D4,6,True
GLTP,6,True
GLTPD1,6,True
GLTSCR1,6,True
GLUD2,6,True
GLUL,6,True
GLYCTK,6,True
GM2A,6,True
GMDS,6,True
GMEB1,6,True
GMEB2,6,True
GMFB,6,True
GMIP,6,True
GMNN,6,True
GMPPA,6,True
GMPPB,6,True
GMPR2,6,True
GMPS,6,True
GNA11,6,True
GNA12,6,True
GNA15,6,True
GNAI1,6,True
GNAI2,6,True
GNAI3,6,True
GNAO1,6,True
GNAQ,5,True
GNAS,6,True
GNB1,6,True
GNB1L,6,True
GNB2,6,True
GNB2L1,6,True
GNB4,6,True
GNB5,6,True
GNE,6,True
GNG11,6,True
GNG12,6,True
GNG2,6,True
GNL1,6,True
GNL3,6,True
GNL3L,6,True
GNPAT,6,True
GNPDA1,6,True
GNPDA2,6,True
GNPNAT1,6,True
GNPTAB,6,True
GNPTG,6,True
GNS,6,True
GOLGA1,6,True
GOLGA2,6,True
GOLGA3,6,True
GOLGA4,6,True
GOLGA5,6,True
GOLGA7,6,True
GOLGA7B,6,True
GOLGA8A,6,True
GOLGB1,6,True
GOLIM4,6,True
GOLM1,6,True
GOLPH3,6,True
GOLPH3L,6,True
GOLSYN,5,True
GOLT1B,6,True
GON4L,6,True
GOPC,6,True
GORASP1,6,True
GORASP2,6,True
GOSR1,6,True
GOSR2,6,True
GOT1,6,True
GOT2,6,True
GPAA1,6,True
GPAM,6,True
GPATCH1,6,True
GPATCH2,6,True
GPATCH3,6,True
GPATCH4,6,True
GPATCH8,6,True
GPBP1,6,True
GPBP1L1,6,True
GPC1,6,True
GPC4,6,True
GPD1,5,True
GPD1L,6,True
GPD2,6,True
GPHN,6,True
GPI,6,True
GPKOW,6,True
GPM6B,6,True
GPN1,6,True
GPN2,6,True
GPNMB,6,True
GPR107,6,True
GPR108,6,True
GPR109A,6,True
GPR109B,6,True
GPR110,5,True
GPR115,6,True
GPR116,6,True
GPR124,6,True
GPR125,6,True
GPR126,6,True
GPR133,5,True
GPR137,6,True
GPR137B,6,True
GPR153,6,True
GPR155,6,True
GPR157,6,True
GPR172A,6,True
GPR175,6,True
GPR177,6,True
GPR180,6,True
GPR56,6,True
GPR68,6,True
GPR75,5,True
GPR87,6,True
GPR98,6,True
GPRASP1,6,True
GPRASP2,6,True
GPRC5A,6,True
GPRC5C,6,True
GPRIN1,6,True
GPRIN2,6,True
GPRIN3,6,True
GPS1,6,True
GPSM1,6,True
GPSM2,6,True
GPT2,6,True
GPX1,6,True
GPX3,6,True
GPX8,6,True
GRAMD1A,6,True
GRAMD1C,6,True
GRAMD2,6,True
GRAMD3,6,True
GRAMD4,6,True
GRASP,6,True
GRB10,6,True
GRB2,6,True
GRB7,6,True
GREM1,6,True
GRHL1,6,True
GRHL2,6,True
GRHL3,6,True
GRHPR,6,True
GRINA,6,True
GRINL1A,6,True
GRIP1,6,True
GRIPAP1,6,True
GRK5,6,True
GRK6,6,True
GRLF1,6,True
GRN,6,True
GRPEL1,6,True
GRPEL2,6,True
GRSF1,6,True
GRTP1,6,True
GRWD1,6,True
GSDMA,6,True
GSDMB,6,True
GSDMC,6,True
GSK3A,6,True
GSK3B,6,True
GSN,6,True
GSPT1,6,True
GSPT2,6,True
GSR,6,True
GSS,6,True
GSTA4,6,True
GSTCD,6,True
GSTK1,6,True
GSTM4,6,True
GSTO1,6,True
GTDC1,6,True
GTF2A1,6,True
GTF2B,6,True
GTF2E1,6,True
GTF2E2,6,True
GTF2F1,6,True
GTF2F2,6,True
GTF2H1,6,True
GTF2H3,6,True
GTF2H4,6,True
GTF2I,6,True
GTF2IRD1,6,True
GTF3A,6,True
GTF3C1,6,True
GTF3C2,6,True
GTF3C3,6,True
GTF3C4,6,True
GTF3C5,6,True
GTPBP1,6,True
GTPBP10,6,True
GTPBP2,6,True
GTPBP3,6,True
GTPBP4,6,True
GTPBP5,6,True
GTPBP8,6,True
GTSE1,6,True
GUCY1A3,6,True
GUF1,6,True
GUK1,6,True
GULP1,5,True
GUSB,6,True
GVIN1,6,True
GYG1,6,True
GYLTL1B,6,True
GYPC,5,True
GYS1,6,True
GZF1,6,True
H19,6,True
H1F0,6,True
H1FX,6,True
H2AFJ,6,True
H2AFV,6,True
H2AFY,6,True
H2AFY2,6,True
H2AFZ,6,True
H3F3B,6,True
H6PD,6,True
HABP4,6,True
HACE1,6,True
HACL1,6,True
HADH,6,True
HADHA,6,True
HADHB,6,True
HAP1,6,True
HAPLN3,6,True
HARS,6,True
HARS2,6,True
HAS3,6,True
HAT1,6,True
HAX1,6,True
HBEGF,6,True
HBP1,6,True
HBS1L,6,True
HBXIP,6,True
HCCS,6,True
HCFC1,6,True
HCFC1R1,6,True
HCFC2,6,True
HCG18,6,True
HCK,6,True
HCLS1,6,True
HCN3,6,True
HCP5,6,True
HDAC1,6,True
HDAC10,6,True
HDAC11,6,True
HDAC2,6,True
HDAC3,6,True
HDAC4,6,True
HDAC5,6,True
HDAC6,6,True
HDAC7,6,True
HDAC8,6,True
HDAC9,6,True
HDDC2,6,True
HDGF,6,True
HDGF2,6,True
HDGFRP3,6,True
HDLBP,6,True
HEATR1,6,True
HEATR2,6,True
HEATR3,6,True
HEATR5A,6,True
HEATR5B,6,True
HEATR6,6,True
HEBP1,6,True
HEBP2,6,True
HECA,6,True
HECTD1,6,True
HECTD2,6,True
HECTD3,6,True
HECW2,6,True
HEG1,6,True
HEL308,6,True
HELB,6,True
HELZ,6,True
HEMK1,6,True
HEPH,6,True
HEPHL1,6,True
HERC1,6,True
HERC2,6,True
HERC3,6,True
HERC4,6,True
HERC5,6,True
HERC6,6,True
HERPUD1,6,True
HERPUD2,6,True
HES1,6,True
HES2,6,True
HES4,6,True
HES6,6,True
HEXA,6,True
HEXB,6,True
HEXIM1,6,True
HEYL,6,True
HFE,5,True
HGS,6,True
HGSNAT,6,True
HHAT,6,True
HIAT1,6,True
HIATL1,6,True
HIBADH,6,True
HIBCH,6,True
HIC1,6,True
HIC2,6,True
HIF1A,6,True
HIF1AN,6,True
HIF3A,4,True
HIG2,6,True
HIGD1A,6,True
HINT1,6,True
HINT3,6,True
HIP1,6,True
HIP1R,6,True
HIPK1,6,True
HIPK2,6,True
HIPK3,6,True
HIRA,6,True
HIRIP3,6,True
HISPPD1,6,True
HISPPD2A,6,True
HIST1H1A,6,True
HIST1H1B,6,True
HIST1H1C,6,True
HIST1H1D,6,True
HIST1H1E,6,True
HIST1H2AB,6,True
HIST1H2AC,6,True
HIST1H2AD,6,True
HIST1H2AE,6,True
HIST1H2AG,6,True
HIST1H2AJ,6,True
HIST1H2AK,6,True
HIST1H2BB,6,True
HIST1H2BC,6,True
HIST1H2BD,6,True
HIST1H2BG,6,True
HIST1H2BH,6,True
HIST1H2BJ,6,True
HIST1H3B,6,True
HIST1H3C,6,True
HIST1H3D,6,True
HIST1H3F,6,True
HIST1H3G,6,True
HIST1H3H,6,True
HIST1H3I,6,True
HIST1H3J,6,True
HIST1H4A,6,True
HIST1H4B,6,True
HIST1H4C,6,True
HIST1H4D,6,True
HIST1H4E,6,True
HIST1H4F,6,True
HIST1H4H,6,True
HIST2H2AB,6,True
HIST2H2AC,6,True
HIST2H2BE,6,True
HIST4H4,6,True
HIVEP1,6,True
HIVEP2,6,True
HIVEP3,6,True
HJURP,6,True
HK1,6,True
HK2,6,True
HK3,6,True
HKR1,6,True
HLA-A,6,True
HLA-B,6,True
HLA-C,6,True
HLA-DMA,6,True
HLA-DOA,6,True
HLA-DPA1,6,True
HLA-DPB1,6,True
HLA-DQA1,6,True
HLA-DQB1,6,True
HLA-DRA,6,True
HLA-DRB5,6,True
HLA-DRB6,6,True
HLA-E,6,True
HLA-F,6,True
HLCS,6,True
HLF,6,True
HLTF,6,True
HM13,6,True
HMBOX1,6,True
HMBS,6,True
HMCN1,6,True
HMG20A,6,True
HMG20B,6,True
HMG2L1,6,True
HMGA1,6,True
HMGA2,5,True
HMGB1,6,True
HMGB2,6,True
HMGB3,6,True
HMGCL,6,True
HMGCR,6,True
HMGCS1,6,True
HMGN3,6,True
HMGN4,6,True
HMHA1,6,True
HMMR,6,True
HMOX1,6,True
HMOX2,6,True
HN1,6,True
HN1L,6,True
HNMT,5,True
HNRNPA0,6,True
HNRNPA2B1,6,True
HNRNPA3,6,True
HNRNPAB,6,True
HNRNPC,6,True
HNRNPCL1,6,True
HNRNPD,6,True
HNRNPF,6,True
HNRNPH1,6,True
HNRNPH2,6,True
HNRNPH3,6,True
HNRNPK,6,True
HNRNPL,6,True
HNRNPM,6,True
HNRNPR,6,True
HNRNPU,6,True
HNRNPUL1,6,True
HNRNPUL2,6,True
HNRPDL,6,True
HNRPLL,6,True
HNT,6,True
HOMER1,6,True
HOMER2,6,True
HOMEZ,6,True
HOOK1,6,True
HOOK2,6,True
HOOK3,6,True
HOPX,6,True
HOXD10,4,True
HP1BP3,6,True
HPCAL1,6,True
HPRT1,6,True
HPS1,6,True
HPS3,6,True
HPS4,6,True
HPS5,6,True
HPS6,6,True
HR,6,True
HRAS,6,True
HRC,5,True
HRH1,6,True
HS1BP3,6,True
HS2ST1,6,True
HS3ST1,5,True
HS6ST1,6,True
HS6ST2,5,True
HSBP1,6,True
HSD17B1,6,True
HSD17B10,6,True
HSD17B12,6,True
HSD17B2,5,True
HSD17B4,6,True
HSD17B8,6,True
HSD3B7,6,True
HSDL1,6,True
HSDL2,6,True
HSF1,6,True
HSF2,6,True
HSF4,6,True
HSN2,6,True
HSP90AA1,6,True
HSP90AB1,6,True
HSP90B1,6,True
HSPA12A,6,True
HSPA12B,6,True
HSPA13,6,True
HSPA14,6,True
HSPA1A,6,True
HSPA1B,6,True
HSPA2,6,True
HSPA4,6,True
HSPA4L,6,True
HSPA5,6,True
HSPA8,6,True
HSPA9,6,True
HSPB1,6,True
HSPB6,6,True
HSPB7,4,True
HSPBAP1,6,True
HSPBP1,6,True
HSPC105,5,True
HSPC157,6,True
HSPC159,6,True
HSPD1,6,True
HSPG2,6,True
HSPH1,6,True
HTATIP2,6,True
HTATSF1,6,True
HTRA1,6,True
HTRA2,6,True
HTRA3,6,True
HTT,6,True
HUNK,5,True
HUS1,6,True
HUWE1,6,True
HYAL1,6,True
HYAL2,6,True
HYOU1,6,True
HYPK,6,True
IARS,6,True
IARS2,6,True
IBTK,6,True
ICA1,5,True
ICA1L,6,True
ICAM1,6,True
ICAM2,5,True
ICHTHYIN,6,True
ICK,6,True
ICMT,6,True
ICOSLG,6,True
ID1,6,True
ID3,6,True
ID4,6,True
IDE,6,True
IDH1,6,True
IDH2,6,True
IDH3A,6,True
IDH3B,6,True
IDH3G,6,True
IDI1,6,True
IDS,6,True
IDUA,6,True
IER3,6,True
IER3IP1,6,True
IER5,6,True
IER5L,6,True
IFFO1,6,True
IFFO2,6,True
IFI16,6,True
IFI27,6,True
IFI27L2,6,True
IFI30,6,True
IFI35,6,True
IFI44,6,True
IFI44L,6,True
IFI6,6,True
IFIH1,6,True
IFIT1,6,True
IFIT2,6,True
IFIT3,6,True
IFIT5,6,True
IFITM2,6,True
IFNAR1,6,True
IFNAR2,6,True
IFNGR1,6,True
IFNGR2,6,True
IFRD1,6,True
IFRD2,6,True
IFRG15,6,True
IFT122,6,True
IFT172,6,True
IFT52,6,True
IFT57,6,True
IFT74,5,True
IFT80,6,True
IFT81,6,True
IFT88,6,True
IGBP1,6,True
IGF1,6,True
IGF1R,6,True
IGF2,6,True
IGF2BP2,6,True
IGF2R,6,True
IGFBP2,6,True
IGFBP3,6,True
IGFBP4,6,True
IGFBP5,6,True
IGFBP6,6,True
IGFBP7,6,True
IGFL1,6,True
IGHMBP2,6,True
IGSF10,6,True
IGSF2,6,True
IGSF3,6,True
IGSF9,6,True
IGSF9B,6,True
IHPK1,6,True
IHPK2,6,True
IHPK3,6,True
IIP45,6,True
IK,6,True
IKBKAP,6,True
IKBKB,6,True
IKBKE,6,True
IKBKG,6,True
IKZF2,6,True
IKZF4,6,True
IL10RA,6,True
IL10RB,6,True
IL11RA,6,True
IL13RA1,6,True
IL15RA,6,True
IL16,6,True
IL17RA,6,True
IL17RC,6,True
IL17RD,6,True
IL17RE,6,True
IL18,6,True
IL18BP,6,True
IL1A,6,True
IL1B,6,True
IL1F5,6,True
IL1F6,5,True
IL1F9,6,True
IL1R1,6,True
IL1R2,6,True
IL1RAP,6,True
IL1RL2,6,True
IL1RN,6,True
IL20RA,6,True
IL20RB,6,True
IL22RA1,6,True
IL28RA,6,True
IL2RB,6,True
IL2RG,6,True
IL32,6,True
IL33,5,True
IL4I1,6,True
IL4R,6,True
IL6R,6,True
IL6ST,6,True
IL7R,6,True
IL8,6,True
ILF2,6,True
