gene,_genewise_converged,_MAP_converged,_LFC_converged,dispersions,model_converged
ARMCX2,True,True,True,0.21367797476751235,True
ARMCX3,True,True,True,0.14490793036308589,True
ARMET,True,True,True,0.16186966127433183,True
ARNT,True,True,True,0.11150890093554447,True
ARNT2,True,True,True,0.24571671868964523,True
ARNTL,True,True,True,0.22800126515113492,True
ARNTL2,True,True,True,0.11817323236709192,True
ARPC1A,True,True,True,0.12904789137535483,True
ARPC1B,True,True,True,0.137636144090844,True
ARPC2,True,True,True,0.11001991551817351,True
ARPC4,True,True,True,0.11641639986847557,True
ARPC5,True,True,True,0.11745044000702216,True
ARPC5L,True,True,True,0.15018917566526965,True
ARPP-19,True,True,True,0.14712565525709445,True
ARPP-21,True,True,True,0.3638777184750009,True
ARRB1,True,True,True,0.18942532437244552,True
ARRB2,True,True,True,0.2688303920028416,True
