gene,stat
JARID2,1.931666654538333
PNO1,1.929511412426549
SERPINB5,1.9275726406900149
NUTF2,1.92262209664315
LRRC1,1.9223651254839023
LRFN4,1.9214124542379327
HIF1A,1.921116021766592
NUSAP1,1.9210992742245663
MPDU1,1.9201726215446575
HIST1H2BD,1.9198528878583527
MCM10,1.9189242599841847
JAG2,1.91767207886771
EIF3B,1.916015869400044
PDRG1,1.9158572106565428
FAM84B,1.9154691969482325
HIP1R,1.915220842846186
NCOA3,1.9149323059162167
NIPA2,1.9131607700962474
NOS1AP,1.911651586950231
PLK4,1.904224318713346
MAPRE1,1.9034375146098717
DEPDC1B,1.9023415640187262
RBM35B,1.901956874560495
KIF18B,1.9013368080575945
USP43,1.8994014396753327
ADCK2,1.899092150651128
CCT5,1.8990101420671015
CCDC64,1.8972096645314693
GYLTL1B,1.897034949011833
KLHDC5,1.8966833531125298
NFIL3,1.8960058464362548
COX4NB,1.8954562898684753
MYO19,1.8914552629779082
PLA2G4F,1.8913854808369384
PDIA3,1.8888871458090177
BRI3BP,1.888706440363915
CNTROB,1.8885193184170055
OAS3,1.8882708953739433
RACGAP1,1.8875064785151523
TMEM41A,1.8874569105936583
BCL11A,1.8871465158622478
MCM5,1.8866843192907758
VCPIP1,1.885656561130293
ATP6V0B,1.8852329690986405
LASP1,1.8852295534235348
SH3RF1,1.88520840316102
DUSP7,1.884995220564374
RPUSD2,1.8834974114029266
FBXL18,1.8820290858042992
EFCAB4B,1.881371348208185
BLOC1S3,1.88093917486096
PLEKHF1,1.8799434876231385
RSRC1,1.8792106146758847
SENP3,1.8788670289787917
CX3CL1,1.8774459349826158
CCNA2,1.8764657868256847
AURKAIP1,1.8760954238271068
RHBDD2,1.8760061762662412
ERGIC3,1.8753665125345929
TP53I13,1.8734300756022642
POP1,1.8731770114653048
GAN,1.8719164984246348
EPHB3,1.8712588152943708
PTK2B,1.8709248170028936
TPRG1L,1.8705312122622724
CYB5B,1.870504661163757
BRMS1,1.869111275252581
OLFML2A,1.867174741567154
TET3,1.8644127247981344
CBX5,1.8637611864321275
C20orf59,1.863660635383278
CLCN7,1.8631058184936673
PEF1,1.8629256600170943
DDX47,1.8627142296603998
INTS1,1.8623054978749882
TMEM51,1.8619244577829104
KIAA0802,1.861644068029819
XPNPEP3,1.86157909724409
CTNNBL1,1.8602370063045504
SELI,1.8600740484934477
TRIP6,1.8584999800332629
C10orf58,1.8578236833973842
MICAL2,1.8565170618027993
GLI4,1.8564604417285113
TMEM87B,1.855086584652629
NSUN2,1.85486990167491
SPHK1,1.8544256662508232
ARNTL2,1.8541775569804495
CISD2,1.8518923385310173
PLCH2,1.8507727878898415
WDR79,1.8502736655191199
LY6E,1.8490459851009864
CAMK2N1,1.8477564188278088
SLC5A1,1.8468429133604
CD2AP,1.8425099917587215
SYPL1,1.8424551399290285
KRTDAP,1.8421675775038056
ADAM17,1.8406051697088763
PSMB4,1.8400576729076796
NUBP2,1.839493777570011
