gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pvalue_model,model_converged,test_status,refseq,exons,direction
GPNMB,4778.349161459971,1.7554193259675168,0.48884995009922433,3.59091644708404,0.0003295172672515821,0.0044669785932195125,0.0003295172672515821,True,tested,NM_001005340,11,up
AFAP1L2,870.2974830423851,1.4586512620875929,0.4064508706054139,3.5887517227233703,0.00033226507910686867,0.0044984238673927346,0.00033226507910686867,True,tested,NM_001001936,19,up
TNS4,3653.933828795594,1.8996588675681787,0.5341247261585476,3.556582900085197,0.0003757099574325055,0.005019609215018955,0.0003757099574325055,True,tested,NM_032865,13,up
FAM64A,97.23810104660716,2.135096603881098,0.601093367097667,3.5520215672820465,0.00038228352496872894,0.005084195800163035,0.00038228352496872894,True,tested,NM_019013,6,up
PPAP2C,155.37673877950178,1.868668659793434,0.5270578668067788,3.545471526902556,0.00039191132584446637,0.005185667996627158,0.00039191132584446637,True,tested,NM_003712,6,up
TNFRSF18,356.43443552335543,2.739293027957216,0.7728548226854681,3.5443823956987033,0.00039353402553080996,0.005200589273241119,0.00039353402553080996,True,tested,NM_004195,5,up
PFKFB4,390.66196034154694,1.4629917973891713,0.4129457368884531,3.542818503014021,0.0003958750556528188,0.005224953938050897,0.0003958750556528188,True,tested,NM_004567,14,up
ARHGAP8,117.30022149037573,1.8978947595480076,0.535763911389263,3.5424087348971867,0.00039649059557908897,0.005226512167068894,0.00039649059557908897,True,tested,NM_001017526,13,up
AKR1B10,1548.211439534236,1.5598111654032023,0.44214020813946814,3.5278654523797064,0.00041892503639593906,0.005487813506702912,0.00041892503639593906,True,tested,NM_020299,10,up
CAV2,1170.1848097743884,1.5187877836130599,0.4313102242699596,3.521334988484859,0.0004293798117784185,0.005610776495701573,0.0004293798117784185,True,tested,NM_001233,3,up
CEP72,255.74617264864435,1.676192180641916,0.4787177647271483,3.501420469736035,0.0004627850729323314,0.005980344374203043,0.0004627850729323314,True,tested,NM_018140,12,up
GOLGA7B,407.3216096102428,1.612514765964968,0.4614102391468057,3.494752888333539,0.0004745008537316894,0.006109198491795502,0.0004745008537316894,True,tested,NM_001010917,5,up
CDCA4,395.04589058736457,1.477477694627629,0.4241640391636921,3.4832695801858047,0.0004953293098575288,0.006330814755916299,0.0004953293098575288,True,tested,NM_145701,3,up
VAV2,677.1844954278025,1.4502967658951669,0.41690556493774783,3.4787176950054017,0.0005038190351578686,0.006423692698262824,0.0005038190351578686,True,tested,NM_001134398,30,up
CHPF,1269.2975838243592,1.6367122278183597,0.4713474971425706,3.4724109870966298,0.0005158060307087148,0.006552670082981569,0.0005158060307087148,True,tested,NM_024536,4,up
SLC4A3,266.9480000013411,1.6673979459225812,0.48079515295756753,3.4680007393288697,0.0005243458460079197,0.006621126752595197,0.0005243458460079197,True,tested,NM_005070,23,up
TTPAL,532.7920616872167,1.4272316740994642,0.4128860191207405,3.4567207607049006,0.0005467911305200943,0.006855116488358128,0.0005467911305200943,True,tested,NM_024331,6,up
NDRG1,10823.71109280088,1.3164863288025526,0.38169539461355484,3.4490495494068534,0.000562563462906914,0.006994428096213063,0.000562563462906914,True,tested,NM_001135242,16,up
GPC1,3504.5789004861,1.4797530650531237,0.42974351440175224,3.443340074865572,0.0005745763062079012,0.007118512586108738,0.0005745763062079012,True,tested,NM_002081,9,up
DDIT4,935.5322470581164,1.4536662676583005,0.4226165122685196,3.43968166282788,0.0005823987782869268,0.007189990087758465,0.0005823987782869268,True,tested,NM_019058,3,up
NEFL,282.0202159064201,1.9601998050222342,0.5703775797401058,3.436670505028274,0.0005889115509786617,0.007244853342601662,0.0005889115509786617,True,tested,NM_006158,4,up
IRX3,117.58980948894039,1.7615153256378944,0.5130900568806072,3.433150383671902,0.000596611087127076,0.007330989568838668,0.000596611087127076,True,tested,NM_024336,4,up
TNFRSF21,2390.647670072996,1.3581857825705932,0.39572656275353896,3.432131957784396,0.0005988560969049183,0.007340321175368006,0.0005988560969049183,True,tested,NM_014452,6,up
GGH,297.1896087038793,1.6873085712952405,0.49166070633354514,3.4318556467080406,0.0005994665494446744,0.007340321175368006,0.0005994665494446744,True,tested,NM_003878,9,up
SNORA15,441.21081502207954,1.8143419231243303,0.5289809019685162,3.4298817147699525,0.0006038444232939042,0.007385319570577134,0.0006038444232939042,True,tested,NR_002957,1,up
KRT75,574.5087090144947,2.395799100593339,0.6991140701319206,3.4269072858757643,0.0006104974741039498,0.007449345485407778,0.0006104974741039498,True,tested,NM_004693,9,up
PHLDB2,1196.7079075838503,1.4157374837955805,0.4133023870934538,3.4254277933203934,0.0006138320718694101,0.007465636094732868,0.0006138320718694101,True,tested,NM_001134437,18,up
WNT2B,129.84100294931213,1.989952909722135,0.5825916689779187,3.415690638373268,0.0006362047949592924,0.007682721351542904,0.0006362047949592924,True,tested,NM_024494,5,up
ADORA2B,266.22119472467904,1.4742540595980462,0.4321532489165628,3.4114149628496375,0.0006462665618682291,0.007777407215335183,0.0006462665618682291,True,tested,NM_000676,2,up
BPGM,514.3773627735624,1.407855469887752,0.41423237577263333,3.3987094013638983,0.0006770461197368165,0.008083007424948857,0.0006770461197368165,True,tested,NM_199186,4,up
KIF14,346.46918693400465,1.4641791934770034,0.43152198147679854,3.3930581901439645,0.0006911695404269738,0.008223586853596587,0.0006911695404269738,True,tested,NM_014875,30,up
PPM2C,930.0175070590476,1.3746072709979966,0.4076144072817937,3.3723225834058836,0.000745370912599789,0.008700963119748203,0.000745370912599789,True,tested,NM_018444,2,up
SOX21,109.21006381419225,1.761144655441271,0.5229989221131285,3.367396338649284,0.0007588154783297429,0.00881774980138232,0.0007588154783297429,True,tested,NM_007084,1,up
TFRC,2889.9487972925667,1.4900904497733205,0.44268564427442814,3.366023879576246,0.0007626010629524205,0.00884314212734893,0.0007626010629524205,True,tested,NM_001128148,19,up
SDC1,9200.972109864248,1.364224190153799,0.40703497217498913,3.3516141938961033,0.0008034189671407972,0.009275516119539797,0.0008034189671407972,True,tested,NM_001006946,6,up
ATP2C2,273.7851208740829,1.9229949007125708,0.574108172572124,3.349534099292044,0.0008094759123946193,0.009324949490809068,0.0008094759123946193,True,tested,NM_014861,27,up
KIAA1609,985.0465862074667,1.3315934481018714,0.39898979090502346,3.337412330980788,0.0008456239457146,0.009651929464383502,0.0008456239457146,True,tested,NM_020947,8,up
CELSR2,3317.554664030135,1.4909175556906986,0.44664328318566593,3.3380498751862717,0.0008436860397751965,0.009651929464383502,0.0008436860397751965,True,tested,NM_001408,34,up
C8orf55,334.2439542561146,1.4536395322780367,0.43572707951664524,3.3361239193363152,0.0008495528636092958,0.009669991749815018,0.0008495528636092958,True,tested,NM_016647,2,up
PC,700.8423348868537,1.3588772390639545,0.40757097542910725,3.3340873638837345,0.0008557977361432332,0.009730531402511696,0.0008557977361432332,True,tested,NM_001040716,23,up
HR,1816.1766064870646,1.2904159405496918,0.38719364260012384,3.3327405168229354,0.0008599510510666199,0.009767184586492873,0.0008599510510666199,True,tested,NM_005144,19,up
PDE7A,566.8745459994855,1.5893510254980279,0.4772809085530432,3.3300117331665557,0.0008684232456772595,0.00985275876791068,0.0008684232456772595,True,tested,NM_002603,13,up
HMGA1,389.66929731842635,1.510252515877037,0.4535815016323468,3.329616640982818,0.0008696563028192389,0.009856104765284706,0.0008696563028192389,True,tested,NM_002131,6,up
PYCRL,180.37059859172277,1.7061287630786324,0.5125444813140848,3.328742821899832,0.000872389203270026,0.009876423458572084,0.000872389203270026,True,tested,NM_023078,6,up
TOP2A,1722.2414956410114,1.3648239935015585,0.41167470594437083,3.3152971843890398,0.0009154574407314855,0.010319523468159857,0.0009154574407314855,True,tested,NM_001067,35,up
CYB5R2,80.03165659698051,1.8758862655558428,0.5681904982337639,3.301509390577787,0.0009616611573238336,0.01081714359619293,0.0009616611573238336,True,tested,NM_016229,9,up
DCBLD1,195.9819024164211,1.636517070760483,0.49601267142168354,3.2993452890424315,0.0009691062925120816,0.010865987949980713,0.0009691062925120816,True,tested,NM_173674,15,up
CBX2,355.5690508750794,1.4742547444192,0.4489755055865592,3.2835972699516778,0.0010249126910649828,0.01143071415321519,0.0010249126910649828,True,tested,NM_005189,5,up
TOP1MT,382.2168007952143,1.4978980594863103,0.45818394166861315,3.2692068037811817,0.001078494449565472,0.011927013354878788,0.001078494449565472,True,tested,NM_052963,14,up
POU3F1,195.64803795086752,1.6412561086140227,0.5026452246661354,3.2652376429203516,0.0010937227329988319,0.012082703504611702,0.0010937227329988319,True,tested,NM_002699,1,up
NFKBIL2,361.36517043557427,1.4878731555480618,0.45628655870525653,3.2608305617636444,0.0011108639953209794,0.01225917766264938,0.0011108639953209794,True,tested,NM_013432,26,up
ZC3H12A,1327.4203155614025,1.4505573119461843,0.44519385510145687,3.2582599587220527,0.0011209766688536089,0.012357797358841568,0.0011209766688536089,True,tested,NM_025079,6,up
EFNA1,553.9322187356456,1.2960538201716363,0.39903385824159515,3.2479795721668814,0.0011622761477469348,0.012732923053419496,0.0011622761477469348,True,tested,NM_004428,5,up
TIGD5,222.60018265556474,1.4771872920913462,0.45693170022805507,3.2328404690549606,0.0012256598714046653,0.013357658308067856,0.0012256598714046653,True,tested,NM_032862,1,up
PLEC1,21417.15758641898,1.248963238532752,0.3868654744626865,3.228417424086304,0.001244771907322938,0.013523861073769168,0.001244771907322938,True,tested,NM_000445,32,up
IMPDH1,660.5180306512899,1.64038994076812,0.5084731998182647,3.22610894999858,0.0012548557954573255,0.013605278624432055,0.0012548557954573255,True,tested,NM_000883,17,up
AHNAK2,9299.476409066794,1.3321667914845463,0.41336273098473875,3.2227549598169496,0.0012696411680097044,0.013737229774572559,0.0012696411680097044,True,tested,NM_138420,7,up
SOX9,553.3354800354196,1.5644851398793738,0.4860791510560401,3.218581040722325,0.0012882656131235715,0.013853140769167084,0.0012882656131235715,True,tested,NM_000346,3,up
B4GALNT1,121.58263076529511,1.9472515287086123,0.6050717591834188,3.218215854821165,0.0012899070482843833,0.013856608843840216,0.0012899070482843833,True,tested,NM_001478,11,up
AURKB,181.7481735851653,1.8231031756885907,0.5666322353970643,3.2174363931325964,0.0012934170268845925,0.0138801218431558,0.0012934170268845925,True,tested,NM_004217,9,up
ATP12A,68.97522451989973,1.9148690039390328,0.5953675064735884,3.216280672220361,0.0012986375590947818,0.01392192468964263,0.0012986375590947818,True,tested,NM_001676,23,up
MYBL2,352.5681613546497,1.613524129731849,0.5017668966491884,3.2156846944407906,0.0013013372569456165,0.01393008661567172,0.0013013372569456165,True,tested,NM_002466,14,up
DNAJC2,389.22410934249496,1.3960007386733628,0.43414363311727117,3.215527378922252,0.0013020507383009357,0.01393008661567172,0.0013020507383009357,True,tested,NM_014377,17,up
TRMT12,260.13586964338646,1.3952940402268257,0.43399968463502187,3.214965562475507,0.0013046017219405653,0.013943179746396316,0.0013046017219405653,True,tested,NM_017956,1,up
GABRE,1065.8400592078426,1.4263631221201531,0.4452474038215924,3.2035293409407215,0.001357542063274746,0.014435563680935709,0.001357542063274746,True,tested,NM_021987,11,up
LOC553158,133.37097497811598,1.5869321780765948,0.49553863817902033,3.20243883283889,0.001362692361345367,0.014475678410813373,0.001362692361345367,True,tested,NM_181334,14,up
SNORD57,9893.51641083105,1.7839118064405974,0.5598623901930072,3.186339782219718,0.0014408526810500645,0.015198391834449777,0.0014408526810500645,True,tested,NR_002738,1,up
HES2,906.4890474757386,1.469877459461414,0.4619144229823754,3.1821423760078127,0.0014618993389188515,0.015361515873127242,0.0014618993389188515,True,tested,NM_019089,4,up
CELSR3,206.0305282427396,1.7785677098443822,0.559410067535392,3.179363070243383,0.0014759908714799008,0.015491268826940897,0.0014759908714799008,True,tested,NM_001407,35,up
SNORA78,223.35680137445686,2.075389244298184,0.6533961094916702,3.1763109913721363,0.0014916095309007256,0.015592885305117436,0.0014916095309007256,True,tested,NR_003020,1,up
TGFBI,1665.9120957071727,1.4860720711096886,0.46958110065847947,3.164676067724647,0.0015525569558939639,0.016143826862235814,0.0015525569558939639,True,tested,NM_000358,17,up
ZNF469,740.7457251643251,1.915330999902816,0.6052567641140365,3.1644933414440097,0.0015535321680678095,0.016143826862235814,0.0015535321680678095,True,tested,NM_001127464,2,up
GPR153,404.7971783153054,1.389543187677337,0.4398365884964512,3.159226003519597,0.0015818876713482688,0.016373706280970356,0.0015818876713482688,True,tested,NM_207370,6,up
FZD6,1870.0180845597213,1.7810765839354359,0.5646206014627256,3.1544661659906095,0.0016079202121201082,0.016626781248556946,0.0016079202121201082,True,tested,NM_003506,7,up
RTN4RL1,83.71363811666316,1.8852314748613819,0.5979243587665408,3.152959813763783,0.0016162405506713487,0.01666361454892364,0.0016162405506713487,True,tested,NM_178568,2,up
BAIAP2L2,72.2945764371065,1.9330348597835594,0.6133387662157634,3.151659354112221,0.0016234554950257244,0.01670521393804139,0.0016234554950257244,True,tested,NM_025045,14,up
DARS2,376.9127574607817,1.424602396938717,0.45379911572173043,3.139279799329276,0.0016936364932069103,0.017354704825025175,0.0016936364932069103,True,tested,NM_018122,17,up
TMEM208,208.64257144199064,1.5330775342239162,0.4892782892762832,3.1333446993766483,0.0017282634855063407,0.01764541902694812,0.0017282634855063407,True,tested,NM_014187,6,up
AATF,456.83817787414654,1.3993586531093516,0.44709637245279216,3.1298814737243403,0.001748768479991781,0.017837438495916166,0.001748768479991781,True,tested,NM_012138,12,up
SOX2,364.42660959920016,1.320457333078896,0.4226800723023484,3.1240113258387923,0.0017840358954445735,0.01816190030769447,0.0017840358954445735,True,tested,NM_003106,1,up
SCN9A,368.59773676715366,2.250065264383672,0.7222142152912788,3.1155095216122133,0.001836274202591739,0.01860356487215893,0.001836274202591739,True,tested,NM_002977,26,up
HLTF,481.84965434003107,1.3069763627795359,0.420075038685484,3.1112926082667984,0.0018627026424464046,0.01883498937588251,0.0018627026424464046,True,tested,NM_139048,26,up
PYCARD,224.0175201119081,1.5961990950178384,0.5142521674065194,3.103922931560605,0.001909730697082955,0.019236462803023515,0.001909730697082955,True,tested,NM_013258,3,up
HSP90AA1,2071.0937501061294,1.1757636213019271,0.3791686930921931,3.100898472691272,0.0019293442993866942,0.01937828987510192,0.0019293442993866942,True,tested,NM_001017963,12,up
LRRC8D,349.4048230872493,1.2920771125372428,0.4166717767700673,3.100947039305357,0.0019290278892415387,0.01937828987510192,0.0019290278892415387,True,tested,NM_001134479,3,up
CYP27B1,70.07606965901375,1.924709015038269,0.6213579373256443,3.0975849818903307,0.0019510444776886578,0.01955884855209641,0.0019510444776886578,True,tested,NM_000785,9,up
CKB,453.27775267920237,1.6253197052759425,0.5248932715746795,3.096476547317866,0.001958353527733992,0.019613405302548445,0.001958353527733992,True,tested,NM_001823,8,up
MCM2,503.6536522149824,1.2969405050294303,0.41914471411404713,3.0942547081162504,0.001973080149036178,0.019742076234070555,0.001973080149036178,True,tested,NM_004526,16,up
MDFI,947.8721088162725,1.193352798285207,0.38579740854491057,3.0932110269638815,0.0019800328264216187,0.019792792458977665,0.0019800328264216187,True,tested,NM_005586,5,up
NAPEPLD,233.78009392944924,1.3883537193052597,0.44984115297145333,3.0863199379034225,0.0020265064355167186,0.020180546551221465,0.0020265064355167186,True,tested,NM_198990,6,up
SGPP2,207.47145549691342,1.4715901888429412,0.47888468113027594,3.0729531489077,0.0021195176120789214,0.021027055743627145,0.0021195176120789214,True,tested,NM_152386,5,up
KIF26A,384.9619326771055,1.424620661776273,0.46403983995873,3.0700395507053306,0.002140304259073392,0.021174015454325498,0.002140304259073392,True,tested,NM_015656,15,up
CEBPB,935.8187512060516,1.4792348353649383,0.4839883564407438,3.0563438472843623,0.002240541513050407,0.02202382931712923,0.002240541513050407,True,tested,NM_005194,1,up
KIF2C,280.5825708153593,1.3312239399202048,0.4363617052781739,3.05073502971937,0.0022828193589286344,0.022330819539016975,0.0022828193589286344,True,tested,NM_006845,21,up
SLC16A1,1571.2314889917243,1.2368072853366636,0.4054865808268655,3.050180557922717,0.0022870382753405025,0.02233684191423358,0.0022870382753405025,True,tested,NM_003051,5,up
BCAM,761.2797580598054,1.4239501094230669,0.4669835990757332,3.049250792193533,0.0022941287958135517,0.022361503952855705,0.0022941287958135517,True,tested,NM_005581,15,up
MN1,600.6648942427402,1.2839499775363938,0.42144931878595443,3.046510980810212,0.0023151402273768637,0.022542041917350628,0.0023151402273768637,True,tested,NM_002430,2,up
NRARP,305.94592117402556,1.2991736063534867,0.42665957311733416,3.044988764370712,0.002326890025258179,0.022635469079039287,0.002326890025258179,True,tested,NM_001004354,1,up
ENTPD7,1091.714798563051,1.1683912050561627,0.3840345557419698,3.0424116465217175,0.002346907035109521,0.022766948578818676,0.002346907035109521,True,tested,NM_020354,13,up
ESPN,171.37581809817144,1.5201271935035865,0.5007183312063186,3.0358928338839375,0.0023982458755300775,0.023179366300201468,0.0023982458755300775,True,tested,NM_031475,13,up
PRAGMIN,621.918131409227,1.3084821732955279,0.4312195985716915,3.0343754727975076,0.0024103423948105183,0.02325349605131249,0.0024103423948105183,True,tested,NM_001080826,5,up
DHCR7,548.0088750402753,1.6904647693555768,0.5580173844670699,3.0294123738995005,0.0024502997304870137,0.023530940556212583,0.0024502997304870137,True,tested,NM_001360,9,up
MRPL13,206.6617040145717,1.414199833994091,0.46756092826083384,3.0246321891233063,0.0024893566069107186,0.023797252513379444,0.0024893566069107186,True,tested,NM_014078,7,up
FOXQ1,68.59354025763619,2.2567504630783417,0.7460356143784233,3.024990254598777,0.0024864113881718705,0.023797252513379444,0.0024864113881718705,True,tested,NM_033260,1,up
F11R,3043.4389737481274,1.278837031400564,0.423317953200143,3.020984632787202,0.0025195414688712965,0.024042055106232373,0.0025195414688712965,True,tested,NM_016946,10,up
SH3BP4,1110.9625903477363,1.193012493254578,0.3950911339578491,3.0195881170592314,0.0025311865056520614,0.024131257194537712,0.0025311865056520614,True,tested,NM_014521,6,up
COL27A1,968.512429975642,1.163925185585972,0.38685694480317434,3.0086707792674,0.0026239328290405114,0.024835169641351004,0.0026239328290405114,True,tested,NM_032888,61,up
FOXC1,145.3847148340966,1.4777979980297868,0.49135332823740907,3.0076075872549164,0.0026331290197792274,0.024883571876952983,0.0026331290197792274,True,tested,NM_001453,1,up
BUB1,237.17850874766927,1.3655034503385475,0.4547913602445148,3.002483269700629,0.0026778669214636086,0.025164284326383426,0.0026778669214636086,True,tested,NM_004336,25,up
FADS1,398.68282753776543,1.6369533712597175,0.5451606811590015,3.002698888297639,0.002675970548374639,0.025164284326383426,0.002675970548374639,True,tested,NM_013402,12,up
GLI2,278.40056840593195,1.3503884438632308,0.45022221355172354,2.999382090035618,0.0027052781090464704,0.025353837478717414,0.0027052781090464704,True,tested,NM_005270,13,up
EFNB2,629.0390365077803,1.2225584723801128,0.407664688804389,2.9989314894200634,0.0027092822112415793,0.02536873343253479,0.0027092822112415793,True,tested,NM_004093,5,up
ENO2,434.1083943954675,1.8385276551835519,0.6163235291635352,2.983056086920409,0.0028538569135587066,0.02655679427267296,0.0028538569135587066,True,tested,NM_001975,12,up
KIF26B,512.3465316919055,1.5230002739332278,0.5122164950208882,2.973352652126363,0.0029456579963196765,0.02726615234302601,0.0029456579963196765,True,tested,NM_018012,15,up
DFNA5,196.9468929142573,1.4503100057729055,0.4883470859266483,2.9698344631685747,0.0029796026099473973,0.02755607836277056,0.0029796026099473973,True,tested,NM_001127453,10,up
GALNT14,181.3489191694285,1.403877416067217,0.47348509705481573,2.9649875461754798,0.0030269518307226803,0.027895750818923228,0.0030269518307226803,True,tested,NM_024572,15,up
GJB3,613.9887696584258,1.2203577991093244,0.4116544084911594,2.964520175023299,0.003031553640664484,0.027910214385286722,0.003031553640664484,True,tested,NM_001005752,2,up
HSPA12A,208.35403678833381,1.585951848145802,0.5351341315421724,2.9636529510374126,0.003040109373831404,0.027943472512224607,0.003040109373831404,True,tested,NM_025015,12,up
BID,169.49266459397307,1.644464001227298,0.555131386792096,2.962296927093354,0.0030535315882237618,0.028017819096837416,0.0030535315882237618,True,tested,NM_001196,6,up
EMG1,310.11822516619367,1.2778870707374652,0.431647525608398,2.960487423010964,0.003071526625252422,0.028109284603573124,0.003071526625252422,True,tested,NM_006331,6,up
RGS20,62.61372545068999,2.017853775505338,0.6827862618461142,2.9553227536381215,0.003123421102370199,0.028484949740886556,0.003123421102370199,True,tested,NM_170587,6,up
CLCN2,173.99526679342122,1.5642918731089466,0.5300156739142239,2.9514068170031265,0.0031632997736409756,0.02877370339556025,0.0031632997736409756,True,tested,NM_004366,24,up
LMTK2,983.584031817139,1.1648159661517703,0.3949793891036804,2.949055060303441,0.003187471823149153,0.02891414753190695,0.003187471823149153,True,tested,NM_014916,14,up
MTHFD2,578.514787849185,1.264557129355025,0.4288321420167391,2.9488394302908016,0.003189696535816552,0.02891414753190695,0.003189696535816552,True,tested,NM_001040409,9,up
CDH3,1562.2471177850184,1.2095289951996129,0.41025784797464393,2.9482165939562184,0.003196130454766093,0.028947022894631528,0.003196130454766093,True,tested,NM_001793,16,up
MICALL1,2822.7218607380873,1.1595956587875642,0.39382711853636404,2.9444281620248374,0.0032355204925836253,0.02922818426060496,0.0032355204925836253,True,tested,NM_033386,16,up
KRT10,4476.034483205324,1.8541214183424477,0.6319691796704211,2.9338794960054737,0.0033475414680597306,0.030033536006349726,0.0033475414680597306,True,tested,NM_000421,8,up
FHDC1,1062.9413205118142,1.5179796759184108,0.5180115792862897,2.930397189209294,0.003385289943214821,0.030346293637726035,0.003385289943214821,True,tested,NM_033393,11,up
SLC39A6,931.4624752756894,1.1876662952439545,0.4054384800592803,2.929337874072295,0.0033968496443159226,0.030423957683873043,0.0033968496443159226,True,tested,NM_012319,10,up
CYP26B1,481.3981339644897,1.2165420476253896,0.41652017069802705,2.9207278139415016,0.0034921477562015733,0.031144740514986186,0.0034921477562015733,True,tested,NM_019885,6,up
SNORA56,1000.978622684882,1.5326541909246594,0.5258848749690522,2.9144291153360413,0.003563397223128248,0.03172631459846218,0.003563397223128248,True,tested,NR_002984,1,up
ATP1B3,1399.6887473986378,1.601768260492973,0.5500405298975928,2.912091334053496,0.0035901764206063285,0.0319376744071889,0.0035901764206063285,True,tested,NM_001679,7,up
IL1F9,252.44885385810218,1.6624047983633663,0.5720672775989124,2.905960301279303,0.0036612789722795277,0.0325400808202646,0.0036612789722795277,True,tested,NM_019618,5,up
SNORD75,83978.58000664403,1.316491807402332,0.45344853395163076,2.903288264998033,0.003692665723227222,0.03271091575735682,0.003692665723227222,True,tested,NR_003941,1,up
XPR1,1260.7369424155265,1.1603913393173872,0.39984631160971706,2.902093393448693,0.003706780129998287,0.032808283105107,0.003706780129998287,True,tested,NM_004736,15,up
LIMK1,504.52004806837596,1.2514201437483938,0.4322300826482854,2.8952638744645185,0.0037883992578867857,0.033474283097862545,0.0037883992578867857,True,tested,NM_002314,16,up
CHST2,285.8032261590325,1.6730685734290662,0.5790643770580035,2.8892617810980954,0.00386147461164962,0.03397709570350997,0.00386147461164962,True,tested,NM_004267,2,up
ZNF697,235.37888564109983,1.3626545295852208,0.47220419485757087,2.8857315212886516,0.0039050512308629903,0.03427440955008068,0.0039050512308629903,True,tested,NM_001080470,3,up
WDR67,171.6288698439556,1.365713902963994,0.4732641866083445,2.885732623783356,0.0039050375525080164,0.03427440955008068,0.0039050375525080164,True,tested,NM_145647,22,up
MAGEF1,226.49768633289364,1.344110628345565,0.4667748126929287,2.8795697449720756,0.003982182074886104,0.03492220774520318,0.003982182074886104,True,tested,NM_022149,1,up
INHBB,256.1913275599901,1.3288456940201543,0.461702811913015,2.8781407860918753,0.0040002657001952735,0.03494802238432527,0.0040002657001952735,True,tested,NM_002193,2,up
PLXNB3,286.7381887809708,1.2626751418049624,0.4392817262537905,2.8744085317937054,0.004047849987653741,0.03517511329221688,0.004047849987653741,True,tested,NM_005393,36,up
WNT9A,67.33649637082728,1.795795348645221,0.6258055388683632,2.8695740723109235,0.004110250488112275,0.03562895348853759,0.004110250488112275,True,tested,NM_003395,4,up
DDX28,217.47577802395756,1.3538156700562947,0.47301119487259563,2.862121837139481,0.004208151058706513,0.036417491781524404,0.004208151058706513,True,tested,NM_018380,1,up
PTPRZ1,1789.0656012294332,1.2874804107400246,0.44999560557995516,2.8610955191011644,0.004221798332861427,0.036505525337483254,0.004221798332861427,True,tested,NM_002851,30,up
SPNS1,377.5987886088117,1.270069587541305,0.44464359181862734,2.856376682157096,0.004285064259057116,0.03696131782073404,0.004285064259057116,True,tested,NM_032038,12,up
SLC1A5,1510.550629067947,1.120318311780257,0.3924006466065764,2.855036864665251,0.004303183370793227,0.03708715709069208,0.004303183370793227,True,tested,NM_005628,8,up
LPCAT1,755.6748005067706,1.4512485461979339,0.5087718419383379,2.8524545318170778,0.004338301828444301,0.03729803519610134,0.004338301828444301,True,tested,NM_024830,14,up
BNC1,1477.5313295267704,1.3707322289852848,0.48091994088642703,2.850229554754507,0.004368768589253035,0.03752925821642877,0.004368768589253035,True,tested,NM_001717,5,up
RECQL4,424.35296502923364,1.2323792377679836,0.4328127572032861,2.8473727200909478,0.004408171773707051,0.03775649362212157,0.004408171773707051,True,tested,NM_004260,21,up
C1orf93,344.36607529758277,1.2382434672894378,0.43529945461399555,2.844578494561767,0.00444702272776192,0.0380149884278818,0.00444702272776192,True,tested,NM_152371,7,up
MLF2,1500.799479942535,1.079587173817626,0.3799433510051181,2.841442470204152,0.00449099540181537,0.03829995741697458,0.00449099540181537,True,tested,NM_005439,9,up
CMTM4,314.9500876588971,1.2311350235785417,0.433281426411879,2.8414211838571175,0.004491295215849294,0.03829995741697458,0.004491295215849294,True,tested,NM_178818,5,up
C11orf41,125.38498489056224,1.536332275470184,0.5409442008792598,2.840093808146947,0.004510026905298865,0.0383973603460858,0.004510026905298865,True,tested,NM_012194,20,up
CCNE1,60.30093143874334,1.7992905871161178,0.6336730548272193,2.8394620434140476,0.004518967092223238,0.03844232248655655,0.004518967092223238,True,tested,NM_001238,12,up
NCAPH,248.5081985864134,1.3147061262112887,0.4633177396544369,2.837590736741173,0.004545542489273432,0.038605876630805724,0.004545542489273432,True,tested,NM_015341,18,up
SNORA71C,764.4138743073373,1.2615951530048353,0.44494554981925943,2.835392226121389,0.0045769454922102515,0.03880983804774891,0.0045769454922102515,True,tested,NR_003017,1,up
TMEM209,270.7103403207518,1.2350330070989954,0.435744311486257,2.8343066668764703,0.00459252371348931,0.038910527527353786,0.00459252371348931,True,tested,NM_032842,15,up
ZNF707,176.88621782743598,1.4850058981195697,0.5243844941689613,2.831902763396905,0.004627191756802872,0.03914112447421174,0.004627191756802872,True,tested,NM_173831,7,up
TPX2,707.9216636911515,1.2267640857978583,0.4333279509575264,2.831029207986868,0.004639848379587631,0.0392166106805693,0.004639848379587631,True,tested,NM_012112,18,up
CTHRC1,371.0752310701211,1.3285403449386153,0.46932270012084015,2.8307608913793127,0.004643742208352749,0.03921797077247105,0.004643742208352749,True,tested,NM_138455,4,up
LRRC8A,1398.7080241121055,1.3112594311370305,0.4636347386862262,2.8282165284953997,0.004680813502025702,0.03946759763425524,0.004680813502025702,True,tested,NM_001127244,4,up
TINAGL1,512.8514825707847,1.2009039874540444,0.4249263172106987,2.826146413658298,0.004711172462816189,0.03965991818457282,0.004711172462816189,True,tested,NM_022164,12,up
VEGFA,1931.3313984859963,1.2912648197791463,0.45779298477909464,2.820630421853753,0.004792938597781822,0.040251489135328396,0.004792938597781822,True,tested,NM_001025366,8,up
RCC2,1390.8836549091736,1.1698523615419902,0.41531861395776437,2.8167588021011687,0.004851094162268087,0.040642420469528324,0.004851094162268087,True,tested,NM_018715,13,up
CTSL2,328.40895639102877,1.6421325140739167,0.5832446276670227,2.8155124559697082,0.004869950906050467,0.04075396489879311,0.004869950906050467,True,tested,NM_001333,8,up
