gene,GSM515513,GSM515514,GSM515515,GSM515516,GSM515517,GSM515518
A2M,2242,261,2285,597,15121,1991
A2ML1,11731,912,13308,3071,6944,1160
A4GALT,162,296,111,362,751,182
AAAS,199,81,215,344,512,342
AACS,470,710,573,1112,690,728
AADACL1,97,154,153,369,245,242
AAK1,1342,859,1043,1691,3489,2453
AARS,1158,1636,664,3564,2593,3040
AARS2,319,241,345,463,746,367
AARSD1,99,153,136,117,414,173
AASDH,116,36,193,188,232,275
AASDHPPT,247,212,366,269,510,628
AASS,301,8,371,474,578,215
AATF,162,344,212,1239,372,512
ABAT,92,27,140,86,130,68
ABBA-1,813,1769,765,1097,2271,1327
ABCA1,3107,1087,2529,3569,7749,5517
ABCA10,276,1,517,50,747,113
ABCA11P,62,40,124,73,194,110
ABCA12,291,1548,138,803,574,1873
ABCA2,348,421,368,1738,1069,298
ABCA3,153,19,106,361,479,96
ABCA5,791,143,1841,503,1257,630
ABCA6,384,19,366,52,1633,171
ABCA7,875,290,552,487,1307,355
ABCA8,482,25,418,29,1760,110
ABCA9,250,7,244,43,918,126
ABCB10,151,119,189,187,396,354
ABCB6,160,247,184,176,381,377
ABCB7,131,55,179,212,281,277
ABCB8,296,227,247,360,676,339
ABCB9,50,111,70,79,132,166
ABCC1,1606,4263,1769,4619,3373,2628
ABCC10,391,376,547,928,1225,802
ABCC3,462,591,712,1034,434,369
ABCC4,139,254,240,602,638,232
ABCC5,1166,1068,1507,3052,3301,2355
ABCC9,372,17,317,24,2320,204
ABCD1,57,88,83,107,317,201
ABCD3,360,365,516,289,758,524
ABCD4,183,226,360,416,738,439
ABCE1,386,399,372,524,518,745
ABCF1,861,861,807,1358,1995,1698
ABCF2,276,180,141,375,622,271
ABCG1,198,269,279,556,521,378
ABHD10,113,238,189,149,261,335
ABHD11,31,84,60,95,77,99
ABHD12,188,343,208,549,395,196
ABHD13,222,245,315,234,567,477
ABHD14B,280,201,269,421,606,192
ABHD2,1015,1252,935,1414,4310,3187
ABHD3,90,159,192,177,343,205
ABHD4,211,116,190,465,547,381
ABHD5,388,276,408,350,919,497
ABHD6,88,94,73,243,117,101
ABHD9,68,8,63,33,95,40
ABI1,624,440,897,1131,1103,1634
ABI2,426,678,539,776,1502,721
ABI3,68,22,69,91,275,122
ABI3BP,348,2,322,31,2763,104
ABL1,1261,565,691,787,4545,1783
ABL2,821,868,459,1342,3520,3025
ABLIM1,5976,2652,4391,6031,7993,6257
ABLIM2,489,62,197,143,2454,409
ABLIM3,350,27,482,90,1676,243
ABO,142,39,94,29,169,14
ABR,1755,990,1279,1657,3535,2116
ABT1,119,143,112,100,310,234
ABTB1,96,190,149,275,1032,318
ABTB2,96,54,130,119,427,358
ACAA1,432,192,347,200,779,247
ACACA,1605,973,1598,7385,2825,3651
ACACB,628,14,447,172,2228,338
ACAD10,230,312,320,554,776,445
ACAD11,243,167,499,230,725,591
ACAD8,123,112,191,88,474,182
ACAD9,216,406,264,509,558,668
ACADM,427,181,653,366,859,592
ACADS,95,55,113,166,430,161
ACADSB,183,128,258,65,262,114
ACADVL,3783,2401,2823,5093,7774,3472
ACAP1,94,46,131,125,500,92
ACAP2,813,900,1187,2342,1906,1955
ACAP3,667,951,811,1483,1431,1391
ACAT1,236,103,288,157,537,299
ACAT2,167,119,159,267,291,241
ACBD3,567,563,621,857,1490,1764
ACBD4,59,65,52,20,156,37
ACBD5,248,190,306,317,606,557
ACCS,102,61,143,105,334,91
ACD,38,136,56,140,126,139
ACE,68,53,83,132,632,84
ACHE,153,34,170,12,559,94
ACIN1,1344,1111,1482,2210,3393,2206
ACO1,166,67,155,409,995,293
ACO2,289,283,325,615,595,332
ACOT11,199,295,169,203,588,380
ACOT7,117,544,160,892,231,497
ACOT8,117,180,156,140,237,244
ACOT9,90,72,172,270,561,554
ACOX1,1281,792,1590,2080,2619,2262
ACOX3,394,200,516,294,760,437
ACP1,112,118,151,223,270,316
ACP2,86,62,114,204,385,386
ACP5,146,601,176,1161,596,885
ACP6,67,66,60,61,136,91
ACPP,282,193,459,187,346,62
ACSF2,132,20,243,84,194,134
ACSF3,155,299,150,339,544,339
ACSL1,1104,702,1328,1538,5089,1369
ACSL3,807,468,856,666,1065,1212
ACSL4,860,269,657,1314,3921,1114
ACSL5,63,11,113,44,263,73
ACSS1,245,664,293,1069,752,256
ACSS2,333,374,334,633,1081,411
ACTA1,3334,8,3198,32,13643,1063
ACTA2,135,120,290,62,1408,309
ACTC1,704,34,1587,22,6425,1120
ACTG1,3531,4263,3238,4136,5063,5799
ACTN1,2037,2143,1423,7441,4695,7047
ACTN2,1460,10,1495,24,6789,785
ACTN4,3171,3294,2353,3221,4127,3086
ACTR10,229,240,297,333,555,608
ACTR1A,749,347,593,1206,2897,2033
ACTR1B,244,247,322,569,784,402
ACTR2,565,715,759,955,1799,2144
ACTR3,1481,1962,1972,2083,3497,3860
ACTR5,105,239,120,294,317,276
ACTR6,136,65,183,251,240,273
ACTR8,198,25,233,214,478,258
ACVR1,171,305,237,553,917,876
ACVR1B,574,247,356,912,1080,961
ACVR2A,234,154,437,228,621,217
ACVR2B,202,241,164,300,758,402
ACVRL1,174,75,142,102,1613,232
ACY1,58,62,77,244,310,151
ADAM10,650,438,820,1189,1875,3431
ADAM12,28,309,59,291,2452,1186
ADAM15,1545,2750,998,1970,3954,2951
ADAM17,426,674,513,821,1024,1755
ADAM19,439,320,275,277,2571,1062
ADAM23,93,48,75,629,287,185
ADAM8,84,295,98,422,1046,409
ADAM9,587,984,792,1021,2208,1549
ADAMTS1,2996,545,1094,316,3530,582
ADAMTS10,130,83,145,136,795,174
ADAMTS12,55,242,96,172,1080,625
ADAMTS14,68,349,173,749,2014,1154
ADAMTS15,61,13,30,111,234,222
ADAMTS17,110,12,135,86,788,53
ADAMTS2,131,462,220,511,3388,1112
ADAMTS4,512,165,84,315,2394,229
ADAMTS5,129,35,93,27,1289,102
ADAMTS9,782,93,251,83,4211,347
ADAMTSL1,55,2,88,19,367,33
ADAMTSL4,550,138,569,862,2544,342
ADAMTSL5,111,150,67,142,117,117
ADAP1,45,202,22,233,168,91
ADAP2,113,123,129,91,636,208
ADAR,2701,2252,1849,4167,5841,7967
ADARB1,155,125,259,292,748,568
ADAT1,122,210,207,496,527,445
ADAT2,177,98,300,484,425,266
ADCK2,285,418,210,529,559,705
ADCK4,190,195,167,231,503,174
ADCK5,119,315,249,317,359,526
ADCY1,100,13,78,27,397,53
ADCY3,839,1160,529,1608,2204,1146
ADCY4,230,48,172,43,1247,191
ADCY6,790,229,610,214,2578,822
ADCY7,512,548,694,807,2009,1818
ADCY9,586,440,575,508,1827,764
ADD1,1011,443,879,695,2490,1804
ADD3,650,667,726,1335,1978,1858
ADFP,156,36,90,426,1085,121
ADH5,261,467,380,478,518,790
ADH7,1072,628,2116,385,404,91
ADI1,277,120,480,736,499,457
ADIPOR1,441,447,574,855,1271,1397
ADIPOR2,848,1302,1288,1134,1713,1937
ADK,211,242,448,426,268,523
ADM,233,219,220,298,328,341
ADNP,869,877,945,1215,1760,2254
ADNP2,457,409,546,1034,760,703
ADO,232,284,243,457,699,999
ADORA2B,142,312,126,496,135,310
ADPGK,210,76,347,569,920,584
ADPRH,88,18,118,46,437,109
ADPRHL1,149,0,169,7,163,58
ADPRHL2,204,217,173,373,441,547
ADRA2A,150,13,236,144,407,37
ADRB2,215,51,298,53,267,85
ADRBK1,1120,2210,858,1266,2919,1873
ADRBK2,343,125,350,1407,835,568
ADRM1,620,675,414,1324,1480,1186
ADSL,276,219,256,443,813,467
ADSS,294,433,539,577,633,658
ADSSL1,82,7,89,59,69,38
AEBP1,887,1081,818,1549,6834,2751
AEBP2,357,643,469,576,780,1407
AEN,424,462,213,824,932,824
AES,1585,863,1476,1121,2611,846
AFAP1,281,316,369,429,968,871
AFAP1L1,173,391,151,94,2000,405
AFAP1L2,328,564,476,1795,621,1833
AFF1,1793,922,1613,1586,3558,2678
AFF4,2313,2302,2242,2048,5065,4063
AFG3L1,43,99,111,277,161,170
AFG3L2,342,472,396,419,1027,413
AFMID,110,101,147,243,296,273
AFTPH,482,651,735,1027,1030,1339
AGA,74,77,159,263,125,197
AGAP1,283,421,276,553,522,418
AGAP2,54,68,77,58,362,110
AGAP3,682,678,542,1051,1444,690
AGBL1,122,1,90,0,622,83
AGBL5,106,124,103,255,173,172
AGER,69,36,78,78,284,96
AGFG1,1344,1723,1254,1910,2815,2766
AGFG2,430,449,279,454,617,305
AGGF1,224,324,319,248,609,456
AGK,107,157,205,344,314,166
AGL,1289,464,2252,796,2300,1206
AGPAT1,217,276,163,471,996,684
AGPAT2,139,244,230,457,449,388
AGPAT3,992,1110,640,768,2387,1830
AGPAT4,152,96,245,165,982,505
AGPAT5,270,310,319,715,678,349
AGPAT6,344,290,357,591,1283,1228
AGPAT9,104,138,106,112,309,72
AGPS,595,398,744,613,1684,1277
AGRN,1253,4948,1341,6518,2607,5791
AGTPBP1,314,193,519,435,936,428
AGTRAP,113,202,64,336,446,427
AGXT2L2,165,163,183,172,817,178
AHCTF1,138,144,146,173,281,259
AHCY,734,739,712,1601,1365,1147
AHCYL1,980,1086,1233,1231,2710,1897
AHCYL2,467,152,557,650,726,781
AHDC1,1639,1550,1216,1448,2198,1376
AHI1,315,184,427,212,692,356
AHNAK,1351,1661,1311,1423,2826,2512
AHNAK2,4860,6225,3980,15123,7597,22890
AHR,1341,1160,1402,3433,3082,6573
AHRR,170,47,92,76,55,38
AHSA1,285,358,189,589,690,726
AHSA2,406,424,555,584,1289,779
AIF1L,719,23,1193,229,1173,89
AIFM1,189,299,187,372,462,361
AIFM2,134,173,126,412,489,354
AIG1,94,87,176,251,247,293
AIM1,3732,360,6131,2841,4419,5440
AIM1L,622,241,672,604,539,420
AIP,142,225,188,168,364,196
AK1,261,92,287,175,1007,247
AK2,510,753,549,738,1169,1279
AK3,389,240,543,637,988,270
AKAP1,923,616,738,1112,1891,1036
AKAP10,245,139,345,407,628,597
AKAP11,1178,961,1309,1385,2794,2409
AKAP12,461,43,384,382,2132,613
AKAP13,3308,1860,3303,3411,11405,6901
AKAP2,573,152,428,303,2703,587
AKAP6,879,33,502,142,7795,821
AKAP7,54,0,91,44,101,77
AKAP8,337,227,404,417,689,467
AKAP8L,214,177,305,284,573,388
AKAP9,1754,1090,3360,2283,3606,4705
AKIRIN1,346,370,380,407,747,933
AKIRIN2,254,258,286,518,484,447
AKNA,626,281,661,1198,3091,787
AKR1A1,427,291,497,561,1045,930
AKR1B1,158,338,121,434,634,401
AKR1B10,676,2820,537,2478,655,794
AKR1C1,31,238,37,248,66,117
AKR1C3,114,3122,116,1790,299,922
AKR7A2,87,199,110,169,228,196
AKT1,673,1014,565,1549,2394,1535
AKT1S1,220,242,156,263,786,490
AKT2,984,896,1011,912,2571,1099
AKT3,92,17,72,73,305,98
ALAD,395,150,575,497,823,492
ALAS1,369,191,253,366,518,492
ALCAM,269,487,403,1086,526,781
ALDH16A1,246,409,282,532,971,600
ALDH18A1,547,420,446,645,1246,1386
ALDH1A1,499,110,580,550,343,45
ALDH1A3,268,283,894,180,1296,1195
ALDH1B1,116,115,174,250,770,367
ALDH2,685,113,533,560,883,583
ALDH3A1,2897,1332,1831,4875,437,59
ALDH3A2,1207,704,1837,1790,1412,1378
ALDH3B1,75,31,24,57,131,36
ALDH3B2,474,1663,385,421,439,653
ALDH4A1,326,82,278,365,414,304
ALDH5A1,117,138,149,150,197,143
ALDH6A1,117,68,199,120,260,111
ALDH7A1,231,155,226,177,280,102
ALDH9A1,757,149,725,456,1144,415
ALDOA,2270,3079,2753,3506,4433,2260
ALDOC,127,23,101,163,95,29
ALG1,92,122,69,207,267,215
ALG10,51,26,82,82,69,110
ALG10B,130,60,131,150,194,196
ALG11,137,123,132,144,311,231
ALG12,159,67,68,225,262,211
ALG13,274,68,337,437,874,323
ALG2,158,140,192,438,529,534
ALG3,146,252,123,347,303,436
ALG5,80,108,109,99,231,173
ALG6,81,109,186,171,181,214
ALG8,100,36,123,141,213,234
ALG9,196,82,212,132,485,348
ALKBH4,14,99,35,106,77,134
ALKBH5,653,308,513,1513,2383,2165
ALKBH7,88,172,105,68,255,74
ALKBH8,74,114,157,103,251,256
ALMS1,486,692,666,1292,1820,1856
ALOX12,380,318,2860,243,643,5
ALOX12B,251,161,61,295,378,40
ALOX12P2,26,368,71,598,54,391
ALOX15B,118,10,140,182,150,68
ALOX5,31,57,161,161,647,134
ALOXE3,70,124,32,369,143,51
ALPK1,257,16,257,374,554,191
ALPK2,201,71,115,44,330,197
ALPK3,962,32,678,142,7739,1000
ALPL,59,38,53,36,544,66
ALS2,320,233,394,471,937,926
ALS2CL,1532,439,2102,1616,1936,975
ALS2CR4,306,179,506,418,496,790
ALS2CR8,131,51,334,186,346,235
AMACR,66,43,155,153,245,305
AMBRA1,360,128,362,368,797,605
AMD1,697,645,824,973,1135,1216
AMDHD2,141,221,155,288,383,267
AMFR,894,1099,853,836,2173,1625
AMICA1,81,10,115,80,568,170
AMIGO2,54,52,179,242,124,414
AMMECR1,526,441,420,990,712,1605
AMMECR1L,396,473,401,801,1147,1036
AMOT,786,2,551,64,2275,298
AMOTL1,3431,1262,2283,2661,7078,5150
AMOTL2,1564,425,1009,787,1577,954
AMPD2,182,389,220,404,1007,592
AMPD3,346,151,605,486,1979,831
AMT,58,27,115,100,198,99
AMY2B,51,15,73,23,146,40
AMZ2,82,81,118,171,270,280
ANAPC11,51,98,61,54,161,143
ANAPC13,163,74,230,334,265,336
ANAPC2,331,345,389,752,1114,531
ANAPC4,238,113,399,317,513,681
ANAPC5,904,928,1254,1718,2932,2290
ANAPC7,540,418,816,1067,1157,905
ANGEL1,276,266,225,555,1149,657
ANGEL2,128,45,380,250,463,446
ANGPTL2,484,106,427,414,5063,769
ANK1,171,117,234,142,546,143
ANK2,475,10,438,92,2080,116
ANK3,864,489,1246,1238,1890,1482
ANKFY1,1052,709,1251,2118,2596,2494
ANKH,582,348,478,1262,1125,824
ANKHD1,2200,1489,2875,2107,4039,2150
ANKIB1,671,542,807,1295,1586,2861
ANKLE2,703,1061,694,2048,1678,2209
ANKMY1,105,80,191,377,304,409
ANKMY2,103,91,136,87,155,241
ANKRA2,99,129,192,120,207,119
ANKRD1,1207,4,790,11,4508,743
ANKRD10,870,878,929,535,3832,997
ANKRD11,984,1993,985,1597,2022,1362
ANKRD12,1199,832,2090,6366,3034,1309
ANKRD13A,375,277,680,240,917,623
ANKRD13B,89,156,69,148,224,135
ANKRD13C,348,350,364,372,667,568
ANKRD13D,281,748,368,449,849,652
ANKRD16,65,56,86,85,124,125
ANKRD17,2678,1580,2064,3221,5275,5007
ANKRD22,259,68,318,142,198,185
ANKRD23,3341,177,1398,132,5677,1293
ANKRD26,202,124,411,233,489,405
ANKRD27,360,360,414,531,777,1202
ANKRD28,490,329,656,398,1680,528
ANKRD32,112,80,136,114,211,117
ANKRD35,434,222,293,486,298,90
ANKRD39,35,94,48,56,95,115
ANKRD40,362,369,357,335,968,802
ANKRD44,114,6,213,103,405,157
ANKRD46,294,407,476,171,397,813
ANKRD49,116,24,96,72,163,245
ANKRD5,85,56,126,111,96,92
ANKRD50,573,527,611,655,1621,3801
ANKRD52,1448,1515,916,1790,3791,3239
ANKRD56,92,28,49,287,99,41
ANKRD57,1586,1325,1465,1596,1090,1903
ANKRD6,130,18,290,92,255,80
ANKRD9,70,111,53,174,219,200
ANKS1A,679,732,495,933,1449,1342
ANKS3,99,91,132,177,337,191
ANKS6,294,165,242,383,563,376
ANKZF1,284,512,437,435,610,565
ANLN,443,519,432,896,854,1311
ANO1,92,13056,256,862,349,841
ANO10,301,196,187,134,687,374
ANO2,65,25,51,17,235,78
ANO6,904,414,621,1141,2846,2059
ANO8,286,232,209,246,500,337
ANO9,146,106,162,463,262,205
ANP32B,422,421,550,1040,660,685
ANP32E,657,2523,622,1260,1107,1577
ANTXR1,818,435,1060,646,3051,1963
ANTXR2,198,73,189,152,1198,857
ANUBL1,80,12,131,63,133,159
ANXA1,34397,2605,46239,9950,26307,9141
ANXA11,1278,419,962,1137,4998,1307
ANXA2,326,142,538,815,839,1094
ANXA2P2,607,222,1095,1383,1432,1744
ANXA3,168,39,218,531,177,1028
ANXA4,238,342,383,626,621,809
ANXA5,517,1064,653,713,3028,2483
ANXA6,616,229,604,178,3783,612
ANXA7,729,360,858,729,1435,1525
ANXA8L2,59,65,150,162,67,189
ANXA9,124,14,90,12,70,5
AOC3,161,20,186,33,1075,73
AOF1,191,262,254,514,534,463
AOF2,426,511,481,863,965,1688
AOX1,252,1,117,45,2019,56
AP1B1,1709,1749,1312,2489,2792,1778
AP1G1,1193,1783,1524,2105,2920,3177
AP1G2,462,479,657,1005,914,751
AP1GBP1,590,315,672,1817,1348,1094
AP1M1,93,61,159,175,437,223
AP1M2,148,190,219,341,217,432
AP1S1,353,478,238,803,541,1161
AP1S2,131,11,153,54,455,122
AP1S3,127,161,106,211,140,120
AP2A1,648,680,547,883,1852,1147
AP2A2,456,279,517,611,2091,960
AP2B1,900,635,492,2252,2028,2372
AP2M1,1156,1934,1084,2956,2911,3674
AP2S1,143,271,206,212,397,307
AP3B1,708,465,917,812,1559,826
AP3D1,841,775,788,920,2051,934
AP3M1,408,267,448,696,1054,1065
AP3M2,101,106,104,133,371,412
AP3S2,413,349,526,948,1243,1068
AP4B1,136,128,194,152,380,187
AP4E1,290,521,359,458,765,853
AP4M1,112,173,149,213,282,377
APAF1,262,117,321,305,1074,643
APBA3,112,109,140,171,333,139
APBB1,101,50,99,31,522,65
APBB3,166,148,195,184,626,209
APC,766,431,946,482,1466,845
APCDD1,515,482,662,194,458,1180
APEH,813,744,535,964,1756,741
APEX1,595,613,639,1393,1540,1480
APEX2,296,311,191,764,530,629
APH1A,541,631,538,969,1259,1409
API5,342,255,346,352,645,875
APLF,137,33,245,34,209,199
APLNR,201,26,401,68,2798,222
APLP2,1369,1250,1409,1475,3588,3791
APOA1BP,189,399,177,428,448,504
APOB48R,64,52,85,187,677,140
APOBEC3C,107,73,60,175,217,164
APOD,322,0,273,23,503,76
APOL1,124,113,118,377,375,534
APOL2,164,67,134,162,846,664
APOL3,224,15,88,69,422,166
APOL6,803,186,686,682,1255,1543
APOLD1,478,152,308,140,1042,356
APOOL,129,51,186,273,396,295
APP,2190,3262,2926,4140,7808,12186
APPBP2,428,539,776,395,1311,1160
APPL1,938,327,1261,620,2158,728
APPL2,327,404,559,609,772,683
APRT,299,769,338,875,966,673
APTX,177,76,148,439,476,344
AQP1,1777,227,944,220,4317,846
AQP3,10649,1837,6733,1966,5987,6461
AQR,580,622,704,738,1087,1064
ARAP1,951,672,1037,1278,4367,1837
ARAP3,148,411,171,638,1296,343
ARCN1,994,530,868,1196,2400,3196
ARF1,2303,2877,1840,3653,5676,6477
ARF3,2053,1181,1638,3257,3577,5193
ARF4,342,370,413,540,928,1997
ARF5,340,745,518,1211,946,1182
ARF6,1116,1124,1332,1281,1661,1542
ARFGAP1,516,479,537,1156,2119,1536
ARFGAP2,911,758,1085,1026,1998,1703
ARFGAP3,170,185,186,242,629,584
ARFGEF1,1060,867,1385,2056,2806,5536
ARFGEF2,1409,1979,1649,3022,3236,3883
ARFIP1,305,211,420,471,612,943
ARFIP2,358,204,303,291,642,694
ARFRP1,227,196,185,418,773,635
ARG2,74,20,106,203,106,46
ARGLU1,936,958,1434,814,1923,1003
ARHGAP1,976,481,987,1267,2601,2198
ARHGAP10,255,99,449,272,521,181
ARHGAP11A,126,435,145,297,249,343
ARHGAP12,365,384,641,611,883,795
ARHGAP17,483,529,609,552,1559,919
ARHGAP18,114,82,213,112,595,277
ARHGAP19,174,183,200,557,408,348
ARHGAP20,187,15,380,74,234,61
ARHGAP21,199,149,248,259,509,627
ARHGAP24,94,70,237,249,359,204
ARHGAP25,107,27,143,118,433,213
ARHGAP26,329,173,361,181,1221,281
ARHGAP27,932,546,1087,826,1968,900
ARHGAP28,50,252,105,376,369,154
ARHGAP29,340,111,416,147,1500,390
ARHGAP30,624,220,601,415,1893,559
ARHGAP4,222,160,326,307,1538,268
ARHGAP5,1387,805,1787,1929,2118,2305
ARHGAP8,52,107,66,311,23,117
ARHGAP9,44,53,62,88,407,110
ARHGDIB,280,68,251,193,1012,473
ARHGEF1,470,454,388,765,2238,977
ARHGEF10,282,163,321,381,1104,711
ARHGEF10L,1228,755,1326,741,2303,652
ARHGEF11,814,552,801,814,2006,1241
ARHGEF12,2466,1035,2660,1555,5779,4328
ARHGEF16,231,758,233,669,177,471
ARHGEF17,535,576,743,715,3686,1381
ARHGEF18,440,365,340,457,982,533
ARHGEF19,198,327,309,359,267,425
ARHGEF2,442,383,412,734,2230,730
ARHGEF3,332,176,401,367,590,321
ARHGEF5,104,109,60,258,69,132
ARHGEF6,212,13,151,68,1337,288
ARHGEF7,298,193,313,267,915,433
ARHGEF9,230,19,271,251,506,404
ARID1A,1498,1078,1407,1636,2551,2582
ARID1B,1311,616,1160,1303,2088,1699
ARID2,715,338,855,1183,1521,1196
ARID3A,73,108,60,99,270,80
ARID4A,471,313,709,529,788,599
ARID4B,549,510,854,575,1194,985
ARID5A,198,156,109,182,698,192
ARID5B,1661,615,1379,1040,3242,2040
ARIH1,701,418,811,876,1614,1703
ARIH2,489,332,427,447,1465,593
ARL1,411,149,507,757,832,1210
ARL10,115,158,85,100,305,173
ARL13B,93,94,126,138,261,487
ARL15,79,31,108,28,190,197
ARL16,29,62,130,121,111,126
ARL2,155,136,125,228,453,272
ARL2BP,146,292,244,415,484,597
ARL3,115,96,114,227,187,211
ARL4A,105,2,173,79,93,188
ARL4C,309,318,372,640,902,1338
ARL4D,405,264,330,335,501,568
ARL5A,225,299,384,437,541,573
ARL5B,272,379,385,732,600,930
ARL6IP1,693,1204,912,1692,1767,2439
ARL6IP4,549,1697,894,1030,1486,867
ARL6IP5,496,60,563,376,1759,679
ARL8A,212,222,204,414,491,435
ARL8B,558,486,899,1605,1339,1450
ARMC1,197,412,303,312,517,966
ARMC5,168,252,186,381,751,273
ARMC6,285,304,229,348,692,584
ARMC7,70,154,92,218,237,114
ARMC8,238,274,379,292,553,558
ARMC9,96,144,84,115,746,270
ARMCX1,112,7,142,53,456,144
ARMCX2,102,45,80,152,745,167
ARMCX3,427,129,347,450,1679,1172
ARMET,122,155,65,118,257,186
ARNT,754,408,599,700,1725,1003
ARNT2,49,12,52,18,242,49
ARNTL,92,33,70,84,183,271
ARNTL2,376,713,461,761,661,942
ARPC1A,180,256,194,740,351,693
ARPC1B,295,506,268,1360,1435,1582
ARPC2,1431,1036,1759,2098,2811,3166
ARPC4,933,747,952,1515,3332,1672
ARPC5,259,369,546,757,798,956
ARPC5L,356,151,360,614,664,723
ARPP-19,1072,388,1189,1413,3277,4195
ARPP-21,302,0,194,6,738,96
ARRB1,127,54,115,86,749,106
ARRB2,142,372,143,428,1181,225
ARRDC1,254,183,226,572,391,411
ARRDC2,149,79,106,263,838,267
ARRDC3,1232,676,1372,460,2642,1511
ARRDC4,332,368,229,148,644,589
ARS2,644,792,695,1156,1319,1027
ARSA,197,90,164,299,565,347
ARSB,68,201,70,90,631,253
ARSD,136,58,323,180,493,252
ARSG,100,12,201,133,196,34
ARSI,106,66,130,286,294,283
ARSJ,110,246,79,319,189,858
ARV1,109,112,194,128,246,220
ASAH1,426,159,831,516,1403,573
ASAM,115,42,87,83,987,649
ASAP1,468,381,411,1071,1244,1083
ASAP2,292,295,366,686,925,948
ASAP3,416,288,341,336,2101,401
ASB1,348,364,442,915,1722,771
ASB2,277,22,73,126,169,148
ASB3,76,60,91,110,209,150
ASB5,424,0,489,20,4276,380
ASB6,177,159,150,504,466,484
ASB7,102,88,123,168,227,336
ASB8,259,53,243,157,752,402
ASCC1,122,118,158,250,334,354
ASCC2,445,255,516,693,900,947
ASCC3,1408,597,1523,2376,2999,4099
ASF1B,95,93,64,166,144,194
ASH1L,2273,1572,2278,2524,4878,3787
ASH2L,213,175,369,346,620,328
ASL,71,79,92,86,292,165
ASNA1,206,221,197,265,479,507
ASNS,108,190,160,441,127,299
ASNSD1,251,162,406,339,724,493
ASPH,723,1162,958,1476,1413,2276
ASPM,494,599,642,1268,832,1296
ASPN,56,46,165,60,1032,646
ASPRV1,96,259,54,66,299,80
ASPSCR1,165,579,228,325,470,302
ASS1,63,50,22,304,114,163
ASTE1,54,51,70,12,147,223
ASTN2,42,58,92,115,161,516
ASXL1,1040,949,858,1442,2873,1717
ASXL2,896,663,824,2061,1986,1835
ATAD1,243,185,355,274,558,673
ATAD2,390,720,488,907,693,1542
ATAD2B,660,459,888,830,1158,825
ATAD3A,84,195,91,219,197,179
ATAD3B,127,195,122,367,325,272
ATE1,105,60,200,231,326,261
ATF1,125,52,205,208,301,385
ATF2,196,227,245,312,539,503
ATF3,409,87,1367,933,141,189
ATF4,341,308,238,496,733,722
ATF5,146,210,174,228,526,305
ATF6,378,320,369,487,759,738
ATF6B,701,835,810,1238,1586,1588
ATF7,788,178,820,984,2002,1571
ATF7IP,1088,1093,1693,1989,2372,3268
ATF7IP2,76,135,54,18,146,275
ATG12,118,134,227,200,368,269
ATG16L1,315,590,208,458,708,587
ATG16L2,246,154,282,314,891,274
ATG2A,416,833,411,664,1365,963
ATG2B,896,592,1341,946,2257,1646
ATG4A,100,5,84,71,190,240
ATG4B,271,342,397,549,929,574
ATG4D,171,189,120,138,340,216
ATG5,171,60,285,414,436,529
ATG7,330,218,492,533,1273,431
ATG9A,609,891,471,923,1975,1367
ATG9B,817,81,1186,389,876,36
ATHL1,423,317,374,1136,1680,2204
ATIC,264,405,336,642,449,592
ATL3,648,399,858,955,1520,2358
ATM,1073,346,1570,1366,3747,2439
ATMIN,339,417,480,541,946,912
ATN1,1260,1240,877,1764,2808,2635
ATOX1,58,47,61,50,122,85
ATP10A,119,33,84,80,472,142
ATP10B,376,141,192,86,138,42
ATP10D,1099,516,1304,1373,1534,3269
ATP11A,559,457,450,715,1635,821
ATP11B,1853,2194,1840,2293,2865,4730
ATP11C,292,79,228,356,765,407
ATP12A,27,122,12,56,52,123
ATP13A1,486,484,430,729,1211,816
ATP13A2,215,839,201,773,1056,893
ATP13A3,1287,1918,1097,3424,5070,4301
ATP13A4,445,69,456,111,463,1
ATP1A1,4173,9430,2731,5976,10126,12288
ATP1A2,1148,18,1129,46,3323,443
ATP1B1,549,435,523,660,805,2297
ATP1B3,403,2917,704,742,603,1878
ATP2A1,988,25,1558,52,2285,161
ATP2A2,4583,3241,4611,4485,12384,6293
ATP2A3,185,175,192,149,866,280
ATP2B1,452,654,840,2405,1863,1684
ATP2B4,2412,2013,1986,4301,5591,7040
ATP2C1,568,517,655,978,1471,2384
ATP2C2,38,487,166,416,124,229
ATP5A1,1466,2332,1558,1556,2779,1011
ATP5B,2949,2351,2750,3567,7873,5042
ATP5C1,360,358,524,373,817,724
ATP5D,345,390,278,337,670,243
ATP5E,151,113,180,248,358,311
ATP5F1,96,123,122,30,186,176
ATP5G2,235,84,239,310,472,247
ATP5G3,913,1359,1491,1221,1073,1034
ATP5H,130,117,216,235,204,119
ATP5J,54,52,127,71,196,127
ATP5L,226,173,466,223,393,340
ATP5O,298,317,493,297,584,416
ATP5SL,243,217,223,457,725,333
ATP6AP1,458,437,551,715,1406,1081
ATP6AP2,342,493,583,967,997,1300
ATP6V0A1,723,806,714,659,2230,1149
ATP6V0A2,246,230,319,520,821,622
ATP6V0B,202,504,283,532,823,897
ATP6V0D1,459,571,463,702,889,807
ATP6V0E1,326,310,423,489,832,712
ATP6V0E2,50,83,69,41,121,34
ATP6V1A,778,1639,1310,1249,1520,3093
ATP6V1B2,864,750,588,1081,2257,1235
ATP6V1C1,264,716,411,622,956,1839
