gene,GSM515513,GSM515514,GSM515515,GSM515516,GSM515517,GSM515518
CNOT3,221,160,213,348,484,441
CNOT4,188,196,207,298,456,344
CNOT6,602,606,840,909,1187,1175
CNOT6L,490,486,454,588,1161,868
CNOT7,183,149,251,376,542,358
CNP,670,1065,561,645,2040,1598
CNPY2,76,134,90,192,218,301
CNPY3,166,247,181,409,637,320
CNTF,22,61,49,11,105,39
CNTLN,110,8,138,251,356,117
CNTROB,244,456,348,915,739,720
COASY,356,434,295,508,602,725
COBL,301,19,232,79,411,43
COBLL1,816,295,1058,682,871,857
COG1,139,104,153,172,396,283
COG2,144,100,168,175,323,240
COG3,374,499,593,495,1123,1093
COG4,528,638,565,797,1324,1196
COG5,484,298,632,1438,1008,1574
COG6,163,126,272,173,360,738
COG7,243,146,275,326,570,470
COIL,58,56,70,84,96,121
COL10A1,9,286,17,212,208,616
COL11A1,23,587,54,344,221,934
COL11A2,64,60,52,21,95,49
COL12A1,1043,1801,867,2472,11613,7861
COL13A1,24,74,47,87,200,52
COL14A1,1536,96,1684,329,6828,621
COL15A1,955,292,852,290,10352,1179
COL16A1,549,1578,801,1315,4415,3632
COL17A1,7369,4259,7928,16903,4830,20681
COL18A1,1582,1864,1866,2926,8095,2943
COL19A1,78,5,928,10,765,49
COL1A1,2794,52772,13897,28738,222473,71716
COL1A2,3186,21157,8653,13241,128723,41535
COL21A1,125,47,98,46,175,36
COL27A1,355,707,433,1362,1389,2312
COL3A1,10172,53998,19764,31726,579929,119797
COL4A1,1864,8094,3710,4735,42746,10510
COL4A2,1460,3836,2090,2554,27174,6509
COL4A3,205,29,237,39,748,132
COL4A3BP,478,436,643,486,1172,692
COL4A4,85,38,153,13,750,96
COL4A5,552,1963,573,3973,605,3195
COL4A6,102,1037,62,1249,95,992
COL5A1,711,5263,1611,3328,21034,11695
COL5A2,1302,5577,2099,3589,36011,15178
COL5A3,328,2196,528,912,4505,2055
COL6A1,2868,8078,2733,4587,24761,9082
COL6A2,1706,3170,1770,2792,19335,5348
COL6A3,4125,11394,5788,9073,78791,27902
COL7A1,3497,13651,6148,15019,10352,22060
COL8A1,152,253,159,175,1222,437
COL8A2,201,165,154,298,504,383
COLEC12,92,69,180,55,1013,139
COMMD1,60,29,40,50,162,70
COMMD2,77,153,108,244,184,273
COMMD3,96,59,127,115,296,239
COMMD5,75,83,45,154,196,200
COMMD6,109,90,174,158,292,329
COMMD7,107,53,83,105,300,205
COMMD9,227,308,315,540,484,653
COMP,303,2,251,94,570,66
COMT,304,299,363,650,556,391
COPA,1623,1445,1553,2437,4740,5659
COPB1,1074,789,1185,1076,2097,4261
COPB2,982,999,1226,1126,2110,4210
COPE,616,786,593,848,1826,1115
COPG,1005,885,920,1551,3273,4686
COPS3,319,236,319,467,592,772
COPS4,380,435,392,407,867,840
COPS5,132,224,205,332,478,693
COPS6,240,606,288,598,523,744
COPS7B,199,332,132,264,493,449
COPS8,154,78,194,308,589,427
COPZ1,425,513,423,972,1014,1182
COQ10B,85,66,113,174,264,343
COQ2,51,55,71,98,182,77
COQ4,144,121,136,262,262,160
COQ5,102,131,174,218,280,215
COQ6,54,71,99,90,109,99
COQ7,148,109,212,182,237,213
COQ9,350,161,323,518,613,470
CORO1A,172,139,139,209,868,244
CORO1B,284,385,243,308,696,348
CORO1C,1282,1189,1520,3625,3164,3997
CORO2A,328,228,169,1028,312,453
CORO6,342,2,304,210,2091,489
CORO7,229,301,174,336,1060,350
COTL1,131,241,155,448,1074,509
COX10,116,124,178,306,236,218
COX11,124,123,196,336,308,173
COX15,227,73,281,405,519,460
COX16,139,363,209,304,216,253
COX18,74,61,143,187,296,278
COX19,112,286,147,370,387,385
COX4I1,636,1620,803,1220,1194,979
COX4NB,122,257,82,339,287,219
COX5A,106,114,120,119,179,104
COX6A1,49,340,92,131,199,95
COX7A2,136,128,127,273,398,382
COX7B,358,354,412,381,399,348
CP110,197,176,269,216,349,450
CPA4,89,92,313,685,153,513
CPD,817,619,753,962,2729,2337
CPE,415,58,356,159,707,822
CPEB2,741,161,1104,576,1401,1752
CPEB3,305,82,396,196,348,197
CPEB4,1856,804,1740,385,5979,1905
CPM,105,128,109,167,625,190
CPNE1,442,752,453,711,1071,1173
CPNE3,1913,1388,2759,1189,2427,7090
CPNE8,209,43,313,466,434,634
CPOX,219,445,345,423,597,540
CPS1,123,0,57,105,178,200
CPSF1,407,887,590,1113,1252,1023
CPSF2,684,912,834,1398,1647,1919
CPSF3L,460,662,519,1095,1201,857
CPSF4,184,437,191,626,467,506
CPSF6,1166,1916,1262,1917,2257,1788
CPT1A,428,306,281,528,842,574
CPT1B,837,452,1163,2256,1997,1107
CPT2,183,99,240,212,299,317
CPVL,74,24,108,42,382,114
CPXM2,318,44,193,48,1218,177
CRABP2,365,464,711,860,400,903
CRADD,128,59,133,69,261,123
CRAMP1L,647,744,598,1363,1641,1382
CRAT,152,24,118,16,605,71
CRB3,42,121,49,111,55,26
CRBN,276,68,413,203,625,302
CRCT1,1166,170,4494,334,1499,102
CREB1,299,330,431,592,725,699
CREB3L2,871,841,931,1329,3493,2471
CREB3L4,57,45,114,83,103,63
CREB5,139,80,200,383,1104,482
CREBBP,1558,1116,1228,2330,3605,2779
CREBL2,213,182,309,408,760,629
CREBZF,666,422,972,846,2182,1349
CREG1,425,581,626,920,1925,820
CRELD1,160,143,142,134,469,141
CRELD2,105,187,108,254,449,294
CREM,55,25,39,51,226,146
CRIM1,1180,1029,959,2740,2926,1838
CRIP1,277,51,1521,676,929,353
CRIPAK,99,22,149,75,204,132
CRIPT,94,187,183,136,293,290
CRISPLD2,462,263,186,254,4871,625
CRK,428,470,285,642,1297,1130
CRKL,1048,1138,719,2365,1907,2938
CRKRS,1309,1439,1242,5484,2516,2419
CRLF3,134,92,183,109,285,246
CRLS1,202,124,256,260,1076,379
CRMP1,28,91,30,141,53,9
CRNKL1,285,191,276,328,560,287
CRNN,24146,49,22026,2353,12480,26
CROCC,166,602,401,488,835,461
CROCCL2,52,83,100,79,266,103
CROP,1106,1068,1473,739,1330,1174
CROT,392,161,665,600,467,773
CRTAP,822,300,907,742,2386,966
CRTC1,110,102,147,289,446,182
CRTC2,306,334,270,415,964,594
CRTC3,455,210,310,460,1061,637
CRY1,114,78,268,183,292,178
CRY2,529,193,542,358,1633,588
CRYAB,2535,68,2718,1324,5105,1497
CRYBG3,715,223,630,479,1463,932
CRYL1,102,56,104,30,155,98
CRYZ,176,242,150,93,276,325
CRYZL1,140,116,180,104,233,201
CS,292,137,248,393,660,568
CSAD,321,173,486,615,888,440
CSDA,1162,610,1003,917,2595,912
CSDE1,3448,2444,4412,2524,10651,7339
CSE1L,1031,1479,1145,2107,2011,2519
CSF1,261,66,203,156,632,247
CSF1R,338,120,428,665,2184,601
CSF2RB,411,321,268,288,2299,476
CSF3,83,65,1,162,749,68
CSF3R,79,74,54,196,2064,274
CSGALNACT1,101,70,189,100,1419,231
CSGALNACT2,72,79,167,179,512,334
CSGLCA-T,505,1292,489,1100,2753,1315
CSK,592,265,425,775,1187,737
CSMD2,16,118,35,79,463,300
CSNK1A1,1821,3286,1863,1864,4026,4437
CSNK1E,671,850,609,1673,1716,1310
CSNK1G1,724,276,590,975,996,1380
CSNK1G2,345,589,250,464,851,440
CSNK1G3,354,463,368,325,600,447
CSNK2A1,392,769,286,820,867,611
CSNK2A1P,122,84,96,244,188,138
CSNK2A2,179,178,151,315,320,287
CSNK2B,498,403,486,726,846,712
CSPG4,403,1677,509,2941,2800,4527
CSPP1,297,356,333,465,519,753
CSRP1,671,524,975,728,1479,772
CSRP2,60,7,79,107,102,279
CSRP2BP,195,120,184,381,536,281
CSRP3,636,2,673,8,4733,424
CSTA,2066,196,3892,707,1418,537
CSTF1,174,45,190,370,359,325
CSTF2,146,137,154,267,203,248
CSTF2T,295,139,348,482,886,642
CSTF3,157,147,269,342,385,373
CTAGE5,85,63,113,184,190,203
CTBP1,547,406,590,981,2131,1697
CTBP2,107,74,135,181,321,204
CTBS,166,148,238,184,366,371
CTCF,302,406,343,702,827,805
CTDP1,214,278,255,369,663,307
CTDSP1,648,600,625,1141,2258,1248
CTDSP2,1020,844,606,921,3881,2437
CTDSPL,438,296,583,747,745,677
CTDSPL2,340,508,472,555,831,729
CTF8,355,344,324,543,1036,667
CTGF,1094,563,1605,756,2220,749
CTHRC1,31,101,69,122,777,1970
CTNNA1,2638,2109,2374,2066,4550,2513
CTNNAL1,157,63,192,307,192,194
CTNNB1,2396,2350,2929,2950,6905,6854
CTNNBIP1,780,908,1036,1356,1376,1237
CTNNBL1,151,413,208,470,386,348
CTNND1,5453,10611,4519,4434,7087,10340
CTNS,73,166,118,336,569,275
CTPS,291,578,444,902,617,891
CTPS2,118,84,225,166,264,170
CTR9,637,189,774,413,865,1161
CTSA,390,434,359,1041,1533,1031
CTSB,4238,4889,3014,7626,18267,9137
CTSC,330,320,363,742,1442,1935
CTSF,138,110,123,36,587,100
CTSH,115,231,192,480,566,818
CTSK,343,204,323,1693,3595,1269
CTSL1,179,171,133,247,1503,533
CTSL2,70,293,309,308,158,941
CTSO,100,11,143,84,633,389
CTSS,267,200,393,863,1123,399
CTSZ,286,201,279,660,1690,698
CTTN,1505,18282,1590,1531,3301,2970
CTTNBP2,741,5,1074,226,389,36
CTTNBP2NL,615,438,641,448,1351,1708
CUEDC1,133,117,192,190,468,152
CUEDC2,204,133,197,367,895,433
CUGBP1,579,401,382,497,1316,1376
CUGBP2,330,26,480,263,2285,356
CUL1,499,441,625,742,1282,618
CUL2,166,182,287,271,419,481
CUL3,664,539,1052,680,1334,822
CUL4A,833,632,1393,1186,2107,1386
CUL4B,660,289,982,848,1257,1636
CUL5,621,326,929,731,1296,1234
CUL7,341,650,531,1281,2562,1482
CUTA,172,336,214,251,298,415
CUTC,179,75,170,251,398,239
CUX1,666,838,454,2261,1477,1765
CWC15,200,117,309,142,200,323
CWF19L1,276,271,226,439,435,521
CWF19L2,123,108,208,268,266,320
CX3CL1,292,218,258,1453,276,423
CXADR,355,563,294,361,128,226
CXCL1,89,48,63,96,571,244
CXCL12,448,46,502,156,5797,505
CXCL14,801,993,2023,1886,2100,12143
CXCL16,144,311,55,573,543,253
CXCL17,143,38,151,259,84,5
CXCR7,94,88,117,478,1180,1834
CXXC1,358,357,288,411,694,328
CXXC5,203,346,109,156,662,244
CXorf15,86,73,80,242,144,221
CXorf23,117,32,181,146,258,193
CXorf26,141,79,132,300,242,226
CXorf36,287,36,204,79,1578,236
CXorf39,211,128,215,338,553,690
CYB561,386,817,376,408,696,708
CYB561D1,210,380,182,401,694,704
CYB5A,79,224,144,322,197,122
CYB5B,373,818,544,1026,958,1067
CYB5D1,142,136,141,203,368,450
CYB5R1,255,305,456,814,1548,1053
CYB5R2,20,94,31,141,64,141
CYB5R3,810,747,703,1258,2665,1392
CYB5R4,52,88,107,161,241,156
CYBASC3,329,388,321,502,647,908
CYBB,226,120,381,655,1600,546
CYBRD1,1123,144,947,778,2825,1160
CYCS,299,161,474,310,309,286
CYFIP1,1559,1939,1429,2480,3682,3156
CYFIP2,105,73,137,67,370,142
CYGB,82,29,53,53,408,69
CYHR1,109,195,87,121,244,392
CYLD,1000,822,1129,1115,2547,2856
CYP1B1,463,23,181,194,3262,289
CYP20A1,345,222,409,527,922,645
CYP24A1,482,7,153,579,178,314
CYP26B1,197,544,225,597,549,875
CYP27B1,29,66,9,90,79,194
CYP2C18,399,117,375,247,311,60
CYP2R1,94,7,121,85,116,31
CYP2S1,190,235,404,693,192,126
CYP3A5,194,5,568,111,67,22
CYP4B1,124,94,110,19,55,3
CYP4F11,52,574,17,275,9,99
CYP4F12,87,83,172,62,53,0
CYP4F22,141,246,74,151,150,7
CYP4F3,66,54,103,234,58,22
CYP4V2,152,49,175,92,395,133
CYP4X1,76,4,135,34,91,29
CYP51A1,203,380,151,308,280,519
CYP7B1,271,32,343,110,603,417
CYR61,1663,487,1825,645,1446,406
CYSLTR1,160,0,63,7,54,17
CYTH1,790,645,857,1054,1561,945
CYTH2,387,613,563,375,893,580
CYTH3,261,272,271,351,1075,644
CYTH4,199,147,225,247,1534,252
CYYR1,145,26,91,20,501,135
D2HGDH,308,321,327,382,638,370
D4S234E,168,38,190,227,90,330
DAAM1,675,449,1099,859,1048,1563
DAAM2,199,78,175,67,1209,290
DAB2,832,113,626,275,3445,900
DAB2IP,679,457,540,1436,1664,1687
DACT1,58,58,43,54,329,215
DAD1,197,141,264,402,425,635
DAG1,1157,797,917,1468,3074,1639
DAGLA,49,149,59,64,271,42
DAGLB,187,193,271,491,546,351
DAK,307,443,227,461,448,312
DALRD3,159,82,120,196,413,228
DAP,333,487,319,1382,1435,1151
DAPK1,129,50,234,161,871,267
DAPK2,104,70,100,366,465,96
DAPK3,323,540,302,525,1262,500
DAPL1,133,4,84,67,83,84
DAPP1,259,291,617,748,553,650
DARC,582,5,94,21,1053,52
DARS,468,388,702,1224,1027,915
DARS2,132,463,158,641,385,485
DAXX,240,376,261,450,606,493
DAZAP1,431,786,315,689,1076,649
DAZAP2,359,86,395,585,848,748
DBF4B,45,130,32,60,90,91
DBI,826,589,1006,654,939,541
DBN1,270,613,350,626,1750,879
DBNDD1,100,86,62,172,79,66
DBNDD2,181,241,163,732,694,548
DBNL,1144,628,1005,1312,2483,932
DBP,40,102,63,27,75,70
DBR1,123,129,101,122,227,320
DBT,384,464,393,415,753,741
DCAKD,241,111,213,210,622,446
DCBLD1,36,105,89,208,194,782
DCBLD2,258,543,335,650,943,1330
DCI,156,413,233,641,327,216
DCK,112,199,392,467,374,318
DCLK1,166,0,375,38,2033,136
DCLK2,64,24,69,14,202,46
DCLRE1A,83,66,118,236,139,274
DCLRE1B,82,86,86,119,232,244
DCLRE1C,110,60,154,154,334,203
DCN,2360,428,3896,1425,14417,3034
DCP1A,528,146,469,502,1065,559
DCP1B,81,18,124,50,198,307
DCP2,816,820,1011,1155,2547,1153
DCPS,91,93,93,98,154,144
DCTD,145,180,145,463,445,446
DCTN1,1963,1738,1872,4133,4520,3975
DCTN2,730,464,733,1098,1563,1404
DCTN4,557,412,782,594,1513,935
DCTN5,545,342,428,594,1227,1348
DCTN6,72,58,105,93,94,97
DCUN1D1,142,164,254,236,319,480
DCUN1D2,159,208,233,215,540,249
DCUN1D3,128,50,155,119,310,204
DCUN1D4,253,183,275,386,620,765
DCXR,185,169,178,218,247,120
DDA1,81,180,95,171,253,297
DDAH1,179,143,137,75,344,49
DDAH2,259,192,212,207,660,253
DDB1,2094,2366,1694,2013,4778,4509
DDB2,281,109,290,311,468,243
DDHD1,92,124,121,198,278,178
DDHD2,316,270,443,304,799,366
DDI2,269,277,305,412,656,521
DDIT3,79,89,90,617,177,171
DDIT4,402,1527,288,680,801,1699
DDIT4L,432,1,935,6,1005,227
DDN,154,1,100,23,1999,213
DDOST,693,1232,611,958,2248,2128
DDR1,1575,3242,1548,4313,1591,5912
DDR2,155,80,162,77,1418,415
DDX1,530,646,676,967,1421,1101
DDX10,246,163,241,272,430,452
DDX11,49,65,58,144,57,79
DDX17,6775,6693,8232,10044,16290,11537
DDX18,241,207,309,579,552,868
DDX19A,179,337,195,411,444,322
DDX20,228,204,217,250,321,367
DDX21,1829,1539,1142,3427,2870,3867
DDX23,625,402,514,977,1505,1109
DDX24,1585,1473,1191,2711,2705,3159
DDX26B,171,46,259,86,376,189
DDX27,453,753,403,991,808,925
DDX28,78,240,94,373,244,311
DDX31,216,90,265,436,342,343
DDX3X,2420,1326,4716,4182,5883,6061
DDX41,339,487,399,691,791,537
DDX42,946,777,1170,991,2287,1824
DDX46,787,803,1106,800,1529,851
DDX47,338,478,523,724,429,1190
DDX49,221,206,174,261,450,393
DDX5,5352,4900,8828,5711,15211,10071
DDX50,64,38,89,158,258,248
DDX51,199,272,205,521,472,304
DDX52,245,279,433,1013,600,569
DDX54,518,670,444,1176,1607,1065
DDX55,187,233,290,391,455,497
DDX56,453,367,368,604,1115,503
DDX58,306,139,422,564,482,542
DDX59,119,48,262,167,246,208
DDX6,2747,1936,2634,3104,4845,8528
DDX60L,214,196,290,201,977,1194
DEAF1,183,91,139,253,482,208
DECR1,139,74,226,146,234,299
DECR2,53,9,43,90,98,115
DEDD,248,293,188,374,510,550
DEF6,280,388,386,865,733,683
DEF8,174,333,191,391,695,334
DEGS1,295,172,275,246,429,694
DEGS2,104,125,103,61,50,6
DEK,854,1400,1107,1822,1810,2058
DEM1,51,60,58,43,92,133
DENND1A,196,136,206,275,701,360
DENND1B,97,54,138,103,151,364
DENND2A,57,45,59,23,333,71
DENND2C,563,264,762,441,773,713
DENND2D,240,49,261,237,468,150
DENND3,178,467,177,534,1501,1004
DENND4A,573,201,633,606,1152,806
DENND4B,677,564,476,978,2082,867
DENND4C,1149,511,1783,1275,2165,1261
DENND5A,494,193,328,459,2516,1076
DENND5B,155,37,208,29,939,222
DENR,246,398,342,432,472,572
DEPDC1,58,32,131,256,127,185
DEPDC1B,37,173,69,114,60,77
DEPDC5,197,151,270,382,465,257
DEPDC6,269,2,477,108,598,104
DEPDC7,64,31,183,37,57,191
DERA,81,120,150,197,299,390
DERL1,310,359,365,818,813,1823
DES,9583,91,6706,142,83497,6658
DFFA,208,104,195,338,522,486
DFNA5,50,77,62,371,287,583
DFNB31,41,66,67,147,80,66
DGAT1,189,340,180,136,519,459
DGAT2,164,12,87,97,292,865
DGCR11,77,62,85,126,113,108
DGCR14,143,402,196,419,505,458
DGCR2,933,1335,818,1345,1730,1832
DGCR8,645,714,860,1608,1849,1508
DGKA,708,317,761,1218,1033,1442
DGKD,534,354,276,473,3247,551
DGKE,73,93,141,279,203,81
DGKH,428,586,659,631,955,1035
DGKQ,277,363,217,443,664,479
DGKZ,65,14,41,69,107,74
DGUOK,54,75,78,183,162,208
DHCR24,4403,6378,3826,3790,3033,4051
DHCR7,133,1472,124,295,223,301
DHDDS,363,268,332,456,727,978
DHODH,51,139,52,157,145,47
DHPS,111,166,133,159,323,255
DHRS1,528,236,542,597,767,348
DHRS13,50,36,38,116,60,44
DHRS3,373,229,384,273,623,476
DHRS7,161,130,209,317,924,590
DHRS7B,60,80,139,115,232,162
DHTKD1,202,177,261,535,460,582
DHX15,985,572,1323,1196,1949,2545
DHX16,317,588,470,611,981,713
DHX29,528,489,851,400,1232,760
DHX30,785,672,430,831,2041,876
DHX32,392,469,517,645,843,905
DHX33,256,239,223,578,543,437
DHX34,245,212,205,439,581,461
DHX35,125,119,230,399,393,260
DHX36,662,537,973,1767,1209,1805
DHX37,288,311,202,510,766,358
DHX38,621,1258,745,1510,1790,1430
DHX40,264,126,251,158,448,403
DHX57,250,217,302,484,708,838
DHX58,67,53,79,116,289,266
DHX9,1096,1097,1010,1353,2008,2064
DIABLO,125,186,138,269,261,371
DIAPH1,3730,2608,2649,3229,6836,3255
DIAPH2,326,67,509,798,1091,249
DIAPH3,141,296,175,752,300,299
DICER1,1630,1057,1570,2453,4069,3120
DIDO1,633,526,890,1565,1749,1532
DIMT1L,99,106,97,119,248,118
DIO2,2748,512,2252,975,6571,1965
DIP2A,765,917,837,1141,1922,1312
DIP2B,1181,1467,1301,2612,2263,6875
DIP2C,246,133,329,276,1161,780
DIRC2,288,261,363,217,706,697
DIS3,446,403,571,500,757,1281
DIS3L,188,107,216,154,437,256
DIS3L2,318,234,353,377,508,314
DISC1,193,65,265,274,710,243
DISP1,64,19,112,18,114,86
DIXDC1,213,56,159,229,782,245
DKFZP434B0335,286,365,342,419,1387,544
DKFZP564O0823,208,58,293,127,735,211
DKFZP586I1420,291,112,461,363,632,422
DKFZp761E198,330,499,271,664,1102,305
DKK3,428,274,395,610,633,1444
DLAT,406,319,416,257,787,674
DLC1,452,102,404,209,2077,403
DLD,512,345,552,844,989,1483
DLG1,1685,2127,2214,2616,1803,2270
DLG2,79,1,92,11,106,16
DLG3,433,229,359,522,521,410
DLG4,99,75,101,71,460,80
DLG5,1276,1004,1359,2445,2954,2202
DLGAP4,430,524,446,1054,1913,1094
DLGAP5,88,174,151,358,247,320
DLL1,703,303,603,399,667,356
DLST,554,449,516,1301,1513,1271
DLX3,176,192,124,104,93,310
DMAP1,133,200,206,191,281,215
DMD,1352,28,1282,186,5618,1009
DMKN,1193,1224,1264,1676,1875,737
DMPK,485,174,793,308,3597,747
DMTF1,510,271,831,900,1492,1401
DMWD,273,302,251,317,860,616
DMXL1,1218,579,1770,961,2451,1250
DMXL2,604,817,759,902,2708,1754
DNA2,69,155,94,244,242,233
DNAH1,417,127,546,464,1687,441
DNAJA1,312,211,237,362,749,527
DNAJA2,746,816,1137,983,1492,1306
DNAJA3,358,399,453,834,726,642
DNAJA4,505,90,515,407,2518,1072
DNAJB1,1371,709,1105,836,1626,2600
DNAJB11,314,582,236,951,781,798
DNAJB12,143,127,205,464,425,307
DNAJB14,115,159,99,116,217,237
DNAJB2,372,537,288,829,1200,1917
DNAJB4,401,252,484,221,1661,918
DNAJB5,135,44,90,447,671,581
DNAJB6,329,456,348,296,1135,737
DNAJB9,153,265,243,252,693,830
DNAJC10,465,411,591,1180,1499,1651
DNAJC11,299,372,305,823,679,573
DNAJC13,702,495,999,955,2074,2771
DNAJC14,248,198,172,474,790,712
DNAJC15,85,133,120,62,288,249
DNAJC16,391,297,448,533,1064,828
DNAJC17,50,77,91,102,142,84
DNAJC19,35,98,45,59,112,106
DNAJC2,163,521,162,584,341,501
DNAJC21,384,320,518,687,868,643
DNAJC24,85,49,146,79,189,138
DNAJC25,88,36,87,139,206,181
DNAJC27,54,37,112,158,158,159
DNAJC3,177,239,222,136,664,425
DNAJC30,72,127,128,203,198,237
DNAJC4,68,150,109,90,247,143
DNAJC5,818,508,764,1103,1881,1633
DNAJC7,301,275,278,284,607,629
DNAJC8,171,231,196,202,399,320
DNAL1,111,270,110,78,377,312
DNAL4,136,283,122,127,227,278
DNASE1,86,111,115,90,218,114
DNASE1L1,189,173,234,400,903,638
DNASE1L3,196,64,303,104,83,14
DNASE2,104,176,58,301,273,297
DNM1,132,128,115,281,685,296
DNM1L,551,907,665,817,1344,1717
DNM2,848,821,842,846,2220,1361
DNM3,60,15,79,26,119,77
DNMBP,373,634,483,1055,990,896
DNMT1,490,632,550,786,1444,1069
DNMT3A,256,267,291,653,971,623
DNMT3B,31,58,44,394,90,274
DNPEP,424,561,461,589,933,803
DNTTIP2,235,255,379,392,490,611
DOCK1,1442,943,1471,3262,2870,3607
DOCK10,228,36,422,261,956,313
DOCK11,116,109,229,789,668,449
DOCK2,217,46,272,236,1203,303
DOCK3,125,27,125,55,228,37
DOCK4,407,148,487,304,2307,667
DOCK5,266,331,378,755,997,567
DOCK6,514,885,584,1130,2092,983
DOCK7,365,274,442,709,781,983
DOCK8,373,69,451,395,1301,388
DOCK9,2828,2133,3083,2024,4895,2446
DOHH,109,157,100,152,275,167
DOK4,307,308,205,229,587,535
DOM3Z,84,55,64,107,227,178
DONSON,106,103,96,96,203,192
DOPEY1,702,276,968,514,1311,1381
DOPEY2,700,388,970,806,1386,864
DOT1L,713,908,450,948,1604,545
DPAGT1,144,45,120,148,366,350
DPF2,242,395,205,267,612,551
DPH1,212,211,318,305,643,461
DPH2,337,397,181,400,954,790
DPH5,65,40,98,64,173,162
DPM1,135,376,294,487,332,456
DPM2,139,78,100,450,358,387
DPP3,297,897,271,436,741,718
DPP4,27,217,22,60,258,51
DPP7,194,140,227,439,430,165
DPP8,211,64,419,377,784,581
DPP9,284,454,294,493,1032,549
DPT,292,12,332,32,1129,151
DPY19L1,70,57,87,87,438,178
DPY19L3,98,78,177,137,608,304
DPY19L4,246,464,527,419,694,1520
DPY30,60,72,76,196,214,241
DPYD,476,26,783,334,1537,760
DPYSL2,884,475,889,1220,4109,902
DPYSL3,809,120,1375,1194,5419,1024
DQX1,64,33,53,148,60,336
DR1,522,681,726,703,1309,1730
DRAM,105,56,75,123,789,192
DRAP1,267,692,343,456,405,446
DRG1,158,127,142,268,320,333
DRG2,197,106,195,363,471,284
DSC1,94,117,98,221,33,639
DSC2,9199,8333,11219,7476,13793,12388
DSC3,8697,11680,11053,14949,7865,11813
DSCC1,42,60,63,35,89,127
DSCR3,206,255,257,225,746,491
DSE,408,261,371,908,1247,1302
DSEL,128,21,148,60,1319,222
DSG1,4095,3281,6120,1103,4708,6117
DSG2,295,1295,441,2744,514,3117
DSG3,18681,9409,16382,12102,20767,15966
DSN1,136,178,155,213,271,341
DSP,36463,30077,42952,33923,36333,76698
DST,9357,3380,11486,12140,22066,15723
DSTN,410,683,977,920,752,639
DTD1,99,127,93,115,246,88
DTL,137,217,123,280,286,375
DTNB,68,53,89,108,137,58
DTNBP1,65,63,75,65,145,94
DTWD2,106,65,118,119,163,121
DTX2,223,551,315,305,285,253
DTX3,100,27,104,128,253,256
DTX3L,981,642,747,1157,1738,2534
DTX4,202,245,147,371,394,493
DTYMK,83,234,95,355,282,292
DULLARD,103,128,92,152,365,201
DUOX1,1780,659,2370,1842,1975,1485
DUOX2,534,351,708,434,521,468
DUS1L,386,692,403,538,722,624
DUSP1,3061,1072,4460,1898,2135,763
DUSP10,59,192,129,322,264,968
DUSP11,417,292,381,549,603,771
DUSP12,68,62,51,135,151,145
DUSP14,118,170,571,1128,342,838
DUSP16,430,163,461,453,587,573
DUSP18,60,87,79,180,183,151
DUSP2,43,69,76,260,103,39
DUSP22,231,126,173,92,389,304
DUSP26,84,0,122,0,454,51
DUSP27,336,1,262,2,1600,202
DUSP3,1018,504,758,678,3217,1428
DUSP4,63,21,65,48,203,104
DUSP5,526,225,971,385,560,340
DUSP6,600,766,697,1063,1845,4431
DUSP7,565,451,288,1593,1006,1399
DUSP8,83,51,42,91,105,88
DUT,118,221,268,279,508,326
DVL1,733,1013,570,1241,1628,1348
DVL2,184,318,263,618,571,447
DVL3,895,853,755,1851,1926,2151
DYM,379,340,420,492,958,529
DYNC1H1,8552,7570,7314,14768,25490,21757
DYNC1LI1,189,117,314,284,550,587
DYNC1LI2,1083,1310,1395,2094,2676,3124
DYNC2H1,561,174,743,740,1996,1199
DYNC2LI1,56,30,107,76,74,141
DYNLL1,183,139,267,288,286,323
DYNLT3,68,73,136,273,167,236
DYRK1A,962,753,1105,890,2796,2258
DYRK1B,159,52,132,62,422,97
DYRK2,420,526,529,898,2032,1734
DYRK3,104,60,98,205,397,273
DYSF,550,179,576,180,8785,933
DZIP1,156,253,219,308,440,339
DZIP1L,162,478,438,407,591,339
DZIP3,103,50,213,88,335,112
E2F1,75,470,84,96,222,177
E2F2,304,329,201,160,258,144
E2F3,185,235,177,481,576,542
E2F4,533,1088,465,1174,1220,1249
E2F6,61,103,43,106,166,116
E2F7,66,122,74,457,111,352
E2F8,102,41,184,81,195,84
E4F1,170,246,161,444,416,366
EAF1,376,172,310,470,794,511
EAPP,76,53,97,94,204,138
EARS2,314,295,305,772,760,516
EBAG9,61,41,116,134,130,173
EBF1,180,80,251,71,972,134
EBF3,52,4,112,101,378,183
EBF4,92,21,47,52,130,125
EBNA1BP2,258,522,237,580,577,795
EBPL,49,57,119,128,101,64
ECD,243,226,269,188,480,400
ECE1,457,926,334,1292,2682,1334
ECE2,24,82,16,86,25,151
ECH1,289,187,300,248,507,148
ECHDC1,260,224,310,247,534,462
ECHS1,236,377,323,518,417,331
ECM1,3001,219,7278,1413,2513,637
ECM2,56,9,140,47,341,185
EDARADD,653,733,540,1265,833,1116
EDC3,290,214,283,581,754,936
EDC4,729,1430,595,1417,1994,1491
EDEM1,824,807,718,1496,2195,1864
EDEM2,54,131,85,116,251,162
EDEM3,775,665,714,891,2338,2175
EDF1,121,44,150,202,402,179
EDIL3,59,625,84,824,83,273
EDN1,98,81,159,85,137,80
EDNRA,143,70,273,122,545,617
EDNRB,114,2,58,10,808,58
