library,direction,Term,overlap,set_size,query_size,background_size,fold_enrichment,pvalue,padj,genes
MSigDB_Hallmark_2020,up,Notch Signaling,0,28,363,10506,0.0,1.0,1.0,
MSigDB_Hallmark_2020,up,Adipogenesis,3,147,363,10506,0.5906560971496037,0.8878635380863772,1.0,ATP1B3;DHCR7;SLC1A5
MSigDB_Hallmark_2020,up,Estrogen Response Early,13,139,363,10506,2.7068196682323564,0.0010293968853901647,0.005989902335514049,CELSR1;CELSR2;CYP26B1;DHCR7;FKBP4;FOXC1;HR;INHBB;SLC16A1;SLC2A1;SLC39A6;SLC7A5;TPBG
MSigDB_Hallmark_2020,up,Estrogen Response Late,18,139,363,10506,3.747904156014032,1.314340932323094e-06,2.1467568561277204e-05,CA2;CDC6;CDH1;CELSR2;CKB;CYP26B1;CYP4F11;DHCR7;FKBP4;FOXC1;GINS2;GJB3;HR;LAMC2;SLC16A1;SLC7A5;TOP2A;TPBG
MSigDB_Hallmark_2020,up,Androgen Response,5,81,363,10506,1.7865523926129987,0.14804435047145845,0.2686730804852394,CDK6;CENPN;FADS1;NDRG1;PMEPA1
MSigDB_Hallmark_2020,up,Myogenesis,5,151,363,10506,0.958349296699688,0.6018221661237515,0.7970077335152386,AGRN;CKB;ITGB4;NQO1;PC
MSigDB_Hallmark_2020,up,Protein Secretion,1,78,363,10506,0.3710531892350074,0.9362618807008354,1.0,CAV2
MSigDB_Hallmark_2020,up,Interferon Alpha Response,1,72,363,10506,0.40197428833792476,0.9211700637674869,1.0,OASL
MSigDB_Hallmark_2020,up,Interferon Gamma Response,3,147,363,10506,0.5906560971496037,0.8878635380863772,1.0,BPGM;MTHFD2;OASL
MSigDB_Hallmark_2020,up,Apical Junction,11,136,363,10506,2.340909090909091,0.007425835002891219,0.028262119091118764,CDH1;CDH3;CDSN;FSCN1;ITGA2;ITGB4;LAMA3;LAMB3;LAMC2;TGFBI;VAV2
MSigDB_Hallmark_2020,up,Apical Surface,4,30,363,10506,3.8589531680440774,0.01889009512850098,0.05444792125273812,AFAP1L2;EPHB4;PCSK9;RTN4RL1
MSigDB_Hallmark_2020,up,Hedgehog Signaling,3,22,363,10506,3.9466566491359885,0.03872359541308559,0.0948728087620597,CDK6;CELSR1;VEGFA
MSigDB_Hallmark_2020,up,Complement,5,132,363,10506,1.0962935136488856,0.4818949594277138,0.6944956768222934,CA2;CEBPB;MMP12;PCSK9;SERPINE1
MSigDB_Hallmark_2020,up,Unfolded Protein Response,6,91,363,10506,1.908273544637181,0.09462992109030259,0.1932027555593678,CEBPB;DDIT4;KDELR3;MTHFD2;SLC7A5;VEGFA
MSigDB_Hallmark_2020,up,PI3K/AKT/mTOR  Signaling,3,81,363,10506,1.0719314355677994,0.5343026714432538,0.7480237400205554,MAPK10;SLC2A1;TRIB3
MSigDB_Hallmark_2020,up,mTORC1 Signaling,16,168,363,10506,2.756395120031484,0.00022821589847806033,0.0018637631709041594,BUB1;DDIT4;DHCR7;FADS1;G6PD;GCLC;MCM2;MTHFD2;SHMT2;SLC1A5;SLC2A1;SLC7A11;SLC7A5;SQLE;TFRC;TRIB3
MSigDB_Hallmark_2020,up,E2F Targets,11,153,363,10506,2.080808080808081,0.016991203890370864,0.05203556191426077,AURKB;CCNE1;CDCA3;HMGA1;KIF2C;MCM2;MCM7;MTHFD2;MYBL2;TFRC;TOP2A
MSigDB_Hallmark_2020,up,Myc Targets V1,4,160,363,10506,0.7235537190082645,0.8085843535163111,1.0,MCM2;MCM7;ODC1;YWHAQ
MSigDB_Hallmark_2020,up,Myc Targets V2,0,47,363,10506,0.0,1.0,1.0,
MSigDB_Hallmark_2020,up,Epithelial Mesenchymal Transition,23,160,363,10506,4.160433884297521,5.816312386361051e-09,2.849993069316915e-07,COL11A1;COL7A1;CTHRC1;EDIL3;ENO2;GPC1;INHBA;ITGA2;LAMA3;LAMC2;MCM7;MMP1;MMP3;PMEPA1;POSTN;PTHLH;SDC1;SDC4;SERPINE1;SPP1;TGFBI;TNFRSF12A;VEGFA
MSigDB_Hallmark_2020,up,Inflammatory Response,8,124,363,10506,1.8672354038922954,0.06528799817235428,0.14703492798495038,ADORA2B;CHST2;INHBA;ITGB8;MET;NOD2;SERPINE1;TPBG
MSigDB_Hallmark_2020,up,Xenobiotic Metabolism,9,118,363,10506,2.2074520240930102,0.020910067175207398,0.05472562451146062,AKR1C3;CA2;GCLC;HSD17B2;NQO1;PC;SERPINE1;SHMT2;SLC1A5
MSigDB_Hallmark_2020,up,Fatty Acid Metabolism,5,113,363,10506,1.280626051342061,0.3519878652661992,0.5749135132681253,CA2;ENO2;HSP90AA1;HSPH1;ODC1
MSigDB_Hallmark_2020,up,Oxidative Phosphorylation,0,141,363,10506,0.0,1.0,1.0,
MSigDB_Hallmark_2020,up,Glycolysis,20,148,363,10506,3.9111011838284564,1.66311345726724e-07,4.074627970304738e-06,ADORA2B;AGRN;CHPF;CHST2;DDIT4;ENO2;FKBP4;G6PD;GCLC;GPC1;KDELR3;MET;PC;PYGB;PYGL;SDC1;SOX9;TGFBI;TPBG;VEGFA
MSigDB_Hallmark_2020,up,Reactive Oxygen Species Pathway,3,33,363,10506,2.6311044327573256,0.10432493071539775,0.19661236942517268,G6PD;GCLC;NQO1
MSigDB_Hallmark_2020,up,p53 Pathway,9,160,363,10506,1.627995867768595,0.10267081036482097,0.19661236942517268,DDIT4;INHBB;ITGB4;KRT17;NDRG1;SDC1;SLC3A2;SLC7A11;TRIB3
MSigDB_Hallmark_2020,up,UV Response Up,9,112,363,10506,2.3257083825265648,0.015359194368487147,0.050173368270391344,BID;CA2;CCNE1;CLCN2;ENO2;FKBP4;FURIN;GGH;TFRC
MSigDB_Hallmark_2020,up,UV Response Dn,5,118,363,10506,1.226362235607228,0.3865150962319515,0.5918512411051758,ADORA2B;COL11A1;MET;SERPINE1;VAV2
MSigDB_Hallmark_2020,up,Angiogenesis,5,26,363,10506,5.5657978385251115,0.0017301530340500407,0.007707045333495636,POSTN;SPP1;TNFRSF21;VAV2;VEGFA
MSigDB_Hallmark_2020,up,heme Metabolism,10,138,363,10506,2.097257156545694,0.02122014011668881,0.05472562451146062,ACP5;BCAM;BPGM;CA2;GCLC;IGSF3;PC;SLC2A1;SLC7A11;TFRC
MSigDB_Hallmark_2020,up,Coagulation,9,79,363,10506,3.2972068207971543,0.0015474956659120586,0.007582728762969088,FURIN;ITGA2;KLF7;MMP1;MMP10;MMP11;MMP3;PLAU;SERPINE1
MSigDB_Hallmark_2020,up,IL-2/STAT5 Signaling,13,140,363,10506,2.6874852420306965,0.0011001861432576826,0.005989902335514049,CA2;CCNE1;CDC6;ETV4;FURIN;ITGA6;NDRG1;ODC1;SCN9A;SLC1A5;SPP1;TNFRSF18;TNFRSF21
MSigDB_Hallmark_2020,up,Bile Acid Metabolism,3,64,363,10506,1.3566632231404958,0.3814422365642009,0.5918512411051758,FADS1;RBP1;TFCP2L1
MSigDB_Hallmark_2020,up,Pperoxisome,4,75,363,10506,1.5435812672176308,0.2601715055825004,0.4396001301221559,FADS1;SEMA3C;SIAH1;TOP2A
MSigDB_Hallmark_2020,up,Allograft Rejection,2,101,363,10506,0.5731118566402095,0.8688943847348609,1.0,INHBA;INHBB
MSigDB_Hallmark_2020,up,Spermatogenesis,3,45,363,10506,1.9294765840220387,0.20272041858448683,0.35476073252285195,BUB1;KIF2C;NCAPH
MSigDB_Hallmark_2020,up,KRAS Signaling Up,15,123,363,10506,3.5295303366256805,2.1016547809568815e-05,0.000257452710667218,BPGM;CA2;EPHB2;ETV4;F2RL1;GPNMB;INHBA;ITGA2;MMP10;MMP11;PLAU;PLEK2;SOX9;SPP1;TRIB1
MSigDB_Hallmark_2020,up,KRAS Signaling Dn,7,66,363,10506,3.0696218382168796,0.007498113228255999,0.028262119091118764,AKR1B10;CALML5;CELSR2;CHST2;ENTPD7;PLAG1;TFCP2L1
MSigDB_Hallmark_2020,down,TNF-alpha Signaling via NF-kB,14,162,976,10506,0.9302519732847602,0.6526054711759173,1.0,BIRC3;CCL2;DUSP1;FOSB;IL6ST;KLF2;KLF9;NR4A1;NR4A2;NR4A3;PDE4B;PTGS2;TRIP10;ZFP36
MSigDB_Hallmark_2020,down,Hypoxia,15,141,976,10506,1.1451430066271362,0.32955589538107216,0.8971243818706964,AKAP12;BCL2;DCN;DUSP1;ENO3;GBE1;HMOX1;PPARGC1A;PYGM;RORA;SELENBP1;SLC2A5;STBD1;VLDLR;ZFP36
MSigDB_Hallmark_2020,down,Cholesterol Homeostasis,2,63,976,10506,0.34172521467603434,0.984197532752148,1.0,CLU;PPARG
MSigDB_Hallmark_2020,down,Mitotic Spindle,10,176,976,10506,0.6116104694485842,0.9707657545400685,1.0,ARHGAP10;ARHGAP29;BIN1;DOCK2;DOCK4;EPB41L2;PCM1;PREX1;SORBS2;SSH2
MSigDB_Hallmark_2020,down,Wnt-beta Catenin Signaling,0,33,976,10506,0.0,1.0,1.0,
MSigDB_Hallmark_2020,down,TGF-beta Signaling,2,47,976,10506,0.45805720265085453,0.9409267114915315,1.0,ENG;THBS1
MSigDB_Hallmark_2020,down,IL-6/JAK/STAT3 Signaling,5,58,976,10506,0.9279607122668173,0.6363084323489809,1.0,A2M;ACVRL1;HMOX1;IL6ST;LEPR
MSigDB_Hallmark_2020,down,DNA Repair,3,114,976,10506,0.2832722174288179,0.998855370483679,1.0,ADCY6;AK1;PDE4B
MSigDB_Hallmark_2020,down,G2-M Checkpoint,3,156,976,10506,0.20700662042875156,0.9999674035776461,1.0,DMD;EGF;MEIS1
MSigDB_Hallmark_2020,down,Apoptosis,11,126,976,10506,0.9397443403590945,0.6314636241444995,1.0,ANXA1;BIRC3;CLU;DCN;DPYD;EMP1;GPX3;HMOX1;SATB1;TGFBR3;TXNIP
MSigDB_Hallmark_2020,down,Notch Signaling,1,28,976,10506,0.3844408665105387,0.9350243105489585,1.0,ARRB1
MSigDB_Hallmark_2020,down,Adipogenesis,23,147,976,10506,1.6842171294747406,0.008823272207518317,0.04803781535204417,ADCY6;C3;CAT;CD302;COL15A1;CRAT;CYP4B1;ENPP2;EPHX2;FZD4;GBE1;GPX3;ITGA7;ITIH5;LAMA4;LIFR;MGLL;PPARG;PTGER3;SORBS1;SPARCL1;SSPN;UCP2
MSigDB_Hallmark_2020,down,Estrogen Response Early,19,139,976,10506,1.4713851869324215,0.055873178266916915,0.25594785218742133,ADCY1;ANXA9;BCL2;CHPT1;CLIC3;CXCL12;DLC1;IL6ST;JAK2;KRT13;MAPT;PDLIM3;PODXL;RHOBTB3;SH3BP5;SLC7A2;THSD4;UGCG;ZNF185
MSigDB_Hallmark_2020,down,Estrogen Response Late,15,139,976,10506,1.1616198844203327,0.30960163433011506,0.8923811813044493,ANXA9;BCL2;CHPT1;CLIC3;CXCL12;IL6ST;JAK2;KRT13;LTF;MAPT;PDLIM3;PRLR;PTGER3;TNNC1;ZFP36
MSigDB_Hallmark_2020,down,Androgen Response,6,81,976,10506,0.7973588342440802,0.7756154588810478,1.0,ADAMTS1;AKAP12;GPD1L;LIFR;STEAP4;TMPRSS2
MSigDB_Hallmark_2020,down,Myogenesis,67,151,976,10506,4.776232222342851,3.252911758739272e-30,1.5939267617822435e-28,ACHE;ACTA1;ACTC1;ACTN2;AGL;AK1;APLNR;APOD;ATP2A1;BIN1;CASQ1;CASQ2;CFD;CHRNA1;CKMT2;CLU;CNN3;COL15A1;CRAT;CRYAB;CSRP3;DES;DMD;DMPK;ENO3;FGF2;FHL1;GPX3;HRC;IGF1;ITGA7;LAMA2;LDB3;LPIN1;MB;MEF2C;MRAS;MYBPH;MYF6;MYH1;MYH11;MYH2;MYH7;MYL1;MYL6B;MYOG;MYOM1;MYOM2;NCAM1;PDE4DIP;PFKM;PKIA;PTGIS;PYGM;RYR1;SGCD;SLN;SOD3;SORBS1;SSPN;TCAP;TNNC1;TNNI1;TNNT1;TNNT3;TPM2;TPM3
MSigDB_Hallmark_2020,down,Protein Secretion,2,78,976,10506,0.2760088272383354,0.99562319104336,1.0,ICA1;SSPN
MSigDB_Hallmark_2020,down,Interferon Alpha Response,7,72,976,10506,1.0465334699453552,0.5084996976369704,1.0,C1S;GBP2;IFITM2;NCOA7;TMEM140;TXNIP;UBA7
MSigDB_Hallmark_2020,down,Interferon Gamma Response,19,147,976,10506,1.3913098026095685,0.08718441431667774,0.3286181770397853,C1S;CCL2;CFB;CFH;CIITA;EIF4E3;FGL2;GBP6;IFITM2;IRF8;JAK2;PDE4B;PTGS2;SECTM1;SELP;SERPING1;SSPN;TXNIP;VCAM1
MSigDB_Hallmark_2020,down,Apical Junction,24,136,976,10506,1.8995901639344261,0.0015406702713266144,0.01258214054916735,ACTA1;ACTC1;ACTN2;ADAMTS5;ARHGEF6;CD34;CLDN5;CRAT;EPB41L2;FBN1;FLNC;ICAM2;ITGA10;ITGA9;JAM3;MPZL2;NEXN;NRAP;PCDH1;PTPRC;SLIT2;TRO;VCAM1;VWF
MSigDB_Hallmark_2020,down,Apical Surface,3,30,976,10506,1.0764344262295082,0.5368855815286526,1.0,MAL;RHCG;SLC2A4
MSigDB_Hallmark_2020,down,Hedgehog Signaling,4,22,976,10506,1.9571535022354696,0.1417043907423426,0.4959653675981991,ACHE;AMOT;NRP1;VLDLR
MSigDB_Hallmark_2020,down,Complement,18,132,976,10506,1.467865126676602,0.062681106658144,0.25594785218742133,ACTN2;C1QA;C1S;C3;CFB;CFH;CLU;DOCK10;DOCK4;ERAP2;F8;FYN;GNG2;JAK2;LTF;PRCP;SERPING1;ZEB1
MSigDB_Hallmark_2020,down,Unfolded Protein Response,2,91,976,10506,0.2365789947757161,0.9985984898751518,1.0,CCL2;DNAJA4
MSigDB_Hallmark_2020,down,PI3K/AKT/mTOR  Signaling,4,81,976,10506,0.5315725561627201,0.9504767419391329,1.0,CAB39L;ITPR2;PITX2;PRKAA2
MSigDB_Hallmark_2020,down,mTORC1 Signaling,6,168,976,10506,0.3844408665105386,0.998822037541757,1.0,CCNG1;FGL2;GBE1;IGFBP5;SYTL2;VLDLR
MSigDB_Hallmark_2020,down,E2F Targets,0,153,976,10506,0.0,1.0,1.0,
MSigDB_Hallmark_2020,down,Myc Targets V1,0,160,976,10506,0.0,1.0,1.0,
MSigDB_Hallmark_2020,down,Myc Targets V2,0,47,976,10506,0.0,1.0,1.0,
MSigDB_Hallmark_2020,down,Epithelial Mesenchymal Transition,32,160,976,10506,2.1528688524590165,2.317046516850898e-05,0.0003784509310856467,ABI3BP;ACTA2;CAP2;COMP;CXCL12;DAB2;DCN;DPYSL3;ECM1;ECM2;ELN;FBLN1;FBLN5;FBN1;FERMT2;FGF2;FSTL1;LAMA2;MFAP5;MGP;NNMT;PMP22;SFRP1;SGCD;SLIT2;SLIT3;SNTB1;TGFBR3;THBS1;TPM1;TPM2;VCAM1
MSigDB_Hallmark_2020,down,Inflammatory Response,11,124,976,10506,0.9549015071390798,0.6098927630082281,1.0,APLNR;CALCRL;CCL2;KCNJ2;LPAR1;PDE4B;PTGIR;SELE;SLC7A2;STAB1;TACR1
MSigDB_Hallmark_2020,down,Xenobiotic Metabolism,14,118,976,10506,1.2771255904417893,0.2047095482650694,0.6687178576658933,ADH7;ALDH9A1;AOX1;CAT;CFB;CYP2C18;FBLN1;HMOX1;IGF1;IRF8;ITIH4;MAN1A1;NDRG2;PDK4
MSigDB_Hallmark_2020,down,Fatty Acid Metabolism,12,113,976,10506,1.1431162048454955,0.35753633871122537,0.9016729336842206,ACAA1;ACSL5;ADH7;ALDH1A1;ALDH9A1;AOC3;CRAT;ENO3;GLUL;GPD1;MGLL;TP53INP2
MSigDB_Hallmark_2020,down,Oxidative Phosphorylation,6,141,976,10506,0.45805720265085453,0.9925729923313691,1.0,ACAA1;BDH2;MAOB;NNT;PDK4;SLC25A4
MSigDB_Hallmark_2020,down,Glycolysis,6,148,976,10506,0.4363923349579087,0.9953293073644812,1.0,AGL;ALDH9A1;CAPN5;DCN;GNE;VLDLR
MSigDB_Hallmark_2020,down,Reactive Oxygen Species Pathway,4,33,976,10506,1.304769001490313,0.3680297688507023,0.9016729336842206,CAT;FES;GPX3;MGST1
MSigDB_Hallmark_2020,down,p53 Pathway,10,160,976,10506,0.6727715163934426,0.9364617797742675,1.0,AK1;CCNG1;CTSF;HMOX1;RRAD;TNNI1;TXNIP;VWA5A;ZBTB16;ZNF365
MSigDB_Hallmark_2020,down,UV Response Up,10,112,976,10506,0.9611021662763466,0.600696055160878,1.0,ACAA1;FOSB;GPX3;HMOX1;IL6ST;NR4A1;PDLIM3;PLCL1;RRAD;SLC25A4
MSigDB_Hallmark_2020,down,UV Response Dn,25,118,976,10506,2.2805814115031953,6.658803722761226e-05,0.0008156897575621508,CAP2;CDON;DAB2;DLC1;DUSP1;EFEMP1;FBLN5;FYN;ICA1;IGFBP5;KALRN;KIT;LPAR1;MGLL;NFIB;NRP1;PMP22;PPARG;PTGFR;RBPMS;SYNE1;TFPI;TGFBR2;TGFBR3;VLDLR
MSigDB_Hallmark_2020,down,Angiogenesis,3,26,976,10506,1.2420397225725093,0.43963565081476036,1.0,FSTL1;NRP1;SLCO2A1
MSigDB_Hallmark_2020,down,heme Metabolism,12,138,976,10506,0.9360299358517462,0.6389079701731442,1.0,C3;CAT;CLIC2;GYPC;KAT2B;LMO2;NNT;RBM5;SELENBP1;SPTB;TNS1;UCP2
MSigDB_Hallmark_2020,down,Coagulation,19,79,976,10506,2.588892923843121,8.323364873083172e-05,0.0008156897575621508,A2M;ANXA1;C1QA;C1S;C3;CAPN5;CFB;CFD;CFH;CFI;CLU;COMP;F8;FBN1;FYN;RAPGEF3;SERPING1;THBS1;VWF
MSigDB_Hallmark_2020,down,IL-2/STAT5 Signaling,19,140,976,10506,1.4608752927400468,0.059278791997956735,0.25594785218742133,BCL2;CAPN3;ECM1;EMP1;ENO3;FGL2;HOPX;IKZF2;IRF8;ITIH5;NRP1;PLAGL1;RORA;SELP;SERPINB6;SH3BGRL2;SHE;SMPDL3A;SNX9
MSigDB_Hallmark_2020,down,Bile Acid Metabolism,13,64,976,10506,2.1865074282786883,0.005291523925412173,0.032410584043149566,ABCA5;ABCA6;ABCA8;ABCA9;ACSL5;ALDH1A1;ALDH9A1;CAT;CYP7B1;DIO2;EPHX2;NR3C2;PFKM
MSigDB_Hallmark_2020,down,Pperoxisome,9,75,976,10506,1.2917213114754098,0.25933804568840324,0.794222764920735,ACAA1;ACSL5;ALDH1A1;ALDH9A1;CAT;CRAT;EPHX2;SLC25A4;STS
MSigDB_Hallmark_2020,down,Allograft Rejection,10,101,976,10506,1.0657766596331764,0.46548901521910613,1.0,ACHE;APBB1;CCL19;CCL2;GBP2;IRF8;ITK;JAK2;PTPRC;STAB1
MSigDB_Hallmark_2020,down,Spermatogenesis,4,45,976,10506,0.9568306010928963,0.6121850563907425,1.0,JAM3;LPIN1;SHE;SLC2A5
MSigDB_Hallmark_2020,down,KRAS Signaling Up,28,123,976,10506,2.450419832067173,5.9474371746688905e-06,0.00014571221077938783,AKAP12;APOD;BIRC3;CAB39L;CFB;CFH;DOCK2;EMP1;ENG;F13A1;FLT4;GNG11;GYPC;IL33;IRF8;ITGBL1;MPZL2;NRP1;PEG3;PTGS2;RELN;SATB1;SPARCL1;SPON1;SPRY2;ST6GAL1;TFPI;VWA5A
MSigDB_Hallmark_2020,down,KRAS Signaling Dn,14,66,976,10506,2.2833457526080476,0.002548023145198411,0.01783616201638888,ACTC1;EGF;KRT13;KRT4;MYH7;MYOT;NR4A2;PTGFR;RYR1;SLC16A7;SMPX;SPRR3;TGM1;ZBTB16
