gene,discovery_log2FoldChange,discovery_lfcSE,discovery_pvalue,discovery_padj,discovery_test_status,validation_log2FoldChange,validation_lfcSE,validation_pvalue,validation_padj,validation_test_status,discovery_candidate,mapping_status,testable,same_direction,replicated,replicated_large_effect,validation_outcome,lfc_difference
COL15A1,-2.096712449040458,0.4207391057495467,6.247569570986402e-07,1.852616542600744e-05,tested,1.3507549299877923,0.352225285566374,0.00012560642080336584,0.000516607053304166,tested,True,matched_exact_symbol,True,False,False,False,significant_opposite_direction,3.44746737902825
COL19A1,-4.745057795276688,0.6363528079385535,8.875255427635983e-14,9.712857658619128e-12,tested,-0.16146676917953978,0.48440346008952556,0.7388843177317745,0.7999669189072354,tested,True,matched_exact_symbol,True,True,False,False,not_significant,4.583591026097149
COL21A1,-1.5561794616001916,0.5465514431117934,0.004409596199728,0.0377564936221215,tested,-2.191994789990483,0.4144939012275693,1.2341493028432348e-07,1.1228116746050836e-06,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.6358153283902914
COL27A1,1.163925185585972,0.3868569448031743,0.0026239328290405,0.024835169641351,tested,2.153428851487281,0.3057974656126057,1.8948604386279716e-12,5.1092535996237606e-11,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.989503665901309
COL4A3,-2.5966161933786545,0.4732670992361265,4.097977613634226e-08,1.5828438532662198e-06,tested,-1.1289630218278424,0.31117033205248495,0.00028549357354757624,0.001061016091572816,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.467653171550812
COL4A4,-2.506579318046097,0.5986476996824392,2.8257974628767063e-05,0.0005239730430045,tested,-1.339811591046439,0.3982746955267127,0.0007681070038833486,0.0025291846558416846,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.166767726999658
COL4A5,2.37881038157466,0.3891502432093865,9.787788934020868e-10,5.016122465406012e-08,tested,2.170978603850729,0.31526340132842373,5.728738719717318e-12,1.4065747750612674e-10,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.20783177772393113
COL4A6,3.722543190936789,0.4080316822797872,7.295709899961608e-20,3.193697008708194e-17,tested,3.1452748315805685,0.45727241324134205,6.055428757317459e-12,1.4827078644460446e-10,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.5772683593562205
COL7A1,1.4836964158409056,0.4066535757554823,0.0002637232887661,0.0037090721175061,tested,1.9245863787492659,0.4037014379838462,1.866641204133884e-06,1.2673847658345314e-05,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.44088996290836024
COLEC12,-1.6605011326105792,0.5469401287435084,0.0023975259128498,0.0231793663002014,tested,0.6449849755054383,0.3218558561464386,0.04507477345802768,0.08243695760510186,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.3054861081160176
COMP,-3.4267144081497865,0.6877249462405197,6.270910394288324e-07,1.852616542600744e-05,tested,0.26463149695481064,0.474230013613504,0.5768283300606749,0.662615721190749,tested,True,matched_exact_symbol,True,False,False,False,not_significant,3.691345905104597
CORO6,-2.6717921796925723,0.7196209647898514,0.0002049974871386,0.0029912549998315,tested,-0.001528237250090781,0.46479589083494954,0.9973765802708123,0.9978237842077121,tested,True,matched_exact_symbol,True,True,False,False,not_significant,2.6702639424424817
CPEB4,-1.6323781433823872,0.4337917873210675,0.0001678567864988,0.0025227298965607,tested,-0.9297695009976831,0.2414143138773686,0.00011747148645462153,0.00048764326353837077,tested,True,matched_exact_symbol,True,True,True,False,replicated,0.7026086423847041
CPVL,-1.5403670354059698,0.5238953389931299,0.0032798033014615,0.0295748874102814,tested,0.38715325202040235,0.3283658863680714,0.23838620469173954,0.32940035251180916,tested,True,matched_exact_symbol,True,False,False,False,not_significant,1.9275202874263722
CPXM2,-2.510320427663415,0.4403344459211346,1.191482989029527e-08,4.96734931854929e-07,tested,-1.334028407095266,0.29580337129553014,6.487392158368779e-06,3.83823254173203e-05,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.176292020568149
CRAT,-2.833128200051566,0.5137413903942836,3.4938098884102884e-08,1.3645340776073786e-06,tested,-1.23111559837363,0.3667933991307503,0.0007895630480160749,0.002589801618354821,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.602012601677936
CRBN,-1.3214107037993783,0.4499404711900027,0.0033155723433455,0.0298231190404008,tested,-0.9952755824687965,0.16919631965552356,4.044296849256792e-09,5.201058988417417e-08,tested,True,matched_exact_symbol,True,True,True,False,replicated,0.32613512133058176
CRCT1,-3.437117085756072,0.4366773629953454,3.516272911375092e-15,4.992157190122528e-13,tested,-1.2945047391100204,0.854081703792701,0.12960319529952596,0.19956263825457138,tested,True,matched_exact_symbol,True,True,False,False,not_significant,2.142612346646052
CRIP1,-1.617176691488718,0.4279435960979104,0.0001574921646965,0.0023979893946408,tested,0.012919249385115609,0.2903632039144846,0.9645111039992131,0.9734548912352118,tested,True,matched_exact_symbol,True,False,False,False,not_significant,1.6300959408738336
CRNN,-7.304206036280562,0.6933677521727598,5.997107086013928e-26,1.5751401761415582e-22,tested,-5.970179959742188,0.9601134624003121,5.028822154985322e-10,7.874076795305965e-09,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.3340260765383745
CRY2,-1.1383597999514132,0.4000689073709677,0.0044354385493801,0.0379468382734431,tested,-1.010094779507393,0.20157114132425416,5.411750131733674e-07,4.212810285715049e-06,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.12826502044402033
CRYAB,-2.493922964486747,0.5897359290995459,2.3485670144610028e-05,0.0004478048104161,tested,-1.8474583144998065,0.3891158562855109,2.0560452895567333e-06,1.3849210723995354e-05,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.6464646499869404
CSPG4,1.7999618637170356,0.4210198554566413,1.9092959637693623e-05,0.0003770500638225,tested,3.51744037804924,0.4347841725162957,5.962371022459892e-16,3.583445210468319e-14,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.7174785143322044
CSRP3,-5.841144433823851,0.6782864584638746,7.203602065328901e-18,1.845879104837693e-15,tested,-0.7454044471618093,0.8007892899771117,0.3519377922580974,0.44984529837501175,tested,True,matched_exact_symbol,True,True,False,False,not_significant,5.095739986662042
CSTA,-2.399922912510133,0.4732429213645749,3.952561893981732e-07,1.2358814064932164e-05,tested,-1.1073158191767016,0.6775990146238481,0.10222197108159396,0.16413260626126225,tested,True,matched_exact_symbol,True,True,False,False,not_significant,1.2926070933334313
CTGF,-1.1680412499316786,0.3956657433088612,0.0031562997532054,0.0287349091916608,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
CTHRC1,1.3285403449386153,0.4693227001208401,0.0046437422083527,0.039217970772471,tested,5.0544398693620884,0.5021099086910557,7.777175845241991e-24,1.7572479599692348e-21,tested,True,matched_exact_symbol,True,True,True,True,replicated,3.725899524423473
CTSF,-1.531338823834777,0.5566972652525698,0.0059457755977241,0.0474307657021184,tested,-0.3365457732565043,0.2821372244918573,0.2329303662755653,0.3236655019475977,tested,True,matched_exact_symbol,True,True,False,False,not_significant,1.1947930505782727
CTSL2,1.6421325140739167,0.5832446276670227,0.0048699509060504,0.0407539648987931,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
CTTNBP2,-3.962083783609786,0.6339119260207289,4.0989651070773456e-10,2.2785040960293436e-08,tested,-4.033858533137378,0.43811388601412404,3.343417751910857e-20,4.005369588698577e-18,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.071774749527592
CUGBP2,-2.337545552676392,0.4917067870722237,1.994882763515272e-06,5.0501779068654095e-05,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
CXCL12,-2.794686956346762,0.4297463839443023,7.867749978847929e-11,5.166161329861022e-09,tested,-1.0252384628566669,0.3739088761974178,0.006107612523597814,0.015056053521091144,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.769448493490095
CXorf36,-2.3274583578539296,0.4519437970334705,2.606469097401419e-07,8.693195027714066e-06,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
CYB5R2,1.8758862655558428,0.5681904982337639,0.0009616611573238,0.0108171435961929,tested,0.7695066790605128,0.23930253245857813,0.001301617934786007,0.0039879643213062525,tested,True,matched_exact_symbol,True,True,True,False,replicated,-1.10637958649533
CYBRD1,-1.4468191053267163,0.4779659675872634,0.0024696639938406,0.0236952419354249,tested,-0.6724352859533238,0.30336623805846513,0.02665186188713592,0.05301267380046537,tested,True,matched_exact_symbol,True,True,False,False,not_significant,0.7743838193733925
CYP1B1,-2.601603666659029,0.6028530375982697,1.5925235708285136e-05,0.000320518249715,tested,-0.06082265361092049,0.440721515878665,0.8902348864194459,0.9179961797083755,tested,True,matched_exact_symbol,True,True,False,False,not_significant,2.5407810130481088
CYP26B1,1.2165420476253896,0.416520170698027,0.0034921477562015,0.0311447405149861,tested,1.4887851983444595,0.3553476772714303,2.7937533964462144e-05,0.0001376978300287622,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.2722431507190699
CYP27B1,1.924709015038269,0.6213579373256443,0.0019510444776886,0.0195588485520964,tested,3.15144992227978,0.4356670517010748,4.702863277593438e-13,1.4498464508642981e-11,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.226740907241511
CYP2C18,-1.5378215892881286,0.4545519076934284,0.0007165701169504,0.0084587479198667,tested,-2.3586946622419696,0.6183080753204021,0.00013631735921522606,0.0005537698821101013,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.8208730729538409
CYP2R1,-1.915729832881243,0.6494256256469513,0.0031789393946159,0.0288909492040092,tested,-1.5969908127372068,0.3042536984533736,1.5302763996904426e-07,1.3603303652626694e-06,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.3187390201440363
CYP3A5,-2.9113654679841243,0.6255877565283752,3.2585984250305903e-06,7.870077023763537e-05,tested,-4.39574040632734,0.69622463079321,2.724748405785321e-10,4.605516924878432e-09,tested,True,matched_exact_symbol,True,True,True,True,replicated,-1.4843749383432154
CYP4B1,-2.232791859479457,0.7112043421546059,0.0016926417045459,0.0173547048250251,tested,-4.036324545901535,0.6296350514670075,1.4496905582591727e-10,2.635129986245034e-09,tested,True,matched_exact_symbol,True,True,True,True,replicated,-1.803532686422078
CYP4F11,3.67877560128224,0.4877029526796005,4.59048382616162e-14,5.242132943223258e-12,tested,0.43047897194996865,0.5596617474264015,0.4417882125675884,0.5387661128873029,tested,True,matched_exact_symbol,True,True,False,False,not_significant,-3.2482966293322715
CYP4V2,-1.3386903920919524,0.473996874360067,0.0047389931148238,0.0398621790747314,tested,-1.1480639468728815,0.2841653185476677,5.342228849839719e-05,0.00024307617886729283,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.1906264452190709
CYP4X1,-2.473784466985196,0.6808186595035304,0.0002795548886202,0.003910790492469,tested,-3.098825776679673,0.5693342346621859,5.242190246697815e-08,5.172642117388392e-07,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.6250413096944771
CYP7B1,-1.7087262453168155,0.544514821963077,0.0017006359924517,0.0173971584583237,tested,-1.20703118772651,0.27977321754945533,1.600949126904856e-05,8.484840236119857e-05,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.5016950575903054
CYR61,-1.6648887505720105,0.3865169041153435,1.6517345922242512e-05,0.0003305356881125,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
CYSLTR1,-3.823339019274824,0.9120192118410634,2.7629957052011432e-05,0.0005137704934308,tested,-2.1692275491279265,0.28323970483983896,1.879298015239439e-14,7.874523373714551e-13,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.6541114701468973
CYYR1,-2.1273239179608834,0.5206910504479005,4.396722036728512e-05,0.0007802696236126,tested,0.599433719046508,0.30341706704863064,0.0481989923683725,0.08725679652895021,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.7267576370073914
DAAM2,-1.5649058313324289,0.4453688128015828,0.0004418614242593,0.0057441301525171,tested,0.08212660815249827,0.3166492180803623,0.7953563516558129,0.8450158250732849,tested,True,matched_exact_symbol,True,False,False,False,not_significant,1.6470324394849272
DAB2,-1.9550069421257656,0.4243522122232673,4.0844457199811045e-06,9.570546261307188e-05,tested,0.7055114190662729,0.3428770655204887,0.03962642589599544,0.07394633818360505,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.6605183611920387
DARC,-4.269998528168416,0.6293463773444598,1.1623563263398329e-11,9.181741025959611e-10,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
DARS2,1.424602396938717,0.4537991157217304,0.0016936364932069,0.0173547048250251,tested,0.7928254796225408,0.17268643606367406,4.408574869699716e-06,2.7248289966807456e-05,tested,True,matched_exact_symbol,True,True,True,False,replicated,-0.6317769173161761
DCBLD1,1.636517070760483,0.4960126714216835,0.000969106292512,0.0108659879499807,tested,2.422363384231888,0.24204712042916776,1.4082503324347542e-23,3.0285865583084776e-21,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.7858463134714049
DCLK1,-4.445674575105133,0.6400443130930219,3.760934649727126e-12,3.2387196254125563e-10,tested,-0.24027243789558703,0.39980650916159716,0.5478587683232048,0.637045079445587,tested,True,matched_exact_symbol,True,True,False,False,not_significant,4.205402137209545
DCLK2,-1.8999481343292877,0.6295750309468715,0.0025459472400285,0.0242435547076773,tested,0.21646422892945158,0.33606998498802515,0.5195075967073777,0.6121335138442597,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.116412363258739
DCN,-2.016388796028858,0.3780664596326747,9.637781775649185e-08,3.4323571299989942e-06,tested,0.5449346443311842,0.33209519929018866,0.10081840521313083,0.16230235687719924,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.5613234403600424
DDIT4,1.4536662676583003,0.4226165122685196,0.0005823987782869,0.0071899900877584,tested,0.9553592238312595,0.33366150315852633,0.004193079684872107,0.010932876478961014,tested,True,matched_exact_symbol,True,True,True,False,replicated,-0.49830704382704083
DDIT4L,-6.078698082043235,0.8188353538893844,1.139875046889821e-13,1.2345904373839643e-11,tested,-2.457399546269197,0.49428312381300216,6.638765206213735e-07,5.075270641592488e-06,tested,True,matched_exact_symbol,True,True,True,True,replicated,3.6212985357740375
DDN,-3.589606673784097,0.6282535746575784,1.1059317767546062e-08,4.647567698633557e-07,tested,1.472137982569576,0.5279177519959621,0.005294056914434852,0.013337885098470306,tested,True,matched_exact_symbol,True,False,False,False,significant_opposite_direction,5.061744656353673
DDR1,1.5051411079691248,0.4068551911468122,0.0002160657968421,0.0031396780935318,tested,0.32522346159060156,0.1743325725027628,0.06210649441996352,0.10823010108331044,tested,True,matched_exact_symbol,True,True,False,False,not_significant,-1.1799176463785233
DDR2,-1.2351654617657155,0.4441386986615664,0.0054185821296173,0.044164176767851,tested,0.6632719442995263,0.3759047901598297,0.07765323130546369,0.13034701700230647,tested,True,matched_exact_symbol,True,False,False,False,not_significant,1.8984374060652418
DDX26B,-1.450859463975271,0.4944247915381657,0.0033415106767376,0.0300050522818854,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
DDX28,1.3538156700562949,0.4730111948725956,0.0042081510587065,0.0364174917815244,tested,0.6922568975080479,0.17203912553726994,5.7258262282472975e-05,0.0002583569215728369,tested,True,matched_exact_symbol,True,True,True,False,replicated,-0.661558772548247
DENND5B,-2.2697217740747178,0.4996506211162109,5.555994693744077e-06,0.0001260718795949,tested,-0.6279123536674717,0.2887418770167591,0.029656398359042324,0.05798737109309951,tested,True,matched_exact_symbol,True,True,False,False,not_significant,1.6418094204072462
DEPDC6,-3.404917995318871,0.6515266114128181,1.7315899322849878e-07,5.8874057697689575e-06,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
DES,-5.323014482146528,0.5407231586737347,7.257781191014705e-23,7.625024919280049e-20,tested,-1.2151614804097794,0.6838743772301774,0.07558827996603873,0.12752843075555684,tested,True,matched_exact_symbol,True,True,False,False,not_significant,4.107853001736748
DFNA5,1.4503100057729057,0.4883470859266483,0.0029796026099473,0.0275560783627705,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
DHCR7,1.6904647693555768,0.5580173844670699,0.002450299730487,0.0235309405562125,tested,0.11054674871379556,0.2541335773449625,0.6635663045351279,0.7367913993500892,tested,True,matched_exact_symbol,True,True,False,False,not_significant,-1.579918020641781
DIO2,-1.7523686814388844,0.3926685884006697,8.092700427792063e-06,0.0001767607290943,tested,-0.7468750085788979,0.34687136720979184,0.03130487048764525,0.06077789190825187,tested,True,matched_exact_symbol,True,True,False,False,not_significant,1.0054936728599864
DKFZP564O0823,-1.5780941892133318,0.4398427429479088,0.000333403202493,0.0045080232244422,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
DLC1,-1.7858639858282896,0.4185869533316552,1.9864267812171367e-05,0.0003864703659901,tested,0.5475465099903937,0.32928238014880945,0.09634288822285537,0.15636666255482526,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.333410495818683
DLG2,-3.643834320576189,0.7742142180660169,2.520138006356509e-06,6.22978115171329e-05,tested,-4.046877606409353,0.3132631592081453,3.5415872908749554e-38,7.024148126901995e-35,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.40304328583316407
DMD,-3.506219191411008,0.5401383137217173,8.507858595181641e-11,5.517503851912242e-09,tested,-1.1791702236734771,0.33101726861455083,0.00036767323708780523,0.001325048916215894,tested,True,matched_exact_symbol,True,True,True,True,replicated,2.327048967737531
DMPK,-1.6701105919990742,0.4024373365705315,3.324909926289154e-05,0.0006043512748372,tested,-0.750121393191028,0.29229306492977114,0.010278004814353436,0.023517803606743857,tested,True,matched_exact_symbol,True,True,True,False,replicated,0.9199891988080462
DNAH1,-1.2591874054634091,0.4282980990366643,0.0032823452046819,0.0295748874102814,tested,-1.4447891733117162,0.24064315514095044,1.9267414926905825e-09,2.6681408568290842e-08,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.18560176784830706
DNAJA4,-1.297962446273841,0.4516457584838946,0.004055006955164,0.0352081843561599,tested,-0.4564701751077573,0.24826504951711265,0.06596808003124614,0.11388106659165799,tested,True,matched_exact_symbol,True,True,False,False,not_significant,0.8414922711660837
DNAJC2,1.3960007386733628,0.4341436331172711,0.0013020507383009,0.0139300866156717,tested,0.517098593874616,0.1162539555829446,8.667006178350022e-06,4.972872397413947e-05,tested,True,matched_exact_symbol,True,True,True,False,replicated,-0.8789021447987468
DNASE1L3,-1.851874508887691,0.5007335379918771,0.0002170283551176,0.0031493092525771,tested,-2.68014116689145,0.5352897346763451,5.531418482535928e-07,4.29472900884151e-06,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.828266658003759
DNMT3B,1.9425491937606745,0.5355277267790994,0.0002863394481297,0.0039767984241134,tested,1.823371997056234,0.29332063418558546,5.089819556437637e-10,7.941720199511523e-09,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.11917719670444038
DOCK10,-1.5919171823597118,0.4653458120500608,0.0006240653810376,0.0075534918124209,tested,0.0698416901310124,0.21177258784434416,0.7415543321031466,0.8017570297153672,tested,True,matched_exact_symbol,True,False,False,False,not_significant,1.6617588724907242
DOCK2,-1.435274158465871,0.4691366398105467,0.0022178472459009,0.0218375849722918,tested,0.13431062774348432,0.2661383408145108,0.6137943536785917,0.6949276425956401,tested,True,matched_exact_symbol,True,False,False,False,not_significant,1.5695847862093553
DOCK3,-1.967480933619853,0.5402075838672024,0.0002704406934232,0.0037933910882572,tested,-2.519671682874526,0.3689791346354634,8.564893063334965e-12,2.0466310733671903e-10,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.5521907492546729
DOCK4,-1.2740346654610983,0.4028432191461123,0.0015636342051791,0.0162255166836458,tested,0.783648314396529,0.25685775467374067,0.0022815361879664968,0.006481843220627402,tested,True,matched_exact_symbol,True,False,False,False,significant_opposite_direction,2.0576829798576273
DOCK8,-1.4107759636414152,0.4620292776083741,0.0022623838613564,0.0221722060143755,tested,-0.5529814890270911,0.19039752304433588,0.003680137657570576,0.009806009432398087,tested,True,matched_exact_symbol,True,True,True,False,replicated,0.8577944746143241
DPT,-3.539614299604109,0.5052675815912002,2.462366845103127e-12,2.1739181575339034e-10,tested,-1.387170818534229,0.28752982780160685,1.403961531958897e-06,9.816182273978186e-06,tested,True,matched_exact_symbol,True,True,True,True,replicated,2.15244348106988
DPYD,-2.022323670159216,0.5571172854788469,0.0002834450216051,0.003954679146061,tested,0.11424120507366682,0.23541254236208067,0.6274771183358157,0.7071448047411016,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.136564875232883
DPYSL3,-1.7564411503337527,0.4636044856094671,0.0001514602184654,0.002329781925619,tested,0.6892304338559823,0.33179420798250553,0.03777545658415808,0.07113534128359762,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.4456715841897347
DSEL,-2.1182728070723646,0.4647831070165785,5.175347695857885e-06,0.0001184579583718,tested,0.47493329061009537,0.3768394795464669,0.20755877292985536,0.29446225534874565,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.59320609768246
DSG2,2.494200706459172,0.3939869470600575,2.4410147778605713e-10,1.4407472615844472e-08,tested,1.443593052690713,0.39250471088700195,0.00023516217039546523,0.0008919772081510953,tested,True,matched_exact_symbol,True,True,True,True,replicated,-1.0506076537684588
DUSP1,-1.3735865004258208,0.3796044593571762,0.000296352400733,0.0040859295565633,tested,-0.9435874006926667,0.3275027549150268,0.003962161282666156,0.010435971505915726,tested,True,matched_exact_symbol,True,True,True,False,replicated,0.4299990997331541
DUSP10,1.6727825565163308,0.4638782936730033,0.0003108565143359,0.0042358735922357,tested,1.7131659807758253,0.21547323939410767,1.8544044269159245e-15,9.735623241308603e-14,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.04038342425949448
DUSP26,-7.674161347203875,2.6802124088270767,0.0041929825443341,0.0363161373543075,tested,-2.4009562466367615,0.48961925955987046,9.403803029393141e-07,6.910575713242798e-06,tested,True,matched_exact_symbol,True,True,True,True,replicated,5.273205100567114
DUSP27,-5.90890139158325,0.9170021689890068,1.1658328127507454e-10,7.423175473187476e-09,tested,-1.4791073657510478,0.5210514907232751,0.004529813120399995,0.011689629058716195,tested,True,matched_exact_symbol,True,True,True,True,replicated,4.4297940258322015
DYRK1B,-1.573918236731163,0.4863416330899435,0.0012111551428413,0.0132132875708107,tested,-1.4341045395358332,0.33870873644738114,2.2953551469886926e-05,0.00011614242897373624,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.13981369719532988
DYSF,-2.14483292355372,0.4337894239622524,7.637467228826015e-07,2.2043744699463217e-05,tested,1.3561133110532047,0.2953526557531992,4.400602736741325e-06,2.722729942836487e-05,tested,True,matched_exact_symbol,True,False,False,False,significant_opposite_direction,3.5009462346069244
E2F7,1.7709373944997129,0.4840024280114647,0.0002532574550539,0.0035907190591046,tested,1.7684179811427374,0.2512711938317821,1.951784662313159e-12,5.2390009356826896e-11,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.002519413356975475
EBF1,-1.925305886565211,0.4910417044684682,8.823343377174034e-05,0.0014371790003192,tested,0.08235299956700104,0.3965016303989818,0.8354639838952086,0.8753834299442048,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.007658886132212
ECE2,2.30613436227246,0.6119641111754153,0.000164287810359,0.0024798961718851,tested,,,,,,True,filtered_low_expression,False,False,False,False,not_testable,
ECM1,-2.670269651380244,0.4479948020772271,2.514788684492164e-09,1.1794807999676197e-07,tested,-0.9560335976598531,0.5880915868264243,0.10402322392283152,0.16654538945399075,tested,True,matched_exact_symbol,True,True,False,False,not_significant,1.7142360537203911
ECM2,-1.6092865265212242,0.5781971613981626,0.0053811789462992,0.0439274794171095,tested,0.7106482659039773,0.35640317885919,0.046158087082991996,0.08411032686542116,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.3199347924252014
EDIL3,2.8422696055900785,0.4685275814840063,1.3081973302904035e-09,6.482981675486311e-08,tested,1.7433663168878246,0.36075340955844215,1.3478129840187494e-06,9.471835340446723e-06,tested,True,matched_exact_symbol,True,True,True,True,replicated,-1.0989032887022538
EDNRB,-3.801829328290917,0.6242600354786126,1.1281389177598664e-09,5.6439178428500763e-08,tested,-0.6196602974916676,0.3900675392293726,0.11215130465907125,0.1771750409916295,tested,True,matched_exact_symbol,True,True,False,False,not_significant,3.1821690307992494
EEF1A2,-3.8444301323320063,0.464773525067114,1.3215057612401695e-16,2.4357437767700394e-14,tested,-2.625489356401097,0.5726829998407117,4.549822830292378e-06,2.80436248345024e-05,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.2189407759309092
EFEMP1,-2.007263048463196,0.4827715720739945,3.2134053057686955e-05,0.0005850959470087,tested,0.3707272361696916,0.2741400594193831,0.17627046009343061,0.25749120328213077,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.3779902846328875
EFNA1,1.2960538201716365,0.3990338582415951,0.0011622761477469,0.0127329230534194,tested,1.0213294799022123,0.26914419347930296,0.00014780435669951728,0.0005952860485303211,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.27472434026942416
EFNB1,1.9036249352405312,0.398304104000526,1.7588430536686817e-06,4.529020863196856e-05,tested,1.9855219165728406,0.2611274657195077,2.878926815530718e-14,1.1652799015243384e-12,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.08189698133230938
EFNB2,1.2225584723801128,0.407664688804389,0.0027092822112415,0.0253687334325347,tested,0.7644994552087016,0.27580750138676,0.005573720472657017,0.013928448892192042,tested,True,matched_exact_symbol,True,True,True,False,replicated,-0.4580590171714113
EGF,-3.5808634577787304,0.7269240201190607,8.390889598185538e-07,2.3761370921438616e-05,tested,-2.19849875797861,0.42225329535205824,1.9234494673848912e-07,1.6761022722059447e-06,tested,True,matched_exact_symbol,True,True,True,True,replicated,1.3823646998001204
EGFL8,-1.665632632606379,0.5460919870946831,0.0022876872168013,0.0223368419142335,tested,-1.259154028912447,0.19955599588694517,2.7943603706889936e-10,4.705597416679108e-09,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.4064786036939321
EGFLAM,-1.8015125067404167,0.5616429236694693,0.0013385856757332,0.0142628611655718,tested,0.7475002750304819,0.32397257425017273,0.021038384492546143,0.04330054535464122,tested,True,matched_exact_symbol,True,False,False,False,significant_opposite_direction,2.5490127817708985
EIF4E3,-1.8496143619962453,0.45464696079486,4.73689474206542e-05,0.0008349969154385,tested,-1.6969880826349808,0.23287288261850395,3.16495095247953e-13,1.0034524778287675e-11,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.1526262793612645
ELMO1,-1.7789560740117902,0.4439166939128909,6.138831543809131e-05,0.0010504000683918,tested,-0.18378229175690391,0.275758859404274,0.5051170246389016,0.598933100159718,tested,True,matched_exact_symbol,True,True,False,False,not_significant,1.5951737822548864
ELMO3,1.144424677204162,0.4147713184238407,0.0057948338848154,0.0464382340151571,tested,0.3150119518123763,0.23708189908149624,0.18394524913795351,0.26666309568037605,tested,True,matched_exact_symbol,True,True,False,False,not_significant,-0.8294127253917857
ELN,-1.7538526897478548,0.4757766109369246,0.0002275430483917,0.0032792417920493,tested,-0.7155441750394685,0.4141611204073091,0.08404288661834217,0.13931700651350368,tested,True,matched_exact_symbol,True,True,False,False,not_significant,1.0383085147083864
ELTD1,-3.0254626638551825,0.528586213618041,1.0423598943061313e-08,4.433616619263244e-07,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
EMG1,1.2778870707374652,0.431647525608398,0.0030715266252524,0.0281092846035731,tested,0.4151754897011482,0.13145761743090278,0.0015872157745110693,0.004727482325216518,tested,True,matched_exact_symbol,True,True,True,False,replicated,-0.8627115810363171
EMP1,-2.9095479846258216,0.4346278800610237,2.1664314925320928e-11,1.5916454028351166e-09,tested,-2.396654194397657,0.5494383874354826,1.2887463584096858e-05,7.024159541255846e-05,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.5128937902281647
