gene,stat
HOMER3,8.261922056160522
CSMD2,8.24545261001077
DPF1,8.239301738043487
ZNF469,8.21738583167756
IFI6,8.208590919581587
AURKA,8.19242432936968
SDS,8.16646189151526
SLC2A6,8.162155156711291
CDKN3,8.156014274686337
FSTL3,8.152803887120296
COMMD5,8.12979438702441
SPRY4,8.113050782186042
TM4SF19,8.093891367485133
TNFRSF6B,8.090326027309745
CSPG4,8.09008377120123
RRAS2,8.08967302664979
GALNT2,8.088393793680982
TSHZ3,8.084708889877046
NOX4,8.078746999474513
RUVBL1,8.071912275900305
STRA6,8.065802591787017
AGRN,8.057871265731352
PIGT,8.035567359220758
MYBL2,8.028939658002216
ZFP92,8.020344985904988
MET,8.016569605192432
THY1,8.015284048098968
MATN3,8.007915461452075
AUNIP,7.993334080069712
TOMM34,7.971824227874507
KRT16P6,7.96982375990588
ACKR3,7.968194691116549
HOXC13,7.965083186251287
SLC16A1,7.962098222982534
LAMP5,7.9514078250467035
DUSP10,7.950713441692813
POSTN,7.940970147366686
BSG,7.9409370069095
TMEM132A,7.939719942822964
LINC01116,7.937108136074842
TTYH3,7.929885090257053
ONECUT2,7.925846266194821
RBP1,7.906220579305766
IGF2BP2,7.905414412062366
AC010327.1,7.903404708166595
SERPINE2,7.902777855810951
GPR158,7.881967967360749
ARPC1B,7.8806401965153166
TMEM206,7.8720332753621785
STK17A,7.864332113293377
PUF60,7.860648296840544
CDC6,7.847861795887138
ADAM10,7.846264928691965
BOP1,7.843581508664474
MMP19,7.829111001201717
ALG1L,7.827273036438006
CDKN2A,7.825109282527639
CXCL8,7.822129863673668
SH2D2A,7.819662290486037
SNX10,7.805297894531329
LAMA1,7.795384565805731
C12orf75,7.791236685006592
NANOS1,7.7832099480793255
SPNS1,7.769038010937602
MYO10,7.766956974885706
CHST15,7.762272028612275
TYMP,7.760329025276752
CD80,7.755465730202
CHN1,7.750370854960173
CLCF1,7.7409653935684
P3H1,7.729417350680659
SPP1,7.725817125529971
IL12RB2,7.710881269741053
GASAL1,7.6947148437035535
ESM1,7.693074481694904
EXT1,7.686004237094953
IFI27,7.6849896520264425
COLGALT1,7.681327275181272
CCL18,7.680964402920043
YTHDF1,7.677766741214574
PTPRK,7.671964718198272
GNB5,7.669216783467712
OCIAD2,7.662779949536966
ERF,7.650473379833552
C1QTNF6,7.645255067619188
SNAI2,7.630935679607634
ADGRE2,7.630557043713975
TTPAL,7.627245163949315
PROCR,7.619466045195146
AGTRAP,7.619150968858734
AC110995.1,7.612728206227018
EFNB1,7.603650236875527
BAX,7.58132740637168
UBE2C,7.57304799929824
CEP55,7.571916452763418
CPXM1,7.56321186564798
MRGBP,7.562810238388303
ASPN,7.562596606836084
BRMS1,7.56152964519025
FNDC1,7.538291423303933
TDO2,7.527334490263219
TPST1,7.520794907910266
EIF2B2,7.514871436758376
HOXD9,7.508554809831373
ETS1,7.505245811946201
RIN2,7.49479953698706
ENTPD7,7.489378566406136
CYTOR,7.487174527399331
GFPT2,7.485116389051389
ADAMTS6,7.484955522127431
IGHG4,7.4783350982623995
SKAP2,7.475202544471471
LINC00707,7.47437629192035
SOX11,7.473073906943546
PSMD2,7.461128452992251
APMAP,7.456142185504269
OLFML2B,7.446840445856211
PRNP,7.435326608141722
CAVIN3,7.4339421200107
PTRH1,7.4330748596171805
ELOC,7.430391325765499
SUGCT,7.423209961878311
CERNA2,7.423034835518416
FAM49B,7.4217237323742715
XRCC2,7.421612850661896
BMP1,7.420432305640689
FADS1,7.413941646319756
NKD2,7.401552568531262
CTSV,7.4012381335863315
SIAH1,7.391482310275858
EXT2,7.3858058648358496
NID2,7.365503939926296
KPNA2,7.362300276567656
IGFBP6,7.3608622667942525
PPP1R18,7.352256550606212
DLX1,7.351536687286522
EMC1,7.347743124543457
AMTN,7.345018616522569
LRFN4,7.339222725611836
SLC6A2,7.338737617297039
RPLP0P2,7.331080398718318
FOXL1,7.327049552431897
CLIC4,7.324135413023785
PLOD3,7.309278233017916
FEZ1,7.308030480464705
HENMT1,7.298827712995023
DUXAP8,7.295747006406309
MISP,7.2925659237230676
AC025171.1,7.290115125632505
PCGF1,7.284553074529234
MTBP,7.2770826016718395
OSR2,7.274172017501505
SNRPB2,7.271598931360172
SYT12,7.266590086696312
GPR68,7.266110466547137
CCRL2,7.244722035928658
RGS19,7.243306081449339
BST2,7.24171106696909
BAK1,7.238005477104566
CYP27B1,7.233620054522947
C10orf55,7.230524626011323
LPCAT1,7.227551722542886
AL161431.1,7.219853703638036
CDH11,7.215861624691427
CDC20,7.214644891198564
ACVR1,7.213332648082401
RAD21,7.212623389743451
TNFSF9,7.211904549975914
NUP155,7.207735939043299
ERFE,7.203838914122996
PTGFRN,7.196862935460166
CD3EAP,7.196151602410178
ANGPT2,7.196112233117037
DYRK3,7.194003166314646
TREM1,7.181246629690746
NLRP10,7.163567080157479
KLHDC7B,7.153838205900651
CMSS1,7.145802175000691
ACTL6A,7.142041704065473
UBE2S,7.1390436601646785
ITGA11,7.132384437109469
WARS,7.127593743554089
AC009093.1,7.12412630108249
FAM91A1,7.109495494899035
HOTAIRM1,7.103089882427472
PAX5,7.102278108703998
TAP1,7.100914066250439
GRIN2D,7.098160616357859
LIMA1,7.097031447769073
GNA12,7.09332214093816
LAMB1,7.093174091846937
PVR,7.088909489637014
KLHL5,7.079422458855877
ADAT1,7.074525529443616
RPN1,7.066805143483415
TRAM2,7.065998471397082
SLC35A2,7.057538697863317
PCDH17,7.0553518734043275
LINC01426,7.051451790354425
CCT5,7.050655191354895
FANCB,7.048060916608668
SMIM3,7.04598137843811
COL27A1,7.042010132992129
E2F7,7.0378858562141255
LINC01322,7.019890530704237
LRRC8C,7.019587467819838
AC093673.1,7.014938521322588
PLEK2,7.01441613528205
ADAMTS4,7.012967102344247
KNSTRN,7.005969589650055
VAV2,7.000251402469154
EMC8,6.99829686158648
FZD2,6.99766482564192
TREM2,6.996108502841378
CDCA3,6.98665208236164
DHRS2,6.9863861545747685
ORC6,6.9860318708370945
NUDCD1,6.980632610935673
AMIGO2,6.975944922787746
LRRC59,6.974606028066576
NUTF2,6.965529802061573
IGFL2-AS1,6.965294048120506
PDP1,6.962094136813094
IKBIP,6.96044723712225
ELF4,6.957592835955478
EPSTI1,6.951729262776638
LAMA3,6.948229539148443
SPINDOC,6.9390677341210685
HAPLN1,6.935407144272311
CXCL1,6.934982329661948
FOXN2,6.9344714516771155
NSUN2,6.929130386585274
AL049775.1,6.928420415380423
STK10,6.9270229624754505
RHBDD3,6.921495628446662
BBOX1-AS1,6.915938423738145
PCSK9,6.909244320468156
ZNF200,6.903751882416686
CALU,6.900209747275797
RPS6KA4,6.896382951302951
ITGB4,6.894584195085812
ACTN1,6.892938074535284
COL4A5,6.886237332664964
COL4A6,6.878339345436385
WNT2,6.877518514319097
AC010198.2,6.874791645481
POGLUT2,6.874087693291583
AC136621.1,6.873446032749492
BEND6,6.850211732038097
APLN,6.843116939331579
OSMR,6.834230717148346
MB21D2,6.8255673578040215
RAD54B,6.821430127363889
CFL1,6.820385656807909
CDC42EP3,6.818599345765421
CTSK,6.807177577932586
FHOD1,6.806925780435455
FZD6,6.798182141052378
EPHB2,6.7907848176982215
AP2M1,6.788010302152913
DNAH5,6.786255044173656
AEBP1,6.781581675978476
POLR2K,6.779062588308609
APOL1,6.775151137142827
CXCL10,6.774967327555142
TENM3-AS1,6.762969340249059
SLC25A32,6.760654707897221
OAS2,6.759521384029492
RCN3,6.757333262341623
LRRC15,6.7566023193442
NTM,6.751704171532669
FXYD5,6.748828980760698
TBX18,6.747832896066588
SLC24A2,6.746897874987362
NKILA,6.732858360179426
PFDN2,6.725273472435775
CELSR3,6.7217572272251385
PLEKHG2,6.715887757141847
SFXN3,6.710130769175924
BID,6.7052481222844245
CLCN7,6.704564173024757
EHD4,6.7009508975979495
RAB23,6.69602742343564
KRT17,6.6953692240295695
DUXAP10,6.693761928727593
FPR2,6.685521635224798
HSD17B6,6.684777864041644
FMNL3,6.683709310082095
HJURP,6.679980822161752
NCLN,6.676391042312642
SLC39A1,6.669627998803504
CTSL,6.663404710615947
MMP7,6.660570863265882
NRM,6.6597391748837795
CDR2L,6.649366541146076
PDGFRB,6.642381655829781
CENPN,6.637743031895956
HMGXB3,6.636807418592163
EEF1AKMT4,6.632735329125797
CKS1B,6.625874016437336
GPR153,6.621309253720802
C1QTNF5,6.6211443417533555
MIR503HG,6.610551521489682
SULF1,6.60752196969078
CTNNBL1,6.606553254798624
LRWD1,6.606547059606589
SLC2A1,6.604936507020636
MSC,6.60038202889129
F2RL2,6.596268612788889
PTGS2,6.59561903532932
FAM3C2,6.592075094600629
CLSPN,6.584855549374257
CSNK2A2,6.577893940661136
CAV1,6.5737614377800515
TMEM92,6.570243984139422
PRSS23,6.5699395608627045
FOXD1,6.569649605319941
TNFRSF18,6.563388920750551
CDH13,6.562025066912606
ATP6V0D2,6.559654744807239
MARVELD1,6.556409866404339
HIF1A,6.550882994393428
P4HA2,6.54992216560378
POLR3F,6.549775582700896
CDC45,6.548776408200959
COL13A1,6.548750344512602
XRN2,6.541925241455145
ZNF281,6.529118966737555
SMS,6.524616973917005
FOXM1,6.523675802116279
PLOD1,6.523481678101405
THOC6,6.522226316290363
DDX60L,6.5210251433482895
KIF14,6.520522209144246
GTSE1,6.519725276304427
NCBP2,6.517097579899633
COL6A2,6.514830362774727
SLC3A2,6.507857686881754
DUXAP9,6.500305693054472
APOBEC3A,6.497854092005504
IDO1,6.496622241317447
APP,6.495399416711178
FOXC2,6.4892959331915865
PYGL,6.488131533771042
PHEX,6.481812199604098
BASP1,6.474419503076664
AC099066.2,6.470832708230855
GRIA3,6.468910490294425
KLF7,6.465381856876839
FLNA,6.457902617345244
FNDC3B,6.457099139614071
PSMB2,6.4564520910549215
AHR,6.453713948238734
KIF4A,6.452551934620607
ALG3,6.449966547227043
IGFBP7,6.4498820124848075
NDE1,6.4470325702663756
LPCAT2,6.439858973906002
CTNS,6.438423729642696
CXCL5,6.437842050838425
CDC25B,6.432601434882623
GRAP,6.428073438919136
SCRN1,6.4272130315959775
RFC4,6.417595700795852
DERL1,6.416719458554261
PLPP4,6.412146964330171
ENAH,6.406666503877203
AC022149.1,6.39742047155126
BFSP1,6.396398506102638
APBA2,6.393064414359351
ADAMTS15,6.391866371573075
WASHC5,6.383457826735801
E2F4,6.382718550449174
CDCA5,6.381360706515759
SHCBP1,6.381228163991371
CASP14,6.380257481058025
RECQL,6.379468086350784
FKBP9P1,6.3776226209249245
FIRRE,6.3747125327683145
PDLIM7,6.374361437680119
METTL4,6.372679443121876
CASK,6.370923033369214
GSEC,6.368360599095134
PDCD1LG2,6.363343026869936
YEATS2,6.360549959769793
CDK6,6.355181345642491
EMILIN1,6.351753346225819
PES1,6.347393561265326
NFIL3,6.341369326544669
OSM,6.339965526541569
TEAD2,6.337821854228916
DNMT1,6.336861634745105
GTF2E1,6.334590361833959
PSMC3IP,6.330666926342999
WDHD1,6.330205433294155
DDX39A,6.329589424898184
MANCR,6.3274615704120265
GALNS,6.325913466465081
CHPF2,6.324924718639134
SULF2,6.321735215665117
RSAD2,6.320439505937365
IFITM3,6.318386266514144
COL6A1,6.317543416306932
DISP2,6.313478113865444
ACOT9,6.30939961363681
RFTN1,6.307972249095273
ITGB6,6.307340469225873
PSMA6,6.3058164303071615
CENPO,6.303860508333502
IFITM1,6.302965371271902
KLHL6,6.2998406574976515
ZIC2,6.294994277407858
GNPDA1,6.293558759122374
WNT7B,6.293546664632725
BOLA2-SMG1P6,6.29181816767597
SLC39A14,6.289863806152875
MTERF3,6.289275343015641
NOCT,6.288304738729503
PKMYT1,6.2874191083602415
BICD1,6.285613583787297
LINC00958,6.280113342946352
THSD8,6.276487594129736
CARMIL1,6.275640120117536
FBN1,6.27555462158242
CMTM3,6.273748946113716
PRR11,6.273475401888549
TMEM104,6.272002738331682
CCDC58,6.271905678734149
PJA1,6.270966915532816
HPRT1,6.26794820955827
SLC7A8,6.267194272349068
RHEBL1,6.26510125310887
STAT2,6.2624441610767025
FTSJ1,6.257327233962559
IFIT3,6.2506299986189395
MTFR2,6.2499825575172405
UHRF1,6.249497857535744
NPTX2,6.24706711509973
CPZ,6.243345931735964
BCAR1,6.237233424270092
ICOS,6.237058686535509
VIRMA,6.236436615278469
KIAA1549L,6.22629504561216
NNMT,6.2227453012115275
CHST7,6.221947562067656
FKBP9,6.220691234836495
FHAD1,6.217677440236582
MARCKSL1,6.2167123388027195
DNMT3B,6.216310018962313
PRPS1,6.215856618273293
YKT6,6.2131131869527145
STX1A,6.211045765199842
C1S,6.209511331867704
LINC00519,6.204746365254027
STRIP2,6.1972747550369425
MUCL1,6.193243947945014
GJB4,6.192436683716114
MTFR1,6.19182585732479
SGIP1,6.191034859394336
DLGAP5,6.188782852334373
TMEM26,6.187977474419603
RNU5E-6P,6.186867825976497
SALL4,6.186149435598916
SPECC1,6.173285489271333
FAM72B,6.169789236294761
LINC01679,6.1656618727193715
TENM2,6.162607011907998
DIPK1A,6.161780088652659
FAM92A,6.159019942686038
PLXNA1,6.154827625354762
TNFSF4,6.151093241114731
KCNE4,6.149242977995988
DPP3,6.145078549770701
TNIP3,6.143917736025211
VAC14,6.140331269541819
FKBP10,6.131463923559029
F2R,6.129253815280635
PIP4K2C,6.124165972380191
PDIA4,6.122156080980447
CIP2A,6.122023705024063
LGALS1,6.116109443026049
TTI1,6.115879460749789
APOBEC3B,6.113362721773329
SPRR4,6.1113205763084135
CD86,6.110226246702922
EFR3A,6.109687071623962
SH3PXD2B,6.106251496309878
ITGA1,6.1050215830951196
STIP1,6.103962561612252
COL8A1,6.103199982909881
IWS1,6.101508480736498
DNTTIP1,6.100485671430737
ADAR,6.0948962038357095
PTDSS1,6.094625609865946
PI15,6.090265345891596
TAF1A,6.089637079716637
SEMA4F,6.087116270072646
HAS2,6.0855400979988925
ABCF2,6.085292353373389
PSMA7,6.084460867790925
TONSL,6.082327097514386
CTSA,6.080396475592889
ABCA1,6.079574480661305
LRP12,6.079469195275938
ACAN,6.073364682611173
TNFRSF4,6.070623250953406
NOMO1,6.067393782498332
EHD2,6.064806616540635
RFLNB,6.058443073617803
AC026401.3,6.052283019159152
EDNRA,6.050518625445399
RELB,6.049769664431549
ADCK5,6.048367247946428
ANKLE2,6.046027483945225
PDIA5,6.043238529236752
JAG2,6.037884244252082
AC108488.3,6.037853057089932
KREMEN2,6.030346039957246
HLA-F,6.0300378079723345
IL1RL1,6.026520064474639
TPX2,6.024265336266555
ZSWIM1,6.017578900585704
OLFML2A,6.015764166249992
UBE2Q2,6.013560840552446
STEAP1B,6.01228566877316
STIL,6.007170055691302
BGN,6.00213836358262
NOP56,6.000074256697747
FAM3C,5.999843593121358
COX6B2,5.994066642800809
ROR2,5.992842438374404
SCG2,5.985688483145507
IL4I1,5.980445439549726
COL16A1,5.976174066561044
IMPDH1,5.976046971158587
TRPC6,5.974125311798196
ICAM1,5.96977609670792
CCR8,5.968968981476516
IGFL2,5.965154305845624
RAI14,5.964047471468097
NUAK1,5.961561632255982
C8orf33,5.959208076903593
E2F1,5.958242650873333
AC027237.1,5.955715315807471
RDH16,5.9478628440091965
EIF5A2,5.94738358366289
ELFN1,5.946472929829049
NREP,5.945443477054999
RPS6KC1,5.943853788346963
MMP17,5.940599510225212
CENPA,5.938640162088731
MELK,5.935146828450281
HAS3,5.932556768134627
RAD51AP1,5.9273644308616955
AP002956.1,5.922640089423256
AC108925.1,5.922520593415475
KIF3C,5.912417634389287
EBNA1BP2,5.90909570250704
LUZP1,5.905336037339932
TMCC2,5.9047288904894115
LRRC42,5.900636754037508
GINS1,5.898021091921515
IGFBP3,5.897891850195818
MIR31HG,5.891729668540425
PSMA1,5.8859234012926995
TBCCD1,5.884299390002082
TOX2,5.883762574696237
LACTB,5.883082677293655
UBE2SP1,5.877905775871697
MED10,5.876296298077186
GABPB1,5.875894072654861
EVA1B,5.873994176674508
PSMC1,5.873730502864713
THSD1,5.866926859423204
OAS3,5.864411806969357
CPT1C,5.863384094300404
NVL,5.86327907231801
TGFB3,5.863040219456658
MED30,5.856618463519959
LTBP2,5.853814903422541
KLK5,5.847642966864554
B3GNT4,5.844655473004971
ADTRP,5.843858845055809
CCL20,5.842666060384636
GBP1,5.842638231281805
SPOCK1,5.8337368483965415
EIF2AK2,5.832987610193813
C5AR1,5.830875178469573
CLEC7A,5.827802557205314
SKIV2L,5.827072069255477
RSRC1,5.8263668701089815
RASGRF1,5.826225132372702
MEIS3,5.825473731230281
RAB43,5.824460751628253
TMEM39A,5.820045620303594
AL445685.3,5.819780481127748
CLMP,5.819644817364543
SLC38A5,5.817902447693391
LAMB3,5.8149440379789334
PTK2,5.810394942437797
BCL2L12,5.806042294292734
HSP90AB1,5.8053875886379815
ATP2C1,5.802390950306467
VCAN,5.802331510851313
C6orf141,5.801068468983534
ATIC,5.798996036009738
CDCA4,5.796258736444558
DKK1,5.795494002703632
DDX60,5.789733194401676
SERINC2,5.782612690066963
CHSY3,5.782068972050635
MGME1,5.780676124489713
FUCA2,5.780479524444953
PRKDC,5.77571400166275
MED15,5.775293925088163
VASP,5.775077263739094
PIK3CD,5.758942610259937
NCAPG2,5.758566818343633
RAC2,5.757658807576018
PLK1,5.754817716249744
PLXDC1,5.7537297204655715
TSPAN9,5.753672693686025
EFTUD2,5.742118142099282
BCL2A1,5.741427519433006
SH2B3,5.738581238665065
PARP14,5.7381361793424865
KLF10,5.736668877418208
IL2RA,5.735775058918006
GALNT6,5.733484681464296
MAP4K2,5.732911815734477
P3H4,5.729631186769447
CCNB1,5.7256189282986485
REEP3,5.7181969969985635
C14orf119,5.716745680961252
ATRN,5.7124869373097695
FANCA,5.710899933948568
RAB32,5.7093527945747615
CASC15,5.706174330014289
IFI16,5.705421939626665
NRG1,5.704605058862053
FCGR2A,5.703067922210998
ZYX,5.700662938487418
RNF217,5.698343160656238
TCEAL9,5.697284289158138
UCN2,5.695492841258358
LIMS1,5.6954508141419025
DPY19L1,5.694612486821464
SMTN,5.694426992830244
CERCAM,5.694171913853246
LINC00491,5.6911761342860805
ST8SIA2,5.690051278181683
LUCAT1,5.688923871496331
RANBP1,5.688282026780112
ADAMTSL2,5.68634836266927
MICAL3,5.684735319657859
ZNF668,5.684103898461215
EVA1A,5.682745980394966
MYO5A,5.682316528172052
SPHK1,5.68160553425651
MRTFA,5.677036680950102
TWIST1,5.674310539641643
OSTM1,5.67140669043512
PDGFA,5.669958458254293
KDM1A,5.6697007954496
PIF1,5.666782868998056
GMFB,5.66478816124131
ADAM8,5.66340431500866
BIRC5,5.660970944862254
ARMC1,5.65848360246215
CEMIP2,5.657511260686066
NT5E,5.6556233230746455
MXRA8,5.654921274452312
IRF9,5.651244627313634
BYSL,5.646866507149624
MSANTD3,5.64583265508038
C1orf112,5.645343018831105
ULBP2,5.6313254145584635
STARD4,5.628489337959588
CKLF,5.621029435843251
PTGES,5.620400234454804
ZFP64,5.620100138444145
PODNL1,5.619074355429627
DRAM1,5.6134677124247325
NLGN4X,5.6131867375903
CDCA8,5.599943325777986
TGS1,5.598901242712538
SAMD15,5.597728812053902
KIF26B,5.596397961758056
GDPD2,5.594440111964382
RAB34,5.592172682809189
DPH2,5.591262340966899
TENM3,5.586595218287877
TACC3,5.586227416337255
FADD,5.584758609869296
GNLY,5.584601205346192
IGSF8,5.584448975306742
PDIA3,5.583793003090493
LAMC1,5.580591363223176
PIEZO2,5.5793462349603296
CTLA4,5.575554474917969
AC008771.1,5.57430871969567
MEX3D,5.5735573050367835
AC138207.7,5.5718284465700965
OLR1,5.57168065486549
ITGB1,5.56921674794222
APCDD1L-DT,5.568167925698257
RNF2,5.567912179439887
STX2,5.566874824242846
NPC2,5.565142945640781
HTRA1,5.564414778620853
POU3F1,5.564012795619619
TMSB4X,5.5634124892032695
IGFL3,5.5621717841979965
HSPH1,5.560414881313533
FAM72A,5.556779663892473
HOXD8,5.5563854226785185
MED20,5.555589344432178
INPP4B,5.5551270647993185
IFNE,5.555111944421529
PDE7A,5.550708035395478
BNC1,5.547825808951016
KIF2C,5.547331021351654
PSMB5,5.546237541610398
COL5A3,5.5456331498039075
FBN2,5.539374650286227
XRCC4,5.538210851779343
DLL4,5.537601767884588
SFRP4,5.535634566483037
CALD1,5.532938962474934
CDH24,5.529448820658525
CCL5,5.519855058402076
C1R,5.504326798229035
ABCA4,5.502496875658611
CENPL,5.502255794022199
PHTF1,5.501426692036121
FCF1,5.496179935970738
SCARF2,5.495383274790907
GDI1,5.494190946920893
CSGALNACT2,5.4914043858459705
ERCC6L,5.488461944030076
PXDNL,5.486537760645001
AC015660.1,5.485020399130383
BUB1,5.48398672423773
BCAM,5.479522905097015
GUCY1B1,5.479297028050193
IL20,5.477201018269065
ENKUR,5.476833769358364
BCAT1,5.472961311650377
LTB,5.472932306018293
ZSCAN12P1,5.470140822719604
SGO2,5.468885092353495
DCAF13,5.465526131518295
SLC25A24,5.462986626876122
NRIP1,5.462933412167191
ACP5,5.462883540626039
MSANTD3-TMEFF1,5.461704172722468
C2,5.461406954901818
FGD6,5.455710143151598
CPSF2,5.454767838092902
SAMD14,5.452765428194328
ABL2,5.451154313154474
SEMA7A,5.450463993334408
SLAMF8,5.447901354613148
XAF1,5.4475602218144
CCDC8,5.447206489543
IGHG1,5.445811210020414
UHMK1,5.445394996343212
CXorf56,5.444927406347574
PPT1,5.444555451832399
FLRT3,5.444016508270479
RPN2,5.442125098487333
ZNF354A,5.439289358743685
DDX58,5.4341052726289565
SHOX2,5.4337400295922285
FSTL1,5.425289678348589
TINAGL1,5.4223706549568975
KIAA0930,5.4203005513949485
PSMD3,5.4161609946593305
SP110,5.415588371108658
VEGFA,5.410702061190718
MYH10,5.4084797741591615
BAALC-AS1,5.4061081862613225
AC087289.1,5.404906420466359
MIIP,5.401151383673704
SKP2,5.399066577231672
GALNT18,5.3947859153715685
TSPAN11,5.394324986485325
FEN1,5.39281592883973
E2F3,5.391002575616827
ABCD1,5.390677654353491
SLC2A3,5.380363423080653
MORC2,5.377198098682142
ZMPSTE24,5.375429245380217
LAMA4,5.370916466059929
KIRREL1,5.368097944336916
CDK17,5.367337816477357
AC092718.4,5.367085834976174
SNAI1,5.3653967845483335
ARFGAP1,5.36361909641228
SAMSN1,5.363380049182155
PIEZO1,5.36253827108107
CDC42EP2,5.361985850208491
SOCS3,5.3611365284632715
IRS1,5.360178438862404
NCAPH,5.359881702220311
NDC80,5.357286510924853
IFIT1,5.356794304153258
TRMT61A,5.356657047992736
ISLR,5.355144051791273
PCDHGC5,5.3514602680694265
HEATR1,5.350923568984663
ATP13A3,5.349327510069019
COL18A1,5.3458999372996585
NIP7,5.345771749543358
CENPE,5.3437306049038975
SEC61A1,5.342771684360939
FJX1,5.340804678337377
DSN1,5.339460368782619
MMD,5.337283134338146
SLC52A1,5.337079382963327
