gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pvalue_model,model_converged,test_status,direction
SF3A2,447.2070593910563,0.014975598729483461,0.11579355729629248,0.1293301551412218,0.8970964114471135,0.9230739881290033,0.8970964114471135,True,tested,not_significant
LYL1,36.740315242324336,0.6031588292952337,0.21810527131996485,2.7654481968498024,0.005684463297764865,0.014159596687845777,0.005684463297764865,True,tested,not_significant
OAZ1,8731.552953048771,0.27350854568925537,0.1685734573974651,1.6224887945696735,0.10469873045852993,0.16740167849200638,0.10469873045852993,True,tested,not_significant
TRMT1,494.0507920133219,0.4306173391461679,0.1578630085197223,2.7277912867875544,0.006375993608710642,0.015622715980162656,0.006375993608710642,True,tested,not_significant
STX10,633.8294462287294,0.36283496426495493,0.13541268748553306,2.6794753948275245,0.007373762232245692,0.017724435206785027,0.007373762232245692,True,tested,not_significant
DMPK,706.4911972395614,-0.750121393191028,0.29229306492977114,-2.566333188135198,0.010278004814353436,0.023517803606743857,0.010278004814353436,True,tested,not_significant
TBC1D17,449.6539967054057,-0.4473664766481914,0.12209962518727631,-3.66394635497055,0.000248358823373218,0.0009372526421166894,0.000248358823373218,True,tested,not_significant
IL4I1,51.55299533383961,2.0385613771319964,0.34087116047420735,5.980445439549726,2.2252825412250596e-09,3.039119614450445e-08,2.2252825412250596e-09,True,tested,up
TLE6,14.48606673158343,-1.692099837433716,0.5319767379953999,-3.180777873502333,0.0014688020225540606,0.004419036391853551,0.0014688020225540606,True,tested,down
CCDC130,366.579554545071,0.17249635381660397,0.13500094118510456,1.2777418609259037,0.20134045999614603,0.28716957338643284,0.20134045999614603,True,tested,not_significant
PTOV1,1167.6454035783242,-0.04187459011489169,0.112328199536425,-0.37278786883175213,0.7093063323678248,0.7753568991873578,0.7093063323678248,True,tested,not_significant
TLE5,4189.498556669037,-0.7877533673906963,0.20425577728814046,-3.856700544041038,0.00011492781373830191,0.0004781961480719555,0.00011492781373830191,True,tested,not_significant
NOVA2,35.00872710006102,0.2765121050310006,0.3357623450522122,0.8235351852453913,0.41020371692833046,0.5086936464617687,0.41020371692833046,True,tested,not_significant
SGTA,973.2070023283985,0.14736212676692875,0.13114988421216864,1.1236161408158976,0.26117590568505367,0.35403933144579347,0.26117590568505367,True,tested,not_significant
LILRB1,73.01873265499047,1.1867425955972433,0.38410631442235077,3.0896201156754213,0.0020041265028574794,0.005785809166425037,0.0020041265028574794,True,tested,up
MED25,564.4583104911072,-0.06849011349719387,0.13610351795280826,-0.5032207435001183,0.6148090821826481,0.6958558187153806,0.6148090821826481,True,tested,not_significant
LILRA1,13.014063940282227,0.6095201561227275,0.5010445312365497,1.216498969898875,0.22379490320952444,0.31316549249686515,0.22379490320952444,True,tested,not_significant
SNAPC2,188.73782970207387,0.36679599553217734,0.16313631554690403,2.24840186136678,0.02455057660848432,0.04945021354789496,0.02455057660848432,True,tested,not_significant
C19orf53,1019.6848358390937,0.5656176052354562,0.12989813734355615,4.354316519100686,1.3348272619577454e-05,7.228964388939853e-05,1.3348272619577454e-05,True,tested,not_significant
TIMM44,562.1028917208962,0.009152962599859153,0.14783118065189663,0.061914966514486275,0.9506305488101259,0.9641470979262567,0.9506305488101259,True,tested,not_significant
CCDC61,115.48490286161132,-0.045620146060636045,0.15301122375657233,-0.29814901770352326,0.7655894310830258,0.8215442813587078,0.7655894310830258,True,tested,not_significant
IL27RA,254.54162980544146,1.4025575983970195,0.28298377109958023,4.956318141309483,7.184154693334149e-07,5.4592235536830384e-06,7.184154693334149e-07,True,tested,up
ASF1B,375.0147405515946,1.454564597511316,0.3162041430081761,4.600080769573298,4.223271564699534e-06,2.63125296439395e-05,4.223271564699534e-06,True,tested,up
TNNT1,5637.610628751034,-1.6659392130685682,0.6366951312848163,-2.616541467353132,0.008882557444688752,0.02078846864923223,0.008882557444688752,True,tested,down
VRK3,469.8731399298766,-0.004488198639213415,0.11263725047692756,-0.03984648613322438,0.9682155150639041,0.9761449841226031,0.9682155150639041,True,tested,not_significant
FAM32A,1717.5172689171147,0.35075224886571194,0.11707049435693832,2.996077284822059,0.0027347711240550813,0.007574191553822064,0.0027347711240550813,True,tested,not_significant
PPP6R1,1839.330806784281,0.3334157972294991,0.19477949637151631,1.7117602388372144,0.0869408622890545,0.14330911366327664,0.0869408622890545,True,tested,not_significant
C19orf44,85.22752985108094,-0.38256903189241726,0.23260564423878638,-1.6447108716746475,0.1000294497711223,0.16133782221148757,0.1000294497711223,True,tested,not_significant
MED26,262.62453374296757,0.09633647228926145,0.12911464043350526,0.746131282756236,0.4555881136905269,0.5520874290139787,0.4555881136905269,True,tested,not_significant
OLFM2,344.636420779951,1.3240397405733524,0.4025727420980392,3.288945331154355,0.001005635546444285,0.0031963309302048587,0.001005635546444285,True,tested,up
RASAL3,94.9237663714328,-0.0075213250235948445,0.2633751324767532,-0.028557460808334722,0.9772175395919289,0.9828337323482044,0.9772175395919289,True,tested,not_significant
AKAP8,751.5488083852684,0.09459755800264806,0.12344608011022379,0.7663066977759264,0.4434938339709985,0.5402924472005408,0.4434938339709985,True,tested,not_significant
EPHX3,620.0768004211828,-2.2109631183132006,0.7507024360761617,-2.9451924118824757,0.0032275388055608353,0.008754226968433507,0.0032275388055608353,True,tested,down
ILVBL,928.0995202626182,-0.29569546242909134,0.20676261404538446,-1.430120545700714,0.15268242434217263,0.22890822060371085,0.15268242434217263,True,tested,not_significant
ZNF419,224.7356033914282,-0.22331418625271535,0.17256525814954005,-1.2940854297520175,0.19563591374076117,0.2802874275842834,0.19563591374076117,True,tested,not_significant
SYDE1,157.52284405121125,1.21888007247163,0.29076089107796826,4.192035826939271,2.7646232296109312e-05,0.00013643495893988144,2.7646232296109312e-05,True,tested,up
CASP14,868.0726463916452,5.00414897500535,0.7843177159952992,6.380257481058025,1.767904881852635e-10,3.149411391324305e-09,1.767904881852635e-10,True,tested,up
AURKC,14.999673022764288,-0.6017056724775316,0.26743946031727495,-2.249876184179037,0.02445680614707468,0.04927245933693939,0.02445680614707468,True,tested,not_significant
POP4,597.4092642846057,0.1961291571149878,0.14624529076672646,1.3410972489215418,0.1798888804039135,0.2616965375069157,0.1798888804039135,True,tested,not_significant
CCNE1,162.41183689906822,1.4387803865019662,0.287091338537991,5.011577130222517,5.398573646192237e-07,4.206221719097836e-06,5.398573646192237e-07,True,tested,up
URI1,1768.2673581065733,-0.12257836315142508,0.11667725617554954,-1.050576326263594,0.2934532186934633,0.38878794282478435,0.2934532186934633,True,tested,not_significant
PDCD5,930.8774884740429,0.11218232892951581,0.11598242317550303,0.9672356022408932,0.3334262681833762,0.4309985434914378,0.3334262681833762,True,tested,not_significant
ANKRD27,1097.4371266797548,0.23034717288836729,0.12062611251906513,1.9095962563823865,0.056185217509258964,0.09936650475976147,0.056185217509258964,True,tested,not_significant
RPS16,4285.061865547265,-0.5071171215162642,0.21059922756627866,-2.4079723718676367,0.016041394929672135,0.034296191100089544,0.016041394929672135,True,tested,not_significant
TIMM50,744.7185419780028,0.09987810080258272,0.1410297647219478,0.7082058244903189,0.4788174496767865,0.5739783810070542,0.4788174496767865,True,tested,not_significant
FBL,1457.5403136733016,-0.41364538306496773,0.1611470381220413,-2.566881699381295,0.01026176152898809,0.023486657685913247,0.01026176152898809,True,tested,not_significant
DYRK1B,371.6571058045769,-1.4341045395358332,0.33870873644738114,-4.234034688853156,2.2953551469886926e-05,0.00011614242897373624,2.2953551469886926e-05,True,tested,down
GPI,7222.5550295153,0.07631394151678998,0.24712836464130178,0.3088028427151898,0.7574715065901038,0.8146572508666237,0.7574715065901038,True,tested,not_significant
AKT2,2337.7816528465332,-0.2313505991555091,0.1274163081983537,-1.8157063442409354,0.06941543035273885,0.11883239971193905,0.06941543035273885,True,tested,not_significant
PLD3,2225.6992435004827,0.399117207461197,0.16265672049598445,2.4537394227805676,0.014137938842182961,0.03083231026492264,0.014137938842182961,True,tested,not_significant
PRX,96.16285101425345,-0.9749628076874947,0.2681430553018467,-3.6359800800732507,0.00027692573198941724,0.0010328299866299829,0.00027692573198941724,True,tested,not_significant
PIAS4,404.11038151220424,0.3145128395372819,0.16425401970921547,1.9147953888378182,0.05551860277949489,0.0983727476289442,0.05551860277949489,True,tested,not_significant
NUMBL,258.7420176518307,0.46862037985865784,0.242285750894707,1.9341640114127545,0.053092965678703766,0.09471403639356837,0.053092965678703766,True,tested,not_significant
EBI3,15.677784828101442,0.4915565761937222,0.3014852628555991,1.630449765729214,0.10300647398446723,0.1651842207009918,0.10300647398446723,True,tested,not_significant
YJU2,362.3792661291008,-0.18967247791976366,0.17842364151834944,-1.063045660909557,0.287761244945392,0.38302877116687734,0.287761244945392,True,tested,not_significant
TBCB,905.6109844380898,0.46826654602501255,0.11084571763681879,4.224489281212177,2.3948324905246575e-05,0.00012058606475561393,2.3948324905246575e-05,True,tested,not_significant
POLR2I,426.95220133191634,-0.42229045554615485,0.1904703145406928,-2.2170932859773016,0.02661671750984578,0.05295457061421614,0.02661671750984578,True,tested,not_significant
CLIP3,53.60913612154723,0.7726124820610868,0.4097643840957761,1.8855042362112677,0.05936179305611069,0.10417101776872847,0.05936179305611069,True,tested,not_significant
SLC1A5,2652.3703590527884,0.9874941906298832,0.29929512049487583,3.2993995658769513,0.000968918913712222,0.0030956152872316386,0.000968918913712222,True,tested,not_significant
PRKD2,793.8226058559526,0.1056000730238372,0.1588014389078648,0.6649818399007419,0.506062108442792,0.5998146504451419,0.506062108442792,True,tested,not_significant
TJP3,292.03173156666384,-4.368384895257162,0.5880891924742354,-7.42809925970293,1.1016927610496409e-13,3.886406281568398e-12,1.1016927610496409e-13,True,tested,down
APLP1,26.139341262978284,0.5128048467417482,0.4411526562666977,1.1624203990550912,0.24506474118020083,0.33672585867651333,0.24506474118020083,True,tested,not_significant
CACTIN,438.82315116998865,0.3715163374207487,0.11586305140436892,3.206512627775827,0.0013435440800037102,0.004089238909930656,0.0013435440800037102,True,tested,not_significant
CCDC9,283.30146387311714,0.23207582976184926,0.17058654734223744,1.3604579808761215,0.1736850411680757,0.25453842240149027,0.1736850411680757,True,tested,not_significant
HNRNPUL1,3895.8508451212456,0.0251586639173132,0.11295910708044839,0.22272364369342473,0.8237505985256622,0.8663650827058137,0.8237505985256622,True,tested,not_significant
FZR1,973.4391322407404,0.1988049104986345,0.13395802893499717,1.4840835751256398,0.1377867500468447,0.21015923167873007,0.1377867500468447,True,tested,not_significant
BBC3,70.90448033045459,0.4548596368252805,0.24162763679520674,1.8824818338590965,0.05977062411619574,0.10480409041985207,0.05977062411619574,True,tested,not_significant
TGFB1,987.790503170357,2.3512479109636217,0.2286267186478004,10.284221918024029,8.300980858826404e-25,2.1474276569572654e-22,8.300980858826404e-25,True,tested,up
DENND3,446.33756539842875,0.33340638977219555,0.32945740244727323,1.011986336611618,0.31154458640613003,0.4081519902641777,0.31154458640613003,True,tested,not_significant
DMAC2,597.7696426734044,0.035842542264589154,0.14916550714562699,0.24028706736871058,0.8101077201099639,0.8552920567790179,0.8101077201099639,True,tested,not_significant
CEACAM4,15.688172843257309,0.427101827736198,0.40132910932325505,1.0642184128043999,0.2872297676850706,0.38238748159147595,0.2872297676850706,True,tested,not_significant
PLIN3,4048.8734427275153,0.1928181439187344,0.2316840721023943,0.8322460071122936,0.40527009998720365,0.5039408766821027,0.40527009998720365,True,tested,not_significant
MYH14,4382.954985034387,-2.7746399236602866,0.41319701767127603,-6.715053122352605,1.879977178682748e-11,4.226397057869906e-10,1.879977178682748e-11,True,tested,down
MRPL4,533.1936742471604,0.12060934685981839,0.16154544688536737,0.7465970052712334,0.45530685666833326,0.5518820525490786,0.45530685666833326,True,tested,not_significant
SIGLEC8,14.314379294120045,0.12376839298559995,0.455428882180602,0.27176228348319625,0.7858048074937872,0.8374098993292001,0.7858048074937872,True,tested,not_significant
CD79A,76.49137715752018,1.101329965050057,0.5098380958342688,2.160156281079597,0.03076057331113128,0.05989051413652851,0.03076057331113128,True,tested,not_significant
RPS19,12411.84894029345,-0.4780669712298604,0.1918795898773099,-2.491494647948446,0.012720688358003485,0.02814381348417975,0.012720688358003485,True,tested,not_significant
NOP53,2470.839265148517,-1.3338374849382453,0.13096179215806505,-10.184936102037781,2.3151193549741703e-24,5.660942532368348e-22,2.3151193549741703e-24,True,tested,down
NKG7,48.43789153680211,-0.12249909256321481,0.32410622940096123,-0.377959697934925,0.7054605334246187,0.7720285418696629,0.7054605334246187,True,tested,not_significant
ICAM5,29.180687476385046,1.8349212339492278,0.4475253550677739,4.100150333764541,4.12881840126636e-05,0.00019358920005937622,4.12881840126636e-05,True,tested,up
ETFB,1212.7764713441345,-0.5623225405848988,0.22752835445701988,-2.4714394033519085,0.013457035564562072,0.029534991371871752,0.013457035564562072,True,tested,not_significant
CD33,46.01817533347177,-0.07919257903735433,0.35108013674259464,-0.2255683838229129,0.8215371331518476,0.8644749523058854,0.8215371331518476,True,tested,not_significant
CEACAM5,3174.045834686914,-2.430865507150275,0.6694598153148563,-3.63108502040112,0.00028223218261069446,0.001049988424260295,0.00028223218261069446,True,tested,down
BABAM1,1023.8467277148918,0.1119344492613768,0.11052015691989708,1.012796691399061,0.3111572813968916,0.4077942344298469,0.3111572813968916,True,tested,not_significant
TYK2,1070.736894382207,0.21407602771473205,0.13782403582093297,1.5532561243009093,0.12036195780339616,0.1878517921474706,0.12036195780339616,True,tested,not_significant
CDC37,2748.2325029361737,0.31488981411106504,0.1375666030223921,2.2889989808050255,0.022079411603478243,0.045171059842072966,0.022079411603478243,True,tested,not_significant
NAPA,2487.0540102184855,-0.21834348193757647,0.18893559678678154,-1.15565031497999,0.2478242186224977,0.33944127677847835,0.2478242186224977,True,tested,not_significant
RABAC1,743.2342374352005,0.5417910022234171,0.21026515302986762,2.57670372107002,0.009974740754925776,0.022914944977532187,0.009974740754925776,True,tested,not_significant
MEIS3,89.24722598492274,2.4722985340428236,0.42439441805202327,5.825473731230281,5.695081731660593e-09,7.069346933945869e-08,5.695081731660593e-09,True,tested,up
PTPRS,2811.345732203147,-0.3540516036202789,0.3279278864678544,-1.0796629936959792,0.2802922787538734,0.3748570596955601,0.2802922787538734,True,tested,not_significant
CNFN,6984.852352417509,-1.0828080178100763,0.7210386717644081,-1.5017336243011838,0.13316591644248527,0.20418135665431314,0.13316591644248527,True,tested,not_significant
MEGF8,1164.9911863102677,-0.391997774725486,0.17699032618027613,-2.2147977416924522,0.026773950308540358,0.05319031864301006,0.026773950308540358,True,tested,not_significant
KDELR1,1929.4439240909041,0.5045319883629173,0.15033341945301393,3.3560866918257437,0.0007905378410674477,0.0025925225910442664,0.0007905378410674477,True,tested,not_significant
CYTH2,1146.8439947744653,0.03859767255805728,0.13746744460093527,0.2807768244336353,0.7788815802794435,0.8319691345812977,0.7788815802794435,True,tested,not_significant
GRWD1,863.266626258382,0.5254718212050083,0.13523052315209902,3.885748638375005,0.0001020150203769641,0.00043018382086671607,0.0001020150203769641,True,tested,not_significant
GRIN2D,57.42842271910566,2.8423701939813886,0.4004375707462983,7.098160616357859,1.2642820563639253e-12,3.5261616728275104e-11,1.2642820563639253e-12,True,tested,up
CLEC11A,108.90971459707359,1.7583657000992663,0.33312546482665717,5.2783887326483345,1.30324762735439e-07,1.1772758172204384e-06,1.30324762735439e-07,True,tested,up
CARD8,477.997501146333,-0.08575681846113857,0.19499825781020313,-0.4397824853625508,0.6600946541342587,0.7338496248316217,0.6600946541342587,True,tested,not_significant
LIG1,618.1465541803974,0.14808952653111307,0.19284208121026605,0.7679315925326647,0.4425278270118891,0.5394837940282899,0.4425278270118891,True,tested,not_significant
SIGLEC6,29.065458293969815,0.5176488483610553,0.3277008415194355,1.5796384469472113,0.11418968924805016,0.17974302937193082,0.11418968924805016,True,tested,not_significant
ZNF175,289.03422730693273,-0.295640099196475,0.1537166823531509,-1.9232792086760448,0.05444499426645266,0.09677784780483768,0.05444499426645266,True,tested,not_significant
PLA2G4C,223.38387696138327,0.16581690710961353,0.352245070968791,0.4707430160869588,0.6378242619673097,0.7157328896785363,0.6378242619673097,True,tested,not_significant
RAB3D,4138.638122829279,-0.2512856100249438,0.292810328701299,-0.8581856082040217,0.39078998164565193,0.4892755258732473,0.39078998164565193,True,tested,not_significant
DBP,316.6540726769348,-1.1535299836349129,0.2880781137478339,-4.004226383697593,6.222075963853618e-05,0.00027814689695664183,6.222075963853618e-05,True,tested,down
TMEM205,502.26637865968235,-0.3253244853551766,0.14305987067008244,-2.2740443132751302,0.022963322321818927,0.04671025114629171,0.022963322321818927,True,tested,not_significant
CAPS,195.1883534919935,-1.4211846486805118,0.34538720486406727,-4.114757665211837,3.875863911915465e-05,0.0001834637253452428,3.875863911915465e-05,True,tested,down
PLPPR2,372.6229722003481,1.1965170982986784,0.23886949465380272,5.009082888682832,5.46900171127145e-07,4.251815354799451e-06,5.46900171127145e-07,True,tested,up
FAM83E,115.98640266999622,-1.254518057971859,0.5092653860072732,-2.463387641181532,0.01376310252300024,0.030123057469168404,0.01376310252300024,True,tested,down
RASIP1,247.38453050995352,0.7427407942594949,0.3393107437700572,2.1889692793306676,0.02859907295488504,0.05617843647460086,0.02859907295488504,True,tested,not_significant
BCAT2,438.1725631795029,-0.3530116703558654,0.1789438938214232,-1.972750580179913,0.04852398616297257,0.08774725488897381,0.04852398616297257,True,tested,not_significant
MIER2,278.9922695849071,0.3581116884418733,0.1472623525210954,2.431793885613593,0.015024254299334166,0.03243368311323773,0.015024254299334166,True,tested,not_significant
PLEKHA4,302.94145254422864,0.16993748728710834,0.27415874154345377,0.6198506979219319,0.5353560871860439,0.6261782423347673,0.5353560871860439,True,tested,not_significant
PPP2R1A,5156.64391972848,0.0018491916926971668,0.12867560338174033,0.014370958006788531,0.9885340291509855,0.991143763430045,0.9885340291509855,True,tested,not_significant
TNPO2,1898.4607993173677,0.3259853554325327,0.17289102600015469,1.8854961010656566,0.059362890349776244,0.10417101776872847,0.059362890349776244,True,tested,not_significant
WDR83OS,1459.615067936637,0.19289539166456224,0.14839045948269636,1.299917746309395,0.19362916207679237,0.27810432435393817,0.19362916207679237,True,tested,not_significant
GCDH,350.7233816771018,-0.15093885651237715,0.13994215946347704,-1.0785803012548916,0.2807748666677553,0.3753899610530621,0.2807748666677553,True,tested,not_significant
LILRB5,82.10719338208459,0.41864582399885786,0.416324614020662,1.0055754810069448,0.31461982336555017,0.4114862138829917,0.31461982336555017,True,tested,not_significant
DNASE2,770.5948259909804,0.44938369227923036,0.12748983385950197,3.524859031304928,0.00042370820522685896,0.0015018251515685928,0.00042370820522685896,True,tested,not_significant
LENG1,117.53929279454827,0.28883116916854346,0.1389163538224225,2.0791732666533838,0.037601427859377,0.07086743609860409,0.037601427859377,True,tested,not_significant
PRPF31,911.1685592207464,0.3695295139923827,0.08683740749425672,4.255418542024332,2.0865832168858305e-05,0.00010678185327239701,2.0865832168858305e-05,True,tested,not_significant
TFPT,158.8525848088662,0.26268160255044715,0.12934306869125686,2.0308904466884936,0.042266109103465226,0.07811659220302902,0.042266109103465226,True,tested,not_significant
JAK3,261.0774093375242,1.1342175139105624,0.2928889011711732,3.8725179048273013,0.00010771676007150031,0.000451136594856002,0.00010771676007150031,True,tested,up
RPL18A,13782.069293781095,-0.4671754273472344,0.2286780094158912,-2.042939889762612,0.041058388919415566,0.07619214494350429,0.041058388919415566,True,tested,not_significant
ARRDC2,488.07785554447344,0.097751973291914,0.248711173258023,0.39303410462585914,0.6942942923084807,0.7624209854018075,0.6942942923084807,True,tested,not_significant
PIK3R2,1326.615403569174,-0.11222174150580269,0.18976925023688682,-0.5913589338932286,0.5542799497659088,0.6426695097967828,0.5542799497659088,True,tested,not_significant
RAB3A,19.88206248660656,-1.1722130678388591,0.33254412017083157,-3.524985097426111,0.0004235066158794472,0.0015017070110147264,0.0004235066158794472,True,tested,down
ISYNA1,117.78156272745194,-0.06381811960572055,0.34086257867911474,-0.18722536176609286,0.8514839406052954,0.887791374988582,0.8514839406052954,True,tested,not_significant
ELL,571.9054656479435,0.35436547987034855,0.14539692559622078,2.4372281492006964,0.014800338058172446,0.032038083232886025,0.014800338058172446,True,tested,not_significant
CRTC1,133.71190338157103,-0.5777168956573295,0.2370941365923398,-2.43665619049305,0.014823766059489136,0.032083864870829,0.014823766059489136,True,tested,not_significant
COMP,186.7085767133576,0.26463149695481064,0.474230013613504,0.5580235104446268,0.5768283300606749,0.662615721190749,0.5768283300606749,True,tested,not_significant
COPE,1974.8524215931027,-0.004927497630310215,0.18791460107990707,-0.026222005112923028,0.9790802643737953,0.9842080711309481,0.9790802643737953,True,tested,not_significant
DDX49,798.1159915615157,0.1699971975951886,0.1326692352237841,1.2813611031106071,0.2000668598380102,0.28555840781292835,0.2000668598380102,True,tested,not_significant
ETV2,17.585674681504056,-1.2567822737125713,0.300240506044753,-4.185918450074951,2.840153126889614e-05,0.00013966042235531573,2.840153126889614e-05,True,tested,down
ARMC6,640.108053434417,0.33648244193503996,0.13603265278220927,2.4735417199703837,0.013378118304110509,0.02940356746343324,0.013378118304110509,True,tested,not_significant
TMEM147,1121.8362598796805,-0.25731588319851395,0.19843693084715397,-1.2967136817728324,0.19472972001247235,0.27932541805067757,0.19472972001247235,True,tested,not_significant
USF2,1268.1894739878676,-0.08308350361184523,0.13165380544740074,-0.6310755950388334,0.5279910975297496,0.6196345227420138,0.5279910975297496,True,tested,not_significant
LSR,1199.9162587034639,0.5741987036501257,0.19761337242627994,2.9056672460985995,0.00366470942675193,0.009770733871175797,0.00366470942675193,True,tested,not_significant
KXD1,978.1423817997271,0.30812683957473197,0.1270761953452869,2.424740831573535,0.015319318692126658,0.03296164882527252,0.015319318692126658,True,tested,not_significant
FKBP8,3259.207644054803,-0.22581476502802178,0.13365461779542964,-1.6895395666287527,0.09111607608289436,0.149185650163242,0.09111607608289436,True,tested,not_significant
AC004475.1,461.62834782002506,-0.1298018974580716,0.10279757972959791,-1.2626941003816112,0.20669913505991677,0.29347594343139627,0.20669913505991677,True,tested,not_significant
ZNF14,228.80668145546736,-0.7959623768765065,0.2221458235606538,-3.5830625312619486,0.000339589272979681,0.0012358141738404293,0.000339589272979681,True,tested,not_significant
SCN1B,274.8217550838716,-0.8523430853046997,0.3756517324105471,-2.2689715280566842,0.02327005735449255,0.047254894627723774,0.02327005735449255,True,tested,not_significant
PBX4,19.810892304969023,0.6224307779727016,0.36038483551621375,1.7271281048247613,0.08414465915068366,0.13942683610954484,0.08414465915068366,True,tested,not_significant
ERF,693.561901462774,1.0648619065602403,0.13918902186722046,7.650473379833552,2.0024078973258913e-14,8.370721538001676e-13,2.0024078973258913e-14,True,tested,up
GSK3A,526.9200472718571,0.15436927144054033,0.11279761660097933,1.3685508266244704,0.17113972392463583,0.25132407009911556,0.17113972392463583,True,tested,not_significant
ATP13A1,1042.8053815392452,0.29312979739746453,0.12794128264014556,2.291127549673994,0.021956037687711254,0.04495987985839691,0.021956037687711254,True,tested,not_significant
ZNF574,432.5898862353885,0.06258912762373148,0.11000649313773736,0.5689584845265874,0.5693843141295765,0.6556986168952254,0.5693843141295765,True,tested,not_significant
SIPA1L3,1275.854839734287,0.24348929493030305,0.16821967905012472,1.4474483384179453,0.14777139566180542,0.222761541471432,0.14777139566180542,True,tested,not_significant
ZNF85,123.7524732441288,-0.7624043772469183,0.26044339650214743,-2.9273323397187077,0.003418833370978416,0.00919761502214992,0.003418833370978416,True,tested,not_significant
ETHE1,792.3770078906721,-0.15497410798527553,0.2683453276405391,-0.5775174449576049,0.5635899574725411,0.6510115020309881,0.5635899574725411,True,tested,not_significant
CADM4,572.0874153287492,-0.7597458401761894,0.31286402004555836,-2.4283579814181175,0.015167364066596457,0.03268986338912663,0.015167364066596457,True,tested,not_significant
SMG9,392.24082685574984,0.29287333759593265,0.15480506850375883,1.8918846806932639,0.05850634731720177,0.10286007087679028,0.05850634731720177,True,tested,not_significant
AVL9,1694.97670087503,0.3359174757638693,0.11975467886458782,2.8050467751970407,0.005030927834405431,0.012783211650410953,0.005030927834405431,True,tested,not_significant
RUNDC3B,37.09562774745869,-1.3349431448493574,0.39219210403805793,-3.4037991359454187,0.0006645560273874236,0.0022318579659201337,0.0006645560273874236,True,tested,down
CFAP69,86.55026946509454,-1.0951845385706618,0.20660859644322108,-5.300769461795525,1.1531562824600182e-07,1.0588394877526401e-06,1.1531562824600182e-07,True,tested,down
GTPBP10,813.4964870750052,-0.1265569277587615,0.1134362860494643,-1.1156652969366072,0.2645654304255035,0.3577721008779393,0.2645654304255035,True,tested,not_significant
RASA4,422.5531796541042,-0.3307209587983942,0.2138749158898958,-1.5463288783648266,0.12202516099095535,0.1899162196955753,0.12202516099095535,True,tested,not_significant
CDK6,6946.0584826327595,1.5334856447387784,0.24129691370494594,6.355181345642491,2.081808771175318e-10,3.64674058542487e-09,2.081808771175318e-10,True,tested,up
PMPCB,1306.9040324731768,-0.34887815895858704,0.14103162775535633,-2.4737582945846466,0.013370011760369374,0.029390974128398195,0.013370011760369374,True,tested,not_significant
DNAJC2,639.5748845412886,0.517098593874616,0.1162539555829446,4.448008597055243,8.667006178350022e-06,4.972872397413947e-05,8.667006178350022e-06,True,tested,not_significant
TFPI2,44.975218332044044,2.2714371281343713,0.5712588584335198,3.9761958954352212,7.002644750042288e-05,0.0003078748984932385,7.002644750042288e-05,True,tested,up
BET1,448.3156214890163,0.23462942883942195,0.18215102888557627,1.2881037800056105,0.1977098396996404,0.2826462148517204,0.1977098396996404,True,tested,not_significant
NAMPT,9558.313785330613,-0.32910729307446185,0.2118006533380995,-1.5538540032220984,0.12021924556829038,0.18767828698565533,0.12021924556829038,True,tested,not_significant
TWISTNB,890.7499677507644,0.37927736937792667,0.14525111789266335,2.6111838234401916,0.009022937896146846,0.02105077002303244,0.009022937896146846,True,tested,not_significant
PIK3CG,282.302888178487,0.12522064222801288,0.2646824111492126,0.4730977086249254,0.6361434714724606,0.7142059856458534,0.6361434714724606,True,tested,not_significant
PON3,189.8031026638607,0.16667017418366398,0.5465739531799112,0.30493618148833107,0.7604147584265426,0.817182627207332,0.7604147584265426,True,tested,not_significant
PON2,1240.9321638523384,0.7883368416368581,0.18704758979705002,4.214632449914045,2.5018529406169856e-05,0.00012509264703084927,2.5018529406169856e-05,True,tested,not_significant
ITGB8,5998.209407393535,0.13443750565505738,0.22920371207737786,0.586541572283402,0.5575116332689765,0.6451593292610197,0.5575116332689765,True,tested,not_significant
HBP1,3467.388507414084,-0.40934979745267697,0.18045346379763733,-2.268450761974438,0.023301746826962164,0.047297723545744214,0.023301746826962164,True,tested,not_significant
DUS4L,183.5255964983173,0.24371185232517498,0.1437872185086823,1.6949479574949766,0.09008529375524399,0.1476875912501015,0.09008529375524399,True,tested,not_significant
SP4,446.50598379771657,0.11342391411573811,0.16835697720974413,0.6737108018661516,0.5004951930851119,0.5944795845467958,0.5004951930851119,True,tested,not_significant
WDR91,1007.9406122014327,0.9770344524748571,0.22603164011331026,4.322556134110548,1.5423182486105462e-05,8.215571691345345e-05,1.5423182486105462e-05,True,tested,not_significant
DNAH11,30.31309608430354,-1.670308599103165,0.5566186611888367,-3.0008131519264696,0.0026925973159887813,0.007472459902114389,0.0026925973159887813,True,tested,down
CBLL1,744.7695193802309,-0.07311478313420802,0.08427955299203779,-0.8675269450125758,0.38565335478792573,0.48441682060325836,0.38565335478792573,True,tested,not_significant
DLX5,140.07129017263964,0.694922142981339,0.3928209103015377,1.7690558846470317,0.07688454893842993,0.12926336993039222,0.07688454893842993,True,tested,not_significant
MTPN,8737.03299490046,0.4441385595425946,0.21191359698663406,2.0958473918528577,0.036095730752739495,0.06847619079733136,0.036095730752739495,True,tested,not_significant
