gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pvalue_model,model_converged,test_status,direction
ALDH16A1,630.7393601769634,0.4640067952950767,0.1947265241727556,2.3828638510664506,0.017178546368971013,0.036357250733475524,0.017178546368971013,True,tested,not_significant
ITGA5,3721.253052499386,3.542717025937061,0.3751444456486741,9.443607834340282,3.601600009157141e-21,5.136024654613319e-19,3.601600009157141e-21,True,tested,up
ZNF385A,644.1304743479149,-0.2352586533391212,0.3044060547737919,-0.7728448552508095,0.4396142036255888,0.5369218976884543,0.4396142036255888,True,tested,not_significant
MPP3,81.84611248672725,0.3082214296961978,0.178972452151462,1.7221724683939297,0.0850382805929251,0.1405754129082898,0.0850382805929251,True,tested,not_significant
NAGS,58.79898395128076,1.1026184286635374,0.3313384134395716,3.3277711968782313,0.0008754373434673378,0.002835006636591433,0.0008754373434673378,True,tested,up
LSM12,1204.3659664811664,0.2945979844048609,0.11363879676901777,2.5924067552709205,0.009530701332411918,0.022059520070481425,0.009530701332411918,True,tested,not_significant
EMC10,1924.2165668593118,0.3746991658911664,0.11528675828152962,3.250149206001206,0.0011534447392737956,0.003597586684612485,0.0011534447392737956,True,tested,not_significant
JOSD2,174.65830017452018,0.15289662232386816,0.1888014625929433,0.8098275311220119,0.41803930704932846,0.5161871631731124,0.41803930704932846,True,tested,not_significant
FAM171A2,56.10259536728348,-0.11278188901707253,0.4304812412086475,-0.26199025235203904,0.7933289572860973,0.8435083416069473,0.7933289572860973,True,tested,not_significant
DBF4B,71.13225657116723,0.4324394342802412,0.1865412702674344,2.3181971134874098,0.0204386108446003,0.04223049005395478,0.0204386108446003,True,tested,not_significant
PLCD3,890.2626860586429,0.030997094775795927,0.24111235069956674,0.1285587183147629,0.8977068331737874,0.9235128070845435,0.8977068331737874,True,tested,not_significant
FMNL3,1060.5331178320628,1.6707604164015526,0.2499750271726032,6.683709310082095,2.3296871000927812e-11,5.096190531452959e-10,2.3296871000927812e-11,True,tested,up
AQP5,3457.254838175914,-3.2155226968313806,0.7307981112282691,-4.40001506219957,1.0824336463344762e-05,6.017265832161445e-05,1.0824336463344762e-05,True,tested,down
RACGAP1,1212.1497878757407,0.8826965305977356,0.2303177655257875,3.83251603966653,0.00012683932656497733,0.0005205982936732226,0.00012683932656497733,True,tested,not_significant
LARP4,2724.3979864892053,0.10603614018102636,0.08202942997131606,1.292659722469179,0.19612877400905815,0.28081323622857846,0.19612877400905815,True,tested,not_significant
GRASP,110.06183806806709,0.22533948406902016,0.3022065865322231,0.7456471636000994,0.45588058434737666,0.5523668497556796,0.45588058434737666,True,tested,not_significant
RAVER1,470.87919364410453,0.3409639581888088,0.15511834023932553,2.198089263092616,0.027942745504000117,0.05508070157948932,0.027942745504000117,True,tested,not_significant
SPC24,207.96976175996122,1.2860955655909252,0.25280787345249917,5.087244902728766,3.6330256668608787e-07,2.945027618231911e-06,3.6330256668608787e-07,True,tested,up
IP6K3,170.60514257054936,-0.23125616998527865,0.593645921199435,-0.3895523606361783,0.6968675851429637,0.7646822643881418,0.6968675851429637,True,tested,not_significant
LEMD2,1001.1497814175214,0.469461253212216,0.12341722022293226,3.803855348258646,0.00014246138876434575,0.0005764491907282383,0.00014246138876434575,True,tested,not_significant
ALOX15,21.92670107557692,-1.8941479302990083,0.7690601039995102,-2.4629387488031944,0.013780345508005937,0.030148200431168767,0.013780345508005937,True,tested,down
ADCY10P1,33.275583509314856,-0.6329504434586066,0.2383015426255134,-2.6560904158865517,0.007905241598682304,0.0188370795002642,0.007905241598682304,True,tested,not_significant
ZNF653,69.19142878383943,0.1430402655349926,0.24313604691461937,0.5883136924786113,0.556321756638178,0.6442989304987872,0.556321756638178,True,tested,not_significant
MED11,263.217078043519,-0.1286308934037522,0.13056481003911144,-0.9851880714659643,0.3245316988119411,0.42178927655535725,0.3245316988119411,True,tested,not_significant
CXCL16,551.0410739470863,-0.07403611203428156,0.1754667477913872,-0.42193813338526825,0.67307017513019,0.7447224909865204,0.67307017513019,True,tested,not_significant
SCIMP,27.05935717769565,0.6563958664231406,0.5255202569233292,1.2490400850883008,0.2116504128997737,0.2992680505593283,0.2116504128997737,True,tested,not_significant
RNASEK-C17orf49,11.821846138247006,-1.006919474261344,0.6094232151023576,-1.6522499460284326,0.09848360846739594,0.15921858628231297,0.09848360846739594,True,tested,not_significant
BCL6B,124.84932008345068,1.3933630006115534,0.3832813033311421,3.6353534297177412,0.000277599790210291,0.001034911498590997,0.000277599790210291,True,tested,up
TNFSF13,451.8738795581907,-0.3267911896445936,0.39173142069609906,-0.8342225626524725,0.4041555791005853,0.5029403992572119,0.4041555791005853,True,tested,not_significant
SENP3,1134.0149875506713,0.5740066212203342,0.13305849036879633,4.313942083886329,1.6036897515464025e-05,8.496842405789042e-05,1.6036897515464025e-05,True,tested,not_significant
FGF11,592.6888084089862,0.8818618548207,0.40296259578380544,2.188445935299241,0.02863713536740475,0.056234638757775006,0.02863713536740475,True,tested,not_significant
EIF4A1,16977.504369807433,0.5784595828683331,0.2137891731877331,2.7057477899518076,0.0068150783281186005,0.016550904511145173,0.0068150783281186005,True,tested,not_significant
RPL26,12551.709715479177,-0.6120947938450043,0.1694355663074353,-3.6125519994685074,0.00030319828020851857,0.0011187646557649464,0.00030319828020851857,True,tested,not_significant
POLR3K,133.6397307548274,0.3645235442298891,0.20864181894437409,1.747125988807999,0.08061548622527112,0.13444701757648225,0.08061548622527112,True,tested,not_significant
SNRNP25,334.204633163671,0.007886182012424326,0.27196612001701026,0.02899692804357793,0.9768670406316314,0.9827026981106076,0.9768670406316314,True,tested,not_significant
WDR90,283.0293905173981,-0.23236839350140098,0.18883801644978265,-1.2305170212545327,0.21850355702696822,0.3070609740931651,0.21850355702696822,True,tested,not_significant
JMJD8,924.1321651164163,-0.16839350944341017,0.144024083075202,-1.1692038293032123,0.24232151873731844,0.33375142907623095,0.24232151873731844,True,tested,not_significant
SPSB3,762.7536858772788,-0.6315383318617465,0.1758534538732817,-3.591276247078018,0.00032906261819902537,0.0012011794958798777,0.00032906261819902537,True,tested,not_significant
HS3ST6,74.91041643840168,-3.6485881263414783,0.7761525538703302,-4.700864679433933,2.5906215491448286e-06,1.7019725672519394e-05,2.5906215491448286e-06,True,tested,down
TEDC2,60.53741976389459,1.3184624188377077,0.3271513829584146,4.030129437066455,5.5746147193294165e-05,0.00025242737884330314,5.5746147193294165e-05,True,tested,up
CCNF,564.2965584455562,0.9295472054323611,0.21374495410017205,4.348861517435994,1.368460869230081e-05,7.388695255824848e-05,1.368460869230081e-05,True,tested,not_significant
TBC1D24,471.8301273745287,0.08113876872669994,0.3541952716028554,0.22907919792243164,0.818807361244893,0.8622329890992472,0.818807361244893,True,tested,not_significant
AMDHD2,332.72020040261833,0.022674848160844214,0.13955068630884745,0.16248467679092052,0.870924194080451,0.902638937286699,0.870924194080451,True,tested,not_significant
BICDL2,861.8992618774585,-2.1375762169395633,0.4870733507952669,-4.38861254357161,1.1407609705375247e-05,6.292516478397656e-05,1.1407609705375247e-05,True,tested,down
PAQR4,486.93735345485,0.6833207580499924,0.24019977218840002,2.844801857322461,0.004443905716097777,0.011502859198425947,0.004443905716097777,True,tested,not_significant
FLYWCH2,290.9500285713944,-0.05159958112034489,0.1388443779087021,-0.3716360856488873,0.710163817925006,0.775790951650022,0.710163817925006,True,tested,not_significant
ZG16B,49195.84628719707,-3.0216888925106153,0.7972572076683899,-3.79010545586369,0.00015058334082746906,0.0006042969050742632,0.00015058334082746906,True,tested,down
ZNF75A,393.1234767482887,-0.16094102328987384,0.14331567418012792,-1.1229827038150295,0.26144484033264204,0.3543236923367442,0.26144484033264204,True,tested,not_significant
ADCY9,1101.4027763386844,-0.39623211217510257,0.16030821577510923,-2.4716893657587873,0.013447630917445427,0.029517979817560363,0.013447630917445427,True,tested,not_significant
SHANK2,649.6551020613533,1.5959142543445626,0.5123471252187108,3.1149081858579732,0.001840021740682123,0.0053711182454907426,0.001840021740682123,True,tested,up
CLPB,984.5258681674254,0.4227696831985291,0.14933947123907582,2.8309306286596,0.004641278625760406,0.0119289882605937,0.004641278625760406,True,tested,not_significant
NEU3,393.8093487898055,0.23549154578310216,0.21322974481401877,1.104402887076099,0.26941840897850244,0.36303454369036525,0.26941840897850244,True,tested,not_significant
CYB561A3,956.5594216535083,0.7143223505525734,0.13520260535613626,5.283347526262396,1.2684443961174988e-07,1.1493265213551956e-06,1.2684443961174988e-07,True,tested,not_significant
PPP1R32,13.809564726907414,-0.6842514355842014,0.46081586910579614,-1.4848695139600498,0.13757839317422285,0.20985936747221653,0.13757839317422285,True,tested,not_significant
ASRGL1,77.42391837924438,-0.8084970303935388,0.5051127911713645,-1.6006267204570712,0.1094596203802146,0.17361420150940382,0.1094596203802146,True,tested,not_significant
UBXN1,1030.4851977939034,-0.18707088214009376,0.0980716607971626,-1.9074917322650875,0.05645694065296199,0.09979762236634694,0.05645694065296199,True,tested,not_significant
LBHD1,56.88779745539401,0.18820622402469692,0.16383452020447375,1.1487580504389798,0.25065576152438407,0.34235253984315983,0.25065576152438407,True,tested,not_significant
TTC9C,283.61213643030345,0.06393454710059014,0.1499156664642422,0.4264700855386569,0.6697653413852356,0.7420170487198129,0.6697653413852356,True,tested,not_significant
TAF6L,237.03114817830547,0.10978163008087283,0.16719468984450384,0.6566095501177286,0.511432006604751,0.6045735972115764,0.511432006604751,True,tested,not_significant
NXF1,1227.5167323950045,-0.05638838310218407,0.1444502703061113,-0.39036536922145465,0.6962663919500465,0.7641863295556549,0.6962663919500465,True,tested,not_significant
STX5,939.9453206340341,0.03829908658046637,0.15731518645582795,0.24345447787534646,0.8076533457203618,0.8538117987034918,0.8076533457203618,True,tested,not_significant
SLC25A45,111.89254996460336,-0.8390796983806529,0.27730860764841225,-3.025797523906961,0.002479782997078967,0.006965244138136831,0.002479782997078967,True,tested,not_significant
RPL29,10247.906062857965,-0.9732146257991918,0.22139334001440814,-4.395862250128462,1.1033389061452686e-05,6.11823531366668e-05,1.1033389061452686e-05,True,tested,not_significant
SYVN1,836.255803975988,-0.1470709102080839,0.18441310292429608,-0.7975079204022634,0.4251561047379646,0.5229850781870765,0.4251561047379646,True,tested,not_significant
ZFPL1,602.9105627049792,0.3061311777014095,0.14926942935049753,2.050863187683173,0.04028027196587612,0.07498986802157788,0.04028027196587612,True,tested,not_significant
RPS6KA4,1362.8997391873675,1.5587496896215303,0.22602423627403578,6.896382951302951,5.334327779832714e-12,1.3169813398342177e-10,5.334327779832714e-12,True,tested,up
LRP5,1418.1112414174015,-0.8283504352371045,0.3339418907686576,-2.480522684142537,0.013118991604318987,0.028913940009518944,0.013118991604318987,True,tested,not_significant
TPCN2,353.7492474268062,0.27469031717349457,0.22271691570822208,1.233360817250909,0.21744117684075093,0.30578468499231104,0.21744117684075093,True,tested,not_significant
PDZK1IP1,1691.2041528886461,0.293023122328439,0.4839315373717686,0.6055053239965454,0.5448432882574483,0.6344479545564259,0.5448432882574483,True,tested,not_significant
TAL1,53.17608844519314,0.1524531222242909,0.2959186942518113,0.5151858439013024,0.6064231602093098,0.6884160143561548,0.6064231602093098,True,tested,not_significant
CMPK1,5887.148241600164,-0.37773649264769565,0.1744026941647343,-2.1658867969717246,0.03031983846845772,0.05912915073330824,0.03031983846845772,True,tested,not_significant
BEND5,21.553823794083605,-1.454445092817777,0.3763507703154185,-3.8645997498525397,0.0001112715107582493,0.00046460736070988304,0.0001112715107582493,True,tested,down
COA7,820.1378519481227,0.5867751265921333,0.16439887080475377,3.569216283054702,0.00035805074328792183,0.0012927196132057855,0.00035805074328792183,True,tested,not_significant
ZYG11B,2460.864732334268,-0.5145096875190386,0.1859016729309575,-2.7676442035576714,0.005646306004890656,0.014082235879180971,0.005646306004890656,True,tested,not_significant
CZIB,504.9755610792456,0.023031390032614275,0.14156344141670782,0.16269306398690042,0.8707601083654781,0.9026171855008005,0.8707601083654781,True,tested,not_significant
MAGOH,347.324693435944,0.5589425011664338,0.14759879788502034,3.7869041562374437,0.00015253590243612214,0.0006111707875386712,0.00015253590243612214,True,tested,not_significant
ACOT11,731.0915202134223,-0.22888440310829822,0.2813896476088776,-0.8134073341121634,0.4159845557777839,0.5141835275004116,0.4159845557777839,True,tested,not_significant
