gene,_genewise_converged,_MAP_converged,_LFC_converged,dispersions,model_converged
CX3CL1,True,True,True,0.5155267287492672,True
SPATA20,True,True,True,0.1796730837269841,True
CACNA1G,True,True,True,0.7023567849061718,True
TNFRSF12A,True,True,True,0.3014729949513426,True
MAP3K9,True,True,True,0.4774390698269996,True
RALA,True,True,True,0.20981169368074123,True
BAIAP2L1,True,True,True,0.1719283828079421,True
KDM7A,True,True,True,0.1394123954434754,True
ETV1,True,True,True,0.8983493683781616,True
AGK,True,True,True,0.030232715762768658,True
ALDH3B1,True,True,True,0.4014518989130647,True
TTC22,True,True,True,0.6713392148072159,True
PHTF2,True,True,True,0.13061812566736028,True
CCL26,True,True,True,0.39041316958265126,True
FARP2,True,True,True,0.08264485515301757,True
GGCT,True,True,True,0.17902400012396255,True
DBF4,True,True,True,0.0795848189252396,True
IFRD1,True,True,True,0.10071152450901096,True
COX10,True,True,True,0.0696255915121796,True
GTF2IRD1,True,True,True,0.09351875919565125,True
PAF1,True,True,True,0.05113786787258615,True
VPS41,True,True,True,0.062236819991434204,True
ARHGAP44,True,True,True,0.3968689024817173,True
ELAC2,True,True,True,0.05470001706577601,True
SCIN,True,True,True,0.5791896931376866,True
ARSD,True,True,True,0.11331138150229615,True
PNPLA4,True,True,True,0.1511349556834273,True
ADIPOR2,True,True,True,0.1334393093261564,True
CDKL3,True,True,True,0.24738272908628875,True
MARK4,True,True,True,0.132330280764967,True
CCDC124,True,True,True,0.039574704076976525,True
PAFAH1B1,True,True,True,0.05432570999470643,True
NOS2,True,True,True,1.1613375474802488,True
DNAH9,True,True,True,0.40258786021392184,True
KIAA0100,True,True,True,0.06201382282424926,True
AC005747.1,True,True,True,0.24517896489994642,True
TRAPPC6A,True,True,True,0.2622476042128027,True
MATK,True,True,True,0.4135113588617902,True
CEACAM7,True,True,True,2.7758110480944995,True
CD79B,True,True,True,0.34038871240737606,True
SCN4A,True,True,True,0.9831645082297484,True
ST7L,True,True,True,0.03530322085826951,True
RPUSD1,True,True,True,0.08450442116266192,True
RHBDF1,True,True,True,0.08917629652012789,True
LUC7L,True,True,True,0.09084754983558323,True
CACNA2D2,True,True,True,0.607592227405375,True
BAIAP3,True,True,True,0.3698430208469822,True
TSR3,True,True,True,0.04141327211100173,True
PIGQ,True,True,True,0.0843214956842481,True
CRAMP1,True,True,True,0.06077182712585022,True
TEAD3,True,True,True,0.1546198950247017,True
SELE,True,True,True,0.8674683312555422,True
DNAJC11,True,True,True,0.04650349135983819,True
FMO3,True,True,True,0.687741869509937,True
MYLIP,True,True,True,0.26337556223169817,True
E2F2,True,True,True,0.8691590611145662,True
PSMB1,True,True,True,0.04756509679370354,True
JARID2,True,True,True,0.21617966581307632,True
CDKL5,True,True,True,0.1056944723325031,True
CDK11A,True,True,True,0.07660979520492192,True
NADK,True,True,True,0.07183650599262391,True
CYTH3,True,True,True,0.14380635599734606,True
ADAM22,True,True,True,0.40947668109142576,True
SYPL1,True,True,True,0.11572628537878073,True
CYB561,True,True,True,0.10655900885694738,True
SPAG9,True,True,True,0.05895872025942078,True
CELSR3,True,True,True,0.5868537223384306,True
AASS,True,True,True,0.14467853619064752,True
PLEKHG6,True,True,True,0.756714245593411,True
SS18L2,True,True,True,0.12812870575064694,True
MPND,True,True,True,0.12057653664718149,True
MGST1,True,True,True,1.0564795861013152,True
CRY1,True,True,True,0.07922445901345114,True
NFIX,True,True,True,0.10305280582571111,True
ST3GAL1,True,True,True,0.42937885014526544,True
MMP25,True,True,True,0.4287781316714914,True
IL32,True,True,True,0.4493884108710862,True
PKD1,True,True,True,0.1747957370387211,True
MAPK8IP2,True,True,True,0.6660790971646662,True
MED24,True,True,True,0.04374295363037075,True
RHOBTB2,True,True,True,0.31111455287241574,True
HEATR5B,True,True,True,0.08487916596308089,True
SEC62,True,True,True,0.2016678296982276,True
RPS20,True,True,True,0.11894399302448314,True
CSDE1,True,True,True,0.043247517791618284,True
UBE3C,True,True,True,0.05456151956547665,True
REV3L,True,True,True,0.1553238366969225,True
TENM1,True,True,True,1.0928579921080261,True
PAX7,True,True,True,1.5070864894959903,True
IYD,True,True,True,0.5021181708297663,True
FAM76A,True,True,True,0.06583099479104801,True
TRAF3IP3,True,True,True,0.23682526453959732,True
POMT2,True,True,True,0.14944893595692874,True
VTA1,True,True,True,0.11323718137720847,True
MLXIPL,True,True,True,0.8150616452953349,True
BAZ1B,True,True,True,0.04785738121828477,True
RANBP9,True,True,True,0.3071837240729617,True
ETV7,True,True,True,0.5864746612673982,True
SPRTN,True,True,True,0.10527318467306833,True
EEF1AKNMT,True,True,True,0.021643312984896045,True
DYRK4,True,True,True,0.10141903997119332,True
ZNF207,True,True,True,0.07716032607955459,True
UQCRC1,True,True,True,0.12079001209449708,True
STARD3NL,True,True,True,0.22153031472563578,True
CD9,True,True,True,0.29398863218926813,True
HHATL,True,True,True,1.1193541157004414,True
NCAPD2,True,True,True,0.06669162848299767,True
IFFO1,True,True,True,0.31709267523649914,True
GIPR,True,True,True,0.48164909899416425,True
PHF7,True,True,True,0.09916974572825255,True
SEMA3G,True,True,True,0.5073885376800114,True
NISCH,True,True,True,0.0786691948812716,True
STAB1,True,True,True,0.4789333228299192,True
FUZ,True,True,True,0.1664154248911879,True
IDS,True,True,True,0.07064743289216177,True
PRSS3,True,True,True,2.653950151887672,True
ZNF200,True,True,True,0.03664906592957878,True
CD4,True,True,True,0.2831457096784788,True
LRRC23,True,True,True,0.11181817578005299,True
BTK,True,True,True,0.193132821944152,True
HFE,True,True,True,0.20187138475375646,True
SCMH1,True,True,True,0.14959223922010917,True
FYN,True,True,True,0.18432638064410695,True
HIVEP2,True,True,True,0.09788722713798477,True
FMO1,True,True,True,0.8162887517489343,True
ELOA,True,True,True,0.02627628193145898,True
LYPLA2,True,True,True,0.06876518896703945,True
CLCN6,True,True,True,0.11804750394275201,True
AC080038.1,True,True,True,0.3199624963932923,True
NME1-NME2,True,True,True,0.324096948365299,True
TSPAN9,True,True,True,0.09758197548743339,True
BTBD7,True,True,True,0.13886516079195424,True
AC005954.1,True,True,True,0.0858789728126361,True
MKS1,True,True,True,0.10189346722095753,True
ABHD5,True,True,True,0.18699131289692306,True
ANOS1,True,True,True,0.41415003562314956,True
AKAP8L,True,True,True,0.0643815335908079,True
MBTD1,True,True,True,0.04494627232558257,True
UTP18,True,True,True,0.07560761731130562,True
RNF216,True,True,True,0.0416958486245449,True
TTC19,True,True,True,0.06327955221757817,True
PTBP1,True,True,True,0.06865666768483202,True
DPF1,True,True,True,0.5055615091082281,True
SYT7,True,True,True,0.8970606420620298,True
LARS2,True,True,True,0.017425675372645263,True
PIK3C2A,True,True,True,0.029653979530898288,True
PLAUR,True,True,True,0.25391801128162533,True
ANLN,True,True,True,0.35418231089693303,True
WIZ,True,True,True,0.0563324759109625,True
RABGAP1,True,True,True,0.048821906447750314,True
DCN,True,True,True,0.39724768731254906,True
QPCTL,True,True,True,0.2141044533553557,True
PPP5C,True,True,True,0.031185030847267817,True
CEP68,True,True,True,0.06774514355685779,True
MAP4K3,True,True,True,0.023214052308575546,True
TYROBP,True,True,True,0.33338690045286246,True
TMEM159,True,True,True,0.20813290072777807,True
GABRA3,True,True,True,1.4738583107932335,True
BRCA1,True,True,True,0.1542819951644116,True
ERCC1,True,True,True,0.09583621179560475,True
CD22,True,True,True,0.4228244682903517,True
SEMA3B,True,True,True,0.5328719147028711,True
MBTPS2,True,True,True,0.06077660863726904,True
PRICKLE3,True,True,True,0.16668745384483108,True
LTF,True,True,True,1.7805588144225704,True
EXTL3,True,True,True,0.11391337907945566,True
ELOVL5,True,True,True,0.15777389778656625,True
ALOX5,True,True,True,0.16937863157632746,True
KDM5D,True,True,True,0.1852715680305257,True
CALCOCO1,True,True,True,0.12982331292906749,True
UBR7,True,True,True,0.0855144204983904,True
MAP4K5,True,True,True,0.13799073878845766,True
EHD3,True,True,True,0.5443972841653996,True
PSMC4,True,True,True,0.07775701812007031,True
MAN2B2,True,True,True,0.06068164824702801,True
CLDN11,True,True,True,0.8116087839734744,True
SLC25A39,True,True,True,0.1009709979964211,True
MVP,True,True,True,0.09473855548194543,True
NUB1,True,True,True,0.060933857220964095,True
PGM3,True,True,True,0.1082875676217756,True
RWDD2A,True,True,True,0.25449060646064403,True
CLK1,True,True,True,0.09235475196265729,True
POLR3B,True,True,True,0.125179911921253,True
ANGEL1,True,True,True,0.11169088383547417,True
RNF14,True,True,True,0.0646839696904284,True
DNASE1L1,True,True,True,0.12681141178883837,True
DDX11,True,True,True,0.09306181676421003,True
HEBP1,True,True,True,0.09406165717778521,True
GPRC5A,True,True,True,0.6515335978365833,True
MAMLD1,True,True,True,0.25335272537486214,True
CD6,True,True,True,0.3555756914693692,True
TACC3,True,True,True,0.10413676316909071,True
UFL1,True,True,True,0.030267288400097736,True
POLA2,True,True,True,0.17917208069048407,True
ZC3H3,True,True,True,0.06924223057188253,True
CAPN1,True,True,True,0.20640387163703627,True
ACPP,True,True,True,0.9183905560106179,True
MDH1,True,True,True,0.19533760151808224,True
SLC30A9,True,True,True,0.033103801116451635,True
MTMR11,True,True,True,0.2869306205673826,True
COX15,True,True,True,0.09118195758434484,True
CCDC88C,True,True,True,0.22476274399542376,True
YAF2,True,True,True,0.06209687368659344,True
ZMYND11,True,True,True,0.09497898217080315,True
WAS,True,True,True,0.2784620455698194,True
BID,True,True,True,0.22723538934620743,True
XYLT2,True,True,True,0.09410876078369099,True
RGPD5,True,True,True,0.6609432415671517,True
NUDCD3,True,True,True,0.07108379985929336,True
ISL1,True,True,True,1.1835139797159735,True
CHDH,True,True,True,0.6427616069657562,True
IL20RA,True,True,True,0.6026810297768204,True
CLCA4,True,True,True,1.7445187229700592,True
GLT8D1,True,True,True,0.12894776715664655,True
ATP2C1,True,True,True,0.07473882060497342,True
IGF1,True,True,True,0.6687357380708482,True
SLC38A5,True,True,True,0.51129241398038,True
RALBP1,True,True,True,0.1979762191989003,True
RUFY3,True,True,True,0.16724616720420868,True
CNTN1,True,True,True,0.4656081749543787,True
SLC11A1,True,True,True,0.38496786123840154,True
WWTR1,True,True,True,0.12335799135007629,True
AGPS,True,True,True,0.0491991686312785,True
CXorf56,True,True,True,0.04691886351274574,True
ATP1A2,True,True,True,0.9135785456627726,True
TTC27,True,True,True,0.03672108137859574,True
ZNF582,True,True,True,0.4654093490272377,True
VSIG2,True,True,True,1.0159897817073316,True
PHLDB1,True,True,True,0.3093643781212884,True
MARCO,True,True,True,0.9671975547681011,True
CYP24A1,True,True,True,1.1504692199770266,True
PRDM11,True,True,True,0.5334823843846788,True
SNAI2,True,True,True,0.28817913033156334,True
CD74,True,True,True,0.2894831448884753,True
HGF,True,True,True,0.5001026423562649,True
ZRANB1,True,True,True,0.10595499662145538,True
NCDN,True,True,True,0.12230033619867892,True
ADGRA2,True,True,True,0.45032375149807513,True
ZFP64,True,True,True,0.06786974325010903,True
MNAT1,True,True,True,0.1628134280049186,True
SAMD4A,True,True,True,0.47755245996552337,True
RUNX3,True,True,True,0.201923467520992,True
MRE11,True,True,True,0.07178792555503509,True
PLEKHB1,True,True,True,1.1620708370650192,True
SERPINB1,True,True,True,0.7975410004809836,True
SPAST,True,True,True,0.0573669062376985,True
NRXN3,True,True,True,0.49921823387101666,True
OSBPL5,True,True,True,0.13811278213533892,True
AQR,True,True,True,0.07327450135926983,True
CPS1,True,True,True,0.8692556442609534,True
FHL1,True,True,True,0.8071128589717611,True
RTF2,True,True,True,0.048446052353916746,True
NLRP2,True,True,True,1.6336654383731006,True
SLC45A4,True,True,True,0.3852886467720092,True
RNF10,True,True,True,0.06408145366097762,True
ZNF839,True,True,True,0.24839054548992398,True
ZDHHC6,True,True,True,0.032492423890847465,True
GRAMD1B,True,True,True,0.38855513660230906,True
RNH1,True,True,True,0.13337630717438123,True
NDUFS1,True,True,True,0.13169933477381107,True
RB1CC1,True,True,True,0.054581000591838805,True
ERP44,True,True,True,0.09261655524877689,True
ALAS1,True,True,True,0.12079410336117176,True
BIRC3,True,True,True,0.22540025575358422,True
AKAP11,True,True,True,0.06580148311490124,True
GLRX2,True,True,True,0.07547626937326016,True
SNAPC1,True,True,True,0.21762653128146697,True
DERA,True,True,True,0.17822057833571328,True
STRAP,True,True,True,0.07338464301125046,True
ABCC2,True,True,True,0.6924862673540515,True
DEF6,True,True,True,0.12178498685822298,True
PLEKHO1,True,True,True,0.1472501046136335,True
GCLM,True,True,True,0.49578747956771757,True
UBR2,True,True,True,0.02114957616234724,True
EHD2,True,True,True,0.25976929817601974,True
DEPDC1,True,True,True,0.31164648586463023,True
CCDC28A,True,True,True,0.16704090259513754,True
RRAGD,True,True,True,0.293442552661309,True
HSF2,True,True,True,0.10764916509882975,True
PHF20,True,True,True,0.052473777901151535,True
HSD17B6,True,True,True,0.3899421757897845,True
NR1H3,True,True,True,0.17226777653694972,True
TYMP,True,True,True,0.36619458551096723,True
NCAPH2,True,True,True,0.11696282433560526,True
TOMM34,True,True,True,0.04421905639989494,True
SEC63,True,True,True,0.1544290885844666,True
KPNA6,True,True,True,0.07382456075050249,True
VIM,True,True,True,0.35212454177824404,True
RTEL1-TNFRSF6B,True,True,True,0.22925094351270184,True
FAS,True,True,True,0.2688159882287042,True
RNASET2,True,True,True,0.1409279299347048,True
CD44,True,True,True,0.21757250698024372,True
KCNG1,True,True,True,0.64389760003914,True
AGPAT4,True,True,True,0.29704619056310677,True
SLAMF7,True,True,True,0.31090716894832426,True
BTN3A1,True,True,True,0.15812702080707514,True
MIPEP,True,True,True,0.1519009491617581,True
PRKCH,True,True,True,0.11241657630062996,True
IFNGR1,True,True,True,0.17813254347969565,True
B4GALT7,True,True,True,0.09438445266290034,True
SH2D2A,True,True,True,0.4169586684904252,True
VRK2,True,True,True,0.05858041064024834,True
TNFRSF1B,True,True,True,0.2612769326168971,True
VEZT,True,True,True,0.050723757531766486,True
POU2F2,True,True,True,0.2862071232673327,True
BRD9,True,True,True,0.09576487858713353,True
SNX1,True,True,True,0.016565153292706924,True
TBPL1,True,True,True,0.08816455949497437,True
ARNTL2,True,True,True,0.7609325229703267,True
BCLAF1,True,True,True,0.03322618521059285,True
SLC39A9,True,True,True,0.10373016682033398,True
ANK1,True,True,True,0.7862921507603783,True
TFB1M,True,True,True,0.08290330587271548,True
RABEP1,True,True,True,0.06545560250084202,True
HMGB3,True,True,True,0.13608201323547092,True
NUP160,True,True,True,0.05518411160006145,True
BAK1,True,True,True,0.16751319332993453,True
MUSK,True,True,True,0.8407300891114332,True
IKZF2,True,False,True,0.42871830771406993,False
GRN,True,True,True,0.17285693499775945,True
FAM13B,True,True,True,0.10625584218584773,True
ARHGAP31,True,True,True,0.14841470279870386,True
CENPQ,True,True,True,0.12082631467399571,True
SARS,True,True,True,0.0773241822939777,True
RANBP3,True,True,True,0.041348439625241366,True
ARID4A,True,True,True,0.04792281223724177,True
EIPR1,True,True,True,0.07156306218118437,True
PNPLA6,True,True,True,0.07600424326095725,True
IFT88,True,True,True,0.06514933527051858,True
ALG1,True,True,True,0.12487098753588399,True
ZCCHC8,True,True,True,0.05399873868458127,True
CHPF2,True,True,True,0.13123732326726834,True
LRRC7,True,True,True,0.9547490602895571,True
FUT8,True,True,True,0.47949477597612894,True
UBA6,True,True,True,0.18662246674383579,True
GAB2,True,True,True,0.18842204336911905,True
ATP6V0A1,True,True,True,0.13250111269788262,True
PIAS1,True,True,True,0.026227512863665918,True
SLC4A7,True,True,True,0.13110952648777105,True
APBA2,True,True,True,0.45110949504628417,True
MAP2K3,True,True,True,0.1810521816517201,True
EFCAB1,True,True,True,0.7542928371986242,True
TMSB10,True,True,True,0.14015216346039794,True
ASTE1,True,True,True,0.06289164222617545,True
RNF19A,True,True,True,0.12033307978640528,True
PEX3,True,True,True,0.09649236808441625,True
GABARAPL2,True,True,True,0.06366887237173169,True
MYOC,True,True,True,1.7583219933804475,True
SH3YL1,True,True,True,0.13390570684918215,True
FAM136A,True,True,True,0.08553826336465364,True
VCL,True,True,True,0.16242241437822894,True
DEPDC1B,True,True,True,0.306887661778937,True
DAPK2,True,True,True,0.1693372224011404,True
NSMAF,True,True,True,0.10485728134507795,True
ADSS,True,True,True,0.09223182097044325,True
TIMP2,True,True,True,0.23507694533267973,True
RFC1,True,True,True,0.03173718340667137,True
TBC1D23,True,True,True,0.039949718947206066,True
CUL3,True,True,True,0.06910787224412726,True
MYOM2,True,True,True,0.9305938000307149,True
CYP46A1,True,True,True,0.7220156129363455,True
AC118549.1,True,True,True,0.03582057871114594,True
USP2,True,True,True,0.3846123690072206,True
TUBG2,True,True,True,0.12694531551156196,True
RPL26L1,True,True,True,0.0765351125132409,True
FLT4,True,True,True,0.45536934215892716,True
NSUN2,True,True,True,0.09234136096996853,True
FBXO42,True,True,True,0.06261642402015344,True
MFAP3,True,True,True,0.08383010504234026,True
MRI1,True,True,True,0.05201696447278404,True
METTL1,True,True,True,0.05984261457157148,True
AGA,True,False,True,0.21355771472995508,False
PI4K2B,True,True,True,0.052667245271577866,True
BOD1L1,True,True,True,0.09355872108141823,True
MAT2B,True,True,True,0.07999253389495527,True
TLL1,True,True,True,1.0201353320427946,True
EDC4,True,True,True,0.040729579755804574,True
TRIO,True,True,True,0.2657136538400776,True
VCAN,True,True,True,0.7052601953976064,True
CLEC16A,True,True,True,0.09319131398098865,True
MSR1,True,True,True,0.4498365652525134,True
CDH1,True,True,True,0.1998545912404495,True
MTREX,True,True,True,0.03162663161711435,True
DNAH5,True,True,True,1.1135121291674275,True
ZFYVE16,True,True,True,0.04435440468815782,True
RIPOR1,True,True,True,0.15316172322599764,True
RAI14,True,True,True,0.4413008525358903,True
PNKP,True,True,True,0.07933909525087515,True
PHLPP2,True,True,True,0.2529559973716904,True
SPDL1,True,True,True,0.3508694300346273,True
STAU2,True,True,True,0.06967319386356075,True
PQLC2,True,True,True,0.045823268060469186,True
CTNS,True,True,True,0.10287004099949,True
RTN4R,True,True,True,0.30683043755105843,True
PHF23,True,True,True,0.10397480111687916,True
INPP4A,True,True,True,0.10466657442314857,True
RAB27B,True,True,True,0.2920941106972404,True
PSMA4,True,True,True,0.09324435198476642,True
MYO16,True,True,True,1.2237779668398334,True
LSG1,True,True,True,0.07612144526896246,True
PARP3,True,True,True,0.10738808712405803,True
TNC,True,True,True,0.5291893956128372,True
THAP3,True,True,True,0.10718793877842588,True
RIPOR3,True,True,True,0.6361524079730928,True
TDP1,True,True,True,0.14459600889382948,True
AIFM2,True,True,True,0.15289171192013218,True
AL049834.1,True,True,True,0.2698676475536031,True
MED17,True,True,True,0.055964535434189326,True
RETSAT,True,True,True,0.14572798594470912,True
CAPG,True,True,True,0.29945067470102976,True
AP2S1,True,True,True,0.14965193038084348,True
TG,True,True,True,0.557866644798157,True
ADAM28,True,True,True,0.5529056402820742,True
BARX2,True,True,True,1.0579411595432222,True
DCUN1D1,True,True,True,0.0808585738413002,True
JADE2,True,True,True,0.22638683388435582,True
ZIC2,True,True,True,1.1579193991306127,True
LCP2,True,True,True,0.3049064610446683,True
TRIT1,True,True,True,0.06852895299864648,True
ADRB1,True,True,True,1.3125675170867037,True
CUL7,True,True,True,0.12382084077644342,True
CTNNA1,True,True,True,0.10890777800188893,True
PHKA2,True,True,True,0.09810585611637164,True
CNTLN,True,True,True,0.13287230573056213,True
EPHA3,True,True,True,0.5093912043702974,True
HSPA5,True,True,True,0.07577977773067454,True
DSG2,True,True,True,0.5547753926452796,True
GEMIN8,True,True,True,0.11131137666642124,True
OFD1,True,True,True,0.12622239925531106,True
GPM6B,True,True,True,0.2802895016335175,True
PREX2,True,True,True,0.32711216008995836,True
WDR37,True,True,True,0.1748143475651205,True
YTHDC2,True,True,True,0.06652862591783719,True
CTPS2,True,True,True,0.08888963780094483,True
ATP6V1H,True,True,True,0.059358837557310966,True
POLR2B,True,True,True,0.028243158816937036,True
FAM214A,True,True,True,0.19605001775289485,True
ARAP2,True,True,True,0.40071945622552335,True
TPR,True,True,True,0.05358688271453348,True
CP,True,True,True,1.0830842126712092,True
KIAA0556,True,True,True,0.08389717744065048,True
DTNBP1,True,True,True,0.15024972236290643,True
XK,True,True,True,0.5450985971231581,True
ANO2,True,True,True,0.2892298384063125,True
C12orf4,True,True,True,0.08372336257670682,True
SCML1,True,True,True,0.11526783913682025,True
WWC3,True,True,True,0.1398974000970579,True
ARHGAP6,True,True,True,0.24425680212290743,True
FAM184B,True,True,True,0.8648195999394828,True
MAP4,True,True,True,0.17563566694751667,True
GOPC,True,True,True,0.10444739580551164,True
USP28,True,True,True,0.07361859900201509,True
HDAC9,True,True,True,0.5158554302815684,True
TSPAN17,True,True,True,0.06895016472120694,True
NOP16,True,True,True,0.12136721206710137,True
CC2D2A,True,True,True,0.18590140013376413,True
RRM2B,True,True,True,0.05766491990413615,True
ZNF800,True,True,True,0.05440568894455156,True
SNX29,True,True,True,0.1356859245268997,True
LMO3,True,True,True,1.4770022490426549,True
MRPS10,True,True,True,0.12136345361739198,True
RSF1,True,True,True,0.07980235512972236,True
VPS13D,True,True,True,0.10874839752382427,True
CELF2,True,True,True,0.2163225700586707,True
FAM120A,True,True,True,0.0370576093376246,True
R3HDM1,True,True,True,0.047306923045837036,True
COL9A2,True,True,True,0.8370028836873102,True
KITLG,True,True,True,0.22265552607101266,True
ERCC8,True,True,True,0.05006370058727258,True
ADAMTS6,True,True,True,0.5065538350449914,True
H6PD,True,True,True,0.09976460769436811,True
VAMP3,True,True,True,0.044759306367612696,True
PER3,True,True,True,0.19719139342035874,True
TNFRSF9,True,True,True,0.211798154584676,True
EPN3,True,True,True,0.5129163285247967,True
LTBP1,True,True,True,0.3004716335127566,True
RCN1,True,True,True,0.34537287226084834,True
ELN,True,True,True,0.6133323534389535,True
RFC2,True,True,True,0.1094498308887962,True
ARID1B,True,True,True,0.06811468230896786,True
CLPTM1L,True,True,True,0.13105334524512244,True
NEDD4L,True,True,True,0.3105069453507002,True
FOXP3,True,True,True,0.3534601394105526,True
PPP1R3F,True,True,True,0.3135648021045894,True
HEXB,True,True,True,0.13053971492139324,True
PTCD2,True,True,True,0.0758535097390745,True
NEXMIF,True,True,True,0.6775765267305967,True
JKAMP,True,True,True,0.10061622712145213,True
DKK3,True,True,True,0.2885823439625131,True
ARHGEF5,True,True,True,0.18842061759818923,True
NFE2L3,True,True,True,0.3241678819282022,True
MCUR1,True,True,True,0.13653001825868305,True
LIMA1,True,True,True,0.2701088789667002,True
LETMD1,True,True,True,0.09629118809758477,True
SLC4A8,True,True,True,0.8862260680666468,True
LAMC3,True,True,True,0.21836875456071358,True
PTGER3,True,True,True,0.6244682656082448,True
TNIP3,True,True,True,0.37236699071226775,True
MAPK9,True,True,True,0.06241577048102762,True
COL23A1,True,True,True,0.34808920960310774,True
