gene,in_library
CHMP5,False
CHMP6,False
CHMP7,False
CHN1,False
CHN2,False
CHODL,False
CHORDC1,False
CHP1,False
CHP2,False
CHPF,True
CHPF2,True
CHPT1,True
CHRAC1,False
CHRD,False
CHRDL1,False
CHRFAM7A,False
CHRM3,False
CHRM3-AS2,False
CHRNA1,True
CHRNA10,False
CHRNA5,True
CHRNA7,False
CHRNA9,False
CHRNB1,True
CHRNB4,False
CHRND,False
CHRNE,False
CHRNG,True
CHST1,True
CHST10,False
CHST11,False
CHST12,True
CHST14,False
CHST15,False
CHST2,True
CHST3,True
CHST6,True
CHST7,False
CHST9,False
CHSY1,False
CHSY3,False
CHTF18,False
CHTF8,False
CHTOP,False
CHUK,True
CHURC1,False
CIAO1,False
CIAO2A,False
CIAO2B,False
CIAO3,False
CIAPIN1,False
CIART,False
CIB1,False
CIB2,False
CIC,False
CICP18,False
CIDEA,True
CIDEB,False
CIDECP1,False
CIITA,True
CILP,False
CINP,False
CIP2A,False
CIPC,False
CIR1,True
CIRBP,False
CISD1,False
CISD2,False
CISD3,False
CISH,True
CIT,True
CITED2,True
CITED4,False
CIZ1,False
CKAP2,False
CKAP2L,False
CKAP4,True
CKAP5,True
CKB,True
CKLF,False
CKLF-CMTM1,False
CKM,True
CKMT1A,False
CKMT1B,False
CKMT2,True
CKMT2-AS1,False
CKS1B,True
CKS2,True
CLASP1,True
CLASP2,False
CLASRP,False
CLBA1,False
CLCA2,True
CLCA3P,False
CLCA4,False
CLCC1,False
CLCF1,True
CLCN1,False
CLCN2,True
CLCN3,True
CLCN4,False
CLCN5,False
CLCN6,False
CLCN7,False
CLDN1,False
CLDN10,False
CLDN11,True
CLDN12,False
CLDN15,True
CLDN16,True
CLDN17,False
CLDN22,False
CLDN23,False
CLDN4,True
CLDN5,True
CLDN7,True
CLDN8,True
CLDND1,False
CLEC10A,False
CLEC11A,False
CLEC12A,False
CLEC14A,False
CLEC16A,False
CLEC18A,False
CLEC18B,False
CLEC1A,False
CLEC2B,False
CLEC2D,False
CLEC3B,False
CLEC4A,True
CLEC4E,False
CLEC4F,False
CLEC5A,True
CLEC7A,False
CLGN,True
CLHC1,False
CLIC1,False
CLIC2,True
CLIC3,True
CLIC4,False
CLIC5,False
CLIC6,False
CLINT1,False
CLIP1,True
CLIP2,True
CLIP3,False
CLIP4,False
CLK1,False
CLK2,False
CLK3,False
CLK4,False
CLMN,False
CLMP,False
CLN3,False
CLN5,True
CLN6,True
CLN8,True
CLNK,False
CLNS1A,True
CLOCK,False
CLP1,True
CLPB,True
CLPP,False
CLPTM1,False
CLPTM1L,False
CLPX,False
CLSPN,False
CLSTN1,False
CLSTN2,False
CLSTN3,True
CLTA,True
CLTB,True
CLTC,True
CLTCL1,False
CLTRN,False
CLU,True
CLUAP1,False
CLUH,False
CLUHP3,False
CLVS1,True
CLYBL,False
CMAHP,False
CMAS,False
CMBL,True
CMC1,False
CMC2,False
CMC4,False
CMIP,False
CMKLR1,True
CMPK1,True
CMPK2,True
CMSS1,False
CMTM1,False
CMTM3,False
CMTM4,False
CMTM6,False
CMTM7,False
CMTM8,False
CMTR1,True
CMTR2,False
CMYA5,False
CNBD2,False
CNBP,True
CNDP2,True
CNEP1R1,False
CNFN,False
CNGA1,False
CNGB1,False
CNIH1,False
CNIH2,True
CNIH3,False
CNIH4,False
CNKSR1,False
CNKSR2,False
CNKSR3,False
CNN1,False
CNN2,True
CNN3,True
CNNM1,False
CNNM2,False
CNNM3,False
CNNM4,False
CNOT1,False
CNOT10,False
CNOT11,False
CNOT3,False
CNOT4,True
CNOT6,True
CNOT6L,False
CNOT6LP1,False
CNOT7,False
CNOT8,False
CNOT9,True
CNP,True
CNPPD1,False
CNPY2,False
CNPY3,False
CNPY4,False
CNR1,False
CNRIP1,False
CNST,False
CNTF,False
CNTFR,True
CNTLN,False
CNTN1,True
CNTN3,False
CNTN4,False
CNTNAP1,False
CNTNAP2,False
CNTNAP3,False
CNTNAP3B,False
CNTNAP3C,False
CNTNAP3P2,False
CNTRL,True
CNTROB,True
COA1,False
COA3,False
COA4,False
COA5,False
COA6,False
COA7,False
COASY,False
COBL,False
COBLL1,False
COCH,True
COG1,False
COG2,True
COG3,False
COG4,False
COG5,False
COG6,False
COG7,False
COG8,False
COIL,True
COL10A1,False
COL11A2,False
COL12A1,True
COL13A1,False
COL14A1,False
COL15A1,True
COL16A1,True
COL17A1,True
COL18A1,False
COL19A1,False
COL1A1,True
COL1A2,True
COL21A1,False
COL22A1,False
COL23A1,False
COL24A1,False
COL25A1,False
COL27A1,False
COL28A1,False
COL3A1,True
COL4A1,True
COL4A2,True
COL4A3,False
COL4A3BP,False
COL4A4,False
COL4A5,False
COL4A6,False
COL5A1,True
COL5A2,True
COL5A3,True
COL6A1,True
COL6A2,True
COL6A3,True
COL6A5,False
COL6A6,False
COL7A1,True
COL8A1,False
COL8A2,True
COL9A2,False
COL9A3,False
COLCA1,False
COLCA2,False
COLEC12,False
COLGALT1,True
COLGALT2,False
COLQ,False
COMMD1,False
COMMD10,False
COMMD2,False
COMMD3,False
COMMD3-BMI1,False
COMMD4,False
COMMD5,False
COMMD6,False
COMMD7,False
COMMD8,False
COMMD9,False
COMP,True
COMT,True
COMTD1,False
COP1,False
COPA,True
COPB1,True
COPB2,True
COPE,True
COPG1,False
COPG2,False
COPRS,False
COPS2,False
COPS3,False
COPS4,False
COPS5,True
COPS6,False
COPS7A,False
COPS7B,False
COPS8,False
COPS9,False
COPZ1,False
COPZ2,True
COQ10A,False
COQ10B,False
COQ2,False
COQ3,True
COQ4,False
COQ5,True
COQ6,False
COQ7,False
COQ8A,True
COQ8B,False
COQ9,True
CORIN,False
CORO1A,True
CORO1B,False
CORO1C,False
CORO2A,False
CORO2B,False
CORO6,False
CORO7,False
COTL1,False
COX10,True
COX10-AS1,False
COX11,True
COX14,False
COX15,True
COX16,False
COX17,True
COX18,False
COX19,False
COX20,False
COX4I1,True
COX5A,True
COX5B,True
COX6A1,True
COX6A1P2,False
COX6A2,True
COX6B1,True
COX6B2,False
COX6C,True
COX7A1,True
COX7A2,True
COX7A2L,True
COX7B,True
COX7C,True
COX8A,True
CP,True
CPA3,False
CPA4,False
CPA6,False
CPAMD8,False
CPD,False
CPE,True
CPEB1,False
CPEB2,True
CPEB3,True
CPEB4,False
CPED1,False
CPLANE1,False
CPLANE2,False
CPM,True
CPNE1,False
CPNE2,False
CPNE3,False
CPNE5,False
CPNE7,False
CPNE8,False
CPOX,True
CPPED1,False
CPQ,True
CPS1,False
CPSF1,False
CPSF2,False
CPSF3,False
CPSF4,False
CPSF6,False
CPSF7,False
CPT1A,True
CPT1B,False
CPT1C,False
CPT2,True
CPTP,False
CPVL,False
CPXM1,False
CPXM2,False
CPZ,False
CR1,True
CR381653.1,False
CRABP1,True
CRABP2,True
CRACR2A,False
CRACR2B,False
CRADD,False
CRAMP1,False
CRAT,True
CRB3,True
CRBN,False
CRCP,False
CRCT1,False
CREB1,False
CREB3,False
CREB3L1,False
CREB3L2,False
CREB3L4,False
CREB5,False
CREBBP,True
CREBL2,False
CREBRF,False
CREBZF,False
CREG1,True
CREG2,False
CRELD1,False
CRELD2,False
CREM,False
CRIM1,False
CRIM1-DT,False
CRIP1,False
CRIP2,True
CRIPT,False
CRISP3,False
CRISPLD1,False
CRISPLD2,False
CRK,False
CRKL,False
CRLF1,True
CRLF3,False
CRLS1,False
CRMP1,True
CRNDE,False
CRNKL1,False
CRNN,False
CROCC,True
CROCCP2,True
CROCCP3,False
CROT,True
CRPPA,False
CRTAC1,False
CRTAM,True
CRTAP,False
CRTC1,False
CRTC2,False
CRTC3,False
CRY1,False
CRY2,False
CRYAB,True
CRYBB2P1,False
CRYBG1,True
CRYBG2,False
CRYBG3,False
CRYGS,False
CRYL1,False
CRYM,False
CRYM-AS1,False
CRYZ,True
CRYZL1,False
CRYZL2P,False
CRYZL2P-SEC16B,False
CS,True
CSAD,True
CSDC2,False
CSDE1,False
CSE1L,True
CSF1,True
CSF1R,False
CSF2RA,True
CSF2RB,True
CSF3,True
CSF3R,True
CSGALNACT1,False
CSGALNACT2,False
CSK,True
CSKMT,False
CSMD1,False
CSMD2,False
CSNK1A1,False
CSNK1D,True
CSNK1E,True
CSNK1G1,False
CSNK1G2,False
CSNK1G3,False
CSNK2A1,False
CSNK2A2,True
CSNK2A3,False
CSNK2B,True
CSPG4,False
CSPG4P10,False
CSPG4P11,False
CSPG4P12,False
CSPP1,False
CSRNP1,False
CSRNP2,True
CSRNP3,False
CSRP1,True
CSRP2,True
CSRP3,True
CST1,False
CST3,False
CST6,False
CST7,True
CSTA,False
CSTB,False
CSTF1,False
CSTF2,True
CSTF2T,False
CSTF3,True
CT69,False
CTAGE15,False
CTAGE4,False
CTAGE6,False
CTAGE8,False
CTBP1,True
CTBP1-DT,False
CTBP2,False
CTBP2P8,False
CTBS,False
CTC1,False
CTCF,True
CTDNEP1,False
CTDP1,False
CTDSP1,False
CTDSP2,False
CTDSPL,False
CTDSPL2,False
CTF1,True
CTH,True
CTHRC1,True
CTIF,False
CTLA4,True
CTNNA1,True
CTNNA3,False
CTNNAL1,False
CTNNB1,True
CTNNBIP1,False
CTNNBL1,False
CTNND1,True
CTNS,True
CTPS1,True
CTPS2,False
CTR9,False
CTSA,False
CTSB,True
CTSC,True
CTSD,True
CTSF,True
CTSG,False
CTSH,True
CTSK,True
CTSL,True
CTSO,True
CTSS,True
CTSV,True
CTSW,False
CTSZ,True
CTTN,True
CTTNBP2,False
CTTNBP2NL,False
CTU1,False
CTU2,False
CU633904.1,False
CU633906.1,False
CU633906.2,False
CU633967.1,False
CU634019.1,False
CU634019.6,False
CU638689.4,False
CU638689.5,False
CU639417.1,False
CUBN,False
CUEDC1,False
CUEDC2,False
CUL1,True
CUL2,False
CUL3,True
CUL4A,True
CUL4B,False
CUL5,True
CUL7,False
CUL9,False
CUTA,False
CUTALP,False
CUTC,False
CUX1,False
CWC15,False
CWC22,False
CWC25,False
CWC27,False
CWF19L1,False
CWF19L2,False
CWH43,False
CX3CL1,True
CX3CR1,False
CXADR,False
CXCL1,True
CXCL10,True
CXCL11,True
CXCL12,True
CXCL13,True
CXCL14,True
CXCL16,True
CXCL17,False
CXCL2,True
CXCL3,True
CXCL5,False
CXCL6,True
CXCL8,True
CXCL9,True
CXCR1,False
CXCR2,False
CXCR3,True
CXCR4,True
CXCR6,True
CXXC1,True
CXXC4,False
CXXC5,False
CXorf21,False
CXorf38,False
CXorf40A,False
CXorf40B,False
CXorf56,False
CYB561,False
CYB561A3,False
CYB561D1,False
CYB561D2,False
CYB5A,True
CYB5B,True
CYB5D1,False
CYB5D2,False
CYB5R1,True
CYB5R2,False
CYB5R3,True
CYB5R4,False
CYB5RL,False
CYBA,False
CYBB,True
CYBC1,False
CYBRD1,False
CYC1,True
CYCS,True
CYFIP1,True
CYFIP2,True
CYGB,False
CYHR1,False
CYLD,True
CYP11A1,False
CYP1B1,False
CYP1B1-AS1,False
CYP20A1,False
CYP24A1,False
CYP26B1,True
CYP27A1,True
CYP27B1,False
CYP27C1,False
CYP2C18,True
CYP2C19,False
CYP2C9,False
CYP2D7,False
CYP2E1,True
CYP2J2,True
CYP2R1,False
CYP2S1,True
CYP2T1P,False
CYP2U1,False
CYP39A1,True
CYP3A4,False
CYP3A5,False
CYP46A1,True
CYP4B1,True
CYP4F11,True
CYP4F12,False
CYP4F22,False
CYP4F26P,False
CYP4F29P,False
CYP4F3,False
CYP4V2,False
CYP4X1,False
CYP51A1,True
CYP51A1P3,False
CYP7B1,True
CYREN,False
CYS1,False
CYSLTR1,False
CYSLTR2,False
CYSRT1,False
CYSTM1,False
CYTH1,False
CYTH2,True
CYTH3,False
CYTH4,False
CYTIP,False
CYTL1,False
CYTOR,False
CYYR1,False
CZIB,False
D2HGDH,True
DAAM1,True
DAAM2,False
DAB2,True
DAB2IP,False
DACH1,False
DACT1,False
DACT2,False
DACT3,False
DAD1,True
DAG1,False
DAGLA,False
DAGLB,False
DALRD3,False
DANCR,False
DANT2,False
DAP,True
DAP3,True
DAPK1,False
DAPK2,True
DAPK3,False
DAPL1,False
DAPP1,True
DARS,False
DARS-AS1,False
DARS2,False
DAXX,False
DAZAP1,False
DAZAP2,False
DBF4,True
DBF4B,False
DBIL5P,False
DBN1,False
DBNDD1,False
DBNDD2,False
DBNL,False
DBP,True
DBR1,False
DBT,True
DCAF1,False
DCAF10,True
DCAF11,True
DCAF12,False
DCAF13,False
DCAF13P3,False
DCAF15,False
DCAF16,False
DCAF17,False
DCAF4,False
DCAF5,False
DCAF6,False
DCAF7,False
DCAF8,False
DCAKD,False
DCBLD1,False
DCBLD2,True
DCHS1,False
DCHS2,False
DCK,True
DCLK1,False
DCLK2,False
DCLK3,False
DCLRE1A,False
DCLRE1B,True
DCLRE1C,False
DCN,True
DCP1A,True
DCP1B,False
DCP2,True
DCPS,True
DCST1-AS1,False
DCST2,False
DCTD,False
DCTN1,True
DCTN2,False
DCTN3,False
DCTN4,True
DCTN5,False
DCTN6,False
DCTPP1,True
DCUN1D1,True
DCUN1D2,False
DCUN1D3,False
DCUN1D4,False
DCUN1D5,False
DCXR,True
DDA1,False
DDAH1,True
DDAH2,True
DDB1,True
DDB2,True
DDHD1,False
DDHD2,False
DDI2,False
DDIAS,False
DDIT3,True
DDIT4,True
DDIT4L,False
DDN,False
DDO,False
DDOST,False
DDR1,False
DDR2,False
DDRGK1,False
DDT,True
DDTL,False
DDX1,False
DDX10,True
DDX11,False
DDX11L2,False
DDX12P,False
DDX17,False
DDX18,True
DDX19A,False
DDX19B,False
DDX20,False
DDX21,True
DDX23,False
DDX24,False
DDX27,False
DDX28,False
DDX31,False
DDX39A,True
DDX39B,False
DDX3X,False
DDX3Y,False
DDX41,False
DDX42,False
DDX46,False
DDX47,False
DDX49,False
DDX5,False
DDX50,False
DDX50P1,False
DDX51,False
DDX52,False
DDX54,False
DDX55,False
DDX56,False
DDX58,True
DDX59,False
DDX6,False
DDX60,True
DDX60L,False
DEAF1,False
DECR1,True
DECR2,False
DEDD,False
DEDD2,False
DEF6,True
DEF8,False
DEFB1,False
DEFB103A,False
DEFB103B,False
DEFB4A,False
DEFB4B,False
DEGS1,True
DEGS2,False
DEK,True
DELE1,False
DENND1A,False
DENND1B,False
DENND1C,False
DENND2A,False
DENND2C,False
DENND2D,False
DENND3,False
DENND4A,False
DENND4B,False
DENND4C,False
DENND5A,True
DENND5B,False
DENND6A,False
DENND6B,False
DENR,False
DEPDC1,True
DEPDC1B,False
DEPDC4,False
DEPDC5,False
DEPDC7,False
DEPP1,False
DEPTOR,True
DERA,False
DERL1,False
DERL2,False
DERL3,False
DERPC,False
DES,True
DESI1,False
DESI2,False
DET1,False
DEXI,False
DFFA,True
DFFB,False
DGAT1,True
DGAT2,False
DGCR11,False
DGCR2,False
DGCR5,False
DGCR6,False
DGCR6L,False
DGCR8,True
DGKA,True
DGKD,False
DGKE,False
DGKG,True
DGKH,True
DGKI,False
DGKQ,False
DGKZ,False
DGKZP1,False
DGLUCY,False
DGUOK,True
DGUOK-AS1,False
DHCR24,True
DHCR7,True
DHDDS,False
DHFR,True
DHFR2,False
DHODH,False
DHPS,True
DHRS1,True
DHRS11,False
DHRS12,False
DHRS13,False
DHRS2,True
DHRS3,True
DHRS4,False
DHRS4-AS1,False
DHRS4L2,False
DHRS7,True
DHRS7B,True
DHRS9,False
DHRSX,False
DHTKD1,False
DHX15,True
DHX16,True
DHX29,False
DHX30,False
DHX32,False
DHX33,False
DHX34,False
DHX35,False
DHX36,False
DHX37,False
DHX38,False
DHX40,False
DHX57,False
DHX58,True
DHX8,False
DHX9,False
DIABLO,True
DIAPH1,False
DIAPH2,False
DIAPH2-AS1,False
DIAPH3,True
DICER1,False
DICER1-AS1,False
DIDO1,False
DIMT1,False
DIO2,True
DIO3,False
DIO3OS,False
DIP2A,False
DIP2B,False
DIP2C,False
DIPK1A,False
DIPK1B,False
DIPK2A,False
DIPK2B,False
DIRAS1,False
DIRAS3,False
DIRC3,False
DIS3,False
DIS3L,False
DIS3L2,False
DISC1,False
DISP1,False
DISP2,False
DIXDC1,False
DKC1,True
DKK1,True
DKK2,False
DKK3,False
DKK4,True
DLAT,True
DLC1,True
DLD,True
DLEU1,False
DLEU2,False
DLEU2L,False
DLEU7,False
DLG1,True
DLG1-AS1,False
DLG2,False
DLG3,False
DLG4,True
DLG5,True
DLG5-AS1,False
DLGAP1,False
DLGAP1-AS1,False
DLGAP1-AS2,False
DLGAP2,False
DLGAP4,False
DLGAP5,True
DLK1,False
DLK2,True
DLL1,True
DLL4,False
DLST,True
DLX1,False
DLX2,False
DLX3,False
DLX4,False
DLX5,False
DLX6-AS1,False
DMAC1,False
DMAC2,False
DMAC2L,True
DMAP1,False
DMBT1,False
DMC1,True
DMD,True
DMGDH,False
DMKN,False
DMPK,True
DMRT2,False
DMRTA1,False
DMTF1,False
DMTN,True
DMWD,False
DMXL1,False
DMXL2,False
DNA2,False
DNAAF2,False
DNAAF3,False
DNAAF4,False
DNAAF5,False
DNAH1,False
DNAH10OS,False
DNAH11,False
DNAH14,False
DNAH17,False
DNAH2,False
DNAH3,False
DNAH5,False
DNAH7,False
DNAH9,False
DNAJA1,True
DNAJA2,False
DNAJA3,False
DNAJA4,True
DNAJB1,True
DNAJB11,False
DNAJB12,False
DNAJB14,False
DNAJB2,False
DNAJB4,True
DNAJB5,False
DNAJB6,False
DNAJB9,True
DNAJC1,True
DNAJC10,False
DNAJC11,False
DNAJC12,True
DNAJC13,False
DNAJC14,False
DNAJC15,True
DNAJC16,False
DNAJC17,False
DNAJC18,False
DNAJC19,False
DNAJC19P5,False
DNAJC2,False
DNAJC21,False
DNAJC22,False
DNAJC24,False
DNAJC25,False
DNAJC25-GNG10,False
DNAJC27,False
DNAJC27-AS1,False
DNAJC28,False
DNAJC3,True
DNAJC3-DT,False
DNAJC30,False
DNAJC4,False
DNAJC5,False
DNAJC6,False
DNAJC7,False
DNAJC8,False
DNAJC9,False
DNAL1,False
DNAL4,False
DNALI1,False
DNASE1,False
DNASE1L1,False
DNASE1L2,False
DNASE1L3,False
DNASE2,False
DNER,False
DNHD1,False
DNLZ,False
DNM1,False
DNM1L,True
DNM1P47,False
DNM1P51,False
DNM2,False
DNM3,False
DNM3OS,False
DNMBP,True
DNMT1,True
DNMT3A,False
DNMT3B,False
DNPEP,False
DNPH1,False
DNTTIP1,False
DNTTIP2,True
DOC2B,False
DOCK1,False
DOCK10,True
DOCK11,False
DOCK2,True
DOCK3,False
DOCK4,True
DOCK5,False
DOCK6,False
DOCK7,False
DOCK8,False
DOCK9,True
DOCK9-DT,False
DOHH,False
DOK1,False
DOK2,False
DOK3,False
DOK4,False
DOK5,False
DOK6,False
DOK7,False
DOLK,False
DOLPP1,False
DONSON,True
DOP1A,True
DOP1B,False
DOT1L,False
DPAGT1,False
DPCD,False
DPEP2,False
DPF1,False
DPF2,False
DPF3,False
DPH1,False
DPH2,False
DPH3,False
DPH5,False
DPH6,False
DPH7,False
DPM1,False
DPM2,False
DPM3,False
DPP3,False
DPP4,True
DPP7,False
DPP8,False
DPP9,False
DPT,False
DPY19L1,False
DPY19L1P1,False
DPY19L2,False
DPY19L2P2,False
DPY19L3,False
DPY19L4,False
DPY30,False
DPYD,True
DPYSL2,True
DPYSL3,True
DPYSL4,True
DQX1,False
DR1,True
DRAIC,False
DRAM1,True
DRAM2,True
DRAP1,False
DRAXIN,False
DRC3,False
DRG1,False
DRG2,False
DROSHA,False
DRP2,False
DSC1,True
DSC2,True
DSC3,True
DSCC1,True
DSE,False
DSEL,False
DSG1,False
DSG1-AS1,False
DSG2,False
DSG3,False
DSG4,False
DSN1,False
DSP,False
DST,True
DSTN,False
DSTNP2,False
DSTYK,False
DTD1,False
DTD2,False
DTHD1,False
DTL,False
DTNA,True
DTNB,True
DTNBP1,False
DTWD1,False
DTWD2,False
DTX1,True
DTX2,True
DTX2P1,False
DTX2P1-UPK3BP1-PMS2P11,False
DTX3,False
DTX3L,False
DTX4,True
DTYMK,True
DUBR,False
DUOX1,False
DUOX2,False
DUOXA1,False
DUOXA2,False
DUS1L,False
DUS2,False
DUS3L,False
DUS4L,False
DUSP1,True
DUSP10,False
DUSP11,False
DUSP12,False
DUSP13,False
DUSP14,True
DUSP16,False
DUSP18,False
DUSP19,False
DUSP2,True
DUSP22,False
DUSP23,False
DUSP26,False
DUSP27,False
DUSP28,False
DUSP3,True
DUSP4,True
DUSP5,True
DUSP6,True
DUSP7,False
DUSP8,False
DUSP8P5,False
DUSP9,False
DUT,True
DUXAP10,False
DUXAP8,False
DUXAP9,False
DVL1,False
DVL2,True
DVL3,False
DXO,False
DYM,False
DYNAP,False
DYNC1H1,True
DYNC1I1,False
DYNC1I2,False
DYNC1I2P1,False
DYNC1LI1,False
DYNC1LI2,False
DYNC2H1,False
DYNC2LI1,False
DYNLL1,False
DYNLL2,True
DYNLRB1,False
DYNLT1,False
DYNLT3,True
DYRK1A,True
DYRK1B,False
DYRK2,True
DYRK3,True
DYRK4,False
DYSF,False
DZANK1,False
DZIP1,False
DZIP1L,False
DZIP3,False
E2F1,True
E2F2,True
E2F3,True
E2F4,True
E2F5,True
E2F6,False
E2F7,False
E2F8,True
E4F1,False
EAF1,False
EAF2,False
EAPP,False
EARS2,False
EBAG9,False
EBF1,False
EBF2,False
EBF3,False
EBF4,False
EBI3,True
EBLN2,False
EBLN3P,False
EBNA1BP2,False
EBP,True
EBPL,False
ECD,True
ECE1,False
ECH1,True
ECHDC1,False
ECHDC2,False
ECHDC3,False
ECHS1,True
ECI1,True
ECI2,True
ECM1,True
ECM2,True
ECPAS,False
ECSCR,False
ECSIT,True
ECT2,True
EDA,False
EDA2R,False
EDAR,True
EDARADD,False
EDC3,False
EDC4,True
EDDM13,False
EDEM1,True
EDEM2,False
EDEM3,False
EDF1,True
EDIL3,True
EDN1,True
EDN2,True
EDN3,False
EDNRA,False
EDNRB,False
EDRF1,False
EDRF1-DT,False
EEA1,False
EED,True
EEF1A1,False
EEF1A1P13,False
EEF1A1P3,False
EEF1A1P5,False
EEF1A1P6,False
EEF1A2,False
EEF1AKMT1,True
EEF1AKMT2,False
EEF1AKMT3,False
EEF1AKMT4,False
EEF1AKNMT,False
EEF1B2,True
EEF1B2P3,False
EEF1B2P6,False
EEF1D,False
EEF1E1,True
EEF1G,False
EEF2,True
EEF2K,False
EEF2KMT,False
EEFSEC,False
EEPD1,False
EFCAB1,False
EFCAB11,False
EFCAB13,False
EFCAB14,False
EFCAB2,False
EFCAB6,False
EFCAB7,False
EFCC1,False
EFEMP1,True
EFEMP2,True
EFHC1,True
EFHC2,False
EFHD1,True
EFHD2,False
EFL1,False
EFNA1,True
EFNA3,True
EFNA4,False
EFNA5,True
EFNB1,False
EFNB2,False
EFNB3,False
EFR3A,False
EFR3B,False
EFS,True
EFTUD2,False
EGF,True
EGFL6,False
EGFL7,False
EGFL8,False
EGFLAM,False
EGFR,True
EGLN1,False
EGLN2,True
EGLN3,True
EGR1,True
EGR2,True
EGR3,True
EHBP1,False
EHBP1L1,False
EHD1,True
EHD2,False
EHD3,False
EHD4,False
EHF,False
EHHADH,True
EHMT1,False
EHMT2,False
EI24,True
EID1,False
EID2,False
EID2B,False
EID3,False
EIF1,True
EIF1AD,False
EIF1AX,True
EIF1AY,False
EIF1B,True
EIF1B-AS1,False
EIF2A,False
EIF2AK1,True
EIF2AK2,True
EIF2AK3,True
EIF2AK3-DT,False
EIF2AK4,False
EIF2B1,False
EIF2B2,False
EIF2B3,False
EIF2B4,False
EIF2B5,False
EIF2D,False
EIF2S1,True
EIF2S2,True
EIF2S2P4,False
EIF2S3,True
EIF2S3B,False
EIF3A,True
EIF3B,True
EIF3C,False
EIF3CL,False
EIF3D,True
EIF3E,False
EIF3EP1,False
EIF3F,False
EIF3FP3,False
EIF3G,False
EIF3H,False
EIF3I,False
EIF3J,True
EIF3J-DT,False
EIF3K,False
EIF3L,False
EIF3M,False
EIF4A1,True
EIF4A1P10,False
EIF4A2,True
EIF4A3,True
EIF4B,False
EIF4BP6,False
EIF4BP7,False
EIF4E,True
EIF4E2,False
EIF4E3,True
EIF4EBP1,True
EIF4EBP2,False
EIF4EBP3,False
EIF4ENIF1,False
EIF4EP2,False
EIF4G1,True
EIF4G2,True
EIF4G3,True
EIF4H,True
EIF5,True
EIF5A,True
EIF5A2,False
EIF5AL1,False
EIF5B,False
EIF6,False
EIPR1,False
ELAC1,False
ELAC2,False
ELAVL1,False
ELAVL2,False
ELF1,True
ELF2,False
ELF3,True
ELF3-AS1,False
ELF4,True
ELF5,False
ELFN1,False
ELK1,False
ELK3,False
ELK4,True
ELL,True
ELL2,True
ELL3,False
ELMO1,False
ELMO2,False
ELMO3,False
ELMOD1,False
ELMOD2,False
ELMOD3,True
ELMSAN1,False
ELN,True
ELOA,True
ELOA-AS1,False
ELOB,False
ELOC,False
ELOCP19,False
ELOF1,False
ELOVL1,False
ELOVL2,True
ELOVL4,False
ELOVL5,True
ELOVL6,True
ELOVL7,False
ELP1,True
ELP2,False
ELP3,False
ELP4,True
ELP5,False
ELP6,False
EMB,False
EMBP1,False
EMC1,False
EMC10,False
EMC2,False
EMC3,False
EMC3-AS1,False
EMC4,False
EMC6,False
EMC7,False
EMC8,False
EMC9,False
EMCN,False
EMD,False
EME1,False
EME2,False
EMG1,False
EMID1,False
EMILIN1,False
EMILIN2,False
EMILIN3,False
EML1,False
EML2,False
EML3,False
EML4,False
EML6,False
EMP1,True
EMP2,True
EMP3,True
EMSY,False
EMX2OS,False
EN1,False
ENAH,False
ENC1,False
ENDOD1,True
ENDOG,False
ENDOU,False
ENDOV,False
ENG,True
ENGASE,False
ENKD1,False
ENKUR,False
ENO1,True
ENO1P1,False
ENO2,True
ENO3,True
ENOPH1,False
ENOSF1,False
ENOX1,False
ENOX2,False
ENPEP,True
ENPP1,True
ENPP2,True
ENPP3,False
ENPP4,False
ENPP5,False
ENSA,False
ENSAP2,False
ENTPD1,False
ENTPD1-AS1,False
ENTPD2,False
ENTPD3,False
ENTPD3-AS1,False
ENTPD4,False
ENTPD5,True
ENTPD6,False
ENTPD7,True
ENTR1,False
ENY2,False
EOGT,False
EOMES,True
EP300,False
EP400,False
EP400P1,False
EPAS1,False
EPB41,True
EPB41L1,False
EPB41L2,True
EPB41L3,True
EPB41L4A,False
EPB41L4A-AS1,False
EPB41L4B,False
EPB41L5,False
EPC1,False
EPC2,False
EPCAM,True
EPDR1,False
EPG5,False
EPGN,False
EPHA1,False
EPHA1-AS1,False
EPHA10,False
EPHA2,True
EPHA3,False
EPHA4,False
EPHA6,False
EPHA7,False
EPHB1,False
EPHB2,True
EPHB3,True
EPHB4,True
EPHB6,False
EPHX1,True
EPHX2,True
EPHX3,False
EPM2A,False
EPM2AIP1,False
EPN1,False
EPN2,False
EPN3,False
EPOP,False
EPOR,True
EPPK1,False
EPRS,False
EPS15,False
EPS15L1,False
EPS8,False
EPS8L1,False
EPS8L2,True
EPSTI1,True
ERAL1,False
ERAP1,False
ERAP2,True
ERBB2,True
ERBB3,True
ERBB4,False
ERBIN,False
ERC1,False
ERC2,False
ERCC1,True
ERCC2,True
ERCC3,True
ERCC4,True
ERCC5,True
ERCC6,False
ERCC6L,False
ERCC6L2,False
ERCC8,True
EREG,True
ERF,False
ERFE,False
ERG,False
ERG28,False
ERGIC1,False
ERGIC2,False
ERGIC3,True
ERH,True
ERI1,False
ERI2,False
ERI3,False
ERICH1,False
ERICH6-AS1,False
ERLEC1,False
ERLIN1,False
ERLIN2,False
ERMAP,True
ERMARD,False
ERMN,False
ERMP1,False
ERN1,True
ERO1A,True
ERO1B,False
ERP27,False
ERP29,True
ERP44,False
