gene,discovery_log2FoldChange,discovery_lfcSE,discovery_pvalue,discovery_padj,discovery_test_status,validation_log2FoldChange,validation_lfcSE,validation_pvalue,validation_padj,validation_test_status,discovery_candidate,mapping_status,testable,same_direction,replicated,replicated_large_effect,validation_outcome,lfc_difference
FIBP,0.5542282102770243,0.467394646190523,0.2357083578388455,0.5560990250036864,tested,0.5857769753258419,0.15970020376707925,0.0002444753679396449,0.0009237567135702098,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.03154876504881765
FIG4,-0.6745749679769283,0.4700222280046445,0.1512306795134765,0.4396318536160998,tested,-1.027678486188386,0.18872082704776905,5.166125915458846e-08,5.120230293777923e-07,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.3531035182114578
FIGNL1,-0.6612732367381512,0.5052413395410841,0.190593139878954,0.4992200268183223,tested,0.2676477490895267,0.21134075273590322,0.20536005709915928,0.29189974671285185,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.9289209858276779
FILIP1,-3.520783821436752,0.4817740168900665,2.712344597889861e-13,2.6738735406708296e-11,tested,-1.0704928650087902,0.38139650014089993,0.005004070815790797,0.012720402173435733,tested,True,matched_exact_symbol,True,True,True,True,replicated,2.450290956427962
FILIP1L,-1.9475182309774548,0.5086349669434492,0.0001287113224145,0.0020212872246444,tested,0.6517901193062079,0.3727710867663158,0.08037754403530321,0.134150459189356,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.5993083502836627
FIP1L1,0.2975066724337269,0.4140466697977647,0.4724279984823465,0.7687709883461799,tested,0.0035255664564520207,0.10121531401810764,0.9722134309050089,0.9789039791095673,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.2939811059772749
FIZ1,0.629823041952507,0.5768709557416514,0.2749245762309126,0.6022430354215946,tested,-0.08340229369085453,0.1174166108716608,0.47751138759651557,0.5726671774118384,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,-0.7132253356433615
FJX1,0.4871533003937366,0.4952704844675165,0.325307009282792,0.6547270956944469,tested,1.644650366418978,0.3079405568021947,9.253491482705662e-08,8.647896490381994e-07,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,1.1574970660252415
FKBP10,0.9737640376875664,0.5351802193074726,0.0688341493430516,0.2784642175579901,tested,2.64364503222831,0.43116049693623526,8.707408206627074e-10,1.3028267936990214e-08,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,1.6698809945407436
FKBP14,0.1788200744167927,0.4941852566039276,0.71746542726098,0.8989495263928271,tested,1.249293580109929,0.2758630829821787,5.935539062956047e-06,3.551772453025995e-05,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,1.0704735056931363
FKBP15,-0.3500846377591105,0.4470777779312828,0.4335972470068884,0.7447958799024925,tested,0.17715345206937022,0.12997750190718144,0.17289677578118523,0.25357045236704406,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.5272380898284807
FKBP1A,0.4488809078767006,0.4784323122809588,0.3481247642793663,0.6728106647385987,tested,0.6766954153491537,0.14097773149359785,1.586526819846814e-06,1.0959560268678649e-05,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.22781450747245308
FKBP3,-0.0256098198244516,0.4682775016112443,0.9563859071067532,0.9903641495631172,tested,0.07351198771240806,0.18372433843114325,0.6890673105925236,0.7583139022242014,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.09912180753685966
FKBP4,1.0673141584309422,0.3821468118965197,0.0052230938967842,0.0429693305497952,tested,-0.051728144708647346,0.15962682844795456,0.745895101010214,0.8057508807209102,tested,True,matched_exact_symbol,True,False,False,False,not_significant,-1.1190423031395895
FKBP5,-0.5002736331646924,0.4062582233031652,0.218166619397335,0.5315534562589058,tested,-0.6569634354981562,0.26820025836244965,0.01430444865674826,0.03113074963703444,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.15668980233346375
FKBP8,-0.1628929229837556,0.403271991284246,0.686265530539167,0.8827014769643106,tested,-0.22581476502802178,0.13365461779542964,0.09111607608289436,0.149185650163242,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.06292184204426618
FKBP9,1.0732550337748985,0.4709520312028767,0.0226727011343161,0.1319664255496539,tested,1.3565579140564108,0.21807189311367048,4.949693704045759e-10,7.756982670519472e-09,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.2833028802815123
FKRP,0.063794188552417,0.507639839592878,0.89999456927469,0.9716722787791484,tested,0.3255841791860455,0.13779502999959992,0.01813671535126289,0.03805128925952546,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.2617899906336285
FKTN,0.3759555272275601,0.4086203891130331,0.3575410834546052,0.6811109016816106,tested,0.09210811604770322,0.0860855411090559,0.28463715449898164,0.379473687938369,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.2838474111798569
FLAD1,0.8052478204099923,0.4156353729813519,0.052697686585573,0.2353919622738225,tested,0.504445523746155,0.157972395756847,0.0014068056606760396,0.0042525793468361234,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.3008022966638373
FLCN,0.3830320069727397,0.4397519018266154,0.3837440952926227,0.7045815213464339,tested,0.36737910191391077,0.17234545930831627,0.03303615345638814,0.06354475637893624,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.015652905058828936
FLG,-5.278922574749261,1.950260091289098,0.0067939518837066,0.0525605732623139,tested,-1.1839267808822989,0.8729513496159058,0.17502455236790737,0.2559131929691306,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,4.094995793866962
FLI1,-1.9705061614113448,0.4593620625280714,1.7894844207260286e-05,0.0003547230815876,tested,0.41636731464316046,0.2738417564054932,0.12839368246457425,0.19806647930106736,tested,True,matched_exact_symbol,True,False,False,False,not_significant,2.386873476054505
FLII,-0.2473219089583734,0.4127216520338291,0.5490086743524545,0.8151335687884238,tested,0.02036805712578808,0.15115226635523818,0.8928080264034639,0.9197566382698581,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.26768996608416146
FLJ10213,-1.0873421090237396,0.575484057831633,0.0588330091587638,0.2535273151033523,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ10357,0.0191563543864687,0.4381416797481968,0.9651261410344242,0.9924952797938426,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ10404,-0.5794191697201027,0.4110508055375773,0.1586564224153628,0.4525448271249115,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ11151,-1.0845306686443996,0.4633671659130381,0.0192557329107482,0.1177604678676943,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ11506,0.3025940925138338,0.4339672154791575,0.4856312837319385,0.7789294376777266,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ12529,-0.0481871971939418,0.396431540826587,0.9032535291890476,0.9723928248447724,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ16165,0.8413995353827571,0.655595036337974,0.1993472385677436,0.5089833954029818,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ20160,0.24005081611255,0.3907713464211118,0.5390171397359368,0.8098744047083892,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ20323,-0.6478502148847224,0.4339443463324372,0.135454496603054,0.4142565805369048,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ20433,-1.057691146043699,0.6286822436643016,0.0924924914019327,0.3331377426958953,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ20628,0.2644201838018927,0.4847701031943655,0.5854407537031181,0.8364804240996816,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ20674,-0.5689033487554997,0.4252911601297217,0.1810008732746733,0.4855963162981914,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ21438,-0.406850661750402,0.5854971280289324,0.4871300606216734,0.7797821482526113,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ21511,-1.370262613468028,0.6579893131952136,0.037296841090901,0.187483546651199,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ21865,-0.1233047305366221,0.4693407351354982,0.7927671680016402,0.9334020751364116,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ22222,0.2249237281757762,0.6657570013305748,0.7354788033467684,0.907216563697633,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ22374,0.1765171515621722,0.4896049033670752,0.7184509853486862,0.8999697212439843,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ22662,-0.8551928043998802,0.4272044778027952,0.0453024983020933,0.2139092346794572,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ25006,0.3336015105711695,0.5443252203050246,0.5399611922200198,0.8102559297595241,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ25778,0.0964068589541338,0.3810953891829327,0.8002890470481818,0.9358807251618246,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ33630,-0.2682819481203632,0.479152101935437,0.5755409773565504,0.8317240038662888,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ36031,-0.42795595473313,0.5183218738083046,0.4089988319552086,0.7268406133719796,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ37078,1.480087198649458,0.558490063054587,0.0080454012333189,0.0599467981257084,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ37453,-1.2459466161639157,0.705493147620554,0.0773849777223025,0.2992295089990839,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ37464,-0.4408248508323074,0.4954368377177859,0.3735893812607852,0.695815589686888,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ41562,-4.521179288810312,0.5777047926481318,5.032107129008051e-15,6.777861217610076e-13,tested,,,,,,True,not_in_validation_source,False,False,False,False,not_testable,
FLJ41603,-0.2370643880817278,0.444717146612299,0.5939866523975741,0.8399205935957987,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ41766,0.4286705643491492,0.6107971130396955,0.482790470231622,0.7757097649614182,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ42393,-0.4400923101210129,0.6409092692325493,0.492291549567626,0.78221642767052,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ43663,-0.1041273407010545,0.4361112648284075,0.8112891723650897,0.9406692467572708,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ45032,-0.258072615405169,0.4899793810273016,0.5984012617169177,0.841723184862114,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ45340,-0.2612217048646504,0.4310097177138516,0.5444688177650654,0.8120238073642484,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLJ45803,-1.4207344320521922,0.5790657136551138,0.0141475778667637,0.0941916686110393,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FLNA,0.6136151718013864,0.3695666434386888,0.0968412361166791,0.3411851195981995,tested,1.6004275723660881,0.24782466803811948,1.0616401777496335e-10,1.9884865868657878e-09,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.9868124005647018
FLNB,0.6356434628681075,0.3791374094634954,0.0936301812476019,0.334926348037898,tested,0.8233497917791116,0.20578847985717932,6.308820510609003e-05,0.00028153111528592676,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.18770632891100414
FLNC,-4.394389674627975,0.4791923753600101,4.7123132873727127e-20,2.2503437907789876e-17,tested,-0.5581076407164154,0.5122887732821277,0.27596010709241525,0.3700058522947203,tested,True,matched_exact_symbol,True,True,False,False,not_significant,3.8362820339115595
FLOT1,-0.4275593766436415,0.4451817967917059,0.3368462772853995,0.6614779418991414,tested,0.3579821329312545,0.17872233037564483,0.04517650462445603,0.082597624454219,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.7855415095748961
FLOT2,-0.1547970029361525,0.3956587166593529,0.6956208031665587,0.887562807635155,tested,0.2413473364461817,0.19427573148384453,0.21412856225819976,0.3021975677031045,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.3961443393823342
FLRT2,0.2487407620853154,0.5097629572837049,0.6255825796158443,0.8533156008048893,tested,1.8560927466374226,0.3695531813159005,5.099464879714576e-07,3.999360637210245e-06,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,1.6073519845521071
FLRT3,-0.9721750924768398,0.8007599287176378,0.2247226704706801,0.5392728131486902,tested,2.344601288480489,0.43067490425839117,5.209238916189727e-08,5.145817081017522e-07,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,3.3167763809573287
FLT1,-0.839870646785525,0.4668039829343149,0.0719880925688389,0.2863714125438174,tested,1.1355405848578253,0.28271955199920834,5.907107560264087e-05,0.0002654629152837713,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,1.9754112316433503
FLT4,-1.642859550453286,0.5187940779939438,0.0015418506477799,0.0160541951492329,tested,1.2270632795369822,0.35880935832128646,0.0006266267390215005,0.0021192283614122364,tested,True,matched_exact_symbol,True,False,False,False,significant_opposite_direction,2.8699228299902684
FLVCR1,0.0120444772309657,0.5317710144173141,0.9819296641843506,0.9958637949532568,tested,-0.07647386804365684,0.12705925831162557,0.5472569434545785,0.6365940984466749,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,-0.08851834527462255
FLVCR2,-0.5816694906594686,0.4737218406375564,0.219495254399506,0.5326904926590922,tested,-0.3716721405727461,0.3821698808089587,0.3307863408983104,0.42805105009676964,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.2099973500867225
FLYWCH1,0.4755992932639039,0.414164568551598,0.2508306708852403,0.5748750061780836,tested,0.26300064571420906,0.16468087101317033,0.11025854062107243,0.17464530991716296,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.21259864754969482
FMN1,-1.51585062961555,0.5826367045237955,0.0092760769965064,0.0673028072688511,tested,-0.47630863262081696,0.25180660544418276,0.058548925300481384,0.10289438974240354,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,1.039541996994733
FMNL1,-0.736009586395684,0.4931871884069377,0.1356065198045978,0.4143158463522987,tested,0.45040939908392924,0.24038805252202317,0.06097505313481155,0.1065287949942631,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,1.1864189854796132
FMNL2,0.9098953667869136,0.3923936634876068,0.0204040943831164,0.1222848919503832,tested,1.2764257767964886,0.2512703313020741,3.7765241974098557e-07,3.048889955846491e-06,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.366530410009575
FMNL3,-0.2964617260997096,0.4279653234063268,0.4884829573875767,0.7806055231960792,tested,1.6707604164015526,0.2499750271726032,2.3296871000927812e-11,5.096190531452959e-10,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,1.9672221425012621
FMO2,-4.805481649749339,0.5884386629780395,3.1747743263911197e-16,5.3797063021072753e-14,tested,-4.0339339728058246,0.5231825335183706,1.2544773464849093e-14,5.556431919294201e-13,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.7715476769435146
FMOD,-0.9462048664985472,0.464603135186196,0.0416914118194792,0.203064428639522,tested,1.287852940155118,0.4231072122083198,0.002336118439499019,0.006619002245247221,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,2.234057806653665
FMR1,-0.1272366647900115,0.4103715284416863,0.7565211321115484,0.9182082964376072,tested,0.31952607354300744,0.11625264726502163,0.005985972444967483,0.014786826479749457,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.44676273833301894
FN1,1.164811118536155,0.4929583270163286,0.0181325728094415,0.1133392838301385,tested,4.734864206837194,0.5066880496332941,9.212217470254113e-21,1.1915803032176515e-18,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,3.5700530883010386
FN3KRP,0.215042438988887,0.440470732941623,0.6254007443969564,0.8531957175216756,tested,0.2237439348671001,0.17630173288928686,0.20440660251311382,0.29072029966822965,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.008701495878213089
FNBP1,-1.132481717894351,0.4016374857674624,0.0048074346770338,0.0403409814032886,tested,-0.48438656357209575,0.1558381097486579,0.0018818752082278866,0.005476275263591094,tested,True,matched_exact_symbol,True,True,True,False,replicated,0.6480951543222552
FNBP1L,-0.4295828079347179,0.5109219633479973,0.4004604026206416,0.7191858102448652,tested,-0.5231747758177167,0.2788990045804932,0.060674856597456334,0.1061185763535759,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.09359196788299873
FNBP4,-0.6267244602356802,0.411088781885867,0.127371948712741,0.4010464065437988,tested,-0.3257610014117518,0.16418696715636427,0.04724629531213222,0.08585425748972413,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.3009634588239284
FNDC1,-1.4424558069453284,0.483085497162771,0.0028272437738691,0.0263792389771486,tested,3.2342028863896473,0.42903659526765003,4.761688169192416e-14,1.8357696289435126e-12,tested,True,matched_exact_symbol,True,False,False,False,significant_opposite_direction,4.676658693334976
FNDC3A,-0.5762190075608669,0.4007824897468692,0.1505092621164603,0.4389923119920966,tested,-0.1249185044960972,0.24540298756229567,0.61072827772649,0.6924664776356378,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.45130050306476965
FNDC3B,0.3213643579072935,0.3909683330230559,0.4110938006068768,0.7292907947469384,tested,1.8654048129612175,0.28889208181999654,1.0672898416985103e-10,1.9940992405267944e-09,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,1.544040455053924
FNDC4,-2.451445205862463,0.6712924530249139,0.0002603793108057,0.0036669504548601,tested,-1.5205661546361176,0.34703286302888475,1.1780010037207862e-05,6.474438171696168e-05,tested,True,matched_exact_symbol,True,True,True,True,replicated,0.9308790512263456
FNIP1,-0.0641824570725369,0.4023806559710282,0.8732695890331159,0.9645253718984572,tested,0.1828609670422326,0.1136746878318184,0.10769639661672252,0.1712436023168089,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.24704342411476948
FNIP2,-0.0785446207595915,0.447918654918892,0.8608009692936383,0.960141733028874,tested,0.34752497332272736,0.19634082850453044,0.0767256925346202,0.129088501828019,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.42606959408231887
FNTA,0.0720668818359348,0.4789961713353426,0.8804064536190954,0.9670154802628664,tested,-0.0008750397986907192,0.18102439201531112,0.9961431825911957,0.9969250846183473,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,-0.07294192163462553
FNTB,-0.374726185009437,0.4445209731460349,0.3992347287257038,0.7182903444173705,tested,-0.08279827080767986,0.1834535808252857,0.6517510733170735,0.7272461498224518,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.2919279142017571
FOS,-0.8603537254099056,0.4457396446938825,0.0535856563910332,0.2381280650954113,tested,-0.8482337993218471,0.3791161231191822,0.025260314394483938,0.05066506254143711,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.012119926088058564
FOSB,-1.3951025827448775,0.4287579949181307,0.0011386324000491,0.0125130460197865,tested,-1.445571936734773,0.48196161041233043,0.002705556074611543,0.007503756359822257,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.050469353989895493
FOSL1,1.232475148570268,0.477737946254172,0.009885347912542,0.0708427456815601,tested,2.103416452516905,0.4990391399846064,2.4985254533556587e-05,0.00012496127582627768,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.8709413039466369
FOSL2,-0.1838528169775848,0.3743289052655725,0.6233181395579002,0.8526299361659546,tested,-0.2667905393510461,0.2927537853131704,0.36213010265399026,0.4602037827405472,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.08293772237346128
FOXC1,1.4777979980297868,0.491353328237409,0.0026331290197792,0.0248835718769529,tested,0.8327013101923527,0.4124700753625083,0.04350631655074329,0.08001934574247993,tested,True,matched_exact_symbol,True,True,False,False,not_significant,-0.6450966878374341
FOXD1,1.3987464802633287,0.6633597158705145,0.0349809222740122,0.178836773435899,tested,2.564914125821385,0.39041871026795405,5.043380025364401e-11,1.024167616072293e-09,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,1.166167645558056
FOXE1,2.1493372696403874,0.46836269357684,4.452793854422027e-06,0.0001034979031738,tested,-0.005326181964748399,0.5443435883478136,0.9921931466813734,0.9937744059140845,tested,True,matched_exact_symbol,True,False,False,False,not_significant,-2.1546634516051357
FOXF1,-1.5644951444807098,0.6322214528877413,0.0133385510430421,0.0900609365412603,tested,0.38445653237666705,0.3907734478424949,0.3251967262033102,0.4222619878700949,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,1.948951676857377
FOXJ2,0.6145207663283836,0.4110095672803881,0.1348754187023198,0.4131198684800503,tested,-0.05621654993942306,0.11965002914192156,0.6384682575986512,0.716320452428405,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,-0.6707373162678066
FOXJ3,0.1996347013639128,0.3945570509779291,0.6128765174866833,0.8486728209720699,tested,0.07447122115106317,0.11561643948776766,0.5194956023395348,0.6121335138442597,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.12516348021284962
FOXK1,0.6904456069106569,0.4110579198431102,0.0930196688389489,0.3339933837395754,tested,0.5357018762422109,0.1888967289665805,0.004568944860649597,0.011773591130734128,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.15474373066844604
FOXK2,0.4667804817065126,0.3863986088664458,0.2270363499671854,0.5434595335509799,tested,0.40436054499480983,0.12792670003872683,0.0015729498465951567,0.004689686781647494,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.06241993671170276
FOXM1,1.7653368840518435,0.4046733397424628,1.286580626391225e-05,0.000269259284081,tested,1.7188436009214734,0.26347777741559153,6.860491416282473e-11,1.3457117778092543e-09,tested,True,matched_exact_symbol,True,True,True,True,replicated,-0.046493283130370155
FOXN1,0.6097472287568734,0.4842865980765167,0.2080076581157759,0.5196473526181229,tested,-0.60316570420636,0.5962215844487587,0.3117069236175344,0.408304732264841,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,-1.2129129329632333
FOXN2,0.4064161371142471,0.4129651408100563,0.3250459397310127,0.6545914876727151,tested,0.7502941690380959,0.10819774430777067,4.0774273352377915e-12,1.0236579174964075e-10,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.34387803192384875
FOXN3,-0.6691113870493653,0.4029772017401294,0.0968299985450273,0.3411851195981995,tested,-0.27193742056909903,0.17157341532910472,0.11297486625233392,0.17817647663934977,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.3971739664802663
FOXO1,-0.4244390297344408,0.4065638061828993,0.2965008481357668,0.6264146613144518,tested,0.21849512300483512,0.19076003085399548,0.2520465725686446,0.34372613036521554,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.6429341527392759
FOXO3,-0.4046896951330987,0.5012870139728154,0.4194928726232333,0.7353953423022989,tested,-0.5485051952366051,0.15824667351348043,0.0005279874031591827,0.001820470377900601,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.1438155001035064
FOXO4,-1.050062610116059,0.4615908711632408,0.0229132894334137,0.1329983529212403,tested,-0.9100634809013315,0.2212153654912973,3.889874185414507e-05,0.00018393179923085814,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.13999912921472757
FOXP1,-1.5075525175101712,0.431670035701415,0.0004787502771279,0.0061488391338703,tested,-0.48708531898451735,0.19715176754847116,0.013488246439412493,0.02959257607466974,tested,True,matched_exact_symbol,True,True,True,False,replicated,1.0204671985256537
FOXP2,-0.4127430781252738,0.4613919773216225,0.3710220284628278,0.6935867315000834,tested,-2.0279180460246886,0.31991239228192,2.3129224435305192e-10,3.99281098810636e-09,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-1.615174967899415
FOXP4,0.8025651261659449,0.4614791202358355,0.0820145877673618,0.3089815872212245,tested,0.23598886216774984,0.262240793869987,0.3681767746565092,0.4661364495315111,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,-0.566576263998195
FOXQ1,2.2567504630783417,0.7460356143784233,0.0024864113881718,0.0237972525133794,tested,-0.6519691788021165,0.36072309928182766,0.07070069020497367,0.12057356220701476,tested,True,matched_exact_symbol,True,False,False,False,not_significant,-2.908719641880458
FOXRED1,-0.0407633947040242,0.454617189665627,0.928553177422603,0.9825138162958876,tested,0.03403410020862886,0.1532949992259881,0.8243006273105165,0.866841416136015,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,0.07479749491265306
FOXRED2,0.371890899361291,0.4717778782512309,0.4305356291320246,0.7417525942376272,tested,0.5056839726176101,0.2635210829107946,0.05499057041409783,0.09754364323677295,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.13379307325631912
FPGS,0.1996626065932363,0.4827586797179939,0.6791767585375956,0.8805978112502872,tested,0.7131475318417027,0.15157047433595103,2.5379658997115307e-06,1.6729206539826744e-05,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.5134849252484663
FPGT,-0.6124354937582192,0.541494124448729,0.2580507083448226,0.5822767916388973,tested,-0.15523809115371898,0.13649692887803738,0.2554124846901561,0.34749335760055533,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.45719740260450015
FPR3,-0.3603477941249796,0.5546811208754782,0.515919255217723,0.7965081109587782,tested,1.43072035453469,0.30805081661310796,3.4101717936920742e-06,2.181776577684714e-05,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,1.7910681486596696
FRAP1,0.1164225097702501,0.3898570238947176,0.7652233382020873,0.9234366943030804,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
FRAS1,-1.2186005207045656,0.7341399664454058,0.0969341355954253,0.3411873899058845,tested,-0.9928596243627215,0.39256352337065564,0.011433285146251403,0.025725972502280037,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.22574089634184413
FRAT2,0.5717798085097748,0.4781514581988776,0.2317694773249329,0.5506144346903773,tested,-0.793787276333316,0.19511558974026103,4.735892304805412e-05,0.00021832561374167508,tested,False,matched_exact_symbol,True,False,False,False,not_a_discovery_candidate,-1.3655670848430908
FREM2,-2.918118931263205,2.149959115684919,0.1746889471178968,0.4770683853445865,tested,-2.5197450220874074,0.5792348202273649,1.3605871793303193e-05,7.352855328805994e-05,tested,False,matched_exact_symbol,True,True,False,False,not_a_discovery_candidate,0.3983739091757976
FREQ,1.0952968972926151,0.47471378410788,0.0210393005338075,0.1250927512213818,tested,,,,,,False,not_in_validation_source,False,False,False,False,not_a_discovery_candidate,
