library,direction,Term,overlap,set_size,query_size,background_size,fold_enrichment,pvalue,padj,genes
MSigDB_Hallmark_2020,down,Unfolded Protein Response,1,107,2338,17850,0.07135262185908557,0.9999997147149051,1.0,ATF3
MSigDB_Hallmark_2020,down,PI3K/AKT/mTOR  Signaling,9,99,2338,17850,0.6940664126292868,0.9148182813089979,1.0,ADCY2;CAB39L;GNA14;ITPR2;MAP2K6;MKNK2;PITX2;PRKAA2;VAV3
MSigDB_Hallmark_2020,down,mTORC1 Signaling,8,196,2338,17850,0.3116216546498839,0.99999530941652,1.0,ELOVL6;GOT1;GSR;IGFBP5;NUPR1;PHGDH;SLC9A3R1;TM7SF2
MSigDB_Hallmark_2020,down,E2F Targets,2,197,2338,17850,0.0775099547098696,0.9999999999743057,1.0,ESPL1;SHMT1
MSigDB_Hallmark_2020,down,Myc Targets V1,1,192,2338,17850,0.03976422155688623,0.9999999999983177,1.0,RPL14
MSigDB_Hallmark_2020,down,Myc Targets V2,1,58,2338,17850,0.13163328515383027,0.9997131600528062,1.0,SLC29A2
MSigDB_Hallmark_2020,down,Epithelial Mesenchymal Transition,10,194,2338,17850,0.3935428112846472,0.999928725786589,1.0,ABI3BP;BDNF;CXCL12;FGF2;ID2;SFRP1;SGCG;SLIT2;TGFBR3;TPM2
MSigDB_Hallmark_2020,down,Inflammatory Response,12,180,2338,17850,0.5089820359281437,0.9981646758799863,1.0,ACVR2A;CX3CL1;GPC3;ICOSLG;KCNJ2;SEMA4D;SLC1A2;SLC4A4;SLC7A2;TACR1;TLR3;TNFSF15
MSigDB_Hallmark_2020,down,Xenobiotic Metabolism,36,163,2338,17850,1.686198155835568,0.001017746851106104,0.01017746851106104,ABCD2;ACOX2;ADH1C;ADH7;ALDH3A1;ALDH9A1;AOX1;ARG1;ATOH8;BLVRB;CDO1;CES1;CSAD;CYB5A;CYP27A1;CYP2C18;CYP2E1;CYP2J2;DCXR;DDAH2;EPHX1;ETFDH;F10;FETUB;FMO1;GCNT2;GSR;GSTM4;ID2;IGF1;LEAP2;NDRG2;PDK4;PTGDS;PTGR1;RAP1GAP
MSigDB_Hallmark_2020,down,Fatty Acid Metabolism,35,147,2338,17850,1.817792985457656,0.0002748063833391194,0.0034350797917389922,ACADL;ACADM;ACADVL;ACSM3;ADH1C;ADH7;ALAD;ALDH1A1;ALDH3A1;ALDH3A2;ALDH9A1;AQP7;BCKDHB;CBR3;CEL;CIDEA;CRAT;D2HGDH;ENO3;EPHX1;ETFDH;FMO1;GLUL;GPD1;HADH;HIBCH;HMGCS2;HPGD;INMT;LTC4S;MGLL;MLYCD;REEP6;TP53INP2;XIST
MSigDB_Hallmark_2020,down,Oxidative Phosphorylation,12,198,2338,17850,0.46271094175285793,0.9996001907950667,1.0,ACADM;ACADSB;ACADVL;ACAT1;ALDH6A1;CYB5A;ETFDH;MAOB;MPC1;PDK4;PHYH;SLC25A4
MSigDB_Hallmark_2020,down,Glycolysis,14,184,2338,17850,0.580903410570164,0.9934159387134328,1.0,ALDH9A1;ANG;CAPN5;CITED2;CYB5A;ELF3;GOT1;GPC3;GYS2;IDUA;MXI1;PFKFB1;PGAM2;RRAGD
MSigDB_Hallmark_2020,down,Reactive Oxygen Species Pathway,5,47,2338,17850,0.8122053764810804,0.7547870768535014,1.0,GPX3;GSR;IPCEF1;MGST1;MSRA
MSigDB_Hallmark_2020,down,p53 Pathway,13,194,2338,17850,0.5116056546700414,0.9986136047129527,1.0,ABAT;ATF3;COQ8A;DCXR;EPHX1;EPS8L2;FGF13;GLS2;KLF4;MKNK2;NUPR1;SESN1;ZBTB16
MSigDB_Hallmark_2020,down,UV Response Up,10,143,2338,17850,0.5338972404840668,0.9932382591399461,1.0,AQP3;ATF3;CDO1;EPHX1;FMO1;FOSB;GPX3;NTRK3;SLC25A4;SULT1A1
MSigDB_Hallmark_2020,down,UV Response Dn,18,141,2338,17850,0.9746464517772964,0.5845410260203823,1.0,ACVR2A;BCKDHB;BDNF;CITED2;DBP;DDAH1;ERBB2;ICA1;IGFBP5;KIT;MAGI2;MGLL;NFIB;PLCB4;PLPP3;PPARG;PTGFR;TGFBR3
MSigDB_Hallmark_2020,down,Angiogenesis,2,31,2338,17850,0.4925632605756229,0.9271100405757381,1.0,LPL;SERPINA5
MSigDB_Hallmark_2020,down,heme Metabolism,21,167,2338,17850,0.9600559360321274,0.6144805170102543,1.0,ACKR1;ACSL6;ALAD;ALDH1L1;ALDH6A1;AQP3;BLVRB;DMTN;EPB41;FN3K;GYPC;HBB;KAT2B;MXI1;RAP1GAP;RHCE;SELENBP1;SPTB;TNS1;TRIM58;XK
MSigDB_Hallmark_2020,down,Coagulation,12,102,2338,17850,0.8982035928143713,0.6989691539155511,1.0,ACOX2;ANG;ANXA1;CAPN5;CFD;CLU;F10;HMGCS2;MST1;RGN;S100A1;TF
MSigDB_Hallmark_2020,down,IL-2/STAT5 Signaling,13,189,2338,17850,0.5251401957988785,0.9979286290922996,1.0,BCL2;CAPN3;EMP1;ENO3;HOPX;MUC1;PLAGL1;PTCH1;RORA;RRAGD;S100A1;SH3BGRL2;SLC29A2
MSigDB_Hallmark_2020,down,Bile Acid Metabolism,22,90,2338,17850,1.86626746506986,0.00246343219284335,0.020528601607027918,ABCA2;ABCA3;ABCA5;ABCA6;ABCA8;ABCA9;ABCD2;ALDH1A1;ALDH9A1;AR;CH25H;CYP27A1;CYP7B1;EPHX2;ISOC1;LIPE;MLYCD;NR3C2;PHYH;SLC27A2;SLC27A5;SULT1B1
MSigDB_Hallmark_2020,down,Pperoxisome,11,93,2338,17850,0.903032644388642,0.6877652406667267,1.0,ABCD2;ALDH1A1;ALDH9A1;CEL;CRAT;EPHX2;HSD11B2;ISOC1;MLYCD;SLC25A4;SLC27A2
MSigDB_Hallmark_2020,down,Allograft Rejection,7,178,2338,17850,0.30024221220480385,0.9999920623783352,1.0,ACHE;ACVR2A;APBB1;CCR2;ICOSLG;IL7;TLR3
MSigDB_Hallmark_2020,down,Spermatogenesis,12,81,2338,17850,1.1310711909514306,0.37049582701417116,1.0,ALOX15;ART3;CCT6B;CFTR;CLGN;CLVS1;LPIN1;NEFH;PACRG;PEBP1;POMC;SPATA6
MSigDB_Hallmark_2020,down,KRAS Signaling Up,22,182,2338,17850,0.9228795156938868,0.6902006116789385,1.0,APOD;ARG1;BTC;CAB39L;CBR4;CIDEA;EMP1;EPB41L3;ETV1;GADD45G;GPRC5B;GYPC;ID2;KIF5C;KLF4;MAP3K1;MTMR10;PEG3;SATB1;SPARCL1;TMEM100;TPH1
MSigDB_Hallmark_2020,down,KRAS Signaling Dn,37,130,2338,17850,2.172961768770152,2.677784242326373e-06,6.694460605815932e-05,C5;CKM;CLDN8;CNTFR;COQ8A;CPEB3;EGF;GAMT;HSD11B2;IDUA;ITGB1BP2;KLHDC8A;KRT13;KRT15;KRT4;MAGIX;MFSD6;MYH7;MYOT;NR4A2;NTF3;PDE6B;PRKN;PTGFR;RGS11;RYR1;SIDT1;SLC16A7;SLC25A23;SLC38A3;SOX10;SPRR3;TAS2R4;TG;THRB;UPK3B;ZBTB16
MSigDB_Hallmark_2020,down,Pancreas Beta Cells,2,17,2338,17850,0.8982035928143712,0.6726189667825557,1.0,ISL1;PCSK2
