gene,GSM5593747,GSM5593748,GSM5593749,GSM5593750,GSM5593751,GSM5593752,GSM5593753,GSM5593754,GSM5593755,GSM5593756,GSM5593757,GSM5593758,GSM5593759,GSM5593760,GSM5593761,GSM5593762,GSM5593763,GSM5593764,GSM5593765,GSM5593766,GSM5593767,GSM5593768,GSM5593769,GSM5593770,GSM5593771,GSM5593772,GSM5593773,GSM5593774,GSM5593775,GSM5593776
SPOCK1,86.96203013308978,279.30835204423806,95.84125393755997,729.6667580319527,147.30903159986568,760.957839060167,141.48974064033837,520.1384279664841,107.28470120379657,402.2054802437113,68.0906209504295,383.12717392681964,78.57657758923933,115.24470474550958,21.67315185828457,425.0022950749653,102.07828845968092,202.59978562775922,60.939122991224004,2575.3800940519436,149.78989358019214,632.9342265293404,612.4650512674573,258.57695301150704,25.12414300544216,2015.2054602417031,68.712426384954,138.15245115338814,100.78869313614575,2003.661940744134
FAM151B,20.068160799943797,12.039153105355089,32.215547542036965,26.96920255559579,35.07357895234897,80.1008251642281,49.478007463185804,53.88174322857225,18.33926516304215,23.105421205489797,54.040175357483726,110.96442610796342,28.28756793212616,62.3976854423201,32.509727787426854,10.957701898802052,18.282678530092106,63.18706185420213,25.391301246343335,41.751042480364276,11.603442460437421,70.87868548560394,29.79559708868711,53.49867993341525,37.68621450816324,77.61846993798287,14.991802120353599,60.71668235403683,24.58260808198677,68.25125832218461
TADA1,428.1207637321343,191.82383947865773,376.1165175532816,346.85391064557916,501.0511278906996,343.41098448068004,421.8651162650579,305.32987829524274,561.1815139890898,353.42736880989946,501.492827317449,364.3831830302042,484.0317179497143,578.133656955374,480.42153285864134,327.94836397129,504.2972161217072,303.8996784416388,467.19994293271736,368.43463802847776,316.45752164829327,530.9683982868927,382.37682930481793,320.9920796004915,579.7879155102037,245.3126951126372,674.631095415912,362.54019028787206,524.8386825504175,346.1313814910791
GUCY1A2,103.68549746637629,532.9331774637186,96.6466426261109,943.9220894458526,105.22073685704692,749.0279289293245,198.7800650713956,586.9517895699137,176.05694556520464,1052.580299361202,181.57498920114534,121.46106101006806,135.15171345349165,261.6882522121792,144.48767905523047,1249.178016463434,152.3556544174342,735.1764498274629,303.0028615396971,1768.9257471943813,848.106158017426,1316.8513671799049,2209.840117410961,451.7666305488399,107.26076436938769,5828.093014355701,153.6659717336244,471.65422814150344,127.8295620263312,1709.5315179747192
CWF19L2,513.967896043005,832.3067846835485,507.39487378708225,436.75125249756513,760.595612138082,483.1613602991206,659.7067661758107,532.3516230982939,512.5824613070281,676.0475093458126,529.5937185033406,689.7788649954483,923.2747866735622,665.9997854353758,527.3800285515912,410.91382120507694,649.7968660903568,449.3302176298818,429.95936777141384,708.3027733072325,845.9964412064373,654.0734836039943,600.8778746218568,609.2905214638959,494.7523545687071,1316.6392307998574,648.3954417052931,324.7022578063709,562.941725077497,520.0095872166446
JMY,2039.1481168387336,1410.9887439476163,1404.5978728328118,1520.0142218139958,3071.4434139699883,3010.5980351618923,2470.4282322846807,1724.215783314312,2348.342904127547,894.2653762865496,1616.8820466959132,1746.1901919286947,2948.978956924152,1437.0568984011884,917.4967620007135,1351.7107985165103,1464.1378389515428,2284.7639191090866,1192.5447818699254,1412.2107000375847,1837.5633423710897,1315.6078814696311,1469.9161230418974,1952.7018175696564,1545.1347948346927,1290.7664074871964,1271.8045465433304,2816.726090076404,2391.887766377313,1246.397979359895
HOMER1,619.8831891538196,309.8075399111376,712.7689893675679,964.1489913625494,881.8499850876312,1026.824407690371,401.0322710174007,779.4892187066786,780.3357326874435,1604.5431392701248,605.2499640038178,979.1860844391907,875.3430743441262,641.1680534736362,252.85343834665332,1045.6778383428243,452.4962936197796,1130.3463287251714,548.452106921016,1108.2338118033535,209.91682269336786,816.970111649856,584.3247651281417,1377.5910082854425,617.474130018367,653.52835182351,454.75133098405917,704.8414864577319,763.2899809456892,1257.7731890802593
XRCC4,171.69426462174138,315.4258113603033,177.99090016975424,259.20400233989284,116.2438616706423,376.6443055594555,153.64223370147172,214.09012642819374,162.30249669292303,219.9293796226251,122.13079630791323,268.41394963953314,156.36738940258627,334.27331486957195,104.75356731504209,228.54635388929995,172.16188949170066,202.59978562775922,138.8057801466769,183.85108179949884,167.72248647359544,298.4365704657008,165.5310949371506,300.18703740416333,157.509050380272,619.0312540732954,133.67690223981958,131.11283580799255,142.57912687552326,417.6326997333677
ZNF547,117.06427133300548,75.44535946022522,76.51192541233779,53.93840511119158,140.29431580939587,49.42391339920457,82.46334577197634,78.30813349219167,106.36773794564446,76.16231434402192,115.64597526501518,128.95865736871426,90.36306422762523,55.39386360695764,68.63164755123448,45.39619358075136,100.55473191550658,80.2375388624789,55.01448603374389,32.961349326603376,108.65041576591402,52.22639983149764,74.48899272171778,57.95690326119985,81.17030817142852,94.86701881309016,103.69329799911239,80.07562455387466,88.49738909515237,37.375689081196334
ZNF773,134.9026364885111,117.18109022545619,149.8022960704719,225.4924991453981,222.4667007834706,210.47770016557809,210.06452291387657,171.70315508838357,144.88019478803298,227.6311866911217,192.38302427264207,188.18966860201905,175.2257680240037,31.19884272116005,104.75356731504209,144.7982036627414,159.9734371383059,188.5582163268254,109.18259535927635,133.31034616537366,196.20366342194183,72.1221711958777,105.93990075977639,65.38727547417419,155.57642399523797,226.14764080696241,167.4084570106152,140.7923069079115,115.53825798533781,35.75065912114432
ZNF776,808.3009211088474,539.3540591199079,807.8048546165769,774.6154289579457,1138.3881625676695,949.2799918398947,914.9091204596112,581.2044036255327,658.3796193532132,911.3805031054309,671.1789779399479,677.7827108216144,773.193523478115,635.4376537901578,574.3385242445411,483.70426953283345,757.207602454648,720.1319112907481,613.6231134532973,468.783634867248,945.1531313229026,330.76719893281836,645.5712702548874,515.6678315804191,822.3325268319722,789.600237393801,652.1433922353816,534.1308143318892,664.9595486177421,396.5073102526915
ZNF256,210.71568839940988,178.98207616627897,232.7573309912171,247.2176900929614,380.7988571969317,191.73069853139705,309.0205378402482,127.87933726247815,183.3926516304215,288.38988689815045,248.58480664442516,134.9567344556312,238.08703009539516,28.01528734144984,162.54863893713429,79.05199226992909,219.39214236110524,121.35927752949932,231.06084134172434,212.41758454922177,239.4528580472086,147.97479952257666,145.66736354469253,44.582233277846036,227.08360024149644,219.43987179997623,206.137279154862,139.91235498973703,157.32869172471533,14.625269640468131
SUV39H2,367.91628133230296,434.21212199980687,298.7992034523929,307.1492513276187,306.64329026910815,216.44265523099935,198.7800650713956,160.2083831996215,320.9371403532376,541.6937638175941,265.87766275881995,308.9009699762225,355.1661307033618,395.397578160008,166.16083091351504,298.9887232387417,336.7059962625296,459.35990998769165,317.3912655792917,367.7021635989977,139.24130952524905,450.1418271190987,158.9098511396646,221.42509194663532,288.9276445625848,206.9825865012876,259.8579034194624,278.06480614312517,309.7408618330333,266.5049134485304
DCLRE1C,700.1558323535947,510.46009166705574,782.0324165829473,349.1013441918788,521.0931730063276,1123.115825175028,551.2023638442629,344.8431566628624,781.2526959455956,1004.6579442683342,672.2597814470976,695.0271824465007,594.8246923505418,450.1547306910236,530.992220527972,489.96581347500603,495.15587685666117,676.0012649163847,531.5245727567872,416.0454759446826,558.0200965064905,618.0123980060554,403.8958716466475,478.5159705155475,777.88211997619,504.99918095453046,753.3380565477684,562.2892757134715,838.2669355957488,281.13018308899854
RPP38,313.2862880435671,414.9494770312387,322.9608641089206,333.3693093677813,367.7715278717735,314.43834559149116,190.96774810352417,113.51087240152555,323.68803012769393,599.0294386608466,239.93837858722776,260.1665936450223,289.16180552840075,172.54870158029334,281.75097415769943,285.68294236162495,380.12735777149834,551.6330796795424,285.2289506672568,335.47328870187437,191.9842297999646,534.698855417714,153.94391829155006,277.8959207652403,356.5695680387753,236.68842067508353,259.8579034194624,307.10321944288194,318.34477466172865,264.87988348847836
NMT2,398.01852253221864,154.9037699555688,464.70927329388326,472.71018923835953,408.85772035881087,383.4613970627941,371.5190735832197,243.54547939314656,430.97273133149054,504.8962411569993,269.12007328026897,242.1723623842715,429.81387941313915,160.45119113739455,310.64850996874554,467.2677166846304,321.4704308207862,513.520248719865,352.93908732417236,506.13983077073186,406.1204861153097,810.7526830984872,526.3888819001389,254.11872968372242,460.9313928306119,423.54770015541266,387.288221442468,382.77908440588436,378.5721644625962,567.1354560581531
ZNF837,16.723467333286496,5.618271449165708,32.215547542036965,21.725190947563274,46.09670376594436,5.112818627503922,27.77712699687624,15.08688810400023,23.841044711954794,52.201136797588056,23.777677157292842,8.997115630375413,34.57369413926531,29.288709493333926,65.01945557485371,16.43655284820308,38.85069187644572,10.029692357809862,33.00869162024634,18.311860737001876,50.63320346372692,16.165314233558792,23.174353291201086,7.43037221297434,27.056769390476173,24.914570597377214,46.2247232044236,20.238894118012276,45.47782495167552,9.750179760312086
USP12,1004.522937819409,899.726042073537,843.2419569128176,943.9220894458526,2097.4000213504683,962.9141748465719,1472.1877308344408,778.770795463631,960.0605312852565,1591.7067941559637,900.309321455679,849.4776674346118,1816.6904738632134,1106.6038499872686,624.9092119138718,1878.4631826517802,959.0788445577483,886.6248044303918,920.8578585340516,952.2167583240976,1068.5715647657369,1219.859481778552,1325.9040704465765,954.0597921459052,917.9975328911559,1017.6643836313308,622.1597879946744,1107.8594649816284,1042.302582676239,999.3934254319889
CCDC50,877.4245860864315,2675.0998200099007,1231.4393047943631,1206.1226698474784,1433.0062257674008,830.8330269693872,1331.566025412755,1441.8754487965934,919.7141479265638,915.6592848101512,1267.7825138865683,2309.2596784630227,1900.7674118836994,1452.9746752997396,1629.0985813477237,1930.1209201747042,1176.9474303746792,1211.5868368234314,1328.811431891968,1968.1587920129616,2528.4955979698634,2863.747590760454,3007.6999950080267,1389.4796038262016,853.2545489925164,2316.096812840797,1158.1167137973155,1514.3972511782229,787.872589027676,1457.651874166657
CAMK4,75.81305191089879,191.02122927163407,82.14964623219427,76.41274057418806,58.12193083532115,141.45464869427516,256.0703895024528,214.80854967124137,77.02491368477703,87.28714677629479,104.83794019351843,127.45913809698501,66.00432517496104,224.75900980754076,61.40726359847295,156.53859855431503,70.8453793041069,61.18112338264016,96.48694473610468,204.36036582494094,159.28361922964095,67.14822835478267,135.7354978484635,117.39988096499457,100.49657202176864,418.75643657899394,149.918021203536,172.47057596219156,83.58086747875501,151.12778628483736
TRIM36,60.20448239983139,112.36542898331416,61.20954032987024,76.41274057418806,48.10090827750716,46.01536764753529,39.9296200580096,25.14481350666705,54.10083223097434,142.9113089376591,32.42410521449024,63.72956904849251,66.00432517496104,34.38239810087026,21.67315185828457,40.70003562412191,26.662239523050985,62.18409261842115,35.54782174488067,122.32322972317253,40.084619408783816,113.15719963491155,39.72746278491615,74.30372212974339,75.37242901632648,74.74371179213165,42.476772674335194,65.11644194490906,60.227389800867584,180.37832556577362
ZFP36L2,2880.895972614154,2775.42609588786,3688.6801935632325,3779.4340803605764,2754.7791011430663,3820.9797876212638,4804.5749352409375,3408.9182882610044,1981.5576008667042,3188.548126357592,2799.281083517657,1848.1575024062827,2784.753909762642,1374.6592129588682,1878.339827717996,2079.615281794075,2596.140351273079,6523.311909519534,3814.6198239089804,1850.2304088666694,3636.09692373889,3266.63696088915,3352.0046724773,5473.212172076898,1833.0961262047606,2843.1358062468535,2441.165111930911,2371.470419480134,1832.6334325121136,3120.0575232998676
