sample_accession,PC1,PC2
GSM515513,47.215665846128985,11.298693812570725
GSM515514,-90.83500890191645,0.07251179445673578
GSM515515,45.16493844559751,31.834203849491985
GSM515516,-45.252383257176895,29.214492351097455
GSM515517,56.49891058722492,-22.64445183228337
GSM515518,-12.792122719858073,-49.77544997533357
