gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pvalue_model,model_converged,test_status,refseq,exons,direction
MS4A6A,143.58696722795148,-2.1920337699118733,0.5690356590801747,-3.8521905172959037,0.0001170658837947066,0.0018669972218286106,0.0001170658837947066,True,tested,NM_152851,7,down
ABCA5,860.8678764239297,-1.7493548110388357,0.45434213910806226,-3.850302801481426,0.00011797188295367839,0.0018750568870065736,0.00011797188295367839,True,tested,NM_172232,39,down
HECTD2,212.838588231844,-2.167923949231663,0.5630066918225375,-3.8506184397449466,0.00011781993511270453,0.0018750568870065736,0.00011781993511270453,True,tested,NM_182765,21,down
PARD3B,108.982240889106,-2.156964159215293,0.5615820498491715,-3.8408709106614176,0.0001225985765610171,0.0019368731509023245,0.0001225985765610171,True,tested,NM_057177,22,down
TXLNB,366.62377203215914,-6.463716615264749,1.687236587894218,-3.830948582813684,0.00012765018121957075,0.002010633888894768,0.00012765018121957075,True,tested,NM_153235,10,down
FILIP1L,313.78141020449607,-1.9475182309774548,0.5086349669434492,-3.828911414959763,0.0001287113224145365,0.002021287224644425,0.0001287113224145365,True,tested,NM_182909,6,down
SMYD1,369.42011809718935,-6.538979519955989,1.70799590106199,-3.828451529591032,0.0001289520197798147,0.00202204465642796,0.0001289520197798147,True,tested,NM_198274,10,down
EPB41L2,580.1926775313342,-1.7308724059499072,0.45316853008767416,-3.8194894195654685,0.00013372819524409854,0.0020906970524322906,0.00013372819524409854,True,tested,NM_001431,20,down
PITX2,196.0103639337141,-1.7410427702052291,0.45614953157860455,-3.816824636824623,0.0001351801763865692,0.0021071260135271455,0.0001351801763865692,True,tested,NM_153426,5,down
RHOJ,122.9785199260878,-2.0923229682399263,0.5488795405467247,-3.811989359552038,0.00013785281231951557,0.0021424284707527077,0.00013785281231951557,True,tested,NM_020663,5,down
CLIC5,308.0774250318275,-6.1136376129085415,1.6048884966590042,-3.8093846554671433,0.00013931307901581696,0.002161924975096267,0.00013931307901581696,True,tested,NM_001114086,6,down
CD164L2,79.36513649398073,-2.914309648786634,0.7675579125387122,-3.796859626067172,0.00014654071431996764,0.0022707326617191445,0.00014654071431996764,True,tested,NM_207397,5,down
MAGI1,589.1992778557445,-1.6569919794292962,0.4366290963205187,-3.7949646356433817,0.00014766450248132945,0.0022814165633365403,0.00014766450248132945,True,tested,NM_015520,25,down
TEC,89.13633381022645,-2.048538673037394,0.5400607363830423,-3.793163500011324,0.00014874014915132884,0.002294660803206844,0.00014874014915132884,True,tested,NM_003215,18,down
DPYSL3,1313.451813000203,-1.7564411503337527,0.46360448560946715,-3.788662976426311,0.00015146021846542876,0.002329781925619026,0.00015146021846542876,True,tested,NM_001387,14,down
RPESP,64.25214394258121,-2.8948740535736786,0.7649168889404332,-3.784560251485195,0.00015398060152175852,0.0023616353278651026,0.00015398060152175852,True,tested,NM_153225,5,down
TIE1,337.65283704153717,-1.7693268806608182,0.467641385858897,-3.7835121829757883,0.000154630751923609,0.0023681496788767287,0.000154630751923609,True,tested,NM_005424,23,down
ZNF521,301.46303623808245,-1.8545583505754586,0.49071210323556347,-3.7793205799229876,0.00015725685752300612,0.002397881778137449,0.00015725685752300612,True,tested,NM_015461,8,down
CRIP1,616.1747868781923,-1.617176691488718,0.4279435960979104,-3.7789482217621964,0.00015749216469657166,0.0023979893946408436,0.00015749216469657166,True,tested,NM_001311,6,down
TLL1,115.21684080338764,-3.4229522150317786,0.9069342509261806,-3.7742010642295036,0.0001605212611874224,0.0024370467775073116,0.0001605212611874224,True,tested,NM_012464,21,down
LMOD3,296.96261989709996,-7.171353050093345,1.9009138496107276,-3.7725818303453926,0.00016156695122622225,0.0024475715961954866,0.00016156695122622225,True,tested,NM_198271,3,down
EPHA3,134.34175422827525,-1.9035285024888446,0.5045926005835514,-3.7724066906400364,0.00016168043858363483,0.0024475715961954866,0.00016168043858363483,True,tested,NM_005233,17,down
MAN1A1,526.2277241015913,-1.832821889436027,0.4863354310349107,-3.768637389909725,0.00016414113159931695,0.002479896171885139,0.00016414113159931695,True,tested,NM_005907,13,down
SACS,1471.5329353242844,-1.4667570960441847,0.38957094077722704,-3.7650577661616134,0.0001665105827031931,0.0025098424417213006,0.0001665105827031931,True,tested,NM_014363,10,down
ST6GAL1,369.5672573229579,-1.6455016493110448,0.43726207460206556,-3.763193162381048,0.0001677575247094954,0.0025227298965607,0.0001677575247094954,True,tested,NM_173216,8,down
SSPN,308.305173345078,-2.2799965111346574,0.6059462477184144,-3.762704232792247,0.00016808594399319338,0.0025227298965607,0.00016808594399319338,True,tested,NM_001135823,3,down
CPEB4,1842.8429903898486,-1.6323781433823872,0.43379178732106755,-3.7630452929119094,0.00016785678649884725,0.0025227298965607,0.00016785678649884725,True,tested,NM_030627,10,down
TNS1,3245.217938070123,-1.5347906547954928,0.4088232925564995,-3.754166366593176,0.00017391932613239415,0.0025899143437811633,0.00017391932613239415,True,tested,NM_022648,33,down
SLC1A3,558.7049286180642,-1.6120132952932418,0.42929317656950994,-3.7550405719813,0.00017331340121270138,0.0025899143437811633,0.00017331340121270138,True,tested,NM_004172,10,down
NFIX,1585.5287743360577,-1.4541157473194004,0.38735200401525877,-3.753990510559277,0.00017404145504564073,0.0025899143437811633,0.00017404145504564073,True,tested,NM_002501,10,down
CEACAM7,95.86704424979837,-8.404986365028455,2.2394397801468324,-3.753164715363486,0.0001746160346472683,0.0025947893352251776,0.0001746160346472683,True,tested,NM_006890,5,down
P2RY5,418.8941729512067,-1.9883589629862908,0.5298489250477557,-3.752690378313174,0.00017494687952186022,0.002596033780023536,0.00017494687952186022,True,tested,NM_005767,2,down
PCDH12,134.9108351567131,-1.9109851911069764,0.5094020045762829,-3.751428486616421,0.00017582990762090867,0.0026054569950144804,0.00017582990762090867,True,tested,NM_016580,4,down
GVIN1,142.96099137883954,-2.0260335747885496,0.5415564337499382,-3.74113102259637,0.000183193980564793,0.002710754872977064,0.000183193980564793,True,tested,NR_003945,1,down
SLC43A3,557.9347192110615,-1.9601692847596965,0.5253688775087045,-3.73103426692271,0.0001906952806924381,0.0028098802509884356,0.0001906952806924381,True,tested,NM_199329,14,down
SYTL2,119.11142576684347,-1.9040272200613555,0.5110446506159754,-3.7257551131126836,0.00019473139024726738,0.002857329589298591,0.00019473139024726738,True,tested,NM_032943,18,down
KIAA1755,153.0136161615393,-1.8042270743982654,0.484400812579395,-3.7246574067266787,0.00019558064730001472,0.0028657883968395462,0.00019558064730001472,True,tested,NM_001029864,14,down
KRT2,55.78674192774046,-2.8002858397135553,0.7536778499983231,-3.7154944114647734,0.00020280674804867876,0.0029634043045889,0.00020280674804867876,True,tested,NM_000423,9,down
CORO6,429.0305730897981,-2.6717921796925723,0.7196209647898514,-3.712777017930276,0.00020499748713865483,0.002991254999831539,0.00020499748713865483,True,tested,NM_032854,10,down
GBP2,376.92860631539776,-1.7476325209531347,0.4707649102739823,-3.7123253726281833,0.00020536374696445187,0.0029924431700534414,0.00020536374696445187,True,tested,NM_004120,11,down
DNASE1L3,148.64097502392596,-1.8518745088876907,0.5007335379918771,-3.698323296486946,0.00021702835511763446,0.0031493092525771652,0.00021702835511763446,True,tested,NM_004944,10,down
MEOX1,118.38577992864924,-2.444486929189317,0.6618070586659965,-3.693654966625266,0.00022105369346447134,0.003203296694534808,0.00022105369346447134,True,tested,NM_001040002,4,down
PTGS2,402.09106851329324,-1.8595362588025648,0.5036982484378245,-3.691766379116369,0.00022270198438831086,0.003222736980693655,0.00022270198438831086,True,tested,NM_000963,10,down
ELN,1235.6510925403902,-1.7538526897478548,0.47577661093692464,-3.6862944697808384,0.0002275430483917723,0.0032792417920493276,0.0002275430483917723,True,tested,NM_000501,33,down
ICAM2,77.65445149216093,-2.240352720414845,0.6083984006023118,-3.682377728470202,0.0002310687016055851,0.003322719530469771,0.0002310687016055851,True,tested,NM_001099786,6,down
SLC40A1,551.1250521408234,-1.5663086686199739,0.42567288267015324,-3.6796064123109296,0.0002335942014120751,0.0033480773261054036,0.0002335942014120751,True,tested,NM_014585,8,down
KCNJ2,303.45313506342796,-1.6841689701073557,0.4578973991828263,-3.6780487792963235,0.00023502501943433192,0.0033639957141377267,0.00023502501943433192,True,tested,NM_000891,2,down
SAMD4A,155.27483509823495,-1.8104433879687947,0.49265506094682926,-3.6748701708033202,0.00023797039277427618,0.003401519655083736,0.00023797039277427618,True,tested,NM_015589,12,down
PAQR8,156.50317023774969,-1.7860598173913738,0.4868360904146728,-3.668708734946212,0.00024377861547922945,0.0034656808311566774,0.00024377861547922945,True,tested,NM_133367,2,down
ZNF331,122.18169042949914,-2.111203796013303,0.5760431005131018,-3.665010125340933,0.00024732879775254626,0.0035114004718760153,0.00024732879775254626,True,tested,NM_018555,7,down
PPM1K,151.09620632016296,-2.0525434490868766,0.5616228743070774,-3.654664977133057,0.00025751802879222705,0.0036412979952774394,0.00025751802879222705,True,tested,NM_152542,7,down
HSPA12B,160.9033327079757,-1.9934645639003086,0.5457441274093561,-3.6527457901622733,0.00025945105343772897,0.00365878223814333,0.00025945105343772897,True,tested,NM_052970,13,down
FNDC4,62.56221082137438,-2.451445205862463,0.6712924530249139,-3.6518289380671494,0.00026037931080579753,0.0036669504548601994,0.00026037931080579753,True,tested,NM_022823,7,down
ZEB1,643.9997442269736,-1.5180547899500383,0.41626038648185937,-3.6468874753619995,0.0002654360921339385,0.0037281705667903185,0.0002654360921339385,True,tested,NR_024285,13,down
DOCK3,95.63946310699451,-1.9674809336198535,0.5402075838672024,-3.642083140586774,0.0002704406934232507,0.0037933910882572393,0.0002704406934232507,True,tested,NM_004947,53,down
ADH7,947.4648951134413,-1.7595917252308426,0.4832021516428259,-3.6415229511053595,0.00027102995751749167,0.0037965876449050236,0.00027102995751749167,True,tested,NM_000673,9,down
CYP4X1,63.00575890941206,-2.473784466985196,0.6808186595035304,-3.633543870241659,0.00027955488862023924,0.003910790492469019,0.00027955488862023924,True,tested,NM_178033,12,down
ARMCX1,124.63224870061897,-2.2096708869393753,0.6084218792775464,-3.631807076963089,0.00028144349724493146,0.003931975242094747,0.00028144349724493146,True,tested,NM_016608,4,down
DPYD,560.5818709069613,-2.022323670159216,0.5571172854788469,-3.6299783239017835,0.0002834450216051775,0.0039546791460610825,0.0002834450216051775,True,tested,NM_000110,23,down
NR2F1,111.20886993882694,-2.1487891102734578,0.5923977628486025,-3.6272741813554386,0.00028642909198080523,0.003976798424113406,0.00028642909198080523,True,tested,NM_005654,3,down
SGK493,213.14213276301976,-1.9950114124295997,0.5508481080308277,-3.6217087493707987,0.0002926635085780777,0.0040526266921260875,0.0002926635085780777,True,tested,NM_138370,7,down
HMOX1,301.77128684122096,-1.7829556518611058,0.49238738770994894,-3.6210424888287207,0.00029341831721905185,0.004056122158820209,0.00029341831721905185,True,tested,NM_002133,5,down
NDN,132.06769057336277,-1.9632188743671135,0.5423652382264051,-3.6197358090040175,0.00029490395688039003,0.004071302195775792,0.00029490395688039003,True,tested,NM_002487,1,down
DUSP1,2471.5725567263794,-1.3735865004258208,0.3796044593571762,-3.6184677670853973,0.00029635240073303665,0.004085929556563363,0.00029635240073303665,True,tested,NM_004417,4,down
SPON1,365.33566501063564,-1.6659304253639806,0.4610767497844103,-3.613130408642236,0.00030252245475169783,0.004154641711923317,0.00030252245475169783,True,tested,NM_006108,16,down
SARM1,238.67015743917895,-1.7332352326819198,0.4798994013878401,-3.611663668822066,0.00030423897812748756,0.0041727607104535035,0.00030423897812748756,True,tested,NM_015077,9,down
TTLL3,332.356959589733,-1.5469955765502104,0.4286407460700131,-3.6090726108840987,0.0003072935960019225,0.004209161042498302,0.0003072935960019225,True,tested,NM_001025930,13,down
C10orf10,376.3829777549733,-2.0033597128662057,0.5555077934296793,-3.6063575283031697,0.0003105252238071353,0.004235873592235736,0.0003105252238071353,True,tested,NM_007021,2,down
TMPRSS11D,1629.851749499234,-1.7638427972643989,0.49031592920395817,-3.5973597678705804,0.00032146370723510785,0.004363433731540107,0.00032146370723510785,True,tested,NM_004262,10,down
DKFZP564O0823,236.41729306229388,-1.5780941892133318,0.4398427429479088,-3.5878600125050317,0.0003334032024930173,0.004508023224442264,0.0003334032024930173,True,tested,NM_015393,4,down
FAM46B,605.4573701659277,-1.7573086500270372,0.4899752250692001,-3.5865255223442154,0.0003351132790651515,0.0045253214779672,0.0003351132790651515,True,tested,NM_052943,2,down
ZEB2,576.7470746308963,-1.4906051048755151,0.41766411612749194,-3.5689087171197347,0.0003584712876174113,0.004834530613233021,0.0003584712876174113,True,tested,NM_014795,10,down
PIP3-E,83.94535210936392,-2.026740991077212,0.568037284888185,-3.5679717599455905,0.00035975526653328835,0.004845626705382984,0.00035975526653328835,True,tested,NM_001130699,13,down
SLC44A3,40.8490565138772,-2.9872120200962136,0.8376331299950579,-3.5662534266210772,0.00036212120336260163,0.004871248863671566,0.00036212120336260163,True,tested,NM_001114106,15,down
AKAP2,631.1478337928439,-1.5048448280073141,0.4224384008954007,-3.5622822755167243,0.0003676447765263973,0.0049392276498546415,0.0003676447765263973,True,tested,NM_001004065,4,down
LGR4,627.6510970650792,-1.598360661787953,0.448801469126453,-3.561398016140637,0.0003688853910586161,0.004949565668533615,0.0003688853910586161,True,tested,NM_018490,18,down
KIAA1377,63.22235295316538,-2.57203105326288,0.7223697135343612,-3.56054663570905,0.00037008357390744587,0.004959308708509727,0.00037008357390744587,True,tested,NM_020802,11,down
SATB1,204.6799989151112,-1.840249006420487,0.5170855379124045,-3.558887014806107,0.0003724296930453749,0.004984390261318101,0.0003724296930453749,True,tested,NM_001131010,11,down
MYO5C,287.4946729132793,-2.4210544193439003,0.680765936368404,-3.5563683345544477,0.00037601679537596785,0.005019609215018955,0.00037601679537596785,True,tested,NM_018728,41,down
JAK2,417.67130407948554,-1.6673581953738785,0.46916722990070536,-3.5538675532107358,0.00037961033750758964,0.005061150007429869,0.00037961033750758964,True,tested,NM_004972,25,down
MYLIP,352.3967577250283,-1.5405142458469812,0.4337026531419446,-3.5520055842102334,0.00038230674682360535,0.005084195800163035,0.00038230674682360535,True,tested,NM_013262,7,down
ADPRH,110.20054516162172,-1.8373115100299569,0.517449634424333,-3.550705977546938,0.00038419936747054,0.005102905884507576,0.00038419936747054,True,tested,NM_001125,5,down
TMEM47,131.7662431955807,-1.7771950701711519,0.5007010619875147,-3.5494134226850655,0.000386090401092814,0.005121547669041797,0.000386090401092814,True,tested,NM_031442,3,down
PLA2G16,71.05516746643399,-2.1651459936596016,0.6102201846935863,-3.5481389307808615,0.00038796352228724125,0.005139905126292253,0.00038796352228724125,True,tested,NM_007069,4,down
TC2N,524.2131763884755,-1.4928803225903773,0.42151582495392437,-3.54169460364522,0.00039756547732372433,0.005234113915743167,0.00039756547732372433,True,tested,NM_001128595,12,down
SEMA3G,150.02135556069234,-1.9853406555406827,0.5608013154279143,-3.54018544700771,0.0003998459617006169,0.0052575490283187495,0.0003998459617006169,True,tested,NM_020163,16,down
FERMT2,281.26290502410603,-1.7270436733154118,0.4879318483682817,-3.539518232086937,0.00040085808009277934,0.005264268736818425,0.00040085808009277934,True,tested,NM_001134999,16,down
PLSCR4,201.83023976939538,-1.5894628879601223,0.4498970976009113,-3.5329476372174367,0.0004109538580222614,0.0053901138981047175,0.0004109538580222614,True,tested,NM_001128304,11,down
CALCOCO1,943.0912728190054,-1.4233059580414187,0.40398499485212097,-3.5231654050973376,0.0004264251449611761,0.005579106566577978,0.0004264251449611761,True,tested,NM_020898,15,down
PALM2-AKAP2,660.705355481302,-1.5139049623243035,0.4301541301295575,-3.5194476962672256,0.00043244629424451554,0.005643827040165069,0.00043244629424451554,True,tested,NM_007203,11,down
RHOBTB3,524.9650729456406,-1.4848854698708227,0.42200918287700634,-3.518609381311945,0.0004338149402360542,0.005654664717270454,0.0004338149402360542,True,tested,NM_014899,12,down
TGM1,4223.903618698604,-2.109379752975509,0.600015520197352,-3.5155419851168346,0.00043885736343415486,0.005713302924707845,0.00043885736343415486,True,tested,NM_000359,15,down
KIAA1462,386.66745104691336,-1.4755706680491756,0.41997706929951456,-3.5134553191446853,0.00044231879815214087,0.005744130152517172,0.00044231879815214087,True,tested,NM_020848,3,down
DAAM2,261.08632665869777,-1.5649058313324289,0.44536881280158286,-3.5137301632963984,0.00044186142425939654,0.005744130152517172,0.00044186142425939654,True,tested,NM_015345,25,down
EPM2A,95.6898540264291,-1.9606396792572562,0.5583076729736068,-3.511754851611976,0.00044515842110987665,0.0057738695952844,0.00044515842110987665,True,tested,NM_005670,4,down
ZNF704,175.48100051520228,-2.246432293763418,0.6401967756906438,-3.508971583525969,0.00044984296440759707,0.00582743549206685,0.00044984296440759707,True,tested,NM_001033723,9,down
NCOA1,831.9659748249464,-1.3873157484671164,0.39573697241490224,-3.505651089412525,0.0004554918953521163,0.005893347109075534,0.0004554918953521163,True,tested,NM_147223,22,down
TLE2,160.47457018902193,-1.812143240690822,0.5180972085937275,-3.497689643241906,0.00046930691878224983,0.0060571725905728705,0.00046930691878224983,True,tested,NM_003260,20,down
TPRG1,170.76565244536695,-1.843032132183107,0.5272214023206615,-3.49574604534388,0.0004727383886224435,0.00609397485995999,0.0004727383886224435,True,tested,NM_198485,6,down
RNF138P1,122.25900337172028,-1.8278070580248496,0.5233449864890733,-3.492547182475037,0.00047843706434734344,0.006148839133870306,0.00047843706434734344,True,tested,NR_001575,1,down
FOXP1,592.3493322895195,-1.5075525175101712,0.431670035701415,-3.4923723974970113,0.0004787502771279184,0.006148839133870306,0.0004787502771279184,True,tested,NM_032682,21,down
SNORD113-4,1856.5346011318823,-1.5175051363006853,0.43456232451570537,-3.492031063649747,0.0004793624951961979,0.006149184828487491,0.0004793624951961979,True,tested,NR_003232,1,down
LHFP,236.5412265451461,-1.5624653148157024,0.4478377219388788,-3.488909572090376,0.0004849951895480917,0.006213853001697868,0.0004849951895480917,True,tested,NM_005780,4,down
SERPINB6,479.43022520871074,-1.6256225449131256,0.46630969183978777,-3.48614359375496,0.0004900378865190217,0.006270813685467531,0.0004900378865190217,True,tested,NM_004568,7,down
ARSG,109.6913712739789,-1.9838467361295165,0.5696958094381424,-3.482291256602481,0.0004971426487673064,0.006346270556439029,0.0004971426487673064,True,tested,NM_014960,12,down
PFKM,1007.521055326779,-1.6128927552426726,0.46420803299302454,-3.474504189088233,0.0005117983724906545,0.006517519638044625,0.0005117983724906545,True,tested,NM_000289,23,down
SHISA4,136.10580834594418,-1.9345247642480843,0.5570973532637229,-3.4725075481238274,0.0005156205126066233,0.006552670082981569,0.0005156205126066233,True,tested,NM_198149,5,down
ZFYVE28,128.33142600853014,-2.008936963135746,0.5788308458639359,-3.470680558043345,0.0005191411874098813,0.006587074051845668,0.0005191411874098813,True,tested,NM_020972,13,down
KIAA1529,69.63037852686892,-2.2271574627421007,0.6418227756260149,-3.470050530023335,0.0005203604602154226,0.00659458021112573,0.0005203604602154226,True,tested,NM_020893,49,down
ZNF423,167.6150948206582,-1.6545174717684938,0.4768488248942967,-3.469689732663704,0.0005210599009688706,0.006595488336842114,0.0005210599009688706,True,tested,NM_015069,9,down
C5orf4,76.53971669180743,-1.9807316011075071,0.571010586084215,-3.468817653085298,0.0005227541321943972,0.00660897101424108,0.0005227541321943972,True,tested,NM_032385,9,down
MYOZ3,167.27109479444002,-7.3787640683202325,2.128694924336404,-3.466332344744269,0.0005276106676269847,0.006654354950887276,0.0005276106676269847,True,tested,NM_001122853,7,down
LMO2,97.55149434970161,-1.8371015801563053,0.5301299740275628,-3.465379567579006,0.0005294836113213602,0.006669969808803609,0.0005294836113213602,True,tested,NM_005574,6,down
EPB41L4A,200.4576187984783,-2.3384513882394806,0.6755031694399349,-3.461791882010427,0.0005365919182743821,0.00675141879447983,0.0005365919182743821,True,tested,NM_022140,23,down
MYO15B,622.3595814260985,-1.4845948417897175,0.4290208180292718,-3.460426113141262,0.0005393212166674423,0.006777641988406877,0.0005393212166674423,True,tested,NR_003587,61,down
MYLK4,49.70947828360574,-2.3521963566709387,0.6798892623073289,-3.459675695845422,0.0005408263210006795,0.006788436473635769,0.0005408263210006795,True,tested,NM_001012418,13,down
LPHN2,713.6683802382166,-1.5783181311092418,0.45665483316869054,-3.456260651305103,0.000547725399430478,0.006858644870579979,0.000547725399430478,True,tested,NM_012302,20,down
APPL1,942.5270898905225,-1.3337884598577618,0.3863277596231446,-3.4524789550687403,0.0005554608034948374,0.006947227620853288,0.0005554608034948374,True,tested,NM_012096,22,down
TNIK,144.78448813062377,-2.001692920813807,0.57989909378474,-3.451795221388706,0.0005568701866177471,0.006956573341981036,0.0005568701866177471,True,tested,NM_015028,33,down
SNORD116-29,1385.5247665445356,-1.5103991153907972,0.4376550946540648,-3.4511174069267034,0.0005582706555156404,0.0069617172580497795,0.0005582706555156404,True,tested,NR_003360,1,down
NLRC3,132.09847837889643,-1.8617502347832198,0.5394884532440627,-3.45095473978749,0.0005586072385813786,0.0069617172580497795,0.0005586072385813786,True,tested,NM_178844,20,down
ZDBF2,300.2129046895793,-1.5245788889447707,0.4418518104236687,-3.4504303320222482,0.0005596936053005436,0.006966991726643971,0.0005596936053005436,True,tested,NM_020923,5,down
LDOC1,55.65637995208033,-2.656603267875381,0.7704659658564831,-3.448047526566844,0.0005646546704468308,0.00701212998547802,0.0005646546704468308,True,tested,NM_012317,1,down
ANGPTL2,860.894027494733,-1.6283326139012846,0.4724117612075546,-3.44685028530836,0.0005671627881576104,0.007034961336934893,0.0005671627881576104,True,tested,NM_012098,5,down
ZNF608,288.1178248895466,-1.8087689078452192,0.5254511705918974,-3.442315878386419,0.0005767563403643244,0.007137104960974784,0.0005767563403643244,True,tested,NM_020747,9,down
TMEM140,78.66674913770943,-1.9822575619100062,0.5759951762670384,-3.441448198849164,0.0005786092468016802,0.007151610290468768,0.0005786092468016802,True,tested,NM_018295,2,down
ASB5,650.4410291106807,-5.59313099024331,1.6264707702451988,-3.4388143288920694,0.0005842678084431402,0.007204598116788299,0.0005842678084431402,True,tested,NM_080874,7,down
MYL5,66.74570729970351,-2.874153319862354,0.8361157382686043,-3.437506541635059,0.0005870965380265906,0.007230992061556109,0.0005870965380265906,True,tested,NM_002477,7,down
PALMD,532.6918936891367,-1.574962627606588,0.4588035523388998,-3.4327603166490444,0.0005974700204991511,0.007332967331032806,0.0005974700204991511,True,tested,NM_017734,8,down
GALNT5,87.08662493674865,-2.2413560175936493,0.6537620901218489,-3.428397044521047,0.0006071567774597953,0.007417196632549546,0.0006071567774597953,True,tested,NM_014568,10,down
CMAH,124.20798280356966,-1.8283017478307766,0.5337531847269343,-3.425369253330315,0.0006139643618740907,0.007465636094732868,0.0006139643618740907,True,tested,NR_002174,13,down
PPAP2A,142.73675315661163,-2.063470376220202,0.6024076765028685,-3.42537198098002,0.0006139581972798463,0.007465636094732868,0.0006139581972798463,True,tested,NM_003711,6,down
NACA,840.2521996137124,-1.4689179651542752,0.42906801796103344,-3.4235084034803953,0.000618183404013931,0.007502296866281099,0.000618183404013931,True,tested,NM_001113203,9,down
LIMS2,119.83497204971091,-1.900904919947824,0.5552665254677754,-3.4234098991406645,0.0006184074896439588,0.007502296866281099,0.0006184074896439588,True,tested,NM_001136037,10,down
PITX1,1932.596433194755,-1.6195154463546546,0.4732689749569372,-3.4219767870945152,0.0006216762091454434,0.007533252887291843,0.0006216762091454434,True,tested,NM_002653,3,down
DOCK10,314.61095579114084,-1.5919171823597118,0.4653458120500608,-3.420933725279679,0.0006240653810376381,0.0075534918124209975,0.0006240653810376381,True,tested,NM_014689,56,down
SECTM1,193.44462836108337,-1.7785278291660636,0.5203342511017418,-3.4180487357890748,0.0006307181207320863,0.007625229662153393,0.0006307181207320863,True,tested,NM_003004,5,down
SSH2,996.9967428121208,-1.3312953487612693,0.38985223437485955,-3.414871665147806,0.0006381206953004213,0.0076970103614537625,0.0006381206953004213,True,tested,NM_033389,15,down
SIAE,269.84033624500796,-1.5815064622749377,0.4633138137799496,-3.4134671042337463,0.0006414190152936537,0.0077279222186641345,0.0006414190152936537,True,tested,NM_170601,10,down
SNORD113-8,2322.364165455749,-1.6716309944389895,0.4900751901909163,-3.4109684144340795,0.0006473258977607974,0.0077812424277745275,0.0006473258977607974,True,tested,NR_003236,1,down
ZMAT1,78.31804155835464,-1.9155383373932315,0.5617023659871984,-3.410237259774847,0.0006490638856132909,0.0077932173511465535,0.0006490638856132909,True,tested,NM_032441,2,down
LRP4,516.6408417605802,-1.6056802899066847,0.4709209509609842,-3.409659915597417,0.0006504393242558056,0.007800816827204902,0.0006504393242558056,True,tested,NM_002334,38,down
LCE3D,970.9331037438777,-2.317952184100727,0.6803194331121312,-3.4071526863450328,0.0006564439384792208,0.007845961339775533,0.0006564439384792208,True,tested,NM_032563,2,down
SMARCD3,154.84724183400144,-1.7430436716598434,0.5114988743669537,-3.407717512217571,0.0006550867445187283,0.007845961339775533,0.0006550867445187283,True,tested,NM_001003802,14,down
CD163L1,190.01845348749535,-1.779934963686783,0.5223686584279487,-3.407430623888192,0.0006557757687863442,0.007845961339775533,0.0006557757687863442,True,tested,NM_174941,20,down
C10orf72,273.48191326334603,-1.6156947495172294,0.4757908169773375,-3.3958090233468856,0.0006842608414608373,0.008159868785910962,0.0006842608414608373,True,tested,NM_001031746,8,down
RALGPS2,664.9459771120272,-1.5540523692223664,0.45774959475185434,-3.394983604660135,0.0006863271044125674,0.00817522965868303,0.0006863271044125674,True,tested,NM_152663,20,down
C6orf190,38.260555563916625,-2.6685529697356687,0.7867257070184512,-3.3919737793353724,0.0006939108037853825,0.008246863014218585,0.0006939108037853825,True,tested,NM_001010923,7,down
APOLD1,375.06452916345387,-1.4084158111370473,0.4153578111193061,-3.390849463843352,0.0006967636081123633,0.008271410696981344,0.0006967636081123633,True,tested,NM_001130415,2,down
BZRAP1,134.27950019905737,-1.7413657152064128,0.5136307269966738,-3.3903067392182904,0.0006981445984807295,0.008278450509750051,0.0006981445984807295,True,tested,NM_004758,32,down
CARD8,382.05573289612704,-1.4180987266329292,0.4186917645868116,-3.386975447277756,0.0007066771184573402,0.008370180165177921,0.0007066771184573402,True,tested,NM_014959,10,down
NFATC4,700.1079052271813,-1.3975640795733775,0.41305274648593554,-3.3835002707601283,0.0007156813693104245,0.008457759804246704,0.0007156813693104245,True,tested,NM_001136022,10,down
TXNDC13,342.2932738458806,-1.6018313895955227,0.4734133735427696,-3.383578663205653,0.0007154770831350426,0.008457759804246704,0.0007154770831350426,True,tested,NM_021156,8,down
CYP2C18,273.1772409272509,-1.5378215892881286,0.45455190769342846,-3.3831594659708455,0.0007165701169504463,0.008458747919866729,0.0007165701169504463,True,tested,NM_000772,9,down
SNORD114-3,5224.144142108507,-1.4212974859491736,0.4202608255014892,-3.3819414033015485,0.0007197549582839877,0.00848680762259436,0.0007197549582839877,True,tested,NR_003195,1,down
SOD3,212.47689649893937,-2.2488600414715387,0.6651323331797507,-3.3810715992719436,0.0007220372584978053,0.00850417425759859,0.0007220372584978053,True,tested,NM_003102,2,down
ID4,178.78229701003806,-1.8726403818797897,0.554108382691688,-3.3795561308476847,0.0007260298023833061,0.00854162273666183,0.0007260298023833061,True,tested,NM_001546,3,down
ALDH9A1,587.6320806288761,-1.448458543163595,0.4286789818169495,-3.378888643022163,0.0007277948153232751,0.008552810212288958,0.0007277948153232751,True,tested,NM_000696,11,down
KLHL3,278.5341750413448,-1.8823982640997605,0.5573164999761104,-3.3776108623743424,0.0007311847262408788,0.008583046630040975,0.0007311847262408788,True,tested,NM_017415,15,down
BMP4,65.88325376840741,-2.3472411669647784,0.6951357988979897,-3.376665639556902,0.0007337018033147005,0.008602981189312771,0.0007337018033147005,True,tested,NM_001202,4,down
