sample_accession,GSM515513,GSM515514,GSM515515,GSM515516,GSM515517,GSM515518
GSM515513,1.0,0.6679667981218731,0.896889336194176,0.7485179959795426,0.8781418271253394,0.7786851270580983
GSM515514,0.6679667981218731,1.0,0.6450313636435472,0.8411590557960067,0.6130291336018127,0.7784320071061372
GSM515515,0.896889336194176,0.6450313636435472,1.0,0.7682218792845427,0.8349016642206156,0.7677296912171475
GSM515516,0.7485179959795426,0.8411590557960067,0.7682218792845427,1.0,0.6881148294863685,0.8169776213408741
GSM515517,0.8781418271253394,0.6130291336018127,0.8349016642206156,0.6881148294863685,1.0,0.7978775771479075
GSM515518,0.7786851270580983,0.7784320071061372,0.7677296912171475,0.8169776213408741,0.7978775771479075,1.0
