gene,in_library
CENPF,True
CENPI,False
CENPJ,True
CENPL,False
CENPM,True
CENPN,True
CENPP,False
CENPT,False
CENTD1,False
CENTD2,False
CEP110,False
CEP120,False
CEP135,False
CEP152,False
CEP164,False
CEP170,False
CEP192,True
CEP250,True
CEP27,False
CEP290,False
CEP350,False
CEP55,False
CEP57,True
CEP63,False
CEP68,False
CEP70,False
CEP72,True
CEP76,False
CEP78,False
CEP97,False
CEPT1,False
CERCAM,True
CERK,False
CES2,False
CES3,False
CETN2,True
CETN3,False
CFB,True
CFD,True
CFDP1,False
CFH,True
CFI,True
CFL1,True
CFL2,False
CFLAR,True
CGGBP1,False
CGN,False
CGNL1,False
CHAC1,True
CHAF1A,True
CHAF1B,False
CHCHD1,False
CHCHD2,False
CHD1,False
CHD1L,False
CHD2,False
CHD3,False
CHD4,False
CHD6,False
CHD7,False
CHD8,False
CHD9,False
CHEK1,True
CHEK2,True
CHERP,False
CHFR,True
CHGB,False
CHI3L1,False
CHIC1,False
CHID1,False
CHKA,True
CHKB,False
CHL1,False
CHM,False
CHML,False
CHMP1A,True
CHMP1B,False
CHMP2A,False
CHMP2B,False
CHMP4A,False
CHMP4C,False
CHMP5,False
CHMP6,False
CHMP7,False
CHORDC1,False
CHP,False
CHPF,True
CHPT1,True
CHRAC1,False
CHRD,False
CHRNA1,True
CHRNB1,True
CHST11,False
CHST14,False
CHST2,True
CHST3,True
CHSY1,False
CHTF18,False
CHUK,True
CHURC1,False
CIAO1,False
CIAPIN1,False
CIB1,False
CIC,False
CIDEB,False
CIITA,True
CILP,False
CINP,False
CIR,False
CIRBP,False
CIRH1A,False
CISD2,False
CISD3,False
CISH,True
CIT,True
CITED2,True
CITED4,False
CIZ1,False
CKAP2,False
CKAP2L,False
CKAP4,True
CKAP5,True
CKB,True
CKMT2,True
CLASP1,True
CLASP2,False
CLCA2,True
CLCC1,False
CLCF1,True
CLCN2,True
CLCN3,True
CLCN4,False
CLCN5,False
CLCN6,False
CLCN7,False
CLDN1,False
CLDN12,False
CLDN15,True
CLDN4,True
CLDN5,True
CLDN7,True
CLDND1,False
CLEC10A,False
CLEC11A,False
CLEC14A,False
CLEC16A,False
CLEC2B,False
CLEC2D,False
CLEC7A,False
CLIC1,False
CLIC2,True
CLIC3,True
CLIC4,False
CLIC5,False
CLINT1,False
CLIP1,True
CLIP2,True
CLIP4,False
CLK1,False
CLK2,False
CLK3,False
CLK4,False
CLMN,False
CLN3,False
CLN5,True
CLN6,True
CLN8,True
CLNS1A,True
CLOCK,False
CLP1,True
CLPB,True
CLPTM1,False
CLPTM1L,False
CLPX,False
CLSPN,False
CLSTN1,False
CLSTN2,False
CLSTN3,True
CLTB,True
CLTC,True
CLTCL1,False
CLU,True
CLUAP1,False
CMAH,False
CMAS,False
CMIP,False
CMPK1,True
CMPK2,True
CMTM3,False
CMTM4,False
CMTM6,False
CMYA5,False
CNBP,True
CNDP2,True
CNIH,False
CNKSR1,False
CNKSR3,False
CNN2,True
CNN3,True
CNNM2,False
CNNM3,False
CNNM4,False
CNOT1,False
CNOT10,False
CNOT2,True
CNOT3,False
CNOT4,True
CNOT6,True
CNOT6L,False
CNOT7,False
CNP,True
CNPY2,False
CNPY3,False
CNTF,False
CNTLN,False
CNTROB,True
COASY,False
COBL,False
COBLL1,False
COG1,False
COG2,True
COG3,False
COG4,False
COG5,False
COG6,False
COG7,False
COIL,True
COL10A1,False
COL11A1,True
COL11A2,False
COL12A1,True
COL13A1,False
COL14A1,False
COL15A1,True
COL16A1,True
COL17A1,True
COL18A1,False
COL19A1,False
COL1A1,True
COL1A2,True
COL21A1,False
COL27A1,False
COL3A1,True
COL4A1,True
COL4A2,True
COL4A3,False
COL4A3BP,False
COL4A4,False
COL4A5,False
COL4A6,False
COL5A1,True
COL5A2,True
COL5A3,True
COL6A1,True
COL6A2,True
COL6A3,True
COL7A1,True
COL8A1,False
COL8A2,True
COLEC12,False
COMMD1,False
COMMD2,False
COMMD3,False
COMMD5,False
COMMD6,False
COMMD7,False
COMMD9,False
COMP,True
COMT,True
COPA,True
COPB1,True
COPB2,True
COPE,True
COPG,False
COPS3,False
COPS4,False
COPS5,True
COPS6,False
COPS7B,False
COPS8,False
COPZ1,False
COQ10B,False
COQ2,False
COQ4,False
COQ5,True
COQ6,False
COQ7,False
COQ9,True
CORO1A,True
CORO1B,False
CORO1C,False
CORO2A,False
CORO6,False
CORO7,False
COTL1,False
COX10,True
COX11,True
COX15,True
COX16,False
COX18,False
COX19,False
COX4I1,True
COX4NB,False
COX5A,True
COX6A1,True
COX7A2,True
COX7B,True
CP110,False
CPA4,False
CPD,False
CPE,True
CPEB2,True
CPEB3,True
CPEB4,False
CPM,True
CPNE1,False
CPNE3,False
CPNE8,False
CPOX,True
CPS1,False
CPSF1,False
CPSF2,False
CPSF3L,False
CPSF4,False
CPSF6,False
CPT1A,True
CPT1B,False
CPT2,True
CPVL,False
CPXM2,False
CRABP2,True
CRADD,False
CRAMP1L,False
CRAT,True
CRB3,True
CRBN,False
CRCT1,False
CREB1,False
CREB3L2,False
CREB3L4,False
CREB5,False
CREBBP,True
CREBL2,False
CREBZF,False
CREG1,True
CRELD1,False
CRELD2,False
CREM,False
CRIM1,False
CRIP1,False
CRIPAK,False
CRIPT,False
CRISPLD2,False
CRK,False
CRKL,False
CRKRS,False
CRLF3,False
CRLS1,False
CRMP1,True
CRNKL1,False
CRNN,False
CROCC,True
CROCCL2,False
CROP,False
CROT,True
CRTAP,False
CRTC1,False
CRTC2,False
CRTC3,False
CRY1,False
CRY2,False
CRYAB,True
CRYBG3,False
CRYL1,False
CRYZ,True
CRYZL1,False
CS,True
CSAD,True
CSDA,False
CSDE1,False
CSE1L,True
CSF1,True
CSF1R,False
CSF2RB,True
CSF3,True
CSF3R,True
CSGALNACT1,False
CSGALNACT2,False
CSGLCA-T,False
CSK,True
CSMD2,False
CSNK1A1,False
CSNK1E,True
CSNK1G1,False
CSNK1G2,False
CSNK1G3,False
CSNK2A1,False
CSNK2A1P,False
CSNK2A2,True
CSNK2B,True
CSPG4,False
CSPP1,False
CSRP1,True
CSRP2,True
CSRP2BP,False
CSRP3,True
CSTA,False
CSTF1,False
CSTF2,True
CSTF2T,False
CSTF3,True
CTAGE5,False
CTBP1,True
CTBP2,False
CTBS,False
CTCF,True
CTDP1,False
CTDSP1,False
CTDSP2,False
CTDSPL,False
CTDSPL2,False
CTF8,False
CTGF,False
CTHRC1,True
CTNNA1,True
CTNNAL1,False
CTNNB1,True
CTNNBIP1,False
CTNNBL1,False
CTNND1,True
CTNS,True
CTPS,False
CTPS2,False
CTR9,False
CTSA,False
CTSB,True
CTSC,True
CTSF,True
CTSH,True
CTSK,True
CTSL1,False
CTSL2,False
CTSO,True
CTSS,True
CTSZ,True
CTTN,True
CTTNBP2,False
CTTNBP2NL,False
CUEDC1,False
CUEDC2,False
CUGBP1,False
CUGBP2,False
CUL1,True
CUL2,False
CUL3,True
CUL4A,True
CUL4B,False
CUL5,True
CUL7,False
CUTA,False
CUTC,False
CUX1,False
CWC15,False
CWF19L1,False
CWF19L2,False
CX3CL1,True
CXADR,False
CXCL1,True
CXCL12,True
CXCL14,True
CXCL16,True
CXCL17,False
CXCR7,False
CXXC1,True
CXXC5,False
CXorf15,False
CXorf23,False
CXorf26,False
CXorf36,False
CXorf39,False
CYB561,False
CYB561D1,False
CYB5A,True
CYB5B,True
CYB5D1,False
CYB5R1,True
CYB5R2,False
CYB5R3,True
CYB5R4,False
CYBASC3,False
CYBB,True
CYBRD1,False
CYCS,True
CYFIP1,True
CYFIP2,True
CYGB,False
CYHR1,False
CYLD,True
CYP1B1,False
CYP20A1,False
CYP24A1,False
CYP26B1,True
CYP27B1,False
CYP2C18,True
CYP2R1,False
CYP2S1,True
CYP3A5,False
CYP4B1,True
CYP4F11,True
CYP4F12,False
CYP4F22,False
CYP4F3,False
CYP4V2,False
CYP4X1,False
CYP51A1,True
CYP7B1,True
CYR61,False
CYSLTR1,False
CYTH1,False
CYTH2,True
CYTH3,False
CYTH4,False
CYYR1,False
D2HGDH,True
D4S234E,False
DAAM1,True
DAAM2,False
DAB2,True
DAB2IP,False
DACT1,False
DAD1,True
DAG1,False
DAGLA,False
DAGLB,False
DAK,False
DALRD3,False
DAP,True
DAPK1,False
DAPK2,True
DAPK3,False
DAPL1,False
DAPP1,True
DARC,False
DARS,False
DARS2,False
DAXX,False
DAZAP1,False
DAZAP2,False
DBF4B,False
DBI,True
DBN1,False
DBNDD1,False
DBNDD2,False
DBNL,False
DBP,True
DBR1,False
DBT,True
DCAKD,False
DCBLD1,False
DCBLD2,True
DCI,False
DCK,True
DCLK1,False
DCLK2,False
DCLRE1A,False
DCLRE1B,True
DCLRE1C,False
DCN,True
DCP1A,True
DCP1B,False
DCP2,True
DCPS,True
DCTD,False
DCTN1,True
DCTN2,False
DCTN4,True
DCTN5,False
DCTN6,False
DCUN1D1,True
DCUN1D2,False
DCUN1D3,False
DCUN1D4,False
DCXR,True
DDA1,False
DDAH1,True
DDAH2,True
DDB1,True
DDB2,True
DDHD1,False
DDHD2,False
DDI2,False
DDIT3,True
DDIT4,True
DDIT4L,False
DDN,False
DDOST,False
DDR1,False
DDR2,False
DDX1,False
DDX10,True
DDX11,False
DDX17,False
DDX18,True
DDX19A,False
DDX20,False
DDX21,True
DDX23,False
DDX24,False
DDX26B,False
DDX27,False
DDX28,False
DDX31,False
DDX3X,False
DDX41,False
DDX42,False
DDX46,False
DDX47,False
DDX49,False
DDX5,False
DDX50,False
DDX51,False
DDX52,False
DDX54,False
DDX55,False
DDX56,False
DDX58,True
DDX59,False
DDX6,False
DDX60L,False
DEAF1,False
DECR1,True
DECR2,False
DEDD,False
DEF6,True
DEF8,False
DEGS1,True
DEGS2,False
DEK,True
DEM1,False
DENND1A,False
DENND1B,False
DENND2A,False
DENND2C,False
DENND2D,False
DENND3,False
DENND4A,False
DENND4B,False
DENND4C,False
DENND5A,True
DENND5B,False
DENR,False
DEPDC1,True
DEPDC1B,False
DEPDC5,False
DEPDC6,False
DEPDC7,False
DERA,False
DERL1,False
DES,True
DFFA,True
DFNA5,False
DFNB31,False
DGAT1,True
DGAT2,False
DGCR11,False
DGCR14,False
DGCR2,False
DGCR8,True
DGKA,True
DGKD,False
DGKE,False
DGKH,True
DGKQ,False
DGKZ,False
DGUOK,True
DHCR24,True
DHCR7,True
DHDDS,False
DHODH,False
DHPS,True
DHRS1,True
DHRS13,False
DHRS3,True
DHRS7,True
DHRS7B,True
DHTKD1,False
DHX15,True
DHX16,True
DHX29,False
DHX30,False
DHX32,False
DHX33,False
DHX34,False
DHX35,False
DHX36,False
DHX37,False
DHX38,False
DHX40,False
DHX57,False
DHX58,True
DHX9,False
DIABLO,True
DIAPH1,False
DIAPH2,False
DIAPH3,True
DICER1,False
DIDO1,False
DIMT1L,False
DIO2,True
DIP2A,False
DIP2B,False
DIP2C,False
DIRC2,False
DIS3,False
DIS3L,False
DIS3L2,False
DISC1,False
DISP1,False
DIXDC1,False
DKFZP434B0335,False
DKFZP564O0823,False
DKFZP586I1420,False
DKFZp761E198,False
DKK3,False
DLAT,True
DLC1,True
DLD,True
DLG1,True
DLG2,False
DLG3,False
DLG4,True
DLG5,True
DLGAP4,False
DLGAP5,True
DLL1,True
DLST,True
DLX3,False
DMAP1,False
DMD,True
DMKN,False
DMPK,True
DMTF1,False
DMWD,False
DMXL1,False
DMXL2,False
DNA2,False
DNAH1,False
DNAJA1,True
DNAJA2,False
DNAJA3,False
DNAJA4,True
DNAJB1,True
DNAJB11,False
DNAJB12,False
DNAJB14,False
DNAJB2,False
DNAJB4,True
DNAJB5,False
DNAJB6,False
DNAJB9,True
DNAJC10,False
DNAJC11,False
DNAJC13,False
DNAJC14,False
DNAJC15,True
DNAJC16,False
DNAJC17,False
DNAJC19,False
DNAJC2,False
DNAJC21,False
DNAJC24,False
DNAJC25,False
DNAJC27,False
DNAJC3,True
DNAJC30,False
DNAJC4,False
DNAJC5,False
DNAJC7,False
DNAJC8,False
DNAL1,False
DNAL4,False
DNASE1,False
DNASE1L1,False
DNASE1L3,False
DNASE2,False
DNM1,False
DNM1L,True
DNM2,False
DNM3,False
DNMBP,True
DNMT1,True
DNMT3A,False
DNMT3B,False
DNPEP,False
DNTTIP2,True
DOCK1,False
DOCK10,True
DOCK11,False
DOCK2,True
DOCK3,False
DOCK4,True
DOCK5,False
DOCK6,False
DOCK7,False
DOCK8,False
DOCK9,True
DOHH,False
DOK4,False
DOM3Z,False
DONSON,True
DOPEY1,False
DOPEY2,False
DOT1L,False
DPAGT1,False
DPF2,False
DPH1,False
DPH2,False
DPH5,False
DPM1,False
DPM2,False
DPP3,False
DPP4,True
DPP7,False
DPP8,False
DPP9,False
DPT,False
DPY19L1,False
DPY19L3,False
DPY19L4,False
DPY30,False
DPYD,True
DPYSL2,True
DPYSL3,True
DQX1,False
DR1,True
DRAM,False
DRAP1,False
DRG1,False
DRG2,False
DSC1,True
DSC2,True
DSC3,True
DSCC1,True
DSCR3,False
DSE,False
DSEL,False
DSG1,False
DSG2,False
DSG3,False
DSN1,False
DSP,False
DST,True
DSTN,False
DTD1,False
DTL,False
DTNB,True
DTNBP1,False
DTWD2,False
DTX2,True
DTX3,False
DTX3L,False
DTX4,True
DTYMK,True
DULLARD,False
DUOX1,False
DUOX2,False
DUS1L,False
DUSP1,True
DUSP10,False
DUSP11,False
DUSP12,False
DUSP14,True
DUSP16,False
DUSP18,False
DUSP2,True
DUSP22,False
DUSP26,False
DUSP27,False
DUSP3,True
DUSP4,True
DUSP5,True
DUSP6,True
DUSP7,False
DUSP8,False
DUT,True
DVL1,False
DVL2,True
DVL3,False
DYM,False
DYNC1H1,True
DYNC1LI1,False
DYNC1LI2,False
DYNC2H1,False
DYNC2LI1,False
DYNLL1,False
DYNLT3,True
DYRK1A,True
DYRK1B,False
DYRK2,True
DYRK3,True
DYSF,False
DZIP1,False
DZIP1L,False
DZIP3,False
E2F1,True
E2F2,True
E2F3,True
E2F4,True
E2F6,False
E2F7,False
E2F8,True
E4F1,False
EAF1,False
EAPP,False
EARS2,False
EBAG9,False
EBF1,False
EBF3,False
EBF4,False
EBNA1BP2,False
EBPL,False
ECD,True
ECE1,False
ECE2,False
ECH1,True
ECHDC1,False
ECHS1,True
ECM1,True
ECM2,True
EDARADD,False
EDC3,False
EDC4,True
EDEM1,True
EDEM2,False
EDEM3,False
EDF1,True
EDIL3,True
EDN1,True
EDNRA,False
EDNRB,False
EEA1,False
EED,True
EEF1A1,False
EEF1A2,False
EEF1D,False
EEF1E1,True
EEF1G,False
EEF2,True
EEF2K,False
EEFSEC,False
EEPD1,False
EFCAB4B,False
EFEMP1,True
EFEMP2,True
EFHC1,True
EFHD2,False
EFNA1,True
EFNA4,False
EFNA5,True
EFNB1,False
EFNB2,False
EFR3A,False
EFR3B,False
EFS,True
EFTUD1,False
EFTUD2,False
EGF,True
EGFL8,False
EGFLAM,False
EGFR,True
EGLN1,False
EGLN2,True
EGLN3,True
EGR1,True
EGR2,True
EGR3,True
EHBP1L1,False
EHD1,True
EHD2,False
EHD3,False
EHF,False
EHHADH,True
EHMT1,False
EHMT2,False
EI24,True
EID1,False
EID2,False
EID3,False
EIF1,True
EIF1AD,False
EIF1AX,True
EIF2A,False
EIF2AK1,True
EIF2AK2,True
EIF2AK3,True
EIF2AK4,False
EIF2B1,False
EIF2B2,False
EIF2B3,False
EIF2B4,False
EIF2B5,False
EIF2C1,False
EIF2C2,False
EIF2C3,False
EIF2C4,False
EIF2S1,True
EIF2S2,True
EIF2S3,True
EIF3A,True
EIF3B,True
EIF3D,True
EIF3E,False
EIF3EIP,False
EIF3F,False
EIF3G,False
EIF3H,False
EIF3I,False
EIF3J,True
EIF3M,False
EIF4A1,True
EIF4A2,True
EIF4A3,True
EIF4B,False
EIF4E,True
EIF4E2,False
EIF4E3,True
EIF4EBP2,False
EIF4ENIF1,False
EIF4G1,True
EIF4G2,True
EIF4G3,True
EIF4H,True
EIF5,True
EIF5A2,False
EIF5B,False
ELAC2,False
ELAVL1,False
ELF1,True
ELF2,False
ELF3,True
ELF4,True
ELK1,False
ELK3,False
ELK4,True
ELL,True
ELL2,True
ELL3,False
ELMO1,False
ELMO2,False
ELMO3,False
ELMOD3,True
ELN,True
ELOF1,False
ELOVL1,False
ELOVL4,False
ELOVL5,True
ELOVL6,True
ELOVL7,False
ELP2,False
ELP3,False
ELP4,True
ELTD1,False
EME2,False
EMG1,False
EMILIN1,False
EMILIN2,False
EML1,False
EML2,False
EML3,False
EML4,False
EML5,False
EMP1,True
EMP2,True
ENAH,False
ENC1,False
ENDOD1,True
ENDOG,False
ENG,True
ENO1,True
ENO2,True
ENO3,True
ENOPH1,False
ENOSF1,False
ENOX2,False
ENPEP,True
ENPP1,True
ENPP2,True
ENPP4,False
ENSA,False
ENTPD1,False
ENTPD3,False
ENTPD4,False
ENTPD6,False
ENTPD7,True
EP300,False
EP400,False
EPAS1,False
EPB41,True
EPB41L1,False
EPB41L2,True
EPB41L3,True
EPB41L4A,False
EPB41L4B,False
EPB41L5,False
EPB49,False
EPC1,False
EPC2,False
EPDR1,False
EPGN,False
EPHA1,False
EPHA2,True
EPHA3,False
EPHA4,False
EPHB2,True
EPHB3,True
EPHB4,True
EPHB6,False
EPHX1,True
EPHX2,True
EPM2A,False
EPM2AIP1,False
EPN1,False
EPN2,False
EPN3,False
EPRS,False
EPS15,False
EPS15L1,False
EPS8,False
EPS8L1,False
EPSTI1,True
ERAL1,False
ERAP1,False
ERAP2,True
ERBB2,True
ERBB2IP,False
ERBB3,True
ERC1,False
ERCC1,True
ERCC2,True
ERCC3,True
ERCC4,True
ERCC5,True
ERCC6,False
ERCC6L,False
ERCC8,True
EREG,True
ERF,False
ERG,False
ERGIC1,False
ERGIC2,False
ERGIC3,True
ERH,True
ERICH1,False
ERLIN1,False
ERLIN2,False
ERMAP,True
ERMP1,False
ERN1,True
ERO1LB,False
ERP29,True
ERRFI1,True
ESAM,False
ESCO1,False
ESCO2,False
ESD,False
ESF1,False
ESPL1,True
ESPN,False
ESRRA,True
ETAA1,False
ETF1,True
ETFA,True
ETFB,True
ETFDH,True
ETHE1,True
ETNK1,False
ETNK2,False
ETS1,True
ETS2,True
ETV1,True
ETV4,True
ETV5,True
ETV6,False
EVC,False
EVC2,False
EVI1,False
EVI2B,False
EVI5,True
EVI5L,False
EVL,True
EVPL,False
EWSR1,True
EXDL2,False
EXO1,True
EXOC1,False
EXOC2,True
EXOC3,False
EXOC4,True
EXOC5,False
EXOC6,False
EXOC6B,False
EXOC7,False
EXOC8,False
EXOSC1,True
EXOSC10,True
EXOSC2,True
EXOSC3,False
EXOSC5,True
EXOSC6,False
EXOSC7,True
EXOSC9,True
EXPH5,False
EXT1,True
EXT2,True
EXTL2,False
EXTL3,False
EYA2,False
EYA3,False
EYA4,False
EZH1,True
EZH2,True
EZR,True
F11R,False
F13A1,True
F2R,True
F2RL1,True
F2RL2,True
F3,True
F8,True
FAAH,False
FAAH2,False
FABP4,True
FADS1,True
FADS2,True
FADS3,False
FAF1,False
FAF2,False
FAH,True
FAHD1,False
FAM100A,False
FAM100B,False
FAM102A,True
FAM102B,False
FAM104A,False
FAM105B,False
FAM107A,False
FAM107B,False
FAM108B1,False
FAM108C1,False
FAM109A,False
FAM109B,False
FAM110A,False
FAM110C,False
FAM111A,False
FAM111B,False
FAM113A,False
FAM114A1,False
FAM114A2,False
FAM115A,False
FAM116A,False
FAM117B,False
FAM119B,False
FAM120A,True
FAM120AOS,False
FAM120B,False
FAM120C,False
FAM122A,False
FAM123B,False
FAM125A,False
FAM125B,False
FAM126A,False
FAM126B,True
FAM127A,False
FAM127B,False
FAM127C,False
FAM129A,False
FAM129B,False
FAM130A1,False
FAM131A,False
FAM134A,False
FAM134B,False
FAM134C,False
FAM135A,False
FAM136A,False
FAM13A1,False
FAM13A1OS,False
FAM13B1,False
FAM13C1,False
FAM149B1,False
FAM152A,False
FAM152B,False
FAM160A1,False
FAM160A2,False
FAM160B1,False
FAM160B2,False
FAM162A,True
FAM167A,False
FAM168B,False
FAM171A1,False
FAM172A,False
FAM173B,False
FAM174B,False
FAM175B,False
FAM177A1,False
FAM178A,False
FAM179B,False
FAM20A,False
FAM20B,False
FAM32A,False
FAM33A,False
FAM36A,False
FAM3A,False
FAM3D,False
FAM40A,False
FAM40B,False
FAM43A,False
FAM44A,False
FAM44B,False
FAM46A,False
FAM46B,False
FAM46C,False
FAM48A,False
FAM49B,False
FAM50A,False
FAM53B,False
FAM53C,False
FAM54B,False
FAM55C,False
FAM57A,False
FAM59A,False
FAM60A,False
FAM62A,False
FAM62B,False
FAM62C,False
FAM63A,False
FAM63B,False
FAM64A,False
FAM65A,False
FAM65B,False
FAM65C,False
FAM69A,False
FAM73A,False
FAM73B,False
FAM76B,False
FAM78A,False
FAM82A2,False
FAM82B,False
FAM83A,False
FAM83B,False
FAM83C,False
FAM83D,False
FAM83G,False
FAM83H,False
FAM84A,False
FAM84B,False
FAM89A,False
FAM89B,False
FAM8A1,False
FAM91A1,False
FAM96A,False
FAM96B,False
FAM98A,False
FAM98B,False
FAM98C,False
FANCA,False
FANCB,False
FANCC,True
FANCD2,False
FANCE,False
FANCF,False
FANCG,False
FANCI,False
FANCL,False
FANCM,False
FAR1,False
FARP2,False
FARS2,False
FARSA,True
FARSB,False
FASN,True
FASTK,False
FASTKD1,False
FASTKD2,False
FASTKD3,False
FASTKD5,False
FAT1,False
FAT2,False
FAT4,False
FAU,False
FBF1,False
FBLIM1,False
FBLN1,True
FBLN2,True
FBLN5,True
FBN1,True
FBN2,True
FBRS,False
FBXL10,False
FBXL11,False
FBXL12,False
FBXL16,False
FBXL17,False
FBXL18,False
FBXL19,False
FBXL20,False
FBXL3,False
FBXL4,False
FBXL5,False
FBXL7,False
FBXL8,False
FBXO10,False
FBXO11,False
FBXO17,False
FBXO18,False
FBXO2,False
FBXO21,False
FBXO22,False
FBXO27,False
FBXO28,False
FBXO3,False
FBXO30,False
FBXO32,False
FBXO33,False
FBXO34,True
FBXO38,False
FBXO4,True
FBXO41,False
FBXO42,False
FBXO44,False
FBXO45,False
FBXO46,False
FBXO48,False
FBXO6,True
FBXO7,True
FBXO8,False
FBXO9,True
FBXW11,True
FBXW2,False
FBXW5,False
FBXW7,True
FBXW8,False
FBXW9,False
FCER1G,True
FCF1,False
FCGBP,False
FCGRT,False
FCHO2,False
FCHSD1,False
FCHSD2,False
FDFT1,True
FDPS,True
FDXR,True
FECH,True
FEM1A,False
FEM1B,False
FEM1C,False
FEN1,True
FER,False
FER1L3,False
FERMT1,False
FERMT2,True
FERMT3,False
FES,True
FEZ2,False
FGD1,False
FGD2,False
FGD3,False
FGD4,True
FGD5,False
FGD6,True
FGF11,False
FGF2,True
FGFR1,True
FGFR1OP,False
FGFR1OP2,False
FGFR2,False
FGFR3,True
FGFRL1,False
FGGY,True
FGL2,True
FH,True
FHDC1,False
FHL1,True
FHL2,True
FHL3,False
FHOD1,False
FHOD3,False
FIBIN,False
FIBP,False
FIG4,False
FIGNL1,False
FILIP1,False
FILIP1L,False
FIP1L1,False
FIZ1,False
FJX1,True
FKBP10,False
FKBP14,True
FKBP15,False
FKBP1A,True
FKBP3,False
FKBP4,True
FKBP5,True
FKBP8,False
FKBP9,False
FKRP,False
FKTN,False
FLAD1,False
FLCN,False
FLG,False
FLI1,False
FLII,True
FLJ10213,False
FLJ10357,False
FLJ10404,False
FLJ11151,False
FLJ11506,False
FLJ12529,False
FLJ16165,False
FLJ20160,False
FLJ20323,False
FLJ20433,False
FLJ20628,False
FLJ20674,False
FLJ21438,False
FLJ21511,False
FLJ21865,False
FLJ22222,False
FLJ22374,False
FLJ22662,False
FLJ25006,False
FLJ25778,False
FLJ33630,False
FLJ36031,False
FLJ37078,False
FLJ37453,False
FLJ37464,False
FLJ41562,False
FLJ41603,False
FLJ41766,False
FLJ42393,False
FLJ43663,False
FLJ45032,False
FLJ45340,False
FLJ45803,False
FLNA,True
FLNB,True
FLNC,True
FLOT1,False
FLOT2,True
FLRT2,False
FLRT3,False
FLT1,False
FLT4,True
FLVCR1,False
FLVCR2,False
FLYWCH1,False
FMN1,False
FMNL1,False
FMNL2,False
FMNL3,False
FMO2,False
FMOD,True
FMR1,False
FN1,True
FN3KRP,False
FNBP1,False
FNBP1L,False
FNBP4,False
FNDC1,False
FNDC3A,False
FNDC3B,False
FNDC4,False
FNIP1,False
FNIP2,False
FNTA,True
FNTB,False
FOS,True
FOSB,True
FOSL1,True
FOSL2,True
FOXC1,True
FOXD1,False
FOXE1,False
FOXF1,False
FOXJ2,True
FOXJ3,False
FOXK1,False
FOXK2,False
FOXM1,False
FOXN1,False
FOXN2,False
FOXN3,True
FOXO1,True
FOXO3,True
FOXO4,True
FOXP1,False
FOXP2,False
FOXP4,False
FOXQ1,False
FOXRED1,False
FOXRED2,False
FPGS,False
FPGT,False
FPR3,False
FRAP1,False
FRAS1,False
FRAT2,False
FREM2,False
FREQ,False
FRG1,False
FRK,True
FRMD4A,False
FRMD4B,False
FRMD6,False
FRMD8,False
FRRS1,False
FRS2,False
FRY,False
FRYL,False
FRZB,False
FSCN1,True
FSD1L,False
FST,True
FSTL1,True
FSTL3,True
FTO,False
FTSJ1,False
FTSJ2,False
FTSJ3,False
FTSJD1,False
FTSJD2,False
FUBP1,False
FUBP3,False
FUCA1,True
FUCA2,False
FUK,False
FUNDC2,False
FURIN,True
FUS,True
FUSIP1,False
FUT1,False
FUT10,False
FUT11,False
FUT2,False
FUT3,False
FUT4,True
FUT6,False
FUT8,True
FUZ,False
FXC1,False
FXR1,False
FXYD3,False
FXYD5,False
FXYD6,False
FYB,False
FYCO1,False
FYN,True
FYTTD1,False
FZD1,True
FZD10,False
FZD3,False
FZD4,True
FZD5,True
FZD6,False
FZD7,True
FZD8,True
FZR1,False
G0S2,True
G3BP1,True
G3BP2,True
G6PC3,False
G6PD,True
GAA,True
GAB1,False
GAB2,True
GAB3,False
GABARAPL1,True
GABBR1,True
GABPA,False
GABPB1,False
GABPB2,False
GABRE,False
GADD45A,True
GADD45B,True
GADD45GIP1,False
GAK,False
GAL3ST4,False
GALC,True
GALE,True
GALK1,True
GALK2,True
GALNAC4S-6ST,False
GALNS,False
GALNT1,True
GALNT10,False
GALNT11,False
GALNT12,False
GALNT14,False
GALNT2,False
GALNT3,True
GALNT4,False
GALNT5,False
GALNT6,False
GALNT7,False
GALNTL2,False
GALNTL4,False
GALT,False
GAN,False
GANAB,False
GANC,False
GAPDH,True
GAPVD1,True
GAR1,False
GARNL1,False
GARNL4,False
GARS,False
GART,True
GAS1,True
GAS2L1,False
GAS6,False
GAS7,False
GAS8,False
GATA2,False
GATAD1,False
GATAD2A,False
GATM,False
GATS,False
GBA,False
GBA2,False
GBE1,True
GBF1,True
GBL,False
GBP1,False
GBP2,True
GBP3,False
GBP4,True
GBP5,False
GBP6,True
GCA,True
GCC1,False
GCC2,False
GCDH,True
GCH1,True
GCLC,True
GCLM,True
GCN1L1,False
GCNT2,True
GCNT4,False
GCOM1,False
GCS1,False
GDAP1,False
GDAP2,False
GDE1,True
GDI1,False
GDI2,False
GDPD3,False
GDPD5,False
GEM,True
GEMIN4,True
GEMIN5,False
GEMIN7,False
GEN1,False
GFER,False
GFM1,False
GFM2,False
GFOD1,False
GFPT1,True
GFPT2,True
GGA1,False
GGA2,True
GGA3,False
GGCT,False
GGH,True
GGNBP2,False
GGPS1,False
GGT5,False
GGT6,False
GGT7,False
GGTA1,False
GHDC,False
GHITM,True
GHR,False
GHRLOS,False
GIGYF1,False
GIGYF2,False
GIMAP1,False
GIMAP4,False
GIMAP5,False
GIMAP6,False
