sample_accession,size_factor
GSM515513,0.7196519095533083
GSM515514,0.6280836100751263
GSM515515,0.8310183039728118
GSM515516,1.0856912887202572
GSM515517,1.7526880243297234
GSM515518,1.423566883892496
